ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarLocalTest	aceptarlocaltest	1590257529057	 	3.3.1
REQUEST	709		Forbidden	1590257609437	1590257609441	OK	 
REQUEST	1939		WrongLogged	1590257609448	1590257609448	OK	 
REQUEST	1939		WrongLogged Redirect 1	1590257609448	1590257609450	OK	 
USER	AceptarLocalTestNegativo	469	END	1590257545428	1590257609463
REQUEST	316		MyLocales	1590257609260	1590257609487	OK	 
USER	AceptarLocalTestPositivo	2375	START	1590257609497	1590257609497
USER	AceptarLocalTestNegativo	2390	START	1590257609497	1590257609497
REQUEST	2390		Welcome	1590257609497	1590257609499	OK	 
REQUEST	2375		Welcome	1590257609497	1590257609499	OK	 
REQUEST	1085		RightLogged	1590257609510	1590257609510	OK	 
REQUEST	2195		RightLogin	1590257609510	1590257609510	OK	 
REQUEST	2210		WrongLogin	1590257609510	1590257609510	OK	 
REQUEST	1085		RightLogged Redirect 1	1590257609511	1590257609512	OK	 
USER	AceptarLocalTestNegativo	470	END	1590257545490	1590257609527
REQUEST	1940		WrongLogged	1590257609526	1590257609527	OK	 
REQUEST	1940		WrongLogged Redirect 1	1590257609527	1590257609528	OK	 
REQUEST	710		Forbidden	1590257609526	1590257609530	OK	 
REQUEST	317		MyLocales	1590257609327	1590257609539	OK	 
REQUEST	1086		RightLogged	1590257609557	1590257609557	OK	 
REQUEST	1086		RightLogged Redirect 1	1590257609558	1590257609559	OK	 
REQUEST	333		MyLocales	1590257609369	1590257609570	OK	 
USER	AceptarLocalTestNegativo	2391	START	1590257609572	1590257609572
USER	AceptarLocalTestPositivo	2376	START	1590257609572	1590257609572
REQUEST	2376		Welcome	1590257609573	1590257609576	OK	 
REQUEST	2391		Welcome	1590257609573	1590257609576	OK	 
REQUEST	2196		RightLogin	1590257609577	1590257609577	OK	 
REQUEST	2211		WrongLogin	1590257609577	1590257609577	OK	 
USER	AceptarLocalTestNegativo	471	END	1590257545557	1590257609588
REQUEST	711		Forbidden	1590257609588	1590257609593	OK	 
REQUEST	1941		WrongLogged	1590257609588	1590257609601	OK	 
REQUEST	1941		WrongLogged Redirect 1	1590257609601	1590257609603	OK	 
USER	AceptarLocalTestNegativo	2392	START	1590257609635	1590257609635
USER	AceptarLocalTestPositivo	2377	START	1590257609635	1590257609635
REQUEST	2197		RightLogin	1590257609635	1590257609635	OK	 
REQUEST	2212		WrongLogin	1590257609635	1590257609635	OK	 
REQUEST	2392		Welcome	1590257609635	1590257609639	OK	 
REQUEST	2377		Welcome	1590257609635	1590257609639	OK	 
REQUEST	334		MyLocales	1590257609437	1590257609650	OK	 
REQUEST	1087		RightLogged	1590257609654	1590257609655	OK	 
REQUEST	1087		RightLogged Redirect 1	1590257609655	1590257609657	OK	 
REQUEST	712		Forbidden	1590257609657	1590257609662	OK	 
USER	AceptarLocalTestNegativo	472	END	1590257545631	1590257609670
REQUEST	1942		WrongLogged	1590257609657	1590257609696	OK	 
REQUEST	1942		WrongLogged Redirect 1	1590257609696	1590257609698	OK	 
USER	AceptarLocalTestNegativo	2393	START	1590257609701	1590257609701
USER	AceptarLocalTestPositivo	2378	START	1590257609701	1590257609701
REQUEST	2393		Welcome	1590257609701	1590257609703	OK	 
REQUEST	2378		Welcome	1590257609701	1590257609703	OK	 
REQUEST	2213		WrongLogin	1590257609717	1590257609717	OK	 
REQUEST	2198		RightLogin	1590257609717	1590257609717	OK	 
REQUEST	1088		RightLogged	1590257609717	1590257609718	OK	 
REQUEST	1943		WrongLogged	1590257609717	1590257609718	OK	 
REQUEST	1088		RightLogged Redirect 1	1590257609718	1590257609719	OK	 
REQUEST	1943		WrongLogged Redirect 1	1590257609718	1590257609719	OK	 
REQUEST	713		Forbidden	1590257609717	1590257609722	OK	 
REQUEST	335		MyLocales	1590257609510	1590257609734	OK	 
USER	AceptarLocalTestNegativo	473	END	1590257545709	1590257609748
USER	AceptarLocalTestNegativo	2394	START	1590257609767	1590257609767
USER	AceptarLocalTestPositivo	2379	START	1590257609767	1590257609767
REQUEST	2199		RightLogin	1590257609767	1590257609767	OK	 
REQUEST	2214		WrongLogin	1590257609767	1590257609767	OK	 
REQUEST	1089		RightLogged	1590257609767	1590257609768	OK	 
REQUEST	2394		Welcome	1590257609767	1590257609769	OK	 
REQUEST	2379		Welcome	1590257609767	1590257609769	OK	 
REQUEST	1089		RightLogged Redirect 1	1590257609768	1590257609769	OK	 
REQUEST	336		MyLocales	1590257609572	1590257609790	OK	 
REQUEST	714		Forbidden	1590257609795	1590257609802	OK	 
USER	AceptarLocalTestNegativo	474	END	1590257545776	1590257609811
USER	AceptarLocalTestPositivo	2380	START	1590257609827	1590257609827
USER	AceptarLocalTestNegativo	2395	START	1590257609827	1590257609827
REQUEST	2200		RightLogin	1590257609827	1590257609827	OK	 
REQUEST	2215		WrongLogin	1590257609827	1590257609827	OK	 
REQUEST	2380		Welcome	1590257609827	1590257609829	OK	 
REQUEST	2395		Welcome	1590257609827	1590257609829	OK	 
REQUEST	1944		WrongLogged	1590257609797	1590257609834	OK	 
REQUEST	1944		WrongLogged Redirect 1	1590257609834	1590257609835	OK	 
REQUEST	1090		RightLogged	1590257609842	1590257609842	OK	 
REQUEST	1090		RightLogged Redirect 1	1590257609842	1590257609845	OK	 
REQUEST	1945		WrongLogged	1590257609857	1590257609859	OK	 
REQUEST	1945		WrongLogged Redirect 1	1590257609859	1590257609860	OK	 
REQUEST	715		Forbidden	1590257609857	1590257609862	OK	 
REQUEST	337		MyLocales	1590257609654	1590257609870	OK	 
USER	AceptarLocalTestNegativo	475	END	1590257545827	1590257609873
REQUEST	338		MyLocales	1590257609701	1590257609902	OK	 
USER	AceptarLocalTestNegativo	2396	START	1590257609904	1590257609904
USER	AceptarLocalTestPositivo	2381	START	1590257609904	1590257609904
REQUEST	2201		RightLogin	1590257609907	1590257609908	OK	 
REQUEST	2216		WrongLogin	1590257609907	1590257609908	OK	 
REQUEST	2396		Welcome	1590257609904	1590257609908	OK	 
REQUEST	2381		Welcome	1590257609904	1590257609908	OK	 
USER	AceptarLocalTestNegativo	476	END	1590257545888	1590257609920
REQUEST	1091		RightLogged	1590257609920	1590257609921	OK	 
REQUEST	1091		RightLogged Redirect 1	1590257609921	1590257609923	OK	 
REQUEST	716		Forbidden	1590257609920	1590257609925	OK	 
REQUEST	1946		WrongLogged	1590257609920	1590257609934	OK	 
REQUEST	1946		WrongLogged Redirect 1	1590257609934	1590257609935	OK	 
USER	AceptarLocalTestPositivo	2382	START	1590257609967	1590257609967
USER	AceptarLocalTestNegativo	2397	START	1590257609967	1590257609967
REQUEST	2217		WrongLogin	1590257609967	1590257609967	OK	 
REQUEST	2202		RightLogin	1590257609967	1590257609967	OK	 
REQUEST	2382		Welcome	1590257609967	1590257609969	OK	 
REQUEST	2397		Welcome	1590257609967	1590257609969	OK	 
REQUEST	339		MyLocales	1590257609779	1590257609983	OK	 
REQUEST	717		Forbidden	1590257609987	1590257609992	OK	 
USER	AceptarLocalTestNegativo	477	END	1590257545966	1590257609998
REQUEST	1092		RightLogged	1590257609998	1590257609999	OK	 
REQUEST	1092		RightLogged Redirect 1	1590257609999	1590257610000	OK	 
REQUEST	1947		WrongLogged	1590257609987	1590257610015	OK	 
REQUEST	1947		WrongLogged Redirect 1	1590257610015	1590257610017	OK	 
USER	AceptarLocalTestNegativo	2398	START	1590257610029	1590257610029
USER	AceptarLocalTestPositivo	2383	START	1590257610029	1590257610029
REQUEST	2218		WrongLogin	1590257610029	1590257610030	OK	 
REQUEST	2203		RightLogin	1590257610029	1590257610030	OK	 
REQUEST	1093		RightLogged	1590257610029	1590257610031	OK	 
REQUEST	2383		Welcome	1590257610029	1590257610032	OK	 
REQUEST	2398		Welcome	1590257610029	1590257610032	OK	 
REQUEST	1093		RightLogged Redirect 1	1590257610031	1590257610032	OK	 
REQUEST	340		MyLocales	1590257609826	1590257610036	OK	 
USER	AceptarLocalTestNegativo	478	END	1590257546030	1590257610061
REQUEST	718		Forbidden	1590257610060	1590257610066	OK	 
REQUEST	1948		WrongLogged	1590257610060	1590257610082	OK	 
REQUEST	1948		WrongLogged Redirect 1	1590257610082	1590257610084	OK	 
USER	AceptarLocalTestPositivo	2384	START	1590257610107	1590257610107
USER	AceptarLocalTestNegativo	2399	START	1590257610107	1590257610107
REQUEST	2219		WrongLogin	1590257610107	1590257610108	OK	 
REQUEST	1094		RightLogged	1590257610107	1590257610109	OK	 
REQUEST	2204		RightLogin	1590257610107	1590257610109	OK	 
REQUEST	2399		Welcome	1590257610108	1590257610110	OK	 
REQUEST	2384		Welcome	1590257610108	1590257610110	OK	 
REQUEST	1094		RightLogged Redirect 1	1590257610109	1590257610110	OK	 
USER	AceptarLocalTestNegativo	479	END	1590257546092	1590257610123
REQUEST	1949		WrongLogged	1590257610123	1590257610124	OK	 
REQUEST	1949		WrongLogged Redirect 1	1590257610125	1590257610126	OK	 
REQUEST	719		Forbidden	1590257610123	1590257610129	OK	 
REQUEST	341		MyLocales	1590257609920	1590257610149	OK	 
REQUEST	1095		RightLogged	1590257610157	1590257610157	OK	 
REQUEST	1095		RightLogged Redirect 1	1590257610157	1590257610159	OK	 
USER	AceptarLocalTestPositivo	2385	START	1590257610170	1590257610170
USER	AceptarLocalTestNegativo	2400	START	1590257610170	1590257610170
REQUEST	2220		WrongLogin	1590257610170	1590257610170	OK	 
REQUEST	2205		RightLogin	1590257610170	1590257610171	OK	 
REQUEST	2385		Welcome	1590257610170	1590257610173	OK	 
REQUEST	2400		Welcome	1590257610170	1590257610173	OK	 
REQUEST	1950		WrongLogged	1590257610185	1590257610186	OK	 
USER	AceptarLocalTestNegativo	480	END	1590257546157	1590257610187
REQUEST	1950		WrongLogged Redirect 1	1590257610186	1590257610188	OK	 
REQUEST	342		MyLocales	1590257609982	1590257610196	OK	 
REQUEST	720		Forbidden	1590257610202	1590257610206	OK	 
REQUEST	1096		RightLogged	1590257610217	1590257610217	OK	 
REQUEST	1096		RightLogged Redirect 1	1590257610217	1590257610219	OK	 
USER	AceptarLocalTestNegativo	2401	START	1590257610232	1590257610232
USER	AceptarLocalTestPositivo	2386	START	1590257610232	1590257610232
REQUEST	2206		RightLogin	1590257610232	1590257610233	OK	 
REQUEST	2221		WrongLogin	1590257610232	1590257610233	OK	 
REQUEST	1951		WrongLogged	1590257610232	1590257610234	OK	 
REQUEST	2401		Welcome	1590257610233	1590257610235	OK	 
REQUEST	2386		Welcome	1590257610233	1590257610235	OK	 
REQUEST	1951		WrongLogged Redirect 1	1590257610234	1590257610235	OK	 
REQUEST	343		MyLocales	1590257610045	1590257610254	OK	 
USER	AceptarLocalTestNegativo	481	END	1590257546233	1590257610264
REQUEST	721		Forbidden	1590257610264	1590257610268	OK	 
USER	AceptarLocalTestPositivo	2387	START	1590257610297	1590257610297
USER	AceptarLocalTestNegativo	2402	START	1590257610297	1590257610297
REQUEST	2222		WrongLogin	1590257610297	1590257610297	OK	 
REQUEST	2207		RightLogin	1590257610297	1590257610298	OK	 
REQUEST	2402		Welcome	1590257610297	1590257610299	OK	 
REQUEST	2387		Welcome	1590257610297	1590257610299	OK	 
REQUEST	1097		RightLogged	1590257610310	1590257610311	OK	 
REQUEST	1097		RightLogged Redirect 1	1590257610311	1590257610312	OK	 
USER	AceptarLocalTestNegativo	482	END	1590257546287	1590257610327
REQUEST	722		Forbidden	1590257610326	1590257610330	OK	 
REQUEST	1952		WrongLogged	1590257610344	1590257610345	OK	 
REQUEST	1952		WrongLogged Redirect 1	1590257610345	1590257610346	OK	 
REQUEST	344		MyLocales	1590257610107	1590257610349	OK	 
USER	AceptarLocalTestNegativo	2418	START	1590257610360	1590257610360
USER	AceptarLocalTestPositivo	2403	START	1590257610360	1590257610360
REQUEST	2403		Welcome	1590257610360	1590257610362	OK	 
REQUEST	2418		Welcome	1590257610360	1590257610362	OK	 
REQUEST	2223		RightLogin	1590257610391	1590257610391	OK	 
REQUEST	2238		WrongLogin	1590257610391	1590257610392	OK	 
REQUEST	738		Forbidden	1590257610391	1590257610395	OK	 
REQUEST	345		MyLocales	1590257610170	1590257610399	OK	 
USER	AceptarLocalTestNegativo	498	END	1590257546361	1590257610407
REQUEST	1968		WrongLogged	1590257610407	1590257610408	OK	 
REQUEST	1968		WrongLogged Redirect 1	1590257610408	1590257610409	OK	 
USER	AceptarLocalTestPositivo	2404	START	1590257610427	1590257610427
USER	AceptarLocalTestNegativo	2419	START	1590257610427	1590257610427
REQUEST	2419		Welcome	1590257610427	1590257610429	OK	 
REQUEST	2404		Welcome	1590257610427	1590257610429	OK	 
REQUEST	1113		RightLogged	1590257610407	1590257610433	OK	 
REQUEST	1113		RightLogged Redirect 1	1590257610433	1590257610434	OK	 
REQUEST	1114		RightLogged	1590257610438	1590257610438	OK	 
REQUEST	1114		RightLogged Redirect 1	1590257610438	1590257610440	OK	 
REQUEST	2224		RightLogin	1590257610453	1590257610454	OK	 
REQUEST	2239		WrongLogin	1590257610453	1590257610454	OK	 
REQUEST	1969		WrongLogged	1590257610457	1590257610457	OK	 
REQUEST	1969		WrongLogged Redirect 1	1590257610457	1590257610459	OK	 
REQUEST	739		Forbidden	1590257610453	1590257610460	OK	 
USER	AceptarLocalTestNegativo	499	END	1590257546427	1590257610469
REQUEST	346		MyLocales	1590257610267	1590257610472	OK	 
USER	AceptarLocalTestNegativo	2420	START	1590257610487	1590257610487
USER	AceptarLocalTestPositivo	2405	START	1590257610487	1590257610487
REQUEST	2405		Welcome	1590257610487	1590257610489	OK	 
REQUEST	2420		Welcome	1590257610487	1590257610489	OK	 
REQUEST	2240		WrongLogin	1590257610516	1590257610516	OK	 
REQUEST	2225		RightLogin	1590257610516	1590257610516	OK	 
REQUEST	1115		RightLogged	1590257610517	1590257610518	OK	 
REQUEST	1115		RightLogged Redirect 1	1590257610518	1590257610519	OK	 
REQUEST	1		ShowLocal	1590257610517	1590257610522	OK	 
USER	AceptarLocalTestNegativo	500	END	1590257546488	1590257610532
REQUEST	1970		WrongLogged	1590257610548	1590257610549	OK	 
REQUEST	347		MyLocales	1590257610326	1590257610549	OK	 
REQUEST	1970		WrongLogged Redirect 1	1590257610549	1590257610552	OK	 
REQUEST	2		ShowLocal	1590257610548	1590257610553	OK	 
REQUEST	740		Forbidden	1590257610548	1590257610556	OK	 
USER	AceptarLocalTestNegativo	2421	START	1590257610564	1590257610564
USER	AceptarLocalTestPositivo	2406	START	1590257610564	1590257610564
REQUEST	2406		Welcome	1590257610564	1590257610566	OK	 
REQUEST	1116		RightLogged	1590257610567	1590257610567	OK	 
REQUEST	1116		RightLogged Redirect 1	1590257610567	1590257610569	OK	 
REQUEST	2421		Welcome	1590257610564	1590257610570	OK	 
REQUEST	1971		WrongLogged	1590257610580	1590257610580	OK	 
REQUEST	1971		WrongLogged Redirect 1	1590257610580	1590257610582	OK	 
REQUEST	2226		RightLogin	1590257610595	1590257610595	OK	 
REQUEST	2241		WrongLogin	1590257610595	1590257610596	OK	 
USER	AceptarLocalTestNegativo	501	END	1590257546566	1590257610597
REQUEST	741		Forbidden	1590257610595	1590257610601	OK	 
REQUEST	363		MyLocales	1590257610375	1590257610619	OK	 
USER	AceptarLocalTestNegativo	2422	START	1590257610627	1590257610627
USER	AceptarLocalTestPositivo	2407	START	1590257610627	1590257610627
REQUEST	2407		Welcome	1590257610627	1590257610629	OK	 
REQUEST	2422		Welcome	1590257610627	1590257610631	OK	 
REQUEST	1117		RightLogged	1590257610642	1590257610642	OK	 
REQUEST	1117		RightLogged Redirect 1	1590257610643	1590257610644	OK	 
REQUEST	2227		RightLogin	1590257610647	1590257610647	OK	 
REQUEST	2242		WrongLogin	1590257610647	1590257610648	OK	 
REQUEST	742		Forbidden	1590257610647	1590257610651	OK	 
USER	AceptarLocalTestNegativo	502	END	1590257546629	1590257610660
REQUEST	1972		WrongLogged	1590257610659	1590257610660	OK	 
REQUEST	1972		WrongLogged Redirect 1	1590257610660	1590257610662	OK	 
REQUEST	3		ShowLocal	1590257610659	1590257610662	OK	 
USER	AceptarLocalTestPositivo	2408	START	1590257610691	1590257610691
USER	AceptarLocalTestNegativo	2423	START	1590257610691	1590257610691
REQUEST	2408		Welcome	1590257610691	1590257610695	OK	 
REQUEST	2423		Welcome	1590257610691	1590257610698	OK	 
REQUEST	2243		WrongLogin	1590257610706	1590257610707	OK	 
REQUEST	2228		RightLogin	1590257610706	1590257610707	OK	 
REQUEST	743		Forbidden	1590257610706	1590257610711	OK	 
USER	AceptarLocalTestNegativo	503	END	1590257546691	1590257610727
REQUEST	1973		WrongLogged	1590257610727	1590257610727	OK	 
REQUEST	1118		RightLogged	1590257610727	1590257610728	OK	 
REQUEST	1973		WrongLogged Redirect 1	1590257610727	1590257610729	OK	 
REQUEST	1118		RightLogged Redirect 1	1590257610728	1590257610729	OK	 
REQUEST	364		MyLocales	1590257610469	1590257610734	OK	 
REQUEST	365		MyLocales	1590257610517	1590257610750	OK	 
USER	AceptarLocalTestNegativo	2424	START	1590257610757	1590257610757
USER	AceptarLocalTestPositivo	2409	START	1590257610757	1590257610757
REQUEST	2409		Welcome	1590257610757	1590257610760	OK	 
REQUEST	2424		Welcome	1590257610757	1590257610760	OK	 
REQUEST	1119		RightLogged	1590257610769	1590257610769	OK	 
REQUEST	1119		RightLogged Redirect 1	1590257610769	1590257610771	OK	 
REQUEST	4		ShowLocal	1590257610757	1590257610775	OK	 
REQUEST	2229		RightLogin	1590257610784	1590257610785	OK	 
REQUEST	2244		WrongLogin	1590257610784	1590257610785	OK	 
USER	AceptarLocalTestNegativo	504	END	1590257546758	1590257610787
REQUEST	744		Forbidden	1590257610787	1590257610791	OK	 
REQUEST	1974		WrongLogged	1590257610817	1590257610817	OK	 
REQUEST	366		MyLocales	1590257610597	1590257610821	OK	 
USER	AceptarLocalTestPositivo	2410	START	1590257610831	1590257610831
USER	AceptarLocalTestNegativo	2425	START	1590257610831	1590257610831
REQUEST	2410		Welcome	1590257610831	1590257610834	OK	 
REQUEST	2425		Welcome	1590257610831	1590257610834	OK	 
REQUEST	2230		RightLogin	1590257610847	1590257610847	OK	 
REQUEST	2245		WrongLogin	1590257610847	1590257610847	OK	 
REQUEST	1120		RightLogged	1590257610847	1590257610847	OK	 
REQUEST	1120		RightLogged Redirect 1	1590257610847	1590257610851	OK	 
REQUEST	5		ShowLocal	1590257610847	1590257610852	OK	 
REQUEST	1975		WrongLogged	1590257610862	1590257610863	OK	 
REQUEST	1975		WrongLogged Redirect 1	1590257610863	1590257610865	OK	 
USER	AceptarLocalTestNegativo	505	END	1590257546836	1590257610867
REQUEST	745		Forbidden	1590257610862	1590257610869	OK	 
REQUEST	1974		WrongLogged Redirect 1	1590257610817	1590257610873	OK	 
REQUEST	6		ShowLocal	1590257610862	1590257610875	OK	 
REQUEST	367		MyLocales	1590257610642	1590257610877	OK	 
USER	AceptarLocalTestNegativo	2426	START	1590257610888	1590257610888
USER	AceptarLocalTestPositivo	2411	START	1590257610888	1590257610888
REQUEST	2426		Welcome	1590257610888	1590257610894	OK	 
REQUEST	2411		Welcome	1590257610888	1590257610894	OK	 
REQUEST	1121		RightLogged	1590257610909	1590257610910	OK	 
REQUEST	1121		RightLogged Redirect 1	1590257610910	1590257610912	OK	 
REQUEST	2231		RightLogin	1590257610925	1590257610926	OK	 
REQUEST	2246		WrongLogin	1590257610925	1590257610926	OK	 
REQUEST	1976		WrongLogged	1590257610927	1590257610927	OK	 
REQUEST	1976		WrongLogged Redirect 1	1590257610927	1590257610929	OK	 
REQUEST	746		Forbidden	1590257610925	1590257610930	OK	 
USER	AceptarLocalTestNegativo	506	END	1590257546898	1590257610953
USER	AceptarLocalTestPositivo	2412	START	1590257610959	1590257610959
USER	AceptarLocalTestNegativo	2427	START	1590257610959	1590257610959
REQUEST	2412		Welcome	1590257610959	1590257610961	OK	 
REQUEST	2427		Welcome	1590257610959	1590257610961	OK	 
REQUEST	1122		RightLogged	1590257610974	1590257610975	OK	 
REQUEST	1122		RightLogged Redirect 1	1590257610975	1590257610977	OK	 
REQUEST	2247		WrongLogin	1590257610977	1590257610977	OK	 
REQUEST	2232		RightLogin	1590257610977	1590257610977	OK	 
USER	AceptarLocalTestNegativo	507	END	1590257546961	1590257610990
REQUEST	7		ShowLocal	1590257610990	1590257611004	OK	 
REQUEST	1977		WrongLogged	1590257611007	1590257611007	OK	 
REQUEST	747		Forbidden	1590257610990	1590257611008	OK	 
REQUEST	1977		WrongLogged Redirect 1	1590257611007	1590257611009	OK	 
REQUEST	368		MyLocales	1590257610753	1590257611009	OK	 
USER	AceptarLocalTestPositivo	2413	START	1590257611037	1590257611037
USER	AceptarLocalTestNegativo	2428	START	1590257611037	1590257611037
REQUEST	1123		RightLogged	1590257611037	1590257611037	OK	 
REQUEST	2413		Welcome	1590257611037	1590257611039	OK	 
REQUEST	2428		Welcome	1590257611037	1590257611039	OK	 
REQUEST	1123		RightLogged Redirect 1	1590257611038	1590257611043	OK	 
REQUEST	8		ShowLocal	1590257611037	1590257611049	OK	 
REQUEST	2248		WrongLogin	1590257611052	1590257611053	OK	 
REQUEST	2233		RightLogin	1590257611052	1590257611053	OK	 
USER	AceptarLocalTestNegativo	508	END	1590257547027	1590257611057
REQUEST	1978		WrongLogged	1590257611057	1590257611058	OK	 
REQUEST	369		MyLocales	1590257610787	1590257611061	OK	 
REQUEST	1978		WrongLogged Redirect 1	1590257611058	1590257611062	OK	 
REQUEST	748		Forbidden	1590257611068	1590257611072	OK	 
USER	AceptarLocalTestNegativo	2429	START	1590257611087	1590257611087
USER	AceptarLocalTestPositivo	2414	START	1590257611087	1590257611087
REQUEST	2429		Welcome	1590257611087	1590257611089	OK	 
REQUEST	2414		Welcome	1590257611087	1590257611089	OK	 
REQUEST	9		ShowLocal	1590257611087	1590257611103	OK	 
REQUEST	370		MyLocales	1590257610867	1590257611113	OK	 
USER	AceptarLocalTestNegativo	509	END	1590257547087	1590257611117
REQUEST	2249		WrongLogin	1590257611117	1590257611117	OK	 
REQUEST	2234		RightLogin	1590257611117	1590257611118	OK	 
REQUEST	1979		WrongLogged	1590257611117	1590257611118	OK	 
REQUEST	1979		WrongLogged Redirect 1	1590257611118	1590257611120	OK	 
REQUEST	749		Forbidden	1590257611117	1590257611123	OK	 
REQUEST	1124		RightLogged	1590257611130	1590257611131	OK	 
REQUEST	1124		RightLogged Redirect 1	1590257611131	1590257611133	OK	 
USER	AceptarLocalTestNegativo	2430	START	1590257611163	1590257611163
USER	AceptarLocalTestPositivo	2415	START	1590257611163	1590257611163
REQUEST	371		MyLocales	1590257610909	1590257611164	OK	 
REQUEST	2415		Welcome	1590257611163	1590257611166	OK	 
REQUEST	2430		Welcome	1590257611163	1590257611167	OK	 
REQUEST	1125		RightLogged	1590257611179	1590257611179	OK	 
REQUEST	1125		RightLogged Redirect 1	1590257611179	1590257611181	OK	 
REQUEST	2235		RightLogin	1590257611194	1590257611195	OK	 
REQUEST	2250		WrongLogin	1590257611194	1590257611195	OK	 
USER	AceptarLocalTestNegativo	510	END	1590257547164	1590257611197
REQUEST	10		ShowLocal	1590257611194	1590257611197	OK	 
REQUEST	1980		WrongLogged	1590257611197	1590257611198	OK	 
REQUEST	1980		WrongLogged Redirect 1	1590257611198	1590257611200	OK	 
REQUEST	750		Forbidden	1590257611197	1590257611202	OK	 
USER	AceptarLocalTestPositivo	2416	START	1590257611227	1590257611227
USER	AceptarLocalTestNegativo	2431	START	1590257611227	1590257611227
REQUEST	2416		Welcome	1590257611227	1590257611229	OK	 
REQUEST	2431		Welcome	1590257611227	1590257611231	OK	 
REQUEST	372		MyLocales	1590257610990	1590257611232	OK	 
REQUEST	1126		RightLogged	1590257611241	1590257611242	OK	 
REQUEST	1126		RightLogged Redirect 1	1590257611242	1590257611243	OK	 
REQUEST	751		Forbidden	1590257611241	1590257611246	OK	 
USER	AceptarLocalTestNegativo	511	END	1590257547227	1590257611257
REQUEST	2251		WrongLogin	1590257611257	1590257611258	OK	 
REQUEST	2236		RightLogin	1590257611257	1590257611258	OK	 
REQUEST	1981		WrongLogged	1590257611257	1590257611258	OK	 
REQUEST	1981		WrongLogged Redirect 1	1590257611258	1590257611260	OK	 
USER	AceptarLocalTestNegativo	2432	START	1590257611288	1590257611288
USER	AceptarLocalTestPositivo	2417	START	1590257611288	1590257611288
REQUEST	373		MyLocales	1590257611057	1590257611289	OK	 
REQUEST	2417		Welcome	1590257611288	1590257611292	OK	 
REQUEST	2432		Welcome	1590257611288	1590257611292	OK	 
REQUEST	11		ShowLocal	1590257611304	1590257611306	OK	 
REQUEST	2252		WrongLogin	1590257611307	1590257611307	OK	 
REQUEST	2237		RightLogin	1590257611307	1590257611307	OK	 
USER	AceptarLocalTestNegativo	512	END	1590257547289	1590257611319
REQUEST	1127		RightLogged	1590257611319	1590257611320	OK	 
REQUEST	1127		RightLogged Redirect 1	1590257611320	1590257611322	OK	 
REQUEST	12		ShowLocal	1590257611335	1590257611337	OK	 
REQUEST	1982		WrongLogged	1590257611337	1590257611337	OK	 
REQUEST	1982		WrongLogged Redirect 1	1590257611337	1590257611339	OK	 
REQUEST	752		Forbidden	1590257611335	1590257611341	OK	 
REQUEST	374		MyLocales	1590257611115	1590257611357	OK	 
USER	AceptarLocalTestNegativo	2448	START	1590257611366	1590257611366
USER	AceptarLocalTestPositivo	2433	START	1590257611366	1590257611366
REQUEST	1143		RightLogged	1590257611367	1590257611368	OK	 
REQUEST	2433		Welcome	1590257611366	1590257611368	OK	 
REQUEST	2448		Welcome	1590257611366	1590257611368	OK	 
REQUEST	1143		RightLogged Redirect 1	1590257611368	1590257611371	OK	 
REQUEST	2253		RightLogin	1590257611382	1590257611382	OK	 
REQUEST	2268		WrongLogin	1590257611382	1590257611382	OK	 
REQUEST	1998		WrongLogged	1590257611382	1590257611383	OK	 
REQUEST	1998		WrongLogged Redirect 1	1590257611383	1590257611384	OK	 
USER	AceptarLocalTestNegativo	528	END	1590257547367	1590257611397
REQUEST	768		Forbidden	1590257611397	1590257611402	OK	 
REQUEST	13		ShowLocal	1590257611413	1590257611415	OK	 
USER	AceptarLocalTestPositivo	2434	START	1590257611429	1590257611429
USER	AceptarLocalTestNegativo	2449	START	1590257611429	1590257611429
REQUEST	2434		Welcome	1590257611429	1590257611436	OK	 
REQUEST	2449		Welcome	1590257611429	1590257611436	OK	 
REQUEST	375		MyLocales	1590257611210	1590257611443	OK	 
REQUEST	1144		RightLogged	1590257611445	1590257611446	OK	 
REQUEST	2269		WrongLogin	1590257611445	1590257611446	OK	 
REQUEST	1999		WrongLogged	1590257611445	1590257611446	OK	 
REQUEST	2254		RightLogin	1590257611445	1590257611446	OK	 
REQUEST	1144		RightLogged Redirect 1	1590257611446	1590257611448	OK	 
REQUEST	1999		WrongLogged Redirect 1	1590257611446	1590257611448	OK	 
REQUEST	769		Forbidden	1590257611447	1590257611454	OK	 
USER	AceptarLocalTestNegativo	529	END	1590257547429	1590257611460
USER	AceptarLocalTestNegativo	2450	START	1590257611491	1590257611491
USER	AceptarLocalTestPositivo	2435	START	1590257611491	1590257611491
REQUEST	2435		Welcome	1590257611491	1590257611493	OK	 
REQUEST	2450		Welcome	1590257611491	1590257611493	OK	 
REQUEST	14		ShowLocal	1590257611491	1590257611494	OK	 
REQUEST	376		MyLocales	1590257611257	1590257611496	OK	 
REQUEST	2270		WrongLogin	1590257611507	1590257611507	OK	 
REQUEST	2255		RightLogin	1590257611507	1590257611507	OK	 
REQUEST	2000		WrongLogged	1590257611507	1590257611508	OK	 
REQUEST	2000		WrongLogged Redirect 1	1590257611508	1590257611510	OK	 
