ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	DashboardTest	dashboardtest	1590851890831	 	3.3.1
REQUEST	112		Logged	1590851922752	1590851922753	OK	 
REQUEST	112		Logged Redirect 1	1590851922753	1590851922753	OK	 
USER	VerDashboardPositivo	623	START	1590851922818	1590851922818
USER	VerDashboardNegativo	633	START	1590851922818	1590851922818
REQUEST	623		Home	1590851922818	1590851922821	OK	 
REQUEST	633		Home	1590851922818	1590851922821	OK	 
REQUEST	443		Login	1590851922829	1590851922830	OK	 
REQUEST	453		dashboard2	1590851922829	1590851922830	OK	 
REQUEST	453		dashboard2 Redirect 1	1590851922830	1590851922830	OK	 
USER	VerDashboardNegativo	453	END	1590851913809	1590851922831
REQUEST	123		Logged	1590851922840	1590851922841	OK	 
REQUEST	123		Logged Redirect 1	1590851922841	1590851922841	OK	 
USER	VerDashboardPositivo	624	START	1590851922917	1590851922917
USER	VerDashboardNegativo	634	START	1590851922917	1590851922917
REQUEST	444		Login	1590851922917	1590851922918	OK	 
REQUEST	454		dashboard2	1590851922917	1590851922918	OK	 
REQUEST	454		dashboard2 Redirect 1	1590851922918	1590851922919	OK	 
USER	VerDashboardNegativo	454	END	1590851913912	1590851922919
REQUEST	634		Home	1590851922917	1590851922921	OK	 
REQUEST	624		Home	1590851922917	1590851922921	OK	 
REQUEST	124		Logged	1590851922948	1590851922949	OK	 
REQUEST	124		Logged Redirect 1	1590851922949	1590851922949	OK	 
USER	VerDashboardNegativo	635	START	1590851923021	1590851923021
USER	VerDashboardPositivo	625	START	1590851923021	1590851923021
REQUEST	625		Home	1590851923022	1590851923024	OK	 
REQUEST	635		Home	1590851923022	1590851923024	OK	 
REQUEST	445		Login	1590851923032	1590851923032	OK	 
REQUEST	455		dashboard2	1590851923032	1590851923033	OK	 
REQUEST	455		dashboard2 Redirect 1	1590851923033	1590851923033	OK	 
USER	VerDashboardNegativo	455	END	1590851914012	1590851923034
REQUEST	125		Logged	1590851923047	1590851923048	OK	 
REQUEST	125		Logged Redirect 1	1590851923048	1590851923048	OK	 
USER	VerDashboardNegativo	636	START	1590851923118	1590851923118
USER	VerDashboardPositivo	626	START	1590851923118	1590851923118
REQUEST	626		Home	1590851923118	1590851923122	OK	 
REQUEST	636		Home	1590851923118	1590851923122	OK	 
REQUEST	446		Login	1590851923129	1590851923130	OK	 
REQUEST	456		dashboard2	1590851923129	1590851923130	OK	 
REQUEST	456		dashboard2 Redirect 1	1590851923130	1590851923131	OK	 
USER	VerDashboardNegativo	456	END	1590851914110	1590851923131
REQUEST	126		Logged	1590851923150	1590851923151	OK	 
REQUEST	126		Logged Redirect 1	1590851923151	1590851923151	OK	 
USER	VerDashboardPositivo	627	START	1590851923217	1590851923217
USER	VerDashboardNegativo	637	START	1590851923217	1590851923217
REQUEST	447		Login	1590851923217	1590851923218	OK	 
REQUEST	457		dashboard2	1590851923217	1590851923218	OK	 
REQUEST	457		dashboard2 Redirect 1	1590851923218	1590851923219	OK	 
USER	VerDashboardNegativo	457	END	1590851914207	1590851923219
REQUEST	627		Home	1590851923217	1590851923220	OK	 
REQUEST	637		Home	1590851923217	1590851923220	OK	 
REQUEST	127		Logged	1590851923248	1590851923249	OK	 
REQUEST	127		Logged Redirect 1	1590851923249	1590851923249	OK	 
USER	VerDashboardNegativo	638	START	1590851923321	1590851923321
USER	VerDashboardPositivo	628	START	1590851923321	1590851923321
REQUEST	448		Login	1590851923335	1590851923337	OK	 
REQUEST	458		dashboard2	1590851923335	1590851923337	OK	 
REQUEST	128		Logged	1590851923337	1590851923338	OK	 
REQUEST	458		dashboard2 Redirect 1	1590851923338	1590851923338	OK	 
REQUEST	128		Logged Redirect 1	1590851923338	1590851923338	OK	 
USER	VerDashboardNegativo	458	END	1590851914311	1590851923339
REQUEST	638		Home	1590851923321	1590851923339	OK	 
REQUEST	628		Home	1590851923321	1590851923339	OK	 
USER	VerDashboardPositivo	629	START	1590851923419	1590851923419
USER	VerDashboardNegativo	639	START	1590851923419	1590851923419
REQUEST	629		Home	1590851923419	1590851923422	OK	 
REQUEST	639		Home	1590851923419	1590851923422	OK	 
REQUEST	449		Login	1590851923430	1590851923431	OK	 
REQUEST	459		dashboard2	1590851923430	1590851923431	OK	 
REQUEST	459		dashboard2 Redirect 1	1590851923432	1590851923432	OK	 
USER	VerDashboardNegativo	459	END	1590851914407	1590851923432
REQUEST	129		Logged	1590851923452	1590851923453	OK	 
REQUEST	129		Logged Redirect 1	1590851923453	1590851923453	OK	 
USER	VerDashboardNegativo	640	START	1590851923517	1590851923517
USER	VerDashboardPositivo	630	START	1590851923517	1590851923517
REQUEST	640		Home	1590851923517	1590851923521	OK	 
REQUEST	630		Home	1590851923517	1590851923521	OK	 
REQUEST	450		Login	1590851923527	1590851923528	OK	 
REQUEST	460		dashboard2	1590851923527	1590851923528	OK	 
REQUEST	460		dashboard2 Redirect 1	1590851923529	1590851923529	OK	 
USER	VerDashboardNegativo	460	END	1590851914509	1590851923529
REQUEST	130		Logged	1590851923538	1590851923538	OK	 
REQUEST	130		Logged Redirect 1	1590851923539	1590851923539	OK	 
USER	VerDashboardPositivo	631	START	1590851923617	1590851923617
USER	VerDashboardNegativo	641	START	1590851923617	1590851923617
REQUEST	641		Home	1590851923617	1590851923620	OK	 
REQUEST	631		Home	1590851923617	1590851923620	OK	 
REQUEST	451		Login	1590851923637	1590851923638	OK	 
REQUEST	461		dashboard2	1590851923637	1590851923638	OK	 
REQUEST	131		Logged	1590851923637	1590851923638	OK	 
REQUEST	461		dashboard2 Redirect 1	1590851923638	1590851923638	OK	 
REQUEST	131		Logged Redirect 1	1590851923638	1590851923638	OK	 
USER	VerDashboardNegativo	461	END	1590851914607	1590851923639
USER	VerDashboardPositivo	632	START	1590851923718	1590851923718
USER	VerDashboardNegativo	642	START	1590851923718	1590851923718
REQUEST	642		Home	1590851923718	1590851923721	OK	 
REQUEST	632		Home	1590851923718	1590851923721	OK	 
REQUEST	452		Login	1590851923729	1590851923730	OK	 
REQUEST	462		dashboard2	1590851923729	1590851923730	OK	 
REQUEST	462		dashboard2 Redirect 1	1590851923730	1590851923730	OK	 
USER	VerDashboardNegativo	462	END	1590851914711	1590851923730
REQUEST	132		Logged	1590851923740	1590851923741	OK	 
REQUEST	132		Logged Redirect 1	1590851923741	1590851923741	OK	 
USER	VerDashboardPositivo	643	START	1590851923823	1590851923823
USER	VerDashboardNegativo	653	START	1590851923823	1590851923823
REQUEST	653		Home	1590851923823	1590851923826	OK	 
REQUEST	643		Home	1590851923823	1590851923826	OK	 
REQUEST	463		Login	1590851923827	1590851923827	OK	 
REQUEST	473		dashboard2	1590851923827	1590851923828	OK	 
REQUEST	473		dashboard2 Redirect 1	1590851923828	1590851923828	OK	 
USER	VerDashboardNegativo	473	END	1590851914809	1590851923829
REQUEST	143		Logged	1590851923838	1590851923838	OK	 
REQUEST	143		Logged Redirect 1	1590851923839	1590851923839	OK	 
USER	VerDashboardPositivo	644	START	1590851923920	1590851923920
USER	VerDashboardNegativo	654	START	1590851923920	1590851923920
REQUEST	654		Home	1590851923920	1590851923923	OK	 
REQUEST	644		Home	1590851923920	1590851923923	OK	 
REQUEST	464		Login	1590851923931	1590851923931	OK	 
REQUEST	474		dashboard2	1590851923931	1590851923932	OK	 
REQUEST	474		dashboard2 Redirect 1	1590851923932	1590851923932	OK	 
USER	VerDashboardNegativo	474	END	1590851914912	1590851923933
REQUEST	144		Logged	1590851923952	1590851923953	OK	 
REQUEST	144		Logged Redirect 1	1590851923953	1590851923954	OK	 
USER	VerDashboardNegativo	655	START	1590851924019	1590851924019
USER	VerDashboardPositivo	645	START	1590851924019	1590851924019
REQUEST	655		Home	1590851924019	1590851924022	OK	 
REQUEST	645		Home	1590851924019	1590851924022	OK	 
REQUEST	465		Login	1590851924030	1590851924030	OK	 
REQUEST	475		dashboard2	1590851924030	1590851924031	OK	 
REQUEST	475		dashboard2 Redirect 1	1590851924031	1590851924031	OK	 
USER	VerDashboardNegativo	475	END	1590851915008	1590851924032
REQUEST	145		Logged	1590851924052	1590851924052	OK	 
REQUEST	145		Logged Redirect 1	1590851924053	1590851924053	OK	 
USER	VerDashboardPositivo	646	START	1590851924117	1590851924117
USER	VerDashboardNegativo	656	START	1590851924117	1590851924117
REQUEST	466		Login	1590851924117	1590851924118	OK	 
REQUEST	476		dashboard2	1590851924117	1590851924118	OK	 
REQUEST	476		dashboard2 Redirect 1	1590851924119	1590851924119	OK	 
USER	VerDashboardNegativo	476	END	1590851915112	1590851924120
REQUEST	656		Home	1590851924117	1590851924121	OK	 
REQUEST	646		Home	1590851924117	1590851924121	OK	 
REQUEST	146		Logged	1590851924149	1590851924150	OK	 
REQUEST	146		Logged Redirect 1	1590851924151	1590851924151	OK	 
USER	VerDashboardNegativo	657	START	1590851924217	1590851924217
USER	VerDashboardPositivo	647	START	1590851924217	1590851924217
REQUEST	647		Home	1590851924217	1590851924225	OK	 
REQUEST	657		Home	1590851924217	1590851924225	OK	 
REQUEST	467		Login	1590851924228	1590851924229	OK	 
REQUEST	477		dashboard2	1590851924228	1590851924229	OK	 
REQUEST	477		dashboard2 Redirect 1	1590851924229	1590851924230	OK	 
USER	VerDashboardNegativo	477	END	1590851915207	1590851924230
REQUEST	147		Logged	1590851924250	1590851924251	OK	 
REQUEST	147		Logged Redirect 1	1590851924251	1590851924251	OK	 
USER	VerDashboardNegativo	658	START	1590851924317	1590851924317
USER	VerDashboardPositivo	648	START	1590851924317	1590851924317
REQUEST	648		Home	1590851924317	1590851924320	OK	 
REQUEST	658		Home	1590851924317	1590851924320	OK	 
REQUEST	468		Login	1590851924327	1590851924328	OK	 
REQUEST	478		dashboard2	1590851924327	1590851924328	OK	 
REQUEST	478		dashboard2 Redirect 1	1590851924328	1590851924329	OK	 
USER	VerDashboardNegativo	478	END	1590851915310	1590851924329
REQUEST	148		Logged	1590851924348	1590851924349	OK	 
REQUEST	148		Logged Redirect 1	1590851924349	1590851924349	OK	 
USER	VerDashboardPositivo	649	START	1590851924421	1590851924421
USER	VerDashboardNegativo	659	START	1590851924421	1590851924421
REQUEST	649		Home	1590851924421	1590851924423	OK	 
REQUEST	659		Home	1590851924421	1590851924423	OK	 
REQUEST	469		Login	1590851924431	1590851924432	OK	 
REQUEST	479		dashboard2	1590851924431	1590851924432	OK	 
REQUEST	479		dashboard2 Redirect 1	1590851924432	1590851924432	OK	 
USER	VerDashboardNegativo	479	END	1590851915409	1590851924432
REQUEST	149		Logged	1590851924441	1590851924442	OK	 
REQUEST	149		Logged Redirect 1	1590851924442	1590851924442	OK	 
USER	VerDashboardNegativo	660	START	1590851924517	1590851924517
USER	VerDashboardPositivo	650	START	1590851924517	1590851924517
REQUEST	470		Login	1590851924517	1590851924518	OK	 
REQUEST	480		dashboard2	1590851924517	1590851924518	OK	 
REQUEST	480		dashboard2 Redirect 1	1590851924518	1590851924519	OK	 
USER	VerDashboardNegativo	480	END	1590851915512	1590851924519
REQUEST	650		Home	1590851924517	1590851924520	OK	 
REQUEST	660		Home	1590851924517	1590851924521	OK	 
REQUEST	150		Logged	1590851924548	1590851924549	OK	 
REQUEST	150		Logged Redirect 1	1590851924549	1590851924550	OK	 
USER	VerDashboardPositivo	651	START	1590851924621	1590851924621
USER	VerDashboardNegativo	661	START	1590851924621	1590851924621
REQUEST	651		Home	1590851924621	1590851924624	OK	 
REQUEST	661		Home	1590851924621	1590851924624	OK	 
REQUEST	471		Login	1590851924631	1590851924632	OK	 
REQUEST	481		dashboard2	1590851924631	1590851924633	OK	 
REQUEST	481		dashboard2 Redirect 1	1590851924633	1590851924633	OK	 
USER	VerDashboardNegativo	481	END	1590851915610	1590851924633
REQUEST	151		Logged	1590851924653	1590851924653	OK	 
REQUEST	151		Logged Redirect 1	1590851924654	1590851924654	OK	 
USER	VerDashboardNegativo	662	START	1590851924718	1590851924718
USER	VerDashboardPositivo	652	START	1590851924718	1590851924718
REQUEST	472		Login	1590851924718	1590851924719	OK	 
REQUEST	482		dashboard2	1590851924718	1590851924719	OK	 
REQUEST	482		dashboard2 Redirect 1	1590851924719	1590851924719	OK	 
USER	VerDashboardNegativo	482	END	1590851915707	1590851924720
REQUEST	662		Home	1590851924718	1590851924721	OK	 
REQUEST	652		Home	1590851924718	1590851924721	OK	 
REQUEST	152		Logged	1590851924748	1590851924749	OK	 
REQUEST	152		Logged Redirect 1	1590851924749	1590851924750	OK	 
USER	VerDashboardNegativo	673	START	1590851924820	1590851924820
USER	VerDashboardPositivo	663	START	1590851924820	1590851924820
REQUEST	673		Home	1590851924820	1590851924823	OK	 
REQUEST	663		Home	1590851924820	1590851924823	OK	 
REQUEST	483		Login	1590851924831	1590851924832	OK	 
REQUEST	493		dashboard2	1590851924831	1590851924832	OK	 
REQUEST	493		dashboard2 Redirect 1	1590851924839	1590851924841	OK	 
USER	VerDashboardNegativo	493	END	1590851915809	1590851924841
REQUEST	163		Logged	1590851924842	1590851924843	OK	 
REQUEST	163		Logged Redirect 1	1590851924843	1590851924843	OK	 
USER	VerDashboardPositivo	664	START	1590851924919	1590851924919
USER	VerDashboardNegativo	674	START	1590851924919	1590851924919
REQUEST	664		Home	1590851924919	1590851924922	OK	 
REQUEST	674		Home	1590851924919	1590851924922	OK	 
REQUEST	484		Login	1590851924929	1590851924930	OK	 
REQUEST	494		dashboard2	1590851924929	1590851924930	OK	 
REQUEST	494		dashboard2 Redirect 1	1590851924930	1590851924931	OK	 
USER	VerDashboardNegativo	494	END	1590851915907	1590851924931
REQUEST	164		Logged	1590851924950	1590851924952	OK	 
REQUEST	164		Logged Redirect 1	1590851924952	1590851924952	OK	 
USER	VerDashboardPositivo	665	START	1590851925019	1590851925019
USER	VerDashboardNegativo	675	START	1590851925019	1590851925019
REQUEST	485		Login	1590851925019	1590851925020	OK	 
REQUEST	495		dashboard2	1590851925019	1590851925021	OK	 
REQUEST	495		dashboard2 Redirect 1	1590851925021	1590851925021	OK	 
USER	VerDashboardNegativo	495	END	1590851916007	1590851925022
REQUEST	675		Home	1590851925019	1590851925022	OK	 
REQUEST	665		Home	1590851925019	1590851925022	OK	 
REQUEST	165		Logged	1590851925051	1590851925052	OK	 
REQUEST	165		Logged Redirect 1	1590851925052	1590851925053	OK	 
USER	VerDashboardPositivo	666	START	1590851925117	1590851925117
USER	VerDashboardNegativo	676	START	1590851925117	1590851925117
REQUEST	676		Home	1590851925117	1590851925120	OK	 
REQUEST	666		Home	1590851925117	1590851925120	OK	 
REQUEST	486		Login	1590851925127	1590851925128	OK	 
REQUEST	496		dashboard2	1590851925127	1590851925128	OK	 
REQUEST	496		dashboard2 Redirect 1	1590851925128	1590851925129	OK	 
USER	VerDashboardNegativo	496	END	1590851916110	1590851925129
REQUEST	166		Logged	1590851925148	1590851925149	OK	 
REQUEST	166		Logged Redirect 1	1590851925149	1590851925149	OK	 
USER	VerDashboardPositivo	667	START	1590851925221	1590851925221
USER	VerDashboardNegativo	677	START	1590851925221	1590851925221
REQUEST	677		Home	1590851925222	1590851925226	OK	 
REQUEST	667		Home	1590851925222	1590851925226	OK	 
REQUEST	487		Login	1590851925232	1590851925232	OK	 
REQUEST	497		dashboard2	1590851925232	1590851925233	OK	 
REQUEST	497		dashboard2 Redirect 1	1590851925233	1590851925233	OK	 
USER	VerDashboardNegativo	497	END	1590851916210	1590851925233
REQUEST	167		Logged	1590851925247	1590851925248	OK	 
REQUEST	167		Logged Redirect 1	1590851925248	1590851925248	OK	 
USER	VerDashboardNegativo	678	START	1590851925321	1590851925321
USER	VerDashboardPositivo	668	START	1590851925321	1590851925321
REQUEST	678		Home	1590851925321	1590851925323	OK	 
REQUEST	668		Home	1590851925321	1590851925323	OK	 
REQUEST	168		Logged	1590851925331	1590851925332	OK	 
REQUEST	168		Logged Redirect 1	1590851925332	1590851925333	OK	 
REQUEST	488		Login	1590851925341	1590851925342	OK	 
REQUEST	498		dashboard2	1590851925341	1590851925342	OK	 
REQUEST	498		dashboard2 Redirect 1	1590851925343	1590851925343	OK	 
USER	VerDashboardNegativo	498	END	1590851916307	1590851925343
USER	VerDashboardPositivo	669	START	1590851925419	1590851925419
USER	VerDashboardNegativo	679	START	1590851925419	1590851925419
REQUEST	669		Home	1590851925419	1590851925422	OK	 
REQUEST	679		Home	1590851925419	1590851925422	OK	 
REQUEST	489		Login	1590851925430	1590851925431	OK	 
REQUEST	499		dashboard2	1590851925430	1590851925431	OK	 
REQUEST	499		dashboard2 Redirect 1	1590851925432	1590851925432	OK	 
USER	VerDashboardNegativo	499	END	1590851916410	1590851925432
REQUEST	169		Logged	1590851925452	1590851925453	OK	 
REQUEST	169		Logged Redirect 1	1590851925453	1590851925454	OK	 
USER	VerDashboardPositivo	670	START	1590851925518	1590851925518
USER	VerDashboardNegativo	680	START	1590851925518	1590851925518
REQUEST	490		Login	1590851925518	1590851925519	OK	 
REQUEST	500		dashboard2	1590851925518	1590851925519	OK	 
REQUEST	500		dashboard2 Redirect 1	1590851925520	1590851925520	OK	 
USER	VerDashboardNegativo	500	END	1590851916507	1590851925520
REQUEST	670		Home	1590851925518	1590851925521	OK	 
REQUEST	680		Home	1590851925518	1590851925521	OK	 
REQUEST	170		Logged	1590851925539	1590851925540	OK	 
REQUEST	170		Logged Redirect 1	1590851925540	1590851925541	OK	 
USER	VerDashboardPositivo	671	START	1590851925621	1590851925621
USER	VerDashboardNegativo	681	START	1590851925621	1590851925621
REQUEST	681		Home	1590851925622	1590851925624	OK	 
REQUEST	671		Home	1590851925622	1590851925624	OK	 
REQUEST	491		Login	1590851925632	1590851925633	OK	 
REQUEST	501		dashboard2	1590851925632	1590851925633	OK	 
REQUEST	501		dashboard2 Redirect 1	1590851925633	1590851925633	OK	 
USER	VerDashboardNegativo	501	END	1590851916609	1590851925645
REQUEST	171		Logged	1590851925647	1590851925648	OK	 
REQUEST	171		Logged Redirect 1	1590851925648	1590851925648	OK	 
USER	VerDashboardNegativo	682	START	1590851925717	1590851925717
USER	VerDashboardPositivo	672	START	1590851925717	1590851925717
REQUEST	672		Home	1590851925717	1590851925721	OK	 
REQUEST	682		Home	1590851925717	1590851925721	OK	 
REQUEST	492		Login	1590851925727	1590851925728	OK	 
REQUEST	502		dashboard2	1590851925727	1590851925728	OK	 
REQUEST	502		dashboard2 Redirect 1	1590851925728	1590851925728	OK	 
USER	VerDashboardNegativo	502	END	1590851916709	1590851925728
REQUEST	172		Logged	1590851925747	1590851925748	OK	 
REQUEST	172		Logged Redirect 1	1590851925748	1590851925749	OK	 
USER	VerDashboardPositivo	683	START	1590851925818	1590851925818
USER	VerDashboardNegativo	693	START	1590851925818	1590851925818
REQUEST	683		Home	1590851925818	1590851925821	OK	 
REQUEST	693		Home	1590851925818	1590851925821	OK	 
REQUEST	503		Login	1590851925839	1590851925840	OK	 
REQUEST	513		dashboard2	1590851925839	1590851925840	OK	 
REQUEST	513		dashboard2 Redirect 1	1590851925840	1590851925841	OK	 
USER	VerDashboardNegativo	513	END	1590851916817	1590851925841
REQUEST	183		Logged	1590851925850	1590851925850	OK	 
REQUEST	183		Logged Redirect 1	1590851925850	1590851925851	OK	 
USER	VerDashboardNegativo	694	START	1590851925922	1590851925922
USER	VerDashboardPositivo	684	START	1590851925922	1590851925922
REQUEST	694		Home	1590851925922	1590851925925	OK	 
REQUEST	684		Home	1590851925922	1590851925925	OK	 
REQUEST	504		Login	1590851925937	1590851925938	OK	 
REQUEST	514		dashboard2	1590851925937	1590851925938	OK	 
REQUEST	514		dashboard2 Redirect 1	1590851925938	1590851925938	OK	 
USER	VerDashboardNegativo	514	END	1590851916921	1590851925939
REQUEST	184		Logged	1590851925947	1590851925948	OK	 
REQUEST	184		Logged Redirect 1	1590851925948	1590851925948	OK	 
USER	VerDashboardNegativo	695	START	1590851926020	1590851926020
USER	VerDashboardPositivo	685	START	1590851926020	1590851926020
REQUEST	685		Home	1590851926020	1590851926023	OK	 
REQUEST	695		Home	1590851926020	1590851926023	OK	 
REQUEST	505		Login	1590851926041	1590851926042	OK	 
REQUEST	515		dashboard2	1590851926041	1590851926043	OK	 
REQUEST	185		Logged	1590851926041	1590851926043	OK	 
REQUEST	185		Logged Redirect 1	1590851926043	1590851926043	OK	 
REQUEST	515		dashboard2 Redirect 1	1590851926043	1590851926043	OK	 
USER	VerDashboardNegativo	515	END	1590851917017	1590851926043
USER	VerDashboardPositivo	686	START	1590851926117	1590851926117
USER	VerDashboardNegativo	696	START	1590851926117	1590851926117
REQUEST	686		Home	1590851926117	1590851926120	OK	 
REQUEST	696		Home	1590851926117	1590851926120	OK	 
REQUEST	506		Login	1590851926139	1590851926140	OK	 
REQUEST	516		dashboard2	1590851926139	1590851926140	OK	 
REQUEST	516		dashboard2 Redirect 1	1590851926140	1590851926140	OK	 
USER	VerDashboardNegativo	516	END	1590851917120	1590851926141
REQUEST	186		Logged	1590851926149	1590851926150	OK	 
REQUEST	186		Logged Redirect 1	1590851926150	1590851926151	OK	 
USER	VerDashboardNegativo	697	START	1590851926217	1590851926217
USER	VerDashboardPositivo	687	START	1590851926217	1590851926217
REQUEST	697		Home	1590851926217	1590851926220	OK	 
REQUEST	687		Home	1590851926217	1590851926220	OK	 
REQUEST	507		Login	1590851926238	1590851926239	OK	 
REQUEST	517		dashboard2	1590851926238	1590851926240	OK	 
REQUEST	517		dashboard2 Redirect 1	1590851926240	1590851926240	OK	 
USER	VerDashboardNegativo	517	END	1590851917218	1590851926240
REQUEST	187		Logged	1590851926249	1590851926250	OK	 
REQUEST	187		Logged Redirect 1	1590851926250	1590851926251	OK	 
USER	VerDashboardPositivo	688	START	1590851926317	1590851926317
USER	VerDashboardNegativo	698	START	1590851926317	1590851926317
REQUEST	688		Home	1590851926317	1590851926320	OK	 
REQUEST	698		Home	1590851926317	1590851926320	OK	 
REQUEST	508		Login	1590851926337	1590851926337	OK	 
REQUEST	518		dashboard2	1590851926337	1590851926338	OK	 
REQUEST	518		dashboard2 Redirect 1	1590851926338	1590851926338	OK	 
USER	VerDashboardNegativo	518	END	1590851917319	1590851926338
REQUEST	188		Logged	1590851926347	1590851926348	OK	 
REQUEST	188		Logged Redirect 1	1590851926348	1590851926349	OK	 
USER	VerDashboardPositivo	689	START	1590851926419	1590851926419
USER	VerDashboardNegativo	699	START	1590851926419	1590851926419
REQUEST	699		Home	1590851926419	1590851926422	OK	 
REQUEST	689		Home	1590851926419	1590851926422	OK	 
REQUEST	509		Login	1590851926440	1590851926440	OK	 
REQUEST	519		dashboard2	1590851926440	1590851926441	OK	 
REQUEST	519		dashboard2 Redirect 1	1590851926441	1590851926441	OK	 
USER	VerDashboardNegativo	519	END	1590851917417	1590851926441
REQUEST	189		Logged	1590851926451	1590851926451	OK	 
REQUEST	189		Logged Redirect 1	1590851926452	1590851926452	OK	 
USER	VerDashboardPositivo	690	START	1590851926517	1590851926517
USER	VerDashboardNegativo	700	START	1590851926517	1590851926517
REQUEST	700		Home	1590851926517	1590851926520	OK	 
REQUEST	690		Home	1590851926517	1590851926520	OK	 
REQUEST	510		Login	1590851926537	1590851926538	OK	 
REQUEST	520		dashboard2	1590851926537	1590851926538	OK	 
REQUEST	520		dashboard2 Redirect 1	1590851926538	1590851926539	OK	 
USER	VerDashboardNegativo	520	END	1590851917521	1590851926539
REQUEST	190		Logged	1590851926548	1590851926548	OK	 
REQUEST	190		Logged Redirect 1	1590851926549	1590851926549	OK	 
USER	VerDashboardPositivo	691	START	1590851926620	1590851926620
USER	VerDashboardNegativo	701	START	1590851926620	1590851926620
REQUEST	691		Home	1590851926620	1590851926623	OK	 
REQUEST	701		Home	1590851926620	1590851926623	OK	 
REQUEST	511		Login	1590851926631	1590851926631	OK	 
REQUEST	521		dashboard2	1590851926631	1590851926632	OK	 
REQUEST	521		dashboard2 Redirect 1	1590851926632	1590851926633	OK	 
USER	VerDashboardNegativo	521	END	1590851917617	1590851926633
REQUEST	191		Logged	1590851926653	1590851926654	OK	 
REQUEST	191		Logged Redirect 1	1590851926654	1590851926654	OK	 
USER	VerDashboardPositivo	692	START	1590851926718	1590851926718
USER	VerDashboardNegativo	702	START	1590851926718	1590851926718
REQUEST	702		Home	1590851926719	1590851926721	OK	 
REQUEST	692		Home	1590851926719	1590851926721	OK	 
REQUEST	512		Login	1590851926728	1590851926729	OK	 
REQUEST	522		dashboard2	1590851926728	1590851926729	OK	 
REQUEST	522		dashboard2 Redirect 1	1590851926730	1590851926730	OK	 
USER	VerDashboardNegativo	522	END	1590851917722	1590851926730
REQUEST	192		Logged	1590851926761	1590851926762	OK	 
REQUEST	192		Logged Redirect 1	1590851926762	1590851926762	OK	 
USER	VerDashboardNegativo	713	START	1590851926819	1590851926819
USER	VerDashboardPositivo	703	START	1590851926819	1590851926819
REQUEST	713		Home	1590851926819	1590851926822	OK	 
REQUEST	703		Home	1590851926819	1590851926822	OK	 
REQUEST	523		Login	1590851926829	1590851926830	OK	 
REQUEST	533		dashboard2	1590851926829	1590851926830	OK	 
REQUEST	533		dashboard2 Redirect 1	1590851926830	1590851926831	OK	 
USER	VerDashboardNegativo	533	END	1590851917810	1590851926831
REQUEST	203		Logged	1590851926849	1590851926850	OK	 
REQUEST	203		Logged Redirect 1	1590851926850	1590851926851	OK	 
USER	VerDashboardPositivo	704	START	1590851926921	1590851926921
USER	VerDashboardNegativo	714	START	1590851926921	1590851926921
REQUEST	714		Home	1590851926922	1590851926924	OK	 
REQUEST	704		Home	1590851926922	1590851926924	OK	 
REQUEST	524		Login	1590851926932	1590851926932	OK	 
REQUEST	534		dashboard2	1590851926932	1590851926933	OK	 
REQUEST	534		dashboard2 Redirect 1	1590851926933	1590851926933	OK	 
USER	VerDashboardNegativo	534	END	1590851917908	1590851926933
REQUEST	204		Logged	1590851926947	1590851926948	OK	 
REQUEST	204		Logged Redirect 1	1590851926948	1590851926948	OK	 
USER	VerDashboardPositivo	705	START	1590851927018	1590851927018
USER	VerDashboardNegativo	715	START	1590851927018	1590851927018
REQUEST	525		Login	1590851927018	1590851927020	OK	 
REQUEST	535		dashboard2	1590851927018	1590851927020	OK	 
REQUEST	535		dashboard2 Redirect 1	1590851927020	1590851927020	OK	 
USER	VerDashboardNegativo	535	END	1590851918007	1590851927021
REQUEST	705		Home	1590851927019	1590851927022	OK	 
REQUEST	715		Home	1590851927019	1590851927022	OK	 
REQUEST	205		Logged	1590851927050	1590851927051	OK	 
REQUEST	205		Logged Redirect 1	1590851927051	1590851927051	OK	 
USER	VerDashboardNegativo	716	START	1590851927117	1590851927117
USER	VerDashboardPositivo	706	START	1590851927117	1590851927117
REQUEST	526		Login	1590851927117	1590851927118	OK	 
REQUEST	536		dashboard2	1590851927117	1590851927118	OK	 
REQUEST	536		dashboard2 Redirect 1	1590851927118	1590851927119	OK	 
USER	VerDashboardNegativo	536	END	1590851918112	1590851927119
REQUEST	706		Home	1590851927117	1590851927120	OK	 
REQUEST	716		Home	1590851927117	1590851927120	OK	 
REQUEST	206		Logged	1590851927148	1590851927149	OK	 
REQUEST	206		Logged Redirect 1	1590851927149	1590851927150	OK	 
USER	VerDashboardPositivo	707	START	1590851927222	1590851927222
USER	VerDashboardNegativo	717	START	1590851927222	1590851927222
REQUEST	707		Home	1590851927222	1590851927224	OK	 
REQUEST	717		Home	1590851927222	1590851927224	OK	 
REQUEST	527		Login	1590851927232	1590851927233	OK	 
REQUEST	537		dashboard2	1590851927232	1590851927233	OK	 
REQUEST	537		dashboard2 Redirect 1	1590851927233	1590851927233	OK	 
USER	VerDashboardNegativo	537	END	1590851918211	1590851927234
REQUEST	207		Logged	1590851927247	1590851927248	OK	 
REQUEST	207		Logged Redirect 1	1590851927248	1590851927248	OK	 
