ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarAnuncioTest	aceptaranunciotest	1590183771307	 	3.3.1
REQUEST	2341		RightLogged Redirect 1	1590183860418	1590183860430	OK	 
REQUEST	2340		RightLogged Redirect 1	1590183860419	1590183860430	OK	 
REQUEST	1706		Forbidden	1590183860411	1590183860430	OK	 
REQUEST	1215		ShowAnuncio	1590183860411	1590183860434	OK	 
REQUEST	2362		WrongLogged Redirect 1	1590183860417	1590183860434	OK	 
REQUEST	897		AnuncioAccepted	1590183860423	1590183860436	OK	 
USER	AceptarAnuncioTestNegativo	1144	END	1590183801243	1590183860437
USER	AceptarAnuncioTestPositivo	3488	START	1590183860437	1590183860437
REQUEST	2360		WrongLogged Redirect 1	1590183860415	1590183860440	OK	 
USER	AceptarAnuncioTestNegativo	1236	END	1590183803846	1590183860442
USER	AceptarAnuncioTestPositivo	455	END	1590183784793	1590183860442
USER	AceptarAnuncioTestNegativo	3508	START	1590183860442	1590183860442
REQUEST	3488		Welcome	1590183860438	1590183860446	OK	 
REQUEST	3508		Welcome	1590183860443	1590183860449	OK	 
REQUEST	2342		RightLogged Redirect 1	1590183860425	1590183860455	OK	 
REQUEST	1687		MyAnuncios	1590183860451	1590183860458	OK	 
REQUEST	1707		Forbidden	1590183860451	1590183860458	OK	 
REQUEST	887		AnuncioAccepted	1590183860420	1590183860459	OK	 
REQUEST	1217		ShowAnuncio	1590183860442	1590183860462	OK	 
REQUEST	1222		ShowAnuncio	1590183860436	1590183860463	OK	 
REQUEST	899		AnuncioAccepted	1590183860445	1590183860463	OK	 
USER	AceptarAnuncioTestPositivo	502	END	1590183786139	1590183860470
REQUEST	2365		RightLogged	1590183860469	1590183860471	OK	 
REQUEST	1143		ShowAnuncio	1590183860469	1590183860476	OK	 
REQUEST	2365		RightLogged Redirect 1	1590183860471	1590183860476	OK	 
USER	AceptarAnuncioTestPositivo	3489	START	1590183860488	1590183860488
USER	AceptarAnuncioTestNegativo	3509	START	1590183860489	1590183860489
REQUEST	3123		WrongLogin	1590183860488	1590183860491	OK	 
REQUEST	3102		RightLogin	1590183860488	1590183860493	OK	 
REQUEST	2364		WrongLogged	1590183860488	1590183860495	OK	 
REQUEST	3489		Welcome	1590183860490	1590183860500	OK	 
REQUEST	3509		Welcome	1590183860490	1590183860500	OK	 
REQUEST	2364		WrongLogged Redirect 1	1590183860495	1590183860503	OK	 
REQUEST	902		AnuncioAccepted	1590183860498	1590183860507	OK	 
REQUEST	1218		ShowAnuncio	1590183860501	1590183860509	OK	 
REQUEST	1688		MyAnuncios	1590183860513	1590183860515	OK	 
REQUEST	901		AnuncioAccepted	1590183860513	1590183860519	OK	 
REQUEST	2328		RightLogged	1590183860538	1590183860541	OK	 
REQUEST	3103		RightLogin	1590183860540	1590183860543	OK	 
USER	AceptarAnuncioTestNegativo	3510	START	1590183860546	1590183860546
USER	AceptarAnuncioTestPositivo	3490	START	1590183860546	1590183860546
REQUEST	2385		WrongLogged	1590183860549	1590183860552	OK	 
REQUEST	2386		WrongLogged	1590183860549	1590183860552	OK	 
REQUEST	2343		RightLogged	1590183860556	1590183860558	OK	 
REQUEST	1689		MyAnuncios	1590183860552	1590183860563	OK	 
REQUEST	2386		WrongLogged Redirect 1	1590183860553	1590183860566	OK	 
REQUEST	3510		Welcome	1590183860547	1590183860569	OK	 
REQUEST	2328		RightLogged Redirect 1	1590183860541	1590183860572	OK	 
REQUEST	3490		Welcome	1590183860547	1590183860572	OK	 
REQUEST	1709		Forbidden	1590183860557	1590183860578	OK	 
REQUEST	2343		RightLogged Redirect 1	1590183860558	1590183860580	OK	 
REQUEST	1708		Forbidden	1590183860544	1590183860580	OK	 
REQUEST	1243		ShowAnuncio	1590183860555	1590183860584	OK	 
REQUEST	2385		WrongLogged Redirect 1	1590183860552	1590183860584	OK	 
REQUEST	1245		ShowAnuncio	1590183860555	1590183860587	OK	 
REQUEST	2367		RightLogged	1590183860586	1590183860587	OK	 
USER	AceptarAnuncioTestNegativo	1239	END	1590183803989	1590183860589
REQUEST	2368		RightLogged	1590183860591	1590183860594	OK	 
USER	AceptarAnuncioTestPositivo	3491	START	1590183860599	1590183860599
USER	AceptarAnuncioTestNegativo	3511	START	1590183860599	1590183860599
USER	AceptarAnuncioTestNegativo	1242	END	1590183804139	1590183860600
USER	AceptarAnuncioTestNegativo	1241	END	1590183804095	1590183860601
USER	AceptarAnuncioTestNegativo	1264	END	1590183804252	1590183860602
REQUEST	2387		WrongLogged	1590183860604	1590183860606	OK	 
REQUEST	2367		RightLogged Redirect 1	1590183860588	1590183860609	OK	 
REQUEST	2387		WrongLogged Redirect 1	1590183860606	1590183860610	OK	 
REQUEST	2388		WrongLogged	1590183860613	1590183860614	OK	 
REQUEST	3491		Welcome	1590183860599	1590183860620	OK	 
REQUEST	3511		Welcome	1590183860599	1590183860620	OK	 
REQUEST	1221		ShowAnuncio	1590183860596	1590183860622	OK	 
REQUEST	2388		WrongLogged Redirect 1	1590183860614	1590183860631	OK	 
REQUEST	900		AnuncioAccepted	1590183860604	1590183860632	OK	 
USER	AceptarAnuncioTestPositivo	3492	START	1590183860634	1590183860634
REQUEST	2369		RightLogged	1590183860634	1590183860636	OK	 
USER	AceptarAnuncioTestNegativo	3512	START	1590183860637	1590183860637
REQUEST	925		AnuncioAccepted	1590183860625	1590183860640	OK	 
REQUEST	1710		Forbidden	1590183860596	1590183860643	OK	 
REQUEST	1690		MyAnuncios	1590183860593	1590183860645	OK	 
REQUEST	2368		RightLogged Redirect 1	1590183860594	1590183860647	OK	 
REQUEST	1219		ShowAnuncio	1590183860615	1590183860649	OK	 
REQUEST	3492		Welcome	1590183860634	1590183860650	OK	 
REQUEST	903		AnuncioAccepted	1590183860625	1590183860651	OK	 
REQUEST	3512		Welcome	1590183860638	1590183860653	OK	 
REQUEST	2369		RightLogged Redirect 1	1590183860636	1590183860654	OK	 
REQUEST	1244		ShowAnuncio	1590183860615	1590183860654	OK	 
REQUEST	904		AnuncioAccepted	1590183860615	1590183860654	OK	 
USER	AceptarAnuncioTestNegativo	1265	END	1590183804295	1590183860656
REQUEST	2370		RightLogged	1590183860659	1590183860661	OK	 
REQUEST	2389		WrongLogged	1590183860665	1590183860669	OK	 
REQUEST	1130		ShowAnuncio	1590183860656	1590183860673	OK	 
REQUEST	1246		ShowAnuncio	1590183860662	1590183860673	OK	 
REQUEST	1711		Forbidden	1590183860667	1590183860688	OK	 
REQUEST	926		AnuncioAccepted	1590183860665	1590183860688	OK	 
REQUEST	1136		ShowAnuncio	1590183860664	1590183860689	OK	 
REQUEST	2389		WrongLogged Redirect 1	1590183860669	1590183860690	OK	 
REQUEST	2370		RightLogged Redirect 1	1590183860661	1590183860693	OK	 
USER	AceptarAnuncioTestPositivo	3493	START	1590183860694	1590183860694
REQUEST	898		AnuncioAccepted	1590183860672	1590183860697	OK	 
USER	AceptarAnuncioTestNegativo	3513	START	1590183860699	1590183860699
REQUEST	1691		MyAnuncios	1590183860694	1590183860700	OK	 
REQUEST	2277		WrongLogged	1590183860702	1590183860705	OK	 
REQUEST	2371		RightLogged	1590183860704	1590183860707	OK	 
REQUEST	2372		RightLogged	1590183860708	1590183860711	OK	 
REQUEST	3493		Welcome	1590183860694	1590183860717	OK	 
REQUEST	1712		Forbidden	1590183860710	1590183860719	OK	 
REQUEST	1692		MyAnuncios	1590183860709	1590183860723	OK	 
REQUEST	927		AnuncioAccepted	1590183860708	1590183860723	OK	 
REQUEST	2372		RightLogged Redirect 1	1590183860711	1590183860725	OK	 
REQUEST	1247		ShowAnuncio	1590183860710	1590183860728	OK	 
REQUEST	2277		WrongLogged Redirect 1	1590183860705	1590183860729	OK	 
REQUEST	2371		RightLogged Redirect 1	1590183860708	1590183860730	OK	 
REQUEST	929		AnuncioAccepted	1590183860711	1590183860731	OK	 
REQUEST	3513		Welcome	1590183860699	1590183860732	OK	 
REQUEST	1250		ShowAnuncio	1590183860710	1590183860735	OK	 
USER	AceptarAnuncioTestNegativo	1268	END	1590183804453	1590183860737
USER	AceptarAnuncioTestNegativo	1272	END	1590183804645	1590183860738
USER	AceptarAnuncioTestPositivo	3494	START	1590183860738	1590183860738
USER	AceptarAnuncioTestNegativo	3514	START	1590183860738	1590183860738
REQUEST	2390		WrongLogged	1590183860742	1590183860745	OK	 
REQUEST	2391		WrongLogged	1590183860742	1590183860745	OK	 
REQUEST	3514		Welcome	1590183860740	1590183860748	OK	 
REQUEST	3494		Welcome	1590183860738	1590183860751	OK	 
REQUEST	2390		WrongLogged Redirect 1	1590183860745	1590183860752	OK	 
REQUEST	2391		WrongLogged Redirect 1	1590183860745	1590183860752	OK	 
REQUEST	3124		WrongLogin	1590183860753	1590183860754	OK	 
USER	AceptarAnuncioTestNegativo	1154	END	1590183801743	1590183860772
USER	AceptarAnuncioTestPositivo	523	END	1590183786196	1590183860772
REQUEST	1693		MyAnuncios	1590183860772	1590183860775	OK	 
REQUEST	1713		Forbidden	1590183860772	1590183860778	OK	 
USER	AceptarAnuncioTestPositivo	524	END	1590183786239	1590183860789
USER	AceptarAnuncioTestNegativo	3515	START	1590183860789	1590183860789
USER	AceptarAnuncioTestPositivo	3495	START	1590183860789	1590183860789
REQUEST	2373		RightLogged	1590183860792	1590183860795	OK	 
REQUEST	2278		WrongLogged	1590183860791	1590183860795	OK	 
REQUEST	2262		RightLogged	1590183860792	1590183860796	OK	 
REQUEST	3515		Welcome	1590183860789	1590183860799	OK	 
REQUEST	3495		Welcome	1590183860790	1590183860799	OK	 
REQUEST	2278		WrongLogged Redirect 1	1590183860795	1590183860800	OK	 
REQUEST	2373		RightLogged Redirect 1	1590183860795	1590183860800	OK	 
REQUEST	2394		WrongLogged	1590183860802	1590183860804	OK	 
REQUEST	928		AnuncioAccepted	1590183860796	1590183860806	OK	 
REQUEST	2394		WrongLogged Redirect 1	1590183860804	1590183860810	OK	 
REQUEST	930		AnuncioAccepted	1590183860802	1590183860811	OK	 
REQUEST	2262		RightLogged Redirect 1	1590183860796	1590183860811	OK	 
REQUEST	1254		ShowAnuncio	1590183860802	1590183860815	OK	 
USER	AceptarAnuncioTestNegativo	1273	END	1590183804689	1590183860822
REQUEST	1694		MyAnuncios	1590183860821	1590183860824	OK	 
REQUEST	931		AnuncioAccepted	1590183860821	1590183860827	OK	 
USER	AceptarAnuncioTestNegativo	3516	START	1590183860840	1590183860840
USER	AceptarAnuncioTestPositivo	3496	START	1590183860840	1590183860840
REQUEST	2374		RightLogged	1590183860840	1590183860846	OK	 
USER	AceptarAnuncioTestNegativo	1274	END	1590183804750	1590183860846
REQUEST	934		AnuncioAccepted	1590183860840	1590183860848	OK	 
REQUEST	1714		Forbidden	1590183860840	1590183860848	OK	 
REQUEST	3496		Welcome	1590183860841	1590183860849	OK	 
REQUEST	3516		Welcome	1590183860841	1590183860851	OK	 
REQUEST	1252		ShowAnuncio	1590183860840	1590183860852	OK	 
REQUEST	1253		ShowAnuncio	1590183860840	1590183860853	OK	 
REQUEST	2376		RightLogged	1590183860855	1590183860857	OK	 
REQUEST	2374		RightLogged Redirect 1	1590183860846	1590183860857	OK	 
REQUEST	2375		RightLogged	1590183860855	1590183860858	OK	 
REQUEST	3127		RightLogin	1590183860856	1590183860859	OK	 
REQUEST	3145		WrongLogin	1590183860856	1590183860860	OK	 
REQUEST	3126		RightLogin	1590183860856	1590183860860	OK	 
REQUEST	3146		WrongLogin	1590183860856	1590183860860	OK	 
REQUEST	2376		RightLogged Redirect 1	1590183860857	1590183860863	OK	 
REQUEST	1255		ShowAnuncio	1590183860861	1590183860868	OK	 
REQUEST	1140		ShowAnuncio	1590183860861	1590183860869	OK	 
REQUEST	2375		RightLogged Redirect 1	1590183860858	1590183860869	OK	 
USER	AceptarAnuncioTestPositivo	3497	START	1590183860879	1590183860879
USER	AceptarAnuncioTestNegativo	3517	START	1590183860879	1590183860879
REQUEST	1715		Forbidden	1590183860877	1590183860881	OK	 
REQUEST	1695		MyAnuncios	1590183860877	1590183860883	OK	 
REQUEST	2247		RightLogged	1590183860879	1590183860884	OK	 
REQUEST	3497		Welcome	1590183860879	1590183860886	OK	 
REQUEST	3517		Welcome	1590183860879	1590183860889	OK	 
REQUEST	2247		RightLogged Redirect 1	1590183860884	1590183860891	OK	 
REQUEST	2395		WrongLogged	1590183860904	1590183860906	OK	 
REQUEST	1696		MyAnuncios	1590183860904	1590183860907	OK	 
REQUEST	933		AnuncioAccepted	1590183860904	1590183860909	OK	 
REQUEST	2395		WrongLogged Redirect 1	1590183860906	1590183860913	OK	 
USER	AceptarAnuncioTestNegativo	1275	END	1590183804797	1590183860921
REQUEST	3128		RightLogin	1590183860921	1590183860922	OK	 
REQUEST	2305		WrongLogged	1590183860920	1590183860924	OK	 
REQUEST	3147		WrongLogin	1590183860921	1590183860925	OK	 
REQUEST	1697		MyAnuncios	1590183860920	1590183860927	OK	 
REQUEST	3137		RightLogin	1590183860921	1590183860928	OK	 
REQUEST	2305		WrongLogged Redirect 1	1590183860924	1590183860931	OK	 
USER	AceptarAnuncioTestPositivo	3498	START	1590183860936	1590183860936
USER	AceptarAnuncioTestNegativo	3518	START	1590183860940	1590183860940
REQUEST	1716		Forbidden	1590183860936	1590183860944	OK	 
REQUEST	2304		WrongLogged	1590183860940	1590183860944	OK	 
REQUEST	3498		Welcome	1590183860936	1590183860946	OK	 
REQUEST	1717		Forbidden	1590183860936	1590183860949	OK	 
REQUEST	932		AnuncioAccepted	1590183860940	1590183860950	OK	 
REQUEST	2304		WrongLogged Redirect 1	1590183860944	1590183860952	OK	 
REQUEST	3518		Welcome	1590183860940	1590183860952	OK	 
REQUEST	3129		RightLogin	1590183860968	1590183860970	OK	 
REQUEST	2377		RightLogged	1590183860969	1590183860972	OK	 
REQUEST	3150		WrongLogin	1590183860969	1590183860973	OK	 
REQUEST	3149		WrongLogin	1590183860968	1590183860974	OK	 
REQUEST	2377		RightLogged Redirect 1	1590183860972	1590183860978	OK	 
USER	AceptarAnuncioTestPositivo	3499	START	1590183860999	1590183860999
USER	AceptarAnuncioTestNegativo	3519	START	1590183860999	1590183860999
REQUEST	2396		WrongLogged	1590183860999	1590183861002	OK	 
REQUEST	1698		MyAnuncios	1590183860999	1590183861004	OK	 
USER	AceptarAnuncioTestNegativo	1271	END	1590183804594	1590183861004
REQUEST	3153		WrongLogin	1590183861005	1590183861008	OK	 
REQUEST	3151		WrongLogin	1590183861005	1590183861008	OK	 
REQUEST	3499		Welcome	1590183860999	1590183861009	OK	 
USER	AceptarAnuncioTestPositivo	501	END	1590183786099	1590183861010
REQUEST	2397		WrongLogged	1590183861010	1590183861013	OK	 
REQUEST	2288		RightLogged	1590183861010	1590183861014	OK	 
REQUEST	2378		RightLogged	1590183861010	1590183861016	OK	 
REQUEST	1718		Forbidden	1590183860999	1590183861020	OK	 
REQUEST	2378		RightLogged Redirect 1	1590183861016	1590183861022	OK	 
REQUEST	3519		Welcome	1590183861001	1590183861023	OK	 
REQUEST	2288		RightLogged Redirect 1	1590183861014	1590183861025	OK	 
REQUEST	2397		WrongLogged Redirect 1	1590183861013	1590183861027	OK	 
REQUEST	2396		WrongLogged Redirect 1	1590183861002	1590183861028	OK	 
REQUEST	937		AnuncioAccepted	1590183861010	1590183861032	OK	 
REQUEST	3133		RightLogin	1590183861030	1590183861032	OK	 
REQUEST	2380		RightLogged	1590183861030	1590183861032	OK	 
USER	AceptarAnuncioTestPositivo	526	END	1590183786339	1590183861036
REQUEST	3152		WrongLogin	1590183861033	1590183861037	OK	 
USER	AceptarAnuncioTestNegativo	3520	START	1590183861038	1590183861038
USER	AceptarAnuncioTestPositivo	3500	START	1590183861038	1590183861038
REQUEST	2308		WrongLogged	1590183861039	1590183861042	OK	 
REQUEST	2289		RightLogged	1590183861039	1590183861043	OK	 
REQUEST	2327		RightLogged	1590183861041	1590183861045	OK	 
USER	AceptarAnuncioTestPositivo	525	END	1590183786296	1590183861045
REQUEST	2380		RightLogged Redirect 1	1590183861032	1590183861047	OK	 
REQUEST	1699		MyAnuncios	1590183861033	1590183861047	OK	 
REQUEST	2289		RightLogged Redirect 1	1590183861043	1590183861050	OK	 
REQUEST	3500		Welcome	1590183861039	1590183861050	OK	 
REQUEST	2308		WrongLogged Redirect 1	1590183861042	1590183861051	OK	 
REQUEST	3520		Welcome	1590183861039	1590183861052	OK	 
REQUEST	1719		Forbidden	1590183861044	1590183861057	OK	 
REQUEST	2327		RightLogged Redirect 1	1590183861045	1590183861060	OK	 
REQUEST	936		AnuncioAccepted	1590183861052	1590183861061	OK	 
REQUEST	2307		WrongLogged	1590183861073	1590183861075	OK	 
REQUEST	3159		WrongLogin	1590183861073	1590183861075	OK	 
REQUEST	2309		WrongLogged	1590183861073	1590183861076	OK	 
REQUEST	3155		WrongLogin	1590183861073	1590183861077	OK	 
USER	AceptarAnuncioTestPositivo	3501	START	1590183861080	1590183861080
REQUEST	3136		RightLogin	1590183861079	1590183861082	OK	 
USER	AceptarAnuncioTestNegativo	3521	START	1590183861085	1590183861085
REQUEST	2307		WrongLogged Redirect 1	1590183861075	1590183861088	OK	 
REQUEST	938		AnuncioAccepted	1590183861079	1590183861090	OK	 
REQUEST	935		AnuncioAccepted	1590183861074	1590183861094	OK	 
REQUEST	940		AnuncioAccepted	1590183861091	1590183861095	OK	 
REQUEST	2309		WrongLogged Redirect 1	1590183861077	1590183861097	OK	 
REQUEST	3521		Welcome	1590183861086	1590183861098	OK	 
REQUEST	3501		Welcome	1590183861081	1590183861100	OK	 
REQUEST	939		AnuncioAccepted	1590183861078	1590183861100	OK	 
REQUEST	1700		MyAnuncios	1590183861109	1590183861113	OK	 
REQUEST	1165		ShowAnuncio	1590183861107	1590183861113	OK	 
REQUEST	1720		Forbidden	1590183861109	1590183861116	OK	 
REQUEST	1167		ShowAnuncio	1590183861110	1590183861117	OK	 
REQUEST	3148		WrongLogin	1590183861114	1590183861119	OK	 
REQUEST	2222		RightLogged	1590183861119	1590183861120	OK	 
REQUEST	2222		RightLogged Redirect 1	1590183861120	1590183861125	OK	 
USER	AceptarAnuncioTestPositivo	3502	START	1590183861129	1590183861129
USER	AceptarAnuncioTestNegativo	3522	START	1590183861129	1590183861129
REQUEST	1701		MyAnuncios	1590183861129	1590183861133	OK	 
REQUEST	3502		Welcome	1590183861129	1590183861134	OK	 
REQUEST	3522		Welcome	1590183861129	1590183861135	OK	 
REQUEST	2382		RightLogged	1590183861151	1590183861153	OK	 
REQUEST	2249		RightLogged	1590183861151	1590183861154	OK	 
REQUEST	3144		WrongLogin	1590183861152	1590183861155	OK	 
REQUEST	2382		RightLogged Redirect 1	1590183861153	1590183861157	OK	 
REQUEST	3125		RightLogin	1590183861156	1590183861159	OK	 
REQUEST	2290		RightLogged	1590183861156	1590183861160	OK	 
REQUEST	2249		RightLogged Redirect 1	1590183861154	1590183861160	OK	 
REQUEST	2363		WrongLogged	1590183861159	1590183861162	OK	 
REQUEST	1721		Forbidden	1590183861156	1590183861164	OK	 
REQUEST	3157		WrongLogin	1590183861162	1590183861164	OK	 
REQUEST	3131		RightLogin	1590183861162	1590183861165	OK	 
REQUEST	2290		RightLogged Redirect 1	1590183861160	1590183861168	OK	 
REQUEST	2363		WrongLogged Redirect 1	1590183861162	1590183861169	OK	 
USER	AceptarAnuncioTestPositivo	3523	START	1590183861188	1590183861188
USER	AceptarAnuncioTestPositivo	527	END	1590183786399	1590183861190
USER	AceptarAnuncioTestNegativo	3543	START	1590183861190	1590183861190
REQUEST	1702		MyAnuncios	1590183861188	1590183861192	OK	 
USER	AceptarAnuncioTestPositivo	529	END	1590183786502	1590183861194
REQUEST	3543		Welcome	1590183861191	1590183861197	OK	 
REQUEST	3523		Welcome	1590183861189	1590183861198	OK	 
REQUEST	2366		RightLogged	1590183861209	1590183861212	OK	 
REQUEST	3132		RightLogin	1590183861210	1590183861213	OK	 
REQUEST	2366		RightLogged Redirect 1	1590183861212	1590183861216	OK	 
REQUEST	3138		RightLogin	1590183861215	1590183861218	OK	 
REQUEST	3158		WrongLogin	1590183861215	1590183861219	OK	 
REQUEST	3139		RightLogin	1590183861215	1590183861221	OK	 
REQUEST	3134		RightLogin	1590183861215	1590183861221	OK	 
REQUEST	1722		Forbidden	1590183861209	1590183861224	OK	 
REQUEST	2291		RightLogged	1590183861222	1590183861225	OK	 
REQUEST	943		AnuncioAccepted	1590183861222	1590183861250	OK	 
REQUEST	941		AnuncioAccepted	1590183861222	1590183861251	OK	 
USER	AceptarAnuncioTestNegativo	3544	START	1590183861251	1590183861251
USER	AceptarAnuncioTestPositivo	3524	START	1590183861251	1590183861251
USER	AceptarAnuncioTestPositivo	530	END	1590183786563	1590183861253
REQUEST	2423		WrongLogged	1590183861252	1590183861256	OK	 
REQUEST	2403		RightLogged	1590183861251	1590183861256	OK	 
REQUEST	942		AnuncioAccepted	1590183861251	1590183861258	OK	 
REQUEST	2291		RightLogged Redirect 1	1590183861226	1590183861259	OK	 
REQUEST	3544		Welcome	1590183861251	1590183861260	OK	 
REQUEST	3524		Welcome	1590183861251	1590183861260	OK	 
REQUEST	2423		WrongLogged Redirect 1	1590183861256	1590183861262	OK	 
REQUEST	2403		RightLogged Redirect 1	1590183861256	1590183861264	OK	 
REQUEST	1723		MyAnuncios	1590183861253	1590183861267	OK	 
REQUEST	1744		Forbidden	1590183861253	1590183861269	OK	 
USER	AceptarAnuncioTestPositivo	528	END	1590183786458	1590183861278
USER	AceptarAnuncioTestPositivo	3525	START	1590183861279	1590183861279
USER	AceptarAnuncioTestNegativo	3545	START	1590183861279	1590183861279
REQUEST	963		AnuncioAccepted	1590183861278	1590183861284	OK	 
REQUEST	3525		Welcome	1590183861280	1590183861285	OK	 
REQUEST	3545		Welcome	1590183861280	1590183861286	OK	 
REQUEST	1203		ShowAnuncio	1590183861304	1590183861309	OK	 
REQUEST	1170		ShowAnuncio	1590183861304	1590183861312	OK	 
REQUEST	1745		Forbidden	1590183861309	1590183861314	OK	 
REQUEST	1724		MyAnuncios	1590183861321	1590183861324	OK	 
REQUEST	1725		MyAnuncios	1590183861338	1590183861341	OK	 
USER	AceptarAnuncioTestPositivo	3526	START	1590183861343	1590183861343
USER	AceptarAnuncioTestNegativo	3546	START	1590183861343	1590183861343
REQUEST	1746		Forbidden	1590183861338	1590183861348	OK	 
REQUEST	964		AnuncioAccepted	1590183861340	1590183861348	OK	 
REQUEST	1220		ShowAnuncio	1590183861338	1590183861349	OK	 
REQUEST	3546		Welcome	1590183861343	1590183861352	OK	 
REQUEST	3526		Welcome	1590183861343	1590183861352	OK	 
USER	AceptarAnuncioTestPositivo	531	END	1590183786599	1590183861378
USER	AceptarAnuncioTestPositivo	3527	START	1590183861380	1590183861380
USER	AceptarAnuncioTestNegativo	3547	START	1590183861381	1590183861381
REQUEST	1747		Forbidden	1590183861380	1590183861387	OK	 
REQUEST	3527		Welcome	1590183861380	1590183861388	OK	 
REQUEST	3547		Welcome	1590183861382	1590183861391	OK	 
REQUEST	3154		WrongLogin	1590183861403	1590183861405	OK	 
REQUEST	1726		MyAnuncios	1590183861403	1590183861407	OK	 
REQUEST	3135		RightLogin	1590183861408	1590183861410	OK	 
USER	AceptarAnuncioTestPositivo	416	END	1590183783828	1590183861414
REQUEST	965		AnuncioAccepted	1590183861412	1590183861418	OK	 
REQUEST	1727		MyAnuncios	1590183861422	1590183861425	OK	 
REQUEST	3140		RightLogin	1590183861427	1590183861429	OK	 
REQUEST	3156		WrongLogin	1590183861427	1590183861430	OK	 
REQUEST	3141		RightLogin	1590183861427	1590183861431	OK	 
USER	AceptarAnuncioTestPositivo	3528	START	1590183861434	1590183861434
USER	AceptarAnuncioTestNegativo	3548	START	1590183861434	1590183861434
REQUEST	3160		WrongLogin	1590183861443	1590183861445	OK	 
REQUEST	966		AnuncioAccepted	1590183861433	1590183861446	OK	 
REQUEST	3528		Welcome	1590183861434	1590183861449	OK	 
REQUEST	3548		Welcome	1590183861434	1590183861450	OK	 
REQUEST	1748		Forbidden	1590183861443	1590183861450	OK	 
USER	AceptarAnuncioTestNegativo	1191	END	1590183802602	1590183861452
USER	AceptarAnuncioTestPositivo	532	END	1590183786649	1590183861454
REQUEST	2401		WrongLogged	1590183861459	1590183861460	OK	 
REQUEST	2401		WrongLogged Redirect 1	1590183861460	1590183861465	OK	 
USER	AceptarAnuncioTestNegativo	3549	START	1590183861494	1590183861494
USER	AceptarAnuncioTestPositivo	3529	START	1590183861494	1590183861494
REQUEST	3130		RightLogin	1590183861494	1590183861500	OK	 
REQUEST	3142		RightLogin	1590183861495	1590183861501	OK	 
USER	AceptarAnuncioTestNegativo	1305	END	1590183805283	1590183861503
REQUEST	967		AnuncioAccepted	1590183861494	1590183861506	OK	 
REQUEST	3549		Welcome	1590183861494	1590183861507	OK	 
REQUEST	3529		Welcome	1590183861496	1590183861509	OK	 
REQUEST	1728		MyAnuncios	1590183861503	1590183861510	OK	 
REQUEST	1749		Forbidden	1590183861503	1590183861513	OK	 
USER	AceptarAnuncioTestPositivo	536	END	1590183786866	1590183861521
REQUEST	3143		RightLogin	1590183861521	1590183861523	OK	 
REQUEST	3162		WrongLogin	1590183861521	1590183861523	OK	 
REQUEST	2352		WrongLogged	1590183861541	1590183861545	OK	 
REQUEST	2405		RightLogged	1590183861541	1590183861545	OK	 
USER	AceptarAnuncioTestNegativo	3550	START	1590183861546	1590183861546
USER	AceptarAnuncioTestPositivo	3530	START	1590183861546	1590183861546
USER	AceptarAnuncioTestPositivo	564	END	1590183787238	1590183861549
REQUEST	2265		WrongLogged	1590183861552	1590183861554	OK	 
REQUEST	3183		WrongLogin	1590183861551	1590183861554	OK	 
REQUEST	3163		RightLogin	1590183861551	1590183861555	OK	 
REQUEST	2352		WrongLogged Redirect 1	1590183861545	1590183861559	OK	 
REQUEST	1729		MyAnuncios	1590183861547	1590183861560	OK	 
REQUEST	2405		RightLogged Redirect 1	1590183861545	1590183861560	OK	 
REQUEST	1750		Forbidden	1590183861547	1590183861562	OK	 
REQUEST	3550		Welcome	1590183861546	1590183861563	OK	 
REQUEST	969		AnuncioAccepted	1590183861555	1590183861564	OK	 
REQUEST	3530		Welcome	1590183861546	1590183861566	OK	 
REQUEST	968		AnuncioAccepted	1590183861543	1590183861567	OK	 
REQUEST	2265		WrongLogged Redirect 1	1590183861554	1590183861568	OK	 
REQUEST	2272		WrongLogged	1590183861568	1590183861569	OK	 
REQUEST	2272		WrongLogged Redirect 1	1590183861569	1590183861572	OK	 
USER	AceptarAnuncioTestPositivo	3531	START	1590183861595	1590183861595
USER	AceptarAnuncioTestNegativo	3551	START	1590183861595	1590183861595
REQUEST	2427		WrongLogged	1590183861595	1590183861597	OK	 
REQUEST	3165		RightLogin	1590183861595	1590183861597	OK	 
REQUEST	3184		WrongLogin	1590183861595	1590183861598	OK	 
REQUEST	3531		Welcome	1590183861596	1590183861603	OK	 
REQUEST	1730		MyAnuncios	1590183861600	1590183861603	OK	 
REQUEST	3551		Welcome	1590183861596	1590183861603	OK	 
REQUEST	2427		WrongLogged Redirect 1	1590183861597	1590183861603	OK	 
REQUEST	1751		Forbidden	1590183861612	1590183861615	OK	 
REQUEST	1731		MyAnuncios	1590183861632	1590183861635	OK	 
REQUEST	2426		WrongLogged	1590183861632	1590183861635	OK	 
REQUEST	3164		RightLogin	1590183861633	1590183861635	OK	 
USER	AceptarAnuncioTestPositivo	3532	START	1590183861637	1590183861637
USER	AceptarAnuncioTestNegativo	3552	START	1590183861638	1590183861638
REQUEST	2426		WrongLogged Redirect 1	1590183861635	1590183861641	OK	 
REQUEST	3166		RightLogin	1590183861637	1590183861641	OK	 
