ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarAnuncioTest	aceptaranunciotest	1590183771307	 	3.3.1
USER	AceptarAnuncioTestPositivo	611	START	1590183788579	1590183788579
REQUEST	611		Welcome	1590183788579	1590183788583	OK	 
REQUEST	631		Welcome	1590183788579	1590183788582	OK	 
USER	AceptarAnuncioTestNegativo	632	START	1590183788632	1590183788632
USER	AceptarAnuncioTestPositivo	612	START	1590183788632	1590183788632
REQUEST	252		RightLogin	1590183788632	1590183788636	OK	 
REQUEST	272		WrongLogin	1590183788632	1590183788637	OK	 
REQUEST	632		Welcome	1590183788633	1590183788643	OK	 
REQUEST	612		Welcome	1590183788634	1590183788643	OK	 
USER	AceptarAnuncioTestNegativo	633	START	1590183788679	1590183788679
REQUEST	253		RightLogin	1590183788678	1590183788679	OK	 
USER	AceptarAnuncioTestPositivo	613	START	1590183788679	1590183788679
REQUEST	273		WrongLogin	1590183788678	1590183788682	OK	 
REQUEST	613		Welcome	1590183788681	1590183788688	OK	 
REQUEST	633		Welcome	1590183788680	1590183788688	OK	 
REQUEST	254		RightLogin	1590183788709	1590183788710	OK	 
REQUEST	274		WrongLogin	1590183788709	1590183788712	OK	 
USER	AceptarAnuncioTestPositivo	614	START	1590183788729	1590183788729
USER	AceptarAnuncioTestNegativo	634	START	1590183788729	1590183788729
REQUEST	614		Welcome	1590183788729	1590183788735	OK	 
REQUEST	634		Welcome	1590183788729	1590183788736	OK	 
REQUEST	275		WrongLogin	1590183788774	1590183788775	OK	 
REQUEST	255		RightLogin	1590183788774	1590183788775	OK	 
USER	AceptarAnuncioTestPositivo	615	START	1590183788779	1590183788779
USER	AceptarAnuncioTestNegativo	635	START	1590183788779	1590183788779
REQUEST	615		Welcome	1590183788779	1590183788783	OK	 
REQUEST	635		Welcome	1590183788779	1590183788783	OK	 
REQUEST	256		RightLogin	1590183788816	1590183788817	OK	 
USER	AceptarAnuncioTestNegativo	636	START	1590183788833	1590183788833
USER	AceptarAnuncioTestPositivo	616	START	1590183788833	1590183788833
REQUEST	636		Welcome	1590183788834	1590183788840	OK	 
REQUEST	616		Welcome	1590183788834	1590183788840	OK	 
REQUEST	277		WrongLogin	1590183788859	1590183788860	OK	 
REQUEST	257		RightLogin	1590183788859	1590183788860	OK	 
USER	AceptarAnuncioTestNegativo	637	START	1590183788879	1590183788879
USER	AceptarAnuncioTestPositivo	617	START	1590183788879	1590183788879
REQUEST	276		WrongLogin	1590183788879	1590183788880	OK	 
REQUEST	617		Welcome	1590183788879	1590183788883	OK	 
REQUEST	637		Welcome	1590183788879	1590183788883	OK	 
REQUEST	278		WrongLogin	1590183788916	1590183788918	OK	 
REQUEST	258		RightLogin	1590183788916	1590183788918	OK	 
USER	AceptarAnuncioTestPositivo	618	START	1590183788934	1590183788934
USER	AceptarAnuncioTestNegativo	638	START	1590183788934	1590183788934
REQUEST	618		Welcome	1590183788935	1590183788943	OK	 
REQUEST	638		Welcome	1590183788935	1590183788943	OK	 
REQUEST	279		WrongLogin	1590183788975	1590183788976	OK	 
REQUEST	259		RightLogin	1590183788975	1590183788976	OK	 
USER	AceptarAnuncioTestNegativo	639	START	1590183788979	1590183788979
USER	AceptarAnuncioTestPositivo	619	START	1590183788979	1590183788979
REQUEST	619		Welcome	1590183788979	1590183788984	OK	 
REQUEST	639		Welcome	1590183788979	1590183788984	OK	 
REQUEST	280		WrongLogin	1590183788999	1590183789001	OK	 
REQUEST	260		RightLogin	1590183788999	1590183789002	OK	 
USER	AceptarAnuncioTestNegativo	640	START	1590183789033	1590183789033
USER	AceptarAnuncioTestPositivo	620	START	1590183789033	1590183789033
REQUEST	620		Welcome	1590183789034	1590183789042	OK	 
REQUEST	640		Welcome	1590183789033	1590183789042	OK	 
USER	AceptarAnuncioTestPositivo	621	START	1590183789083	1590183789083
USER	AceptarAnuncioTestNegativo	641	START	1590183789084	1590183789084
REQUEST	281		WrongLogin	1590183789083	1590183789087	OK	 
REQUEST	261		RightLogin	1590183789083	1590183789087	OK	 
REQUEST	621		Welcome	1590183789084	1590183789092	OK	 
REQUEST	641		Welcome	1590183789085	1590183789093	OK	 
USER	AceptarAnuncioTestPositivo	622	START	1590183789129	1590183789129
USER	AceptarAnuncioTestNegativo	642	START	1590183789129	1590183789129
REQUEST	262		RightLogin	1590183789127	1590183789129	OK	 
REQUEST	282		WrongLogin	1590183789127	1590183789132	OK	 
REQUEST	622		Welcome	1590183789129	1590183789137	OK	 
REQUEST	642		Welcome	1590183789130	1590183789138	OK	 
REQUEST	263		RightLogin	1590183789172	1590183789174	OK	 
REQUEST	283		WrongLogin	1590183789190	1590183789191	OK	 
USER	AceptarAnuncioTestPositivo	643	START	1590183789206	1590183789206
USER	AceptarAnuncioTestNegativo	663	START	1590183789206	1590183789206
REQUEST	264		RightLogin	1590183789209	1590183789212	OK	 
REQUEST	284		WrongLogin	1590183789211	1590183789213	OK	 
REQUEST	643		Welcome	1590183789207	1590183789219	OK	 
REQUEST	663		Welcome	1590183789207	1590183789219	OK	 
USER	AceptarAnuncioTestNegativo	664	START	1590183789252	1590183789252
USER	AceptarAnuncioTestPositivo	644	START	1590183789252	1590183789252
REQUEST	664		Welcome	1590183789252	1590183789260	OK	 
REQUEST	644		Welcome	1590183789252	1590183789261	OK	 
REQUEST	285		RightLogin	1590183789301	1590183789303	OK	 
REQUEST	304		WrongLogin	1590183789301	1590183789304	OK	 
USER	AceptarAnuncioTestPositivo	645	START	1590183789305	1590183789305
USER	AceptarAnuncioTestNegativo	665	START	1590183789310	1590183789310
REQUEST	645		Welcome	1590183789305	1590183789319	OK	 
REQUEST	665		Welcome	1590183789310	1590183789320	OK	 
USER	AceptarAnuncioTestPositivo	646	START	1590183789349	1590183789349
USER	AceptarAnuncioTestNegativo	666	START	1590183789349	1590183789349
REQUEST	646		Welcome	1590183789349	1590183789353	OK	 
REQUEST	666		Welcome	1590183789349	1590183789353	OK	 
REQUEST	305		WrongLogin	1590183789369	1590183789370	OK	 
REQUEST	286		RightLogin	1590183789369	1590183789370	OK	 
REQUEST	287		RightLogin	1590183789397	1590183789398	OK	 
REQUEST	306		WrongLogin	1590183789397	1590183789399	OK	 
USER	AceptarAnuncioTestPositivo	647	START	1590183789399	1590183789399
USER	AceptarAnuncioTestNegativo	667	START	1590183789400	1590183789400
REQUEST	647		Welcome	1590183789399	1590183789416	OK	 
REQUEST	667		Welcome	1590183789400	1590183789416	OK	 
REQUEST	288		RightLogin	1590183789439	1590183789440	OK	 
REQUEST	307		WrongLogin	1590183789439	1590183789441	OK	 
USER	AceptarAnuncioTestNegativo	668	START	1590183789455	1590183789455
USER	AceptarAnuncioTestPositivo	648	START	1590183789455	1590183789455
REQUEST	668		Welcome	1590183789455	1590183789459	OK	 
REQUEST	648		Welcome	1590183789455	1590183789459	OK	 
USER	AceptarAnuncioTestPositivo	649	START	1590183789499	1590183789499
USER	AceptarAnuncioTestNegativo	669	START	1590183789499	1590183789499
REQUEST	308		WrongLogin	1590183789499	1590183789501	OK	 
REQUEST	289		RightLogin	1590183789499	1590183789503	OK	 
REQUEST	669		Welcome	1590183789500	1590183789508	OK	 
REQUEST	649		Welcome	1590183789500	1590183789508	OK	 
USER	AceptarAnuncioTestNegativo	670	START	1590183789554	1590183789554
USER	AceptarAnuncioTestPositivo	650	START	1590183789554	1590183789554
REQUEST	650		Welcome	1590183789554	1590183789560	OK	 
REQUEST	670		Welcome	1590183789554	1590183789560	OK	 
REQUEST	309		WrongLogin	1590183789561	1590183789562	OK	 
REQUEST	290		RightLogin	1590183789561	1590183789563	OK	 
REQUEST	310		WrongLogin	1590183789596	1590183789597	OK	 
REQUEST	291		RightLogin	1590183789596	1590183789597	OK	 
USER	AceptarAnuncioTestNegativo	671	START	1590183789599	1590183789599
USER	AceptarAnuncioTestPositivo	651	START	1590183789599	1590183789599
REQUEST	671		Welcome	1590183789599	1590183789604	OK	 
REQUEST	651		Welcome	1590183789599	1590183789604	OK	 
USER	AceptarAnuncioTestPositivo	652	START	1590183789655	1590183789655
REQUEST	311		WrongLogin	1590183789655	1590183789656	OK	 
REQUEST	292		RightLogin	1590183789655	1590183789657	OK	 
USER	AceptarAnuncioTestNegativo	672	START	1590183789657	1590183789657
REQUEST	652		Welcome	1590183789656	1590183789661	OK	 
REQUEST	672		Welcome	1590183789657	1590183789663	OK	 
USER	AceptarAnuncioTestPositivo	653	START	1590183789705	1590183789705
USER	AceptarAnuncioTestNegativo	673	START	1590183789705	1590183789705
REQUEST	293		RightLogin	1590183789709	1590183789711	OK	 
REQUEST	673		Welcome	1590183789705	1590183789713	OK	 
REQUEST	312		WrongLogin	1590183789710	1590183789713	OK	 
REQUEST	653		Welcome	1590183789705	1590183789716	OK	 
USER	AceptarAnuncioTestNegativo	674	START	1590183789751	1590183789751
USER	AceptarAnuncioTestPositivo	654	START	1590183789751	1590183789751
REQUEST	674		Welcome	1590183789752	1590183789760	OK	 
REQUEST	654		Welcome	1590183789752	1590183789761	OK	 
REQUEST	313		WrongLogin	1590183789772	1590183789774	OK	 
REQUEST	294		RightLogin	1590183789772	1590183789775	OK	 
USER	AceptarAnuncioTestPositivo	655	START	1590183789808	1590183789808
USER	AceptarAnuncioTestNegativo	675	START	1590183789808	1590183789808
REQUEST	295		RightLogin	1590183789809	1590183789813	OK	 
REQUEST	314		WrongLogin	1590183789809	1590183789814	OK	 
REQUEST	655		Welcome	1590183789809	1590183789818	OK	 
REQUEST	675		Welcome	1590183789809	1590183789819	OK	 
USER	AceptarAnuncioTestPositivo	656	START	1590183789849	1590183789849
USER	AceptarAnuncioTestNegativo	676	START	1590183789849	1590183789849
REQUEST	296		RightLogin	1590183789849	1590183789854	OK	 
REQUEST	315		WrongLogin	1590183789849	1590183789854	OK	 
REQUEST	656		Welcome	1590183789850	1590183789861	OK	 
REQUEST	676		Welcome	1590183789850	1590183789861	OK	 
USER	AceptarAnuncioTestNegativo	677	START	1590183789899	1590183789899
USER	AceptarAnuncioTestPositivo	657	START	1590183789899	1590183789899
REQUEST	316		WrongLogin	1590183789899	1590183789902	OK	 
REQUEST	297		RightLogin	1590183789899	1590183789902	OK	 
REQUEST	657		Welcome	1590183789900	1590183789906	OK	 
REQUEST	677		Welcome	1590183789899	1590183789906	OK	 
USER	AceptarAnuncioTestPositivo	658	START	1590183789958	1590183789958
USER	AceptarAnuncioTestNegativo	678	START	1590183789959	1590183789959
REQUEST	298		RightLogin	1590183789958	1590183789966	OK	 
REQUEST	317		WrongLogin	1590183789958	1590183789968	OK	 
REQUEST	658		Welcome	1590183789959	1590183789974	OK	 
REQUEST	678		Welcome	1590183789961	1590183789976	OK	 
USER	AceptarAnuncioTestPositivo	659	START	1590183789999	1590183789999
USER	AceptarAnuncioTestNegativo	679	START	1590183789999	1590183789999
REQUEST	299		RightLogin	1590183789999	1590183790002	OK	 
REQUEST	318		WrongLogin	1590183789999	1590183790002	OK	 
REQUEST	679		Welcome	1590183790000	1590183790006	OK	 
REQUEST	659		Welcome	1590183789999	1590183790006	OK	 
USER	AceptarAnuncioTestPositivo	660	START	1590183790053	1590183790053
USER	AceptarAnuncioTestNegativo	680	START	1590183790053	1590183790053
REQUEST	300		RightLogin	1590183790053	1590183790055	OK	 
REQUEST	319		WrongLogin	1590183790053	1590183790055	OK	 
REQUEST	680		Welcome	1590183790053	1590183790058	OK	 
REQUEST	660		Welcome	1590183790053	1590183790058	OK	 
USER	AceptarAnuncioTestPositivo	661	START	1590183790099	1590183790099
USER	AceptarAnuncioTestNegativo	681	START	1590183790099	1590183790099
REQUEST	301		RightLogin	1590183790099	1590183790101	OK	 
REQUEST	320		WrongLogin	1590183790099	1590183790103	OK	 
REQUEST	681		Welcome	1590183790099	1590183790108	OK	 
REQUEST	661		Welcome	1590183790099	1590183790108	OK	 
USER	AceptarAnuncioTestPositivo	662	START	1590183790159	1590183790159
USER	AceptarAnuncioTestNegativo	682	START	1590183790159	1590183790159
REQUEST	302		RightLogin	1590183790159	1590183790162	OK	 
REQUEST	321		WrongLogin	1590183790159	1590183790162	OK	 
REQUEST	682		Welcome	1590183790159	1590183790168	OK	 
REQUEST	662		Welcome	1590183790159	1590183790169	OK	 
USER	AceptarAnuncioTestPositivo	683	START	1590183790180	1590183790180
USER	AceptarAnuncioTestNegativo	704	START	1590183790180	1590183790180
REQUEST	683		Welcome	1590183790180	1590183790189	OK	 
REQUEST	704		Welcome	1590183790181	1590183790189	OK	 
REQUEST	322		WrongLogin	1590183790209	1590183790211	OK	 
REQUEST	303		RightLogin	1590183790209	1590183790212	OK	 
REQUEST	344		WrongLogin	1590183790227	1590183790230	OK	 
REQUEST	323		RightLogin	1590183790227	1590183790232	OK	 
USER	AceptarAnuncioTestPositivo	684	START	1590183790270	1590183790270
USER	AceptarAnuncioTestNegativo	705	START	1590183790271	1590183790271
REQUEST	324		RightLogin	1590183790271	1590183790274	OK	 
REQUEST	345		WrongLogin	1590183790271	1590183790274	OK	 
REQUEST	705		Welcome	1590183790272	1590183790277	OK	 
REQUEST	684		Welcome	1590183790271	1590183790277	OK	 
REQUEST	325		RightLogin	1590183790299	1590183790300	OK	 
REQUEST	346		WrongLogin	1590183790299	1590183790300	OK	 
USER	AceptarAnuncioTestPositivo	685	START	1590183790319	1590183790319
USER	AceptarAnuncioTestNegativo	706	START	1590183790319	1590183790319
REQUEST	685		Welcome	1590183790319	1590183790329	OK	 
REQUEST	706		Welcome	1590183790319	1590183790328	OK	 
USER	AceptarAnuncioTestPositivo	686	START	1590183790369	1590183790369
USER	AceptarAnuncioTestNegativo	707	START	1590183790369	1590183790369
REQUEST	686		Welcome	1590183790369	1590183790374	OK	 
REQUEST	707		Welcome	1590183790369	1590183790374	OK	 
REQUEST	347		WrongLogin	1590183790396	1590183790398	OK	 
REQUEST	326		RightLogin	1590183790399	1590183790400	OK	 
USER	AceptarAnuncioTestNegativo	708	START	1590183790422	1590183790422
USER	AceptarAnuncioTestPositivo	687	START	1590183790422	1590183790422
REQUEST	687		Welcome	1590183790422	1590183790426	OK	 
REQUEST	708		Welcome	1590183790422	1590183790426	OK	 
REQUEST	327		RightLogin	1590183790438	1590183790439	OK	 
REQUEST	348		WrongLogin	1590183790438	1590183790439	OK	 
REQUEST	328		RightLogin	1590183790459	1590183790460	OK	 
REQUEST	349		WrongLogin	1590183790459	1590183790460	OK	 
USER	AceptarAnuncioTestNegativo	709	START	1590183790476	1590183790476
USER	AceptarAnuncioTestPositivo	688	START	1590183790476	1590183790476
REQUEST	688		Welcome	1590183790476	1590183790481	OK	 
REQUEST	709		Welcome	1590183790476	1590183790481	OK	 
REQUEST	350		WrongLogin	1590183790514	1590183790516	OK	 
REQUEST	329		RightLogin	1590183790514	1590183790517	OK	 
USER	AceptarAnuncioTestPositivo	689	START	1590183790519	1590183790519
USER	AceptarAnuncioTestNegativo	710	START	1590183790519	1590183790519
REQUEST	689		Welcome	1590183790519	1590183790527	OK	 
REQUEST	710		Welcome	1590183790520	1590183790528	OK	 
USER	AceptarAnuncioTestPositivo	690	START	1590183790583	1590183790583
USER	AceptarAnuncioTestNegativo	711	START	1590183790583	1590183790583
REQUEST	330		RightLogin	1590183790583	1590183790588	OK	 
REQUEST	351		WrongLogin	1590183790583	1590183790589	OK	 
REQUEST	690		Welcome	1590183790584	1590183790594	OK	 
REQUEST	711		Welcome	1590183790585	1590183790595	OK	 
REQUEST	331		RightLogin	1590183790612	1590183790613	OK	 
REQUEST	352		WrongLogin	1590183790612	1590183790613	OK	 
USER	AceptarAnuncioTestNegativo	712	START	1590183790619	1590183790619
USER	AceptarAnuncioTestPositivo	691	START	1590183790619	1590183790619
REQUEST	691		Welcome	1590183790619	1590183790625	OK	 
REQUEST	712		Welcome	1590183790619	1590183790625	OK	 
REQUEST	332		RightLogin	1590183790662	1590183790663	OK	 
REQUEST	353		WrongLogin	1590183790662	1590183790664	OK	 
USER	AceptarAnuncioTestPositivo	692	START	1590183790680	1590183790680
USER	AceptarAnuncioTestNegativo	713	START	1590183790680	1590183790680
REQUEST	713		Welcome	1590183790681	1590183790686	OK	 
REQUEST	692		Welcome	1590183790681	1590183790688	OK	 
REQUEST	354		WrongLogin	1590183790709	1590183790710	OK	 
REQUEST	333		RightLogin	1590183790709	1590183790710	OK	 
USER	AceptarAnuncioTestNegativo	714	START	1590183790727	1590183790727
USER	AceptarAnuncioTestPositivo	693	START	1590183790727	1590183790727
REQUEST	714		Welcome	1590183790727	1590183790731	OK	 
REQUEST	693		Welcome	1590183790727	1590183790731	OK	 
USER	AceptarAnuncioTestNegativo	715	START	1590183790769	1590183790769
USER	AceptarAnuncioTestPositivo	694	START	1590183790769	1590183790769
REQUEST	334		RightLogin	1590183790769	1590183790771	OK	 
REQUEST	355		WrongLogin	1590183790769	1590183790772	OK	 
REQUEST	715		Welcome	1590183790769	1590183790777	OK	 
REQUEST	694		Welcome	1590183790769	1590183790778	OK	 
REQUEST	335		RightLogin	1590183790809	1590183790810	OK	 
REQUEST	356		WrongLogin	1590183790809	1590183790811	OK	 
USER	AceptarAnuncioTestNegativo	716	START	1590183790827	1590183790827
USER	AceptarAnuncioTestPositivo	695	START	1590183790827	1590183790827
REQUEST	716		Welcome	1590183790827	1590183790835	OK	 
REQUEST	695		Welcome	1590183790827	1590183790835	OK	 
REQUEST	357		WrongLogin	1590183790868	1590183790870	OK	 
REQUEST	336		RightLogin	1590183790868	1590183790870	OK	 
USER	AceptarAnuncioTestPositivo	696	START	1590183790872	1590183790872
USER	AceptarAnuncioTestNegativo	717	START	1590183790872	1590183790872
REQUEST	717		Welcome	1590183790872	1590183790880	OK	 
REQUEST	696		Welcome	1590183790872	1590183790880	OK	 
REQUEST	337		RightLogin	1590183790911	1590183790913	OK	 
REQUEST	358		WrongLogin	1590183790911	1590183790913	OK	 
USER	AceptarAnuncioTestNegativo	718	START	1590183790929	1590183790929
USER	AceptarAnuncioTestPositivo	697	START	1590183790929	1590183790929
REQUEST	697		Welcome	1590183790930	1590183790938	OK	 
REQUEST	718		Welcome	1590183790930	1590183790938	OK	 
USER	AceptarAnuncioTestPositivo	698	START	1590183790970	1590183790970
USER	AceptarAnuncioTestNegativo	719	START	1590183790970	1590183790970
REQUEST	359		WrongLogin	1590183790970	1590183790973	OK	 
REQUEST	338		RightLogin	1590183790970	1590183790974	OK	 
REQUEST	698		Welcome	1590183790971	1590183790980	OK	 
REQUEST	719		Welcome	1590183790971	1590183790980	OK	 
REQUEST	360		WrongLogin	1590183791010	1590183791012	OK	 
REQUEST	339		RightLogin	1590183791010	1590183791013	OK	 
USER	AceptarAnuncioTestNegativo	720	START	1590183791029	1590183791029
USER	AceptarAnuncioTestPositivo	699	START	1590183791029	1590183791029
REQUEST	699		Welcome	1590183791029	1590183791036	OK	 
REQUEST	720		Welcome	1590183791029	1590183791037	OK	 
USER	AceptarAnuncioTestNegativo	721	START	1590183791069	1590183791069
REQUEST	361		WrongLogin	1590183791069	1590183791071	OK	 
USER	AceptarAnuncioTestPositivo	700	START	1590183791069	1590183791069
REQUEST	340		RightLogin	1590183791069	1590183791072	OK	 
REQUEST	700		Welcome	1590183791070	1590183791077	OK	 
REQUEST	721		Welcome	1590183791069	1590183791078	OK	 
REQUEST	362		WrongLogin	1590183791112	1590183791114	OK	 
REQUEST	341		RightLogin	1590183791112	1590183791114	OK	 
USER	AceptarAnuncioTestPositivo	701	START	1590183791130	1590183791130
USER	AceptarAnuncioTestNegativo	722	START	1590183791130	1590183791130
REQUEST	701		Welcome	1590183791131	1590183791139	OK	 
REQUEST	722		Welcome	1590183791131	1590183791139	OK	 
USER	AceptarAnuncioTestPositivo	702	START	1590183791172	1590183791172
USER	AceptarAnuncioTestNegativo	723	START	1590183791172	1590183791172
REQUEST	363		WrongLogin	1590183791172	1590183791175	OK	 
REQUEST	342		RightLogin	1590183791172	1590183791176	OK	 
REQUEST	702		Welcome	1590183791173	1590183791181	OK	 
REQUEST	723		Welcome	1590183791173	1590183791182	OK	 
USER	AceptarAnuncioTestPositivo	703	START	1590183791219	1590183791219
REQUEST	364		WrongLogin	1590183791217	1590183791219	OK	 
REQUEST	343		RightLogin	1590183791217	1590183791222	OK	 
USER	AceptarAnuncioTestNegativo	724	START	1590183791222	1590183791222
REQUEST	703		Welcome	1590183791219	1590183791228	OK	 
REQUEST	724		Welcome	1590183791223	1590183791230	OK	 
USER	AceptarAnuncioTestPositivo	725	START	1590183791243	1590183791243
REQUEST	725		Welcome	1590183791244	1590183791250	OK	 
USER	AceptarAnuncioTestNegativo	745	START	1590183791267	1590183791267
REQUEST	384		WrongLogin	1590183791269	1590183791271	OK	 
REQUEST	745		Welcome	1590183791267	1590183791274	OK	 
REQUEST	365		RightLogin	1590183791289	1590183791290	OK	 
USER	AceptarAnuncioTestPositivo	726	START	1590183791305	1590183791305
USER	AceptarAnuncioTestNegativo	746	START	1590183791305	1590183791305
REQUEST	746		Welcome	1590183791306	1590183791314	OK	 
REQUEST	726		Welcome	1590183791306	1590183791314	OK	 
REQUEST	385		WrongLogin	1590183791329	1590183791330	OK	 
REQUEST	366		RightLogin	1590183791329	1590183791330	OK	 
USER	AceptarAnuncioTestNegativo	747	START	1590183791349	1590183791349
USER	AceptarAnuncioTestPositivo	727	START	1590183791349	1590183791349
REQUEST	727		Welcome	1590183791349	1590183791354	OK	 
REQUEST	747		Welcome	1590183791349	1590183791354	OK	 
REQUEST	386		WrongLogin	1590183791385	1590183791386	OK	 
USER	AceptarAnuncioTestPositivo	728	START	1590183791404	1590183791404
USER	AceptarAnuncioTestNegativo	748	START	1590183791408	1590183791408
REQUEST	728		Welcome	1590183791405	1590183791416	OK	 
REQUEST	748		Welcome	1590183791409	1590183791418	OK	 
REQUEST	367		RightLogin	1590183791441	1590183791446	OK	 
REQUEST	387		WrongLogin	1590183791444	1590183791447	OK	 
REQUEST	368		RightLogin	1590183791449	1590183791450	OK	 
USER	AceptarAnuncioTestPositivo	729	START	1590183791450	1590183791450
USER	AceptarAnuncioTestNegativo	749	START	1590183791453	1590183791453
REQUEST	729		Welcome	1590183791451	1590183791458	OK	 
REQUEST	749		Welcome	1590183791454	1590183791462	OK	 
USER	AceptarAnuncioTestPositivo	730	START	1590183791515	1590183791515
USER	AceptarAnuncioTestNegativo	750	START	1590183791515	1590183791515
REQUEST	730		Welcome	1590183791515	1590183791520	OK	 
REQUEST	750		Welcome	1590183791516	1590183791520	OK	 
REQUEST	369		RightLogin	1590183791538	1590183791539	OK	 
REQUEST	388		WrongLogin	1590183791538	1590183791539	OK	 
REQUEST	370		RightLogin	1590183791538	1590183791539	OK	 
REQUEST	389		WrongLogin	1590183791538	1590183791541	OK	 
USER	AceptarAnuncioTestPositivo	731	START	1590183791558	1590183791558
USER	AceptarAnuncioTestNegativo	751	START	1590183791558	1590183791558
REQUEST	751		Welcome	1590183791558	1590183791562	OK	 
REQUEST	731		Welcome	1590183791558	1590183791562	OK	 
REQUEST	371		RightLogin	1590183791579	1590183791580	OK	 
REQUEST	390		WrongLogin	1590183791579	1590183791581	OK	 
USER	AceptarAnuncioTestNegativo	752	START	1590183791599	1590183791599
USER	AceptarAnuncioTestPositivo	732	START	1590183791599	1590183791599
REQUEST	752		Welcome	1590183791599	1590183791606	OK	 
REQUEST	732		Welcome	1590183791599	1590183791606	OK	 
REQUEST	391		WrongLogin	1590183791621	1590183791623	OK	 
USER	AceptarAnuncioTestNegativo	753	START	1590183791655	1590183791655
USER	AceptarAnuncioTestPositivo	733	START	1590183791655	1590183791655
REQUEST	372		RightLogin	1590183791659	1590183791660	OK	 
REQUEST	733		Welcome	1590183791656	1590183791664	OK	 
REQUEST	753		Welcome	1590183791656	1590183791664	OK	 
USER	AceptarAnuncioTestPositivo	734	START	1590183791700	1590183791700
USER	AceptarAnuncioTestNegativo	754	START	1590183791700	1590183791700
REQUEST	392		WrongLogin	1590183791700	1590183791702	OK	 
REQUEST	373		RightLogin	1590183791700	1590183791705	OK	 
REQUEST	734		Welcome	1590183791701	1590183791711	OK	 
REQUEST	754		Welcome	1590183791701	1590183791711	OK	 
REQUEST	374		RightLogin	1590183791726	1590183791728	OK	 
REQUEST	393		WrongLogin	1590183791726	1590183791729	OK	 
USER	AceptarAnuncioTestPositivo	735	START	1590183791749	1590183791749
USER	AceptarAnuncioTestNegativo	755	START	1590183791749	1590183791749
REQUEST	755		Welcome	1590183791749	1590183791756	OK	 
REQUEST	735		Welcome	1590183791749	1590183791756	OK	 
REQUEST	394		WrongLogin	1590183791769	1590183791771	OK	 
REQUEST	375		RightLogin	1590183791786	1590183791788	OK	 
USER	AceptarAnuncioTestNegativo	756	START	1590183791803	1590183791803
USER	AceptarAnuncioTestPositivo	736	START	1590183791803	1590183791803
REQUEST	395		WrongLogin	1590183791809	1590183791810	OK	 
REQUEST	736		Welcome	1590183791803	1590183791812	OK	 
REQUEST	756		Welcome	1590183791804	1590183791812	OK	 
USER	AceptarAnuncioTestNegativo	757	START	1590183791850	1590183791850
USER	AceptarAnuncioTestPositivo	737	START	1590183791850	1590183791850
REQUEST	376		RightLogin	1590183791850	1590183791851	OK	 
REQUEST	737		Welcome	1590183791850	1590183791855	OK	 
REQUEST	757		Welcome	1590183791850	1590183791855	OK	 
REQUEST	396		WrongLogin	1590183791871	1590183791873	OK	 
REQUEST	377		RightLogin	1590183791871	1590183791874	OK	 
USER	AceptarAnuncioTestNegativo	758	START	1590183791906	1590183791906
USER	AceptarAnuncioTestPositivo	738	START	1590183791906	1590183791906
REQUEST	738		Welcome	1590183791907	1590183791914	OK	 
REQUEST	758		Welcome	1590183791907	1590183791915	OK	 
REQUEST	397		WrongLogin	1590183791926	1590183791928	OK	 
REQUEST	378		RightLogin	1590183791942	1590183791944	OK	 
USER	AceptarAnuncioTestNegativo	759	START	1590183791960	1590183791960
USER	AceptarAnuncioTestPositivo	739	START	1590183791960	1590183791960
REQUEST	759		Welcome	1590183791960	1590183791968	OK	 
REQUEST	739		Welcome	1590183791960	1590183791968	OK	 
REQUEST	398		WrongLogin	1590183791979	1590183791981	OK	 
USER	AceptarAnuncioTestPositivo	740	START	1590183791999	1590183791999
USER	AceptarAnuncioTestNegativo	760	START	1590183791999	1590183791999
REQUEST	760		Welcome	1590183791999	1590183792006	OK	 
REQUEST	740		Welcome	1590183791999	1590183792006	OK	 
REQUEST	399		WrongLogin	1590183792039	1590183792041	OK	 
REQUEST	379		RightLogin	1590183792039	1590183792041	OK	 
REQUEST	380		RightLogin	1590183792039	1590183792043	OK	 
USER	AceptarAnuncioTestPositivo	741	START	1590183792056	1590183792056
USER	AceptarAnuncioTestNegativo	761	START	1590183792056	1590183792056
REQUEST	741		Welcome	1590183792057	1590183792065	OK	 
REQUEST	761		Welcome	1590183792057	1590183792065	OK	 
REQUEST	381		RightLogin	1590183792081	1590183792084	OK	 
REQUEST	400		WrongLogin	1590183792083	1590183792084	OK	 
USER	AceptarAnuncioTestPositivo	742	START	1590183792099	1590183792099
USER	AceptarAnuncioTestNegativo	762	START	1590183792099	1590183792099
REQUEST	762		Welcome	1590183792099	1590183792107	OK	 
REQUEST	742		Welcome	1590183792099	1590183792107	OK	 
REQUEST	401		WrongLogin	1590183792139	1590183792141	OK	 
REQUEST	382		RightLogin	1590183792139	1590183792141	OK	 
USER	AceptarAnuncioTestNegativo	763	START	1590183792156	1590183792156
USER	AceptarAnuncioTestPositivo	743	START	1590183792156	1590183792156
REQUEST	743		Welcome	1590183792156	1590183792165	OK	 
REQUEST	763		Welcome	1590183792156	1590183792165	OK	 
USER	AceptarAnuncioTestNegativo	764	START	1590183792199	1590183792199
USER	AceptarAnuncioTestPositivo	744	START	1590183792199	1590183792199
