ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarAnuncioTest	aceptaranunciotest	1590183134521	 	3.3.1
USER	AceptarAnuncioTestPositivo	15	START	1590183136962	1590183136962
USER	AceptarAnuncioTestNegativo	91	START	1590183136963	1590183136963
USER	AceptarAnuncioTestPositivo	17	START	1590183136964	1590183136964
USER	AceptarAnuncioTestPositivo	16	START	1590183136963	1590183136963
USER	AceptarAnuncioTestNegativo	90	START	1590183136963	1590183136963
USER	AceptarAnuncioTestNegativo	89	START	1590183136961	1590183136961
USER	AceptarAnuncioTestNegativo	92	START	1590183136996	1590183136996
USER	AceptarAnuncioTestPositivo	18	START	1590183136998	1590183136998
REQUEST	4		Welcome	1590183136556	1590183136975	OK	 
USER	AceptarAnuncioTestNegativo	93	START	1590183137008	1590183137008
REQUEST	6		Welcome	1590183136558	1590183137007	OK	 
REQUEST	84		Welcome	1590183136753	1590183137014	OK	 
REQUEST	5		Welcome	1590183136556	1590183137005	OK	 
REQUEST	74		Welcome	1590183136573	1590183136995	OK	 
USER	AceptarAnuncioTestPositivo	19	START	1590183137032	1590183137032
REQUEST	80		Welcome	1590183136695	1590183136986	OK	 
REQUEST	79		Welcome	1590183136612	1590183136982	OK	 
REQUEST	3		Welcome	1590183136556	1590183136979	OK	 
REQUEST	73		Welcome	1590183136558	1590183137031	OK	 
REQUEST	9		Welcome	1590183136717	1590183137081	OK	 
REQUEST	81		Welcome	1590183136741	1590183137088	OK	 
USER	AceptarAnuncioTestNegativo	94	START	1590183137096	1590183137096
USER	AceptarAnuncioTestPositivo	20	START	1590183137096	1590183137096
USER	AceptarAnuncioTestNegativo	95	START	1590183137108	1590183137108
USER	AceptarAnuncioTestPositivo	21	START	1590183137116	1590183137116
USER	AceptarAnuncioTestNegativo	96	START	1590183137121	1590183137121
USER	AceptarAnuncioTestPositivo	22	START	1590183137123	1590183137123
USER	AceptarAnuncioTestPositivo	23	START	1590183137129	1590183137129
USER	AceptarAnuncioTestNegativo	97	START	1590183137128	1590183137128
REQUEST	12		Welcome	1590183136856	1590183137141	OK	 
REQUEST	86		Welcome	1590183136813	1590183137145	OK	 
REQUEST	18		Welcome	1590183136999	1590183137154	OK	 
REQUEST	16		Welcome	1590183136966	1590183137164	OK	 
USER	AceptarAnuncioTestNegativo	98	START	1590183137194	1590183137194
USER	AceptarAnuncioTestPositivo	24	START	1590183137198	1590183137198
USER	AceptarAnuncioTestNegativo	99	START	1590183137199	1590183137199
USER	AceptarAnuncioTestNegativo	100	START	1590183137207	1590183137207
USER	AceptarAnuncioTestPositivo	25	START	1590183137206	1590183137206
USER	AceptarAnuncioTestPositivo	26	START	1590183137215	1590183137215
REQUEST	82		Welcome	1590183136761	1590183137219	OK	 
REQUEST	13		Welcome	1590183136857	1590183137227	OK	 
REQUEST	85		Welcome	1590183136811	1590183137234	OK	 
REQUEST	92		Welcome	1590183136997	1590183137240	OK	 
REQUEST	83		Welcome	1590183136752	1590183137243	OK	 
REQUEST	26		Welcome	1590183137216	1590183137249	OK	 
REQUEST	93		Welcome	1590183137009	1590183137257	OK	 
REQUEST	10		Welcome	1590183136762	1590183137261	OK	 
REQUEST	87		Welcome	1590183136856	1590183137274	OK	 
REQUEST	90		Welcome	1590183136967	1590183137324	OK	 
USER	AceptarAnuncioTestNegativo	101	START	1590183137341	1590183137341
USER	AceptarAnuncioTestPositivo	27	START	1590183137354	1590183137354
USER	AceptarAnuncioTestNegativo	102	START	1590183137360	1590183137360
USER	AceptarAnuncioTestPositivo	28	START	1590183137365	1590183137365
USER	AceptarAnuncioTestNegativo	103	START	1590183137368	1590183137368
USER	AceptarAnuncioTestPositivo	29	START	1590183137370	1590183137370
USER	AceptarAnuncioTestNegativo	104	START	1590183137372	1590183137372
USER	AceptarAnuncioTestPositivo	30	START	1590183137374	1590183137374
USER	AceptarAnuncioTestPositivo	31	START	1590183137379	1590183137379
USER	AceptarAnuncioTestNegativo	105	START	1590183137379	1590183137379
USER	AceptarAnuncioTestNegativo	106	START	1590183137386	1590183137386
USER	AceptarAnuncioTestPositivo	32	START	1590183137386	1590183137386
REQUEST	88		Welcome	1590183136886	1590183137397	OK	 
REQUEST	14		Welcome	1590183136889	1590183137398	OK	 
REQUEST	95		Welcome	1590183137110	1590183137405	OK	 
REQUEST	25		Welcome	1590183137211	1590183137414	OK	 
REQUEST	20		Welcome	1590183137097	1590183137424	OK	 
REQUEST	17		Welcome	1590183136965	1590183137427	OK	 
REQUEST	19		Welcome	1590183137033	1590183137434	OK	 
REQUEST	91		Welcome	1590183136964	1590183137437	OK	 
REQUEST	23		Welcome	1590183137130	1590183137446	OK	 
REQUEST	22		Welcome	1590183137126	1590183137460	OK	 
REQUEST	96		Welcome	1590183137122	1590183137470	OK	 
REQUEST	21		Welcome	1590183137118	1590183137479	OK	 
REQUEST	15		Welcome	1590183136963	1590183137486	OK	 
REQUEST	100		Welcome	1590183137208	1590183137492	OK	 
REQUEST	98		Welcome	1590183137195	1590183137495	OK	 
REQUEST	102		Welcome	1590183137361	1590183137502	OK	 
REQUEST	89		Welcome	1590183136986	1590183137503	OK	 
REQUEST	97		Welcome	1590183137135	1590183137508	OK	 
REQUEST	11		Welcome	1590183136817	1590183137512	OK	 
REQUEST	99		Welcome	1590183137201	1590183137518	OK	 
REQUEST	24		Welcome	1590183137199	1590183137525	OK	 
REQUEST	103		Welcome	1590183137369	1590183137526	OK	 
REQUEST	29		Welcome	1590183137371	1590183137532	OK	 
REQUEST	28		Welcome	1590183137366	1590183137533	OK	 
REQUEST	101		Welcome	1590183137347	1590183137539	OK	 
REQUEST	27		Welcome	1590183137356	1590183137540	OK	 
REQUEST	30		Welcome	1590183137378	1590183137544	OK	 
REQUEST	104		Welcome	1590183137374	1590183137550	OK	 
REQUEST	105		Welcome	1590183137381	1590183137550	OK	 
REQUEST	94		Welcome	1590183137097	1590183137554	OK	 
USER	AceptarAnuncioTestPositivo	33	START	1590183137575	1590183137575
USER	AceptarAnuncioTestNegativo	107	START	1590183137575	1590183137575
USER	AceptarAnuncioTestPositivo	34	START	1590183137580	1590183137580
USER	AceptarAnuncioTestNegativo	108	START	1590183137580	1590183137580
USER	AceptarAnuncioTestNegativo	109	START	1590183137581	1590183137581
USER	AceptarAnuncioTestPositivo	35	START	1590183137585	1590183137585
USER	AceptarAnuncioTestNegativo	110	START	1590183137585	1590183137585
USER	AceptarAnuncioTestPositivo	36	START	1590183137589	1590183137589
USER	AceptarAnuncioTestPositivo	37	START	1590183137590	1590183137590
USER	AceptarAnuncioTestNegativo	111	START	1590183137590	1590183137590
USER	AceptarAnuncioTestNegativo	112	START	1590183137603	1590183137603
USER	AceptarAnuncioTestNegativo	113	START	1590183137605	1590183137605
USER	AceptarAnuncioTestPositivo	38	START	1590183137605	1590183137605
USER	AceptarAnuncioTestPositivo	39	START	1590183137619	1590183137619
USER	AceptarAnuncioTestNegativo	114	START	1590183137624	1590183137624
USER	AceptarAnuncioTestNegativo	115	START	1590183137629	1590183137629
USER	AceptarAnuncioTestPositivo	40	START	1590183137629	1590183137629
USER	AceptarAnuncioTestPositivo	41	START	1590183137679	1590183137679
USER	AceptarAnuncioTestNegativo	116	START	1590183137685	1590183137685
USER	AceptarAnuncioTestNegativo	117	START	1590183137691	1590183137691
USER	AceptarAnuncioTestPositivo	42	START	1590183137690	1590183137690
USER	AceptarAnuncioTestPositivo	43	START	1590183137703	1590183137703
USER	AceptarAnuncioTestNegativo	118	START	1590183137716	1590183137716
USER	AceptarAnuncioTestPositivo	44	START	1590183137727	1590183137727
USER	AceptarAnuncioTestNegativo	119	START	1590183137749	1590183137749
USER	AceptarAnuncioTestPositivo	45	START	1590183137758	1590183137758
REQUEST	106		Welcome	1590183137387	1590183137776	OK	 
USER	AceptarAnuncioTestNegativo	120	START	1590183137793	1590183137793
USER	AceptarAnuncioTestPositivo	46	START	1590183137793	1590183137793
REQUEST	109		Welcome	1590183137584	1590183137803	OK	 
REQUEST	33		Welcome	1590183137576	1590183137813	OK	 
REQUEST	37		Welcome	1590183137595	1590183137819	OK	 
REQUEST	107		Welcome	1590183137576	1590183137819	OK	 
USER	AceptarAnuncioTestNegativo	121	START	1590183137827	1590183137827
USER	AceptarAnuncioTestPositivo	47	START	1590183137831	1590183137831
USER	AceptarAnuncioTestNegativo	122	START	1590183137839	1590183137839
REQUEST	112		Welcome	1590183137603	1590183137846	OK	 
REQUEST	34		Welcome	1590183137581	1590183137848	OK	 
USER	AceptarAnuncioTestPositivo	48	START	1590183137849	1590183137849
REQUEST	38		Welcome	1590183137613	1590183137859	OK	 
USER	AceptarAnuncioTestNegativo	123	START	1590183137856	1590183137856
REQUEST	110		Welcome	1590183137586	1590183137865	OK	 
REQUEST	35		Welcome	1590183137586	1590183137869	OK	 
REQUEST	36		Welcome	1590183137591	1590183137876	OK	 
REQUEST	114		Welcome	1590183137625	1590183137882	OK	 
USER	AceptarAnuncioTestPositivo	49	START	1590183137886	1590183137886
USER	AceptarAnuncioTestNegativo	124	START	1590183137890	1590183137890
REQUEST	39		Welcome	1590183137620	1590183137896	OK	 
REQUEST	108		Welcome	1590183137581	1590183137899	OK	 
USER	AceptarAnuncioTestPositivo	50	START	1590183137902	1590183137902
REQUEST	113		Welcome	1590183137609	1590183137907	OK	 
REQUEST	50		Welcome	1590183137903	1590183137913	OK	 
REQUEST	111		Welcome	1590183137599	1590183137916	OK	 
REQUEST	32		Welcome	1590183137390	1590183137920	OK	 
REQUEST	41		Welcome	1590183137680	1590183137926	OK	 
REQUEST	116		Welcome	1590183137686	1590183137926	OK	 
REQUEST	40		Welcome	1590183137630	1590183137931	OK	 
REQUEST	115		Welcome	1590183137630	1590183137937	OK	 
REQUEST	45		Welcome	1590183137759	1590183137941	OK	 
USER	AceptarAnuncioTestNegativo	125	START	1590183137945	1590183137945
USER	AceptarAnuncioTestPositivo	51	START	1590183137950	1590183137950
USER	AceptarAnuncioTestNegativo	126	START	1590183137951	1590183137951
USER	AceptarAnuncioTestPositivo	52	START	1590183137959	1590183137959
REQUEST	42		Welcome	1590183137691	1590183137968	OK	 
REQUEST	44		Welcome	1590183137728	1590183137973	OK	 
REQUEST	120		Welcome	1590183137794	1590183137973	OK	 
REQUEST	118		Welcome	1590183137717	1590183137979	OK	 
REQUEST	119		Welcome	1590183137750	1590183137983	OK	 
USER	AceptarAnuncioTestNegativo	127	START	1590183137986	1590183137986
USER	AceptarAnuncioTestPositivo	53	START	1590183137990	1590183137990
REQUEST	31		Welcome	1590183137382	1590183137995	OK	 
REQUEST	124		Welcome	1590183137891	1590183138007	OK	 
REQUEST	49		Welcome	1590183137887	1590183138016	OK	 
USER	AceptarAnuncioTestPositivo	54	START	1590183138022	1590183138022
USER	AceptarAnuncioTestNegativo	128	START	1590183138021	1590183138021
USER	AceptarAnuncioTestNegativo	129	START	1590183138028	1590183138028
REQUEST	48		Welcome	1590183137852	1590183138035	OK	 
REQUEST	122		Welcome	1590183137839	1590183138042	OK	 
REQUEST	117		Welcome	1590183137691	1590183138045	OK	 
REQUEST	52		Welcome	1590183137960	1590183138050	OK	 
USER	AceptarAnuncioTestPositivo	55	START	1590183138050	1590183138050
USER	AceptarAnuncioTestNegativo	130	START	1590183138062	1590183138062
USER	AceptarAnuncioTestPositivo	56	START	1590183138066	1590183138066
REQUEST	121		Welcome	1590183137827	1590183138072	OK	 
REQUEST	126		Welcome	1590183137955	1590183138072	OK	 
REQUEST	51		Welcome	1590183137951	1590183138079	OK	 
REQUEST	123		Welcome	1590183137857	1590183138081	OK	 
REQUEST	125		Welcome	1590183137946	1590183138084	OK	 
REQUEST	43		Welcome	1590183137703	1590183138088	OK	 
REQUEST	55		Welcome	1590183138054	1590183138091	OK	 
USER	AceptarAnuncioTestNegativo	131	START	1590183138094	1590183138094
USER	AceptarAnuncioTestPositivo	57	START	1590183138100	1590183138100
REQUEST	129		Welcome	1590183138029	1590183138106	OK	 
REQUEST	54		Welcome	1590183138022	1590183138110	OK	 
REQUEST	46		Welcome	1590183137797	1590183138116	OK	 
REQUEST	53		Welcome	1590183137991	1590183138117	OK	 
REQUEST	47		Welcome	1590183137832	1590183138120	OK	 
REQUEST	57		Welcome	1590183138101	1590183138121	OK	 
USER	AceptarAnuncioTestNegativo	132	START	1590183138124	1590183138124
USER	AceptarAnuncioTestPositivo	58	START	1590183138130	1590183138130
REQUEST	131		Welcome	1590183138095	1590183138144	OK	 
USER	AceptarAnuncioTestNegativo	133	START	1590183138150	1590183138150
USER	AceptarAnuncioTestPositivo	59	START	1590183138156	1590183138156
REQUEST	56		Welcome	1590183138067	1590183138161	OK	 
REQUEST	59		Welcome	1590183138157	1590183138164	OK	 
REQUEST	58		Welcome	1590183138138	1590183138165	OK	 
REQUEST	132		Welcome	1590183138125	1590183138171	OK	 
REQUEST	127		Welcome	1590183137986	1590183138171	OK	 
REQUEST	128		Welcome	1590183138023	1590183138173	OK	 
REQUEST	133		Welcome	1590183138152	1590183138177	OK	 
REQUEST	130		Welcome	1590183138063	1590183138178	OK	 
USER	AceptarAnuncioTestNegativo	134	START	1590183138181	1590183138181
REQUEST	134		Welcome	1590183138182	1590183138189	OK	 
USER	AceptarAnuncioTestPositivo	60	START	1590183138186	1590183138186
REQUEST	60		Welcome	1590183138187	1590183138196	OK	 
USER	AceptarAnuncioTestNegativo	135	START	1590183138226	1590183138226
USER	AceptarAnuncioTestPositivo	61	START	1590183138230	1590183138230
REQUEST	135		Welcome	1590183138227	1590183138238	OK	 
USER	AceptarAnuncioTestNegativo	136	START	1590183138236	1590183138236
REQUEST	61		Welcome	1590183138231	1590183138242	OK	 
REQUEST	136		Welcome	1590183138237	1590183138245	OK	 
USER	AceptarAnuncioTestPositivo	63	START	1590183138277	1590183138277
REQUEST	63		Welcome	1590183138279	1590183138285	OK	 
USER	AceptarAnuncioTestPositivo	62	START	1590183138247	1590183138247
USER	AceptarAnuncioTestNegativo	138	START	1590183138313	1590183138313
USER	AceptarAnuncioTestPositivo	64	START	1590183138317	1590183138317
USER	AceptarAnuncioTestNegativo	139	START	1590183138325	1590183138325
USER	AceptarAnuncioTestPositivo	65	START	1590183138330	1590183138330
REQUEST	62		Welcome	1590183138310	1590183138337	OK	 
REQUEST	65		Welcome	1590183138330	1590183138351	OK	 
REQUEST	139		Welcome	1590183138326	1590183138360	OK	 
REQUEST	64		Welcome	1590183138322	1590183138363	OK	 
USER	AceptarAnuncioTestNegativo	137	START	1590183138258	1590183138258
USER	AceptarAnuncioTestNegativo	140	START	1590183138399	1590183138399
USER	AceptarAnuncioTestNegativo	141	START	1590183138400	1590183138400
USER	AceptarAnuncioTestPositivo	67	START	1590183138400	1590183138400
USER	AceptarAnuncioTestPositivo	66	START	1590183138399	1590183138399
REQUEST	138		Welcome	1590183138314	1590183138398	OK	 
REQUEST	140		Welcome	1590183138400	1590183138412	OK	 
REQUEST	66		Welcome	1590183138400	1590183138413	OK	 
REQUEST	67		Welcome	1590183138401	1590183138417	OK	 
REQUEST	141		Welcome	1590183138400	1590183138449	OK	 
REQUEST	137		Welcome	1590183138398	1590183138451	OK	 
USER	AceptarAnuncioTestPositivo	68	START	1590183138546	1590183138546
USER	AceptarAnuncioTestNegativo	142	START	1590183138545	1590183138545
USER	AceptarAnuncioTestPositivo	69	START	1590183138550	1590183138550
USER	AceptarAnuncioTestNegativo	143	START	1590183138549	1590183138549
USER	AceptarAnuncioTestPositivo	70	START	1590183138553	1590183138553
USER	AceptarAnuncioTestNegativo	144	START	1590183138553	1590183138553
USER	AceptarAnuncioTestPositivo	147	START	1590183138554	1590183138554
USER	AceptarAnuncioTestNegativo	145	START	1590183138554	1590183138554
USER	AceptarAnuncioTestPositivo	71	START	1590183138556	1590183138556
USER	AceptarAnuncioTestPositivo	148	START	1590183138557	1590183138557
USER	AceptarAnuncioTestPositivo	72	START	1590183138558	1590183138558
USER	AceptarAnuncioTestPositivo	149	START	1590183138559	1590183138559
USER	AceptarAnuncioTestNegativo	146	START	1590183138556	1590183138556
USER	AceptarAnuncioTestNegativo	153	START	1590183138560	1590183138560
REQUEST	68		Welcome	1590183138547	1590183138577	OK	 
REQUEST	147		Welcome	1590183138555	1590183138577	OK	 
REQUEST	72		Welcome	1590183138559	1590183138582	OK	 
REQUEST	146		Welcome	1590183138559	1590183138586	OK	 
REQUEST	71		Welcome	1590183138557	1590183138586	OK	 
REQUEST	142		Welcome	1590183138546	1590183138589	OK	 
REQUEST	149		Welcome	1590183138560	1590183138590	OK	 
USER	AceptarAnuncioTestPositivo	150	START	1590183138589	1590183138589
USER	AceptarAnuncioTestNegativo	154	START	1590183138592	1590183138592
REQUEST	143		Welcome	1590183138550	1590183138598	OK	 
REQUEST	70		Welcome	1590183138554	1590183138598	OK	 
REQUEST	69		Welcome	1590183138550	1590183138602	OK	 
REQUEST	148		Welcome	1590183138558	1590183138603	OK	 
REQUEST	154		Welcome	1590183138593	1590183138607	OK	 
REQUEST	150		Welcome	1590183138589	1590183138608	OK	 
REQUEST	145		Welcome	1590183138556	1590183138611	OK	 
REQUEST	144		Welcome	1590183138554	1590183138611	OK	 
REQUEST	153		Welcome	1590183138570	1590183138613	OK	 
USER	AceptarAnuncioTestNegativo	155	START	1590183138614	1590183138614
USER	AceptarAnuncioTestPositivo	151	START	1590183138614	1590183138614
USER	AceptarAnuncioTestNegativo	191	START	1590183138619	1590183138619
USER	AceptarAnuncioTestPositivo	157	START	1590183138619	1590183138619
REQUEST	155		Welcome	1590183138615	1590183138625	OK	 
REQUEST	157		Welcome	1590183138620	1590183138628	OK	 
REQUEST	151		Welcome	1590183138615	1590183138628	OK	 
REQUEST	191		Welcome	1590183138620	1590183138631	OK	 
USER	AceptarAnuncioTestNegativo	156	START	1590183138633	1590183138633
REQUEST	156		Welcome	1590183138634	1590183138641	OK	 
USER	AceptarAnuncioTestPositivo	152	START	1590183138661	1590183138661
USER	AceptarAnuncioTestPositivo	158	START	1590183138682	1590183138682
USER	AceptarAnuncioTestNegativo	192	START	1590183138688	1590183138688
USER	AceptarAnuncioTestPositivo	159	START	1590183138693	1590183138693
USER	AceptarAnuncioTestNegativo	193	START	1590183138693	1590183138693
USER	AceptarAnuncioTestNegativo	194	START	1590183138700	1590183138700
REQUEST	152		Welcome	1590183138666	1590183138707	OK	 
REQUEST	194		Welcome	1590183138700	1590183138708	OK	 
REQUEST	159		Welcome	1590183138697	1590183138714	OK	 
REQUEST	192		Welcome	1590183138689	1590183138718	OK	 
REQUEST	193		Welcome	1590183138694	1590183138721	OK	 
REQUEST	158		Welcome	1590183138683	1590183138725	OK	 
USER	AceptarAnuncioTestPositivo	161	START	1590183138728	1590183138728
USER	AceptarAnuncioTestPositivo	160	START	1590183138728	1590183138728
USER	AceptarAnuncioTestNegativo	195	START	1590183138731	1590183138731
REQUEST	161		Welcome	1590183138729	1590183138740	OK	 
REQUEST	195		Welcome	1590183138732	1590183138747	OK	 
REQUEST	160		Welcome	1590183138729	1590183138748	OK	 
USER	AceptarAnuncioTestPositivo	162	START	1590183138759	1590183138759
USER	AceptarAnuncioTestNegativo	196	START	1590183138764	1590183138764
REQUEST	162		Welcome	1590183138760	1590183138773	OK	 
REQUEST	196		Welcome	1590183138765	1590183138775	OK	 
USER	AceptarAnuncioTestPositivo	163	START	1590183138827	1590183138827
USER	AceptarAnuncioTestPositivo	164	START	1590183138832	1590183138832
USER	AceptarAnuncioTestNegativo	197	START	1590183138832	1590183138832
USER	AceptarAnuncioTestNegativo	198	START	1590183138837	1590183138837
REQUEST	163		Welcome	1590183138828	1590183138854	OK	 
REQUEST	198		Welcome	1590183138838	1590183138857	OK	 
REQUEST	197		Welcome	1590183138833	1590183138857	OK	 
REQUEST	164		Welcome	1590183138833	1590183138862	OK	 
USER	AceptarAnuncioTestPositivo	165	START	1590183138875	1590183138875
USER	AceptarAnuncioTestNegativo	199	START	1590183138877	1590183138877
USER	AceptarAnuncioTestNegativo	200	START	1590183138881	1590183138881
USER	AceptarAnuncioTestPositivo	166	START	1590183138884	1590183138884
REQUEST	165		Welcome	1590183138875	1590183138895	OK	 
REQUEST	166		Welcome	1590183138885	1590183138900	OK	 
REQUEST	200		Welcome	1590183138882	1590183138906	OK	 
USER	AceptarAnuncioTestNegativo	201	START	1590183138909	1590183138909
USER	AceptarAnuncioTestPositivo	167	START	1590183138914	1590183138914
REQUEST	201		Welcome	1590183138909	1590183138924	OK	 
REQUEST	199		Welcome	1590183138878	1590183138926	OK	 
REQUEST	167		Welcome	1590183138915	1590183138929	OK	 
USER	AceptarAnuncioTestPositivo	168	START	1590183138940	1590183138940
USER	AceptarAnuncioTestNegativo	202	START	1590183138940	1590183138940
REQUEST	202		Welcome	1590183138940	1590183138946	OK	 
REQUEST	168		Welcome	1590183138940	1590183138946	OK	 
USER	AceptarAnuncioTestNegativo	203	START	1590183138962	1590183138962
USER	AceptarAnuncioTestPositivo	169	START	1590183138962	1590183138962
REQUEST	169		Welcome	1590183138962	1590183138969	OK	 
REQUEST	203		Welcome	1590183138962	1590183138969	OK	 
USER	AceptarAnuncioTestPositivo	170	START	1590183138986	1590183138986
USER	AceptarAnuncioTestNegativo	204	START	1590183138986	1590183138986
REQUEST	170		Welcome	1590183138987	1590183138991	OK	 
REQUEST	204		Welcome	1590183138987	1590183138991	OK	 
USER	AceptarAnuncioTestNegativo	205	START	1590183139025	1590183139025
USER	AceptarAnuncioTestPositivo	171	START	1590183139025	1590183139025
REQUEST	205		Welcome	1590183139025	1590183139030	OK	 
REQUEST	171		Welcome	1590183139025	1590183139030	OK	 
USER	AceptarAnuncioTestNegativo	206	START	1590183139047	1590183139047
USER	AceptarAnuncioTestPositivo	172	START	1590183139047	1590183139047
REQUEST	206		Welcome	1590183139047	1590183139051	OK	 
REQUEST	172		Welcome	1590183139047	1590183139051	OK	 
USER	AceptarAnuncioTestNegativo	207	START	1590183139068	1590183139068
REQUEST	207		Welcome	1590183139068	1590183139073	OK	 
USER	AceptarAnuncioTestPositivo	173	START	1590183139086	1590183139086
REQUEST	173		Welcome	1590183139087	1590183139091	OK	 
USER	AceptarAnuncioTestNegativo	208	START	1590183139111	1590183139111
USER	AceptarAnuncioTestPositivo	174	START	1590183139119	1590183139119
REQUEST	208		Welcome	1590183139112	1590183139126	OK	 
REQUEST	174		Welcome	1590183139120	1590183139127	OK	 
USER	AceptarAnuncioTestPositivo	175	START	1590183139142	1590183139142
USER	AceptarAnuncioTestNegativo	209	START	1590183139142	1590183139142
REQUEST	209		Welcome	1590183139143	1590183139148	OK	 
REQUEST	175		Welcome	1590183139142	1590183139148	OK	 
USER	AceptarAnuncioTestNegativo	210	START	1590183139157	1590183139157
USER	AceptarAnuncioTestPositivo	176	START	1590183139157	1590183139157
REQUEST	210		Welcome	1590183139158	1590183139163	OK	 
REQUEST	176		Welcome	1590183139158	1590183139163	OK	 
USER	AceptarAnuncioTestNegativo	211	START	1590183139186	1590183139186
USER	AceptarAnuncioTestPositivo	177	START	1590183139185	1590183139185
REQUEST	211		Welcome	1590183139187	1590183139193	OK	 
REQUEST	177		Welcome	1590183139187	1590183139195	OK	 
USER	AceptarAnuncioTestPositivo	178	START	1590183139228	1590183139228
USER	AceptarAnuncioTestNegativo	212	START	1590183139229	1590183139229
REQUEST	212		Welcome	1590183139229	1590183139234	OK	 
REQUEST	178		Welcome	1590183139229	1590183139234	OK	 
USER	AceptarAnuncioTestPositivo	179	START	1590183139255	1590183139255
USER	AceptarAnuncioTestNegativo	213	START	1590183139255	1590183139255
REQUEST	179		Welcome	1590183139255	1590183139260	OK	 
REQUEST	213		Welcome	1590183139255	1590183139260	OK	 
USER	AceptarAnuncioTestPositivo	180	START	1590183139280	1590183139280
USER	AceptarAnuncioTestNegativo	214	START	1590183139280	1590183139280
REQUEST	214		Welcome	1590183139280	1590183139284	OK	 
REQUEST	180		Welcome	1590183139280	1590183139284	OK	 
USER	AceptarAnuncioTestNegativo	215	START	1590183139301	1590183139301
REQUEST	215		Welcome	1590183139302	1590183139306	OK	 
USER	AceptarAnuncioTestPositivo	181	START	1590183139305	1590183139305
REQUEST	181		Welcome	1590183139306	1590183139312	OK	 
USER	AceptarAnuncioTestPositivo	182	START	1590183139327	1590183139327
USER	AceptarAnuncioTestNegativo	216	START	1590183139327	1590183139327
USER	AceptarAnuncioTestNegativo	217	START	1590183139364	1590183139364
USER	AceptarAnuncioTestPositivo	183	START	1590183139364	1590183139364
USER	AceptarAnuncioTestNegativo	218	START	1590183139385	1590183139385
USER	AceptarAnuncioTestPositivo	184	START	1590183139385	1590183139385
USER	AceptarAnuncioTestPositivo	185	START	1590183139461	1590183139461
USER	AceptarAnuncioTestNegativo	219	START	1590183139473	1590183139473
USER	AceptarAnuncioTestPositivo	186	START	1590183139477	1590183139477
USER	AceptarAnuncioTestNegativo	220	START	1590183139481	1590183139481
