ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	DashboardTest	dashboardtest	1590851489531	 	3.3.1
REQUEST	6558		dashboard2 Redirect 1	1590851564558	1590851564559	OK	 
USER	VerDashboardNegativo	6558	END	1590851555536	1590851564560
USER	VerDashboardPositivo	7411	START	1590851564567	1590851564567
USER	VerDashboardNegativo	7461	START	1590851564567	1590851564567
REQUEST	3409		dashboard	1590851564567	1590851564569	OK	 
REQUEST	4909		Logged	1590851564567	1590851564570	OK	 
REQUEST	4909		Logged Redirect 1	1590851564570	1590851564571	OK	 
REQUEST	3409		dashboard Redirect 1	1590851564569	1590851564571	OK	 
REQUEST	7411		Home	1590851564567	1590851564574	OK	 
REQUEST	7461		Home	1590851564567	1590851564574	OK	 
USER	VerDashboardPositivo	2809	END	1590851518539	1590851564578
REQUEST	6510		Login	1590851564578	1590851564579	OK	 
REQUEST	3410		dashboard	1590851564578	1590851564579	OK	 
REQUEST	6559		dashboard2	1590851564578	1590851564579	OK	 
REQUEST	3410		dashboard Redirect 1	1590851564579	1590851564581	OK	 
REQUEST	6559		dashboard2 Redirect 1	1590851564579	1590851564581	OK	 
USER	VerDashboardNegativo	6559	END	1590851555557	1590851564581
USER	VerDashboardPositivo	2810	END	1590851518554	1590851564583
USER	VerDashboardPositivo	7412	START	1590851564583	1590851564583
USER	VerDashboardNegativo	7462	START	1590851564583	1590851564583
REQUEST	4910		Logged	1590851564583	1590851564585	OK	 
REQUEST	4910		Logged Redirect 1	1590851564585	1590851564587	OK	 
REQUEST	7462		Home	1590851564583	1590851564589	OK	 
REQUEST	7412		Home	1590851564583	1590851564589	OK	 
REQUEST	6511		Login	1590851564593	1590851564595	OK	 
REQUEST	6560		dashboard2	1590851564593	1590851564595	OK	 
REQUEST	3411		dashboard	1590851564593	1590851564596	OK	 
REQUEST	6560		dashboard2 Redirect 1	1590851564595	1590851564597	OK	 
USER	VerDashboardNegativo	6560	END	1590851555578	1590851564597
REQUEST	3411		dashboard Redirect 1	1590851564596	1590851564598	OK	 
USER	VerDashboardPositivo	2811	END	1590851518574	1590851564604
USER	VerDashboardPositivo	7413	START	1590851564604	1590851564604
USER	VerDashboardNegativo	7463	START	1590851564604	1590851564604
REQUEST	6561		dashboard2	1590851564604	1590851564606	OK	 
REQUEST	6512		Login	1590851564604	1590851564606	OK	 
REQUEST	4911		Logged	1590851564604	1590851564606	OK	 
REQUEST	4911		Logged Redirect 1	1590851564606	1590851564607	OK	 
REQUEST	6561		dashboard2 Redirect 1	1590851564606	1590851564609	OK	 
USER	VerDashboardNegativo	6561	END	1590851555593	1590851564609
REQUEST	7413		Home	1590851564604	1590851564610	OK	 
REQUEST	7463		Home	1590851564605	1590851564610	OK	 
REQUEST	3412		dashboard	1590851564615	1590851564616	OK	 
REQUEST	3412		dashboard Redirect 1	1590851564616	1590851564617	OK	 
USER	VerDashboardPositivo	2812	END	1590851518595	1590851564626
USER	VerDashboardNegativo	7464	START	1590851564626	1590851564626
USER	VerDashboardPositivo	7414	START	1590851564626	1590851564626
REQUEST	3413		dashboard	1590851564626	1590851564627	OK	 
REQUEST	4912		Logged	1590851564626	1590851564627	OK	 
REQUEST	3413		dashboard Redirect 1	1590851564627	1590851564629	OK	 
REQUEST	4912		Logged Redirect 1	1590851564627	1590851564629	OK	 
REQUEST	7464		Home	1590851564626	1590851564631	OK	 
REQUEST	7414		Home	1590851564626	1590851564631	OK	 
REQUEST	6562		dashboard2	1590851564637	1590851564638	OK	 
REQUEST	6513		Login	1590851564637	1590851564639	OK	 
REQUEST	6562		dashboard2 Redirect 1	1590851564638	1590851564639	OK	 
USER	VerDashboardNegativo	6562	END	1590851555614	1590851564640
USER	VerDashboardNegativo	7465	START	1590851564648	1590851564648
USER	VerDashboardPositivo	7415	START	1590851564648	1590851564648
REQUEST	4913		Logged	1590851564648	1590851564649	OK	 
REQUEST	4913		Logged Redirect 1	1590851564649	1590851564651	OK	 
REQUEST	7465		Home	1590851564648	1590851564652	OK	 
REQUEST	7415		Home	1590851564648	1590851564652	OK	 
USER	VerDashboardPositivo	2813	END	1590851518616	1590851564653
REQUEST	6514		Login	1590851564653	1590851564654	OK	 
REQUEST	3414		dashboard	1590851564653	1590851564654	OK	 
REQUEST	6563		dashboard2	1590851564653	1590851564655	OK	 
REQUEST	3414		dashboard Redirect 1	1590851564654	1590851564655	OK	 
REQUEST	6563		dashboard2 Redirect 1	1590851564655	1590851564656	OK	 
USER	VerDashboardNegativo	6563	END	1590851555634	1590851564656
USER	VerDashboardPositivo	2814	END	1590851518638	1590851564664
USER	VerDashboardNegativo	7466	START	1590851564664	1590851564664
USER	VerDashboardPositivo	7416	START	1590851564664	1590851564664
REQUEST	4914		Logged	1590851564664	1590851564666	OK	 
REQUEST	4914		Logged Redirect 1	1590851564666	1590851564668	OK	 
REQUEST	7466		Home	1590851564664	1590851564668	OK	 
REQUEST	7416		Home	1590851564664	1590851564668	OK	 
REQUEST	3415		dashboard	1590851564675	1590851564676	OK	 
REQUEST	3415		dashboard Redirect 1	1590851564676	1590851564677	OK	 
USER	VerDashboardPositivo	2815	END	1590851518653	1590851564686
USER	VerDashboardNegativo	7467	START	1590851564686	1590851564686
USER	VerDashboardPositivo	7417	START	1590851564686	1590851564686
REQUEST	6564		dashboard2	1590851564686	1590851564687	OK	 
REQUEST	6515		Login	1590851564686	1590851564688	OK	 
REQUEST	4915		Logged	1590851564686	1590851564688	OK	 
REQUEST	6564		dashboard2 Redirect 1	1590851564688	1590851564689	OK	 
USER	VerDashboardNegativo	6564	END	1590851555655	1590851564689
REQUEST	4915		Logged Redirect 1	1590851564688	1590851564689	OK	 
REQUEST	7417		Home	1590851564686	1590851564692	OK	 
REQUEST	7467		Home	1590851564686	1590851564692	OK	 
REQUEST	6516		Login	1590851564697	1590851564698	OK	 
REQUEST	3416		dashboard	1590851564697	1590851564698	OK	 
REQUEST	6565		dashboard2	1590851564697	1590851564698	OK	 
REQUEST	3416		dashboard Redirect 1	1590851564698	1590851564699	OK	 
REQUEST	6565		dashboard2 Redirect 1	1590851564698	1590851564700	OK	 
USER	VerDashboardNegativo	6565	END	1590851555676	1590851564700
USER	VerDashboardPositivo	2816	END	1590851518674	1590851564708
USER	VerDashboardPositivo	7418	START	1590851564708	1590851564708
USER	VerDashboardNegativo	7468	START	1590851564708	1590851564708
REQUEST	4916		Logged	1590851564708	1590851564709	OK	 
REQUEST	4916		Logged Redirect 1	1590851564709	1590851564710	OK	 
REQUEST	7418		Home	1590851564708	1590851564712	OK	 
REQUEST	7468		Home	1590851564708	1590851564712	OK	 
REQUEST	6517		Login	1590851564719	1590851564720	OK	 
REQUEST	3417		dashboard	1590851564719	1590851564720	OK	 
REQUEST	3417		dashboard Redirect 1	1590851564720	1590851564721	OK	 
REQUEST	6566		dashboard2	1590851564719	1590851564721	OK	 
REQUEST	6566		dashboard2 Redirect 1	1590851564721	1590851564723	OK	 
USER	VerDashboardPositivo	2817	END	1590851518694	1590851564723
USER	VerDashboardPositivo	7419	START	1590851564723	1590851564723
USER	VerDashboardNegativo	6566	END	1590851555698	1590851564723
USER	VerDashboardNegativo	7469	START	1590851564723	1590851564723
REQUEST	4917		Logged	1590851564723	1590851564724	OK	 
REQUEST	4917		Logged Redirect 1	1590851564724	1590851564726	OK	 
REQUEST	7469		Home	1590851564723	1590851564727	OK	 
REQUEST	7419		Home	1590851564723	1590851564727	OK	 
REQUEST	6518		Login	1590851564733	1590851564734	OK	 
REQUEST	3418		dashboard	1590851564733	1590851564734	OK	 
REQUEST	3418		dashboard Redirect 1	1590851564734	1590851564735	OK	 
REQUEST	6567		dashboard2	1590851564733	1590851564736	OK	 
REQUEST	6567		dashboard2 Redirect 1	1590851564736	1590851564737	OK	 
USER	VerDashboardNegativo	6567	END	1590851555713	1590851564737
USER	VerDashboardPositivo	2818	END	1590851518716	1590851564744
USER	VerDashboardNegativo	7470	START	1590851564744	1590851564744
USER	VerDashboardPositivo	7420	START	1590851564744	1590851564744
REQUEST	4918		Logged	1590851564744	1590851564745	OK	 
REQUEST	4918		Logged Redirect 1	1590851564745	1590851564746	OK	 
REQUEST	7470		Home	1590851564744	1590851564748	OK	 
REQUEST	7420		Home	1590851564744	1590851564748	OK	 
REQUEST	6519		Login	1590851564754	1590851564754	OK	 
REQUEST	6568		dashboard2	1590851564754	1590851564756	OK	 
REQUEST	3419		dashboard	1590851564754	1590851564756	OK	 
REQUEST	3419		dashboard Redirect 1	1590851564756	1590851564757	OK	 
REQUEST	6568		dashboard2 Redirect 1	1590851564756	1590851564757	OK	 
USER	VerDashboardNegativo	6568	END	1590851555734	1590851564757
USER	VerDashboardPositivo	7421	START	1590851564765	1590851564765
USER	VerDashboardNegativo	7471	START	1590851564765	1590851564765
REQUEST	4919		Logged	1590851564765	1590851564766	OK	 
REQUEST	4919		Logged Redirect 1	1590851564766	1590851564767	OK	 
REQUEST	7421		Home	1590851564765	1590851564769	OK	 
REQUEST	7471		Home	1590851564765	1590851564769	OK	 
USER	VerDashboardPositivo	2819	END	1590851518738	1590851564775
REQUEST	6520		Login	1590851564775	1590851564776	OK	 
REQUEST	3420		dashboard	1590851564775	1590851564776	OK	 
REQUEST	6569		dashboard2	1590851564775	1590851564776	OK	 
REQUEST	6569		dashboard2 Redirect 1	1590851564776	1590851564777	OK	 
USER	VerDashboardNegativo	6569	END	1590851555755	1590851564777
REQUEST	3420		dashboard Redirect 1	1590851564776	1590851564777	OK	 
USER	VerDashboardPositivo	7422	START	1590851564786	1590851564786
USER	VerDashboardNegativo	7472	START	1590851564786	1590851564786
REQUEST	4920		Logged	1590851564786	1590851564787	OK	 
REQUEST	4920		Logged Redirect 1	1590851564787	1590851564788	OK	 
REQUEST	7422		Home	1590851564786	1590851564790	OK	 
REQUEST	7472		Home	1590851564786	1590851564790	OK	 
USER	VerDashboardPositivo	2820	END	1590851518759	1590851564797
REQUEST	3421		dashboard	1590851564797	1590851564798	OK	 
REQUEST	6570		dashboard2	1590851564797	1590851564798	OK	 
REQUEST	6521		Login	1590851564797	1590851564799	OK	 
REQUEST	6570		dashboard2 Redirect 1	1590851564799	1590851564800	OK	 
REQUEST	3421		dashboard Redirect 1	1590851564799	1590851564801	OK	 
USER	VerDashboardNegativo	6570	END	1590851555776	1590851564801
USER	VerDashboardPositivo	2821	END	1590851518773	1590851564808
USER	VerDashboardNegativo	7473	START	1590851564808	1590851564808
USER	VerDashboardPositivo	7423	START	1590851564808	1590851564808
REQUEST	4921		Logged	1590851564808	1590851564810	OK	 
REQUEST	4921		Logged Redirect 1	1590851564810	1590851564811	OK	 
REQUEST	3422		dashboard	1590851564813	1590851564814	OK	 
REQUEST	6522		Login	1590851564813	1590851564814	OK	 
REQUEST	7473		Home	1590851564808	1590851564815	OK	 
REQUEST	7423		Home	1590851564808	1590851564815	OK	 
REQUEST	6571		dashboard2	1590851564813	1590851564816	OK	 
REQUEST	4922		Logged	1590851564813	1590851564816	OK	 
REQUEST	6571		dashboard2 Redirect 1	1590851564816	1590851564817	OK	 
REQUEST	4922		Logged Redirect 1	1590851564816	1590851564817	OK	 
REQUEST	3422		dashboard Redirect 1	1590851564814	1590851564817	OK	 
USER	VerDashboardNegativo	6571	END	1590851555797	1590851564817
USER	VerDashboardPositivo	2822	END	1590851518795	1590851564823
USER	VerDashboardPositivo	7424	START	1590851564823	1590851564823
USER	VerDashboardNegativo	7474	START	1590851564823	1590851564823
REQUEST	3423		dashboard	1590851564823	1590851564824	OK	 
REQUEST	3423		dashboard Redirect 1	1590851564824	1590851564825	OK	 
REQUEST	7424		Home	1590851564823	1590851564827	OK	 
REQUEST	7474		Home	1590851564823	1590851564827	OK	 
REQUEST	6523		Login	1590851564834	1590851564835	OK	 
REQUEST	6572		dashboard2	1590851564834	1590851564835	OK	 
REQUEST	6572		dashboard2 Redirect 1	1590851564835	1590851564836	OK	 
USER	VerDashboardNegativo	6572	END	1590851555813	1590851564836
USER	VerDashboardPositivo	2823	END	1590851518815	1590851564845
USER	VerDashboardNegativo	7475	START	1590851564845	1590851564845
USER	VerDashboardPositivo	7425	START	1590851564845	1590851564845
REQUEST	4923		Logged	1590851564845	1590851564846	OK	 
REQUEST	4923		Logged Redirect 1	1590851564846	1590851564847	OK	 
REQUEST	7475		Home	1590851564845	1590851564849	OK	 
REQUEST	7425		Home	1590851564845	1590851564849	OK	 
REQUEST	6524		Login	1590851564856	1590851564857	OK	 
REQUEST	6573		dashboard2	1590851564856	1590851564857	OK	 
REQUEST	3424		dashboard	1590851564856	1590851564857	OK	 
REQUEST	6573		dashboard2 Redirect 1	1590851564857	1590851564858	OK	 
USER	VerDashboardNegativo	6573	END	1590851555833	1590851564858
REQUEST	3424		dashboard Redirect 1	1590851564857	1590851564858	OK	 
USER	VerDashboardPositivo	2824	END	1590851518836	1590851564867
USER	VerDashboardPositivo	7426	START	1590851564867	1590851564867
USER	VerDashboardNegativo	7476	START	1590851564867	1590851564867
REQUEST	4924		Logged	1590851564867	1590851564868	OK	 
REQUEST	4924		Logged Redirect 1	1590851564868	1590851564870	OK	 
REQUEST	7426		Home	1590851564867	1590851564871	OK	 
REQUEST	7476		Home	1590851564867	1590851564871	OK	 
REQUEST	6525		Login	1590851564878	1590851564878	OK	 
REQUEST	3425		dashboard	1590851564878	1590851564879	OK	 
REQUEST	3425		dashboard Redirect 1	1590851564879	1590851564879	OK	 
REQUEST	6574		dashboard2	1590851564878	1590851564880	OK	 
REQUEST	6574		dashboard2 Redirect 1	1590851564880	1590851564880	OK	 
USER	VerDashboardNegativo	6574	END	1590851555855	1590851564881
USER	VerDashboardPositivo	2825	END	1590851518857	1590851564889
USER	VerDashboardNegativo	7477	START	1590851564889	1590851564889
USER	VerDashboardPositivo	7427	START	1590851564889	1590851564889
REQUEST	4925		Logged	1590851564889	1590851564890	OK	 
REQUEST	4925		Logged Redirect 1	1590851564890	1590851564891	OK	 
REQUEST	7477		Home	1590851564889	1590851564893	OK	 
REQUEST	7427		Home	1590851564889	1590851564893	OK	 
REQUEST	6526		Login	1590851564893	1590851564894	OK	 
REQUEST	3426		dashboard	1590851564893	1590851564894	OK	 
REQUEST	6575		dashboard2	1590851564893	1590851564894	OK	 
REQUEST	3426		dashboard Redirect 1	1590851564894	1590851564895	OK	 
REQUEST	6575		dashboard2 Redirect 1	1590851564894	1590851564895	OK	 
USER	VerDashboardNegativo	6575	END	1590851555877	1590851564896
USER	VerDashboardPositivo	2826	END	1590851518878	1590851564904
USER	VerDashboardNegativo	7478	START	1590851564904	1590851564904
USER	VerDashboardPositivo	7428	START	1590851564904	1590851564904
REQUEST	4926		Logged	1590851564904	1590851564905	OK	 
REQUEST	4926		Logged Redirect 1	1590851564905	1590851564906	OK	 
REQUEST	7428		Home	1590851564904	1590851564907	OK	 
REQUEST	7478		Home	1590851564904	1590851564907	OK	 
REQUEST	6527		Login	1590851564915	1590851564915	OK	 
REQUEST	3427		dashboard	1590851564915	1590851564916	OK	 
REQUEST	6576		dashboard2	1590851564915	1590851564916	OK	 
REQUEST	4927		Logged	1590851564915	1590851564916	OK	 
REQUEST	6576		dashboard2 Redirect 1	1590851564916	1590851564917	OK	 
REQUEST	4927		Logged Redirect 1	1590851564916	1590851564917	OK	 
REQUEST	3427		dashboard Redirect 1	1590851564916	1590851564917	OK	 
USER	VerDashboardNegativo	6576	END	1590851555899	1590851564917
USER	VerDashboardPositivo	2827	END	1590851518893	1590851564926
USER	VerDashboardNegativo	7479	START	1590851564926	1590851564926
USER	VerDashboardPositivo	7429	START	1590851564926	1590851564926
REQUEST	7429		Home	1590851564926	1590851564929	OK	 
REQUEST	7479		Home	1590851564926	1590851564929	OK	 
USER	VerDashboardPositivo	2828	END	1590851518914	1590851564937
REQUEST	6528		Login	1590851564937	1590851564937	OK	 
REQUEST	3428		dashboard	1590851564937	1590851564938	OK	 
REQUEST	6577		dashboard2	1590851564937	1590851564938	OK	 
REQUEST	3428		dashboard Redirect 1	1590851564938	1590851564938	OK	 
REQUEST	6577		dashboard2 Redirect 1	1590851564938	1590851564939	OK	 
USER	VerDashboardNegativo	6577	END	1590851555913	1590851564939
USER	VerDashboardPositivo	7430	START	1590851564948	1590851564948
USER	VerDashboardNegativo	7480	START	1590851564948	1590851564948
REQUEST	4928		Logged	1590851564948	1590851564949	OK	 
REQUEST	4928		Logged Redirect 1	1590851564949	1590851564949	OK	 
REQUEST	7430		Home	1590851564948	1590851564951	OK	 
REQUEST	7480		Home	1590851564948	1590851564951	OK	 
REQUEST	6529		Login	1590851564959	1590851564959	OK	 
REQUEST	3429		dashboard	1590851564959	1590851564959	OK	 
REQUEST	6578		dashboard2	1590851564959	1590851564959	OK	 
REQUEST	3429		dashboard Redirect 1	1590851564960	1590851564960	OK	 
REQUEST	6578		dashboard2 Redirect 1	1590851564960	1590851564961	OK	 
USER	VerDashboardNegativo	6578	END	1590851555934	1590851564961
USER	VerDashboardPositivo	2829	END	1590851518934	1590851564963
USER	VerDashboardPositivo	7431	START	1590851564963	1590851564963
USER	VerDashboardNegativo	7481	START	1590851564963	1590851564963
REQUEST	4929		Logged	1590851564963	1590851564965	OK	 
REQUEST	4929		Logged Redirect 1	1590851564965	1590851564966	OK	 
REQUEST	7481		Home	1590851564963	1590851564967	OK	 
REQUEST	7431		Home	1590851564963	1590851564967	OK	 
REQUEST	6530		Login	1590851564973	1590851564974	OK	 
REQUEST	6579		dashboard2	1590851564973	1590851564974	OK	 
REQUEST	6579		dashboard2 Redirect 1	1590851564974	1590851564975	OK	 
REQUEST	3430		dashboard	1590851564973	1590851564975	OK	 
USER	VerDashboardNegativo	6579	END	1590851555955	1590851564975
REQUEST	3430		dashboard Redirect 1	1590851564975	1590851564976	OK	 
USER	VerDashboardPositivo	2830	END	1590851518956	1590851564984
USER	VerDashboardNegativo	7482	START	1590851564983	1590851564983
USER	VerDashboardPositivo	7432	START	1590851564983	1590851564983
REQUEST	4930		Logged	1590851564984	1590851564984	OK	 
REQUEST	4930		Logged Redirect 1	1590851564984	1590851564986	OK	 
REQUEST	7432		Home	1590851564984	1590851564987	OK	 
REQUEST	7482		Home	1590851564984	1590851564987	OK	 
REQUEST	6531		Login	1590851564994	1590851564995	OK	 
REQUEST	3431		dashboard	1590851564994	1590851564995	OK	 
REQUEST	6580		dashboard2	1590851564994	1590851564996	OK	 
REQUEST	3431		dashboard Redirect 1	1590851564995	1590851564996	OK	 
REQUEST	6580		dashboard2 Redirect 1	1590851564996	1590851564997	OK	 
USER	VerDashboardNegativo	6580	END	1590851555975	1590851564997
USER	VerDashboardPositivo	2831	END	1590851518977	1590851565006
USER	VerDashboardPositivo	7433	START	1590851565005	1590851565005
USER	VerDashboardNegativo	7483	START	1590851565005	1590851565005
REQUEST	4931		Logged	1590851565005	1590851565006	OK	 
REQUEST	3432		dashboard	1590851565005	1590851565007	OK	 
REQUEST	3432		dashboard Redirect 1	1590851565007	1590851565007	OK	 
REQUEST	4931		Logged Redirect 1	1590851565006	1590851565008	OK	 
REQUEST	7433		Home	1590851565006	1590851565009	OK	 
REQUEST	7483		Home	1590851565006	1590851565009	OK	 
REQUEST	6532		Login	1590851565016	1590851565017	OK	 
REQUEST	4932		Logged	1590851565016	1590851565017	OK	 
REQUEST	6581		dashboard2	1590851565016	1590851565018	OK	 
REQUEST	4932		Logged Redirect 1	1590851565017	1590851565018	OK	 
REQUEST	6581		dashboard2 Redirect 1	1590851565018	1590851565019	OK	 
USER	VerDashboardNegativo	6581	END	1590851555997	1590851565019
USER	VerDashboardPositivo	2832	END	1590851518999	1590851565026
USER	VerDashboardNegativo	7484	START	1590851565026	1590851565026
USER	VerDashboardPositivo	7434	START	1590851565026	1590851565026
REQUEST	3433		dashboard	1590851565026	1590851565027	OK	 
REQUEST	3433		dashboard Redirect 1	1590851565027	1590851565028	OK	 
REQUEST	7434		Home	1590851565027	1590851565030	OK	 
REQUEST	7484		Home	1590851565027	1590851565030	OK	 
REQUEST	6582		dashboard2	1590851565037	1590851565038	OK	 
REQUEST	6533		Login	1590851565037	1590851565038	OK	 
REQUEST	4933		Logged	1590851565037	1590851565039	OK	 
REQUEST	6582		dashboard2 Redirect 1	1590851565038	1590851565039	OK	 
USER	VerDashboardNegativo	6582	END	1590851556013	1590851565039
REQUEST	4933		Logged Redirect 1	1590851565039	1590851565039	OK	 
USER	VerDashboardPositivo	2833	END	1590851519013	1590851565048
USER	VerDashboardNegativo	7485	START	1590851565048	1590851565048
USER	VerDashboardPositivo	7435	START	1590851565048	1590851565048
REQUEST	7435		Home	1590851565048	1590851565052	OK	 
REQUEST	7485		Home	1590851565048	1590851565052	OK	 
REQUEST	3434		dashboard	1590851565053	1590851565054	OK	 
REQUEST	6583		dashboard2	1590851565053	1590851565054	OK	 
REQUEST	6534		Login	1590851565053	1590851565054	OK	 
REQUEST	3434		dashboard Redirect 1	1590851565054	1590851565055	OK	 
REQUEST	6583		dashboard2 Redirect 1	1590851565054	1590851565055	OK	 
USER	VerDashboardNegativo	6583	END	1590851556033	1590851565055
USER	VerDashboardPositivo	2834	END	1590851519035	1590851565063
USER	VerDashboardNegativo	7486	START	1590851565063	1590851565063
USER	VerDashboardPositivo	7436	START	1590851565063	1590851565063
REQUEST	4934		Logged	1590851565063	1590851565064	OK	 
REQUEST	4934		Logged Redirect 1	1590851565064	1590851565065	OK	 
REQUEST	7486		Home	1590851565063	1590851565066	OK	 
REQUEST	7436		Home	1590851565063	1590851565066	OK	 
REQUEST	6535		Login	1590851565073	1590851565074	OK	 
REQUEST	3435		dashboard	1590851565073	1590851565074	OK	 
REQUEST	6584		dashboard2	1590851565073	1590851565074	OK	 
REQUEST	6584		dashboard2 Redirect 1	1590851565074	1590851565075	OK	 
REQUEST	3435		dashboard Redirect 1	1590851565074	1590851565075	OK	 
USER	VerDashboardNegativo	6584	END	1590851556055	1590851565075
USER	VerDashboardPositivo	2835	END	1590851519057	1590851565084
USER	VerDashboardPositivo	7437	START	1590851565084	1590851565084
USER	VerDashboardNegativo	7487	START	1590851565084	1590851565084
REQUEST	4935		Logged	1590851565084	1590851565085	OK	 
REQUEST	4935		Logged Redirect 1	1590851565085	1590851565087	OK	 
REQUEST	7437		Home	1590851565084	1590851565088	OK	 
REQUEST	7487		Home	1590851565084	1590851565088	OK	 
REQUEST	3436		dashboard	1590851565095	1590851565096	OK	 
REQUEST	6585		dashboard2	1590851565095	1590851565096	OK	 
REQUEST	6536		Login	1590851565095	1590851565096	OK	 
REQUEST	3436		dashboard Redirect 1	1590851565096	1590851565097	OK	 
REQUEST	6585		dashboard2 Redirect 1	1590851565096	1590851565097	OK	 
USER	VerDashboardNegativo	6585	END	1590851556077	1590851565097
USER	VerDashboardPositivo	2836	END	1590851519078	1590851565106
USER	VerDashboardPositivo	7438	START	1590851565106	1590851565106
USER	VerDashboardNegativo	7488	START	1590851565106	1590851565106
REQUEST	4936		Logged	1590851565106	1590851565107	OK	 
REQUEST	4936		Logged Redirect 1	1590851565107	1590851565108	OK	 
REQUEST	7488		Home	1590851565106	1590851565110	OK	 
REQUEST	7438		Home	1590851565106	1590851565110	OK	 
REQUEST	4937		Logged	1590851565116	1590851565117	OK	 
REQUEST	3437		dashboard	1590851565116	1590851565117	OK	 
REQUEST	3437		dashboard Redirect 1	1590851565117	1590851565118	OK	 
REQUEST	4937		Logged Redirect 1	1590851565117	1590851565118	OK	 
USER	VerDashboardPositivo	2837	END	1590851519093	1590851565127
USER	VerDashboardPositivo	7439	START	1590851565127	1590851565127
USER	VerDashboardNegativo	7489	START	1590851565127	1590851565127
REQUEST	6537		Login	1590851565127	1590851565128	OK	 
REQUEST	3438		dashboard	1590851565127	1590851565128	OK	 
REQUEST	6586		dashboard2	1590851565127	1590851565128	OK	 
REQUEST	6586		dashboard2 Redirect 1	1590851565128	1590851565129	OK	 
REQUEST	3438		dashboard Redirect 1	1590851565128	1590851565130	OK	 
USER	VerDashboardNegativo	6586	END	1590851556098	1590851565129
REQUEST	7489		Home	1590851565127	1590851565131	OK	 
REQUEST	7439		Home	1590851565127	1590851565131	OK	 
REQUEST	6538		Login	1590851565138	1590851565139	OK	 
REQUEST	6587		dashboard2	1590851565138	1590851565139	OK	 
REQUEST	6587		dashboard2 Redirect 1	1590851565139	1590851565140	OK	 
USER	VerDashboardNegativo	6587	END	1590851556113	1590851565141
USER	VerDashboardPositivo	2838	END	1590851519113	1590851565143
USER	VerDashboardPositivo	7440	START	1590851565143	1590851565143
USER	VerDashboardNegativo	7490	START	1590851565143	1590851565143
REQUEST	4938		Logged	1590851565143	1590851565144	OK	 
REQUEST	4938		Logged Redirect 1	1590851565144	1590851565145	OK	 
REQUEST	7440		Home	1590851565143	1590851565147	OK	 
REQUEST	7490		Home	1590851565143	1590851565147	OK	 
REQUEST	3439		dashboard	1590851565153	1590851565154	OK	 
REQUEST	6588		dashboard2	1590851565153	1590851565154	OK	 
REQUEST	6539		Login	1590851565153	1590851565154	OK	 
REQUEST	3439		dashboard Redirect 1	1590851565154	1590851565155	OK	 
REQUEST	6588		dashboard2 Redirect 1	1590851565154	1590851565155	OK	 
USER	VerDashboardNegativo	6588	END	1590851556134	1590851565155
USER	VerDashboardPositivo	2839	END	1590851519134	1590851565164
USER	VerDashboardNegativo	7491	START	1590851565164	1590851565164
USER	VerDashboardPositivo	7441	START	1590851565164	1590851565164
REQUEST	4939		Logged	1590851565164	1590851565165	OK	 
REQUEST	4939		Logged Redirect 1	1590851565165	1590851565166	OK	 
REQUEST	7441		Home	1590851565164	1590851565168	OK	 
REQUEST	7491		Home	1590851565164	1590851565168	OK	 
REQUEST	6540		Login	1590851565175	1590851565176	OK	 
REQUEST	3440		dashboard	1590851565175	1590851565176	OK	 
REQUEST	6589		dashboard2	1590851565175	1590851565176	OK	 
REQUEST	6589		dashboard2 Redirect 1	1590851565176	1590851565177	OK	 
REQUEST	3440		dashboard Redirect 1	1590851565176	1590851565177	OK	 
USER	VerDashboardNegativo	6589	END	1590851556155	1590851565177
USER	VerDashboardPositivo	2840	END	1590851519155	1590851565186
USER	VerDashboardNegativo	7492	START	1590851565186	1590851565186
USER	VerDashboardPositivo	7442	START	1590851565186	1590851565186
REQUEST	4940		Logged	1590851565186	1590851565187	OK	 
REQUEST	4941		Logged	1590851565186	1590851565187	OK	 
REQUEST	4941		Logged Redirect 1	1590851565187	1590851565188	OK	 
REQUEST	4940		Logged Redirect 1	1590851565187	1590851565188	OK	 
REQUEST	7442		Home	1590851565186	1590851565190	OK	 
REQUEST	7492		Home	1590851565186	1590851565190	OK	 
USER	VerDashboardPositivo	2841	END	1590851519177	1590851565196
REQUEST	6541		Login	1590851565196	1590851565197	OK	 
REQUEST	3441		dashboard	1590851565196	1590851565197	OK	 
REQUEST	6590		dashboard2	1590851565196	1590851565197	OK	 
REQUEST	3441		dashboard Redirect 1	1590851565197	1590851565198	OK	 
REQUEST	6590		dashboard2 Redirect 1	1590851565197	1590851565198	OK	 
USER	VerDashboardNegativo	6590	END	1590851556177	1590851565198
USER	VerDashboardPositivo	7443	START	1590851565207	1590851565207
USER	VerDashboardNegativo	7493	START	1590851565207	1590851565207
REQUEST	7493		Home	1590851565207	1590851565210	OK	 
REQUEST	7443		Home	1590851565207	1590851565210	OK	 
REQUEST	6591		dashboard2	1590851565218	1590851565219	OK	 
REQUEST	3442		dashboard	1590851565218	1590851565219	OK	 
REQUEST	6542		Login	1590851565218	1590851565219	OK	 
REQUEST	6591		dashboard2 Redirect 1	1590851565219	1590851565221	OK	 
REQUEST	3442		dashboard Redirect 1	1590851565219	1590851565221	OK	 
USER	VerDashboardNegativo	6591	END	1590851556193	1590851565221
