ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarAnuncioTest	aceptaranunciotest	1590184077373	 	3.3.1
REQUEST	192		RightLogin	1590184094791	1590184094793	OK	 
USER	AceptarAnuncioTestPositivo	463	START	1590184094831	1590184094831
USER	AceptarAnuncioTestNegativo	478	START	1590184094831	1590184094831
REQUEST	463		Welcome	1590184094831	1590184094840	OK	 
REQUEST	478		Welcome	1590184094831	1590184094844	OK	 
REQUEST	208		WrongLogin	1590184094868	1590184094870	OK	 
REQUEST	193		RightLogin	1590184094868	1590184094870	OK	 
USER	AceptarAnuncioTestNegativo	479	START	1590184094890	1590184094890
REQUEST	479		Welcome	1590184094891	1590184094898	OK	 
USER	AceptarAnuncioTestPositivo	464	START	1590184094916	1590184094916
REQUEST	209		WrongLogin	1590184094919	1590184094920	OK	 
REQUEST	464		Welcome	1590184094917	1590184094924	OK	 
REQUEST	194		RightLogin	1590184094958	1590184094959	OK	 
USER	AceptarAnuncioTestPositivo	465	START	1590184094962	1590184094962
USER	AceptarAnuncioTestNegativo	480	START	1590184094963	1590184094963
REQUEST	465		Welcome	1590184094962	1590184094970	OK	 
REQUEST	480		Welcome	1590184094965	1590184094973	OK	 
REQUEST	195		RightLogin	1590184094993	1590184094994	OK	 
REQUEST	210		WrongLogin	1590184094993	1590184094995	OK	 
USER	AceptarAnuncioTestPositivo	466	START	1590184095031	1590184095031
USER	AceptarAnuncioTestNegativo	481	START	1590184095031	1590184095031
REQUEST	466		Welcome	1590184095031	1590184095035	OK	 
REQUEST	481		Welcome	1590184095031	1590184095035	OK	 
REQUEST	211		WrongLogin	1590184095054	1590184095055	OK	 
REQUEST	196		RightLogin	1590184095054	1590184095055	OK	 
USER	AceptarAnuncioTestNegativo	482	START	1590184095090	1590184095090
REQUEST	482		Welcome	1590184095090	1590184095097	OK	 
USER	AceptarAnuncioTestPositivo	467	START	1590184095109	1590184095109
REQUEST	467		Welcome	1590184095110	1590184095117	OK	 
REQUEST	212		WrongLogin	1590184095130	1590184095131	OK	 
USER	AceptarAnuncioTestPositivo	483	START	1590184095150	1590184095150
REQUEST	197		RightLogin	1590184095150	1590184095153	OK	 
REQUEST	483		Welcome	1590184095151	1590184095159	OK	 
USER	AceptarAnuncioTestNegativo	498	START	1590184095171	1590184095171
REQUEST	498		Welcome	1590184095172	1590184095179	OK	 
USER	AceptarAnuncioTestPositivo	484	START	1590184095209	1590184095209
REQUEST	213		RightLogin	1590184095208	1590184095213	OK	 
REQUEST	228		WrongLogin	1590184095208	1590184095213	OK	 
REQUEST	484		Welcome	1590184095210	1590184095220	OK	 
USER	AceptarAnuncioTestNegativo	499	START	1590184095238	1590184095238
REQUEST	499		Welcome	1590184095239	1590184095244	OK	 
REQUEST	229		WrongLogin	1590184095277	1590184095279	OK	 
REQUEST	214		RightLogin	1590184095277	1590184095279	OK	 
USER	AceptarAnuncioTestPositivo	485	START	1590184095279	1590184095279
REQUEST	485		Welcome	1590184095280	1590184095299	OK	 
USER	AceptarAnuncioTestNegativo	500	START	1590184095301	1590184095301
REQUEST	500		Welcome	1590184095302	1590184095307	OK	 
USER	AceptarAnuncioTestPositivo	486	START	1590184095343	1590184095343
REQUEST	230		WrongLogin	1590184095343	1590184095344	OK	 
REQUEST	486		Welcome	1590184095343	1590184095347	OK	 
USER	AceptarAnuncioTestNegativo	501	START	1590184095365	1590184095365
REQUEST	215		RightLogin	1590184095365	1590184095367	OK	 
REQUEST	501		Welcome	1590184095366	1590184095374	OK	 
REQUEST	216		RightLogin	1590184095406	1590184095408	OK	 
REQUEST	231		WrongLogin	1590184095406	1590184095408	OK	 
USER	AceptarAnuncioTestPositivo	487	START	1590184095428	1590184095428
USER	AceptarAnuncioTestNegativo	502	START	1590184095428	1590184095428
REQUEST	487		Welcome	1590184095429	1590184095436	OK	 
REQUEST	502		Welcome	1590184095429	1590184095436	OK	 
REQUEST	232		WrongLogin	1590184095458	1590184095460	OK	 
REQUEST	217		RightLogin	1590184095458	1590184095460	OK	 
USER	AceptarAnuncioTestNegativo	503	START	1590184095496	1590184095496
USER	AceptarAnuncioTestPositivo	488	START	1590184095498	1590184095498
REQUEST	503		Welcome	1590184095497	1590184095505	OK	 
REQUEST	488		Welcome	1590184095498	1590184095506	OK	 
REQUEST	233		WrongLogin	1590184095524	1590184095526	OK	 
USER	AceptarAnuncioTestPositivo	489	START	1590184095563	1590184095563
USER	AceptarAnuncioTestNegativo	504	START	1590184095563	1590184095563
REQUEST	218		RightLogin	1590184095563	1590184095566	OK	 
REQUEST	504		Welcome	1590184095564	1590184095574	OK	 
REQUEST	489		Welcome	1590184095563	1590184095574	OK	 
REQUEST	234		WrongLogin	1590184095597	1590184095599	OK	 
REQUEST	219		RightLogin	1590184095597	1590184095600	OK	 
USER	AceptarAnuncioTestPositivo	490	START	1590184095636	1590184095636
USER	AceptarAnuncioTestNegativo	505	START	1590184095636	1590184095636
REQUEST	490		Welcome	1590184095637	1590184095645	OK	 
REQUEST	505		Welcome	1590184095637	1590184095645	OK	 
REQUEST	235		WrongLogin	1590184095682	1590184095683	OK	 
REQUEST	220		RightLogin	1590184095682	1590184095684	OK	 
USER	AceptarAnuncioTestNegativo	506	START	1590184095693	1590184095693
REQUEST	506		Welcome	1590184095693	1590184095698	OK	 
USER	AceptarAnuncioTestPositivo	491	START	1590184095699	1590184095699
REQUEST	491		Welcome	1590184095699	1590184095704	OK	 
REQUEST	236		WrongLogin	1590184095727	1590184095728	OK	 
REQUEST	221		RightLogin	1590184095748	1590184095749	OK	 
USER	AceptarAnuncioTestPositivo	492	START	1590184095766	1590184095766
USER	AceptarAnuncioTestNegativo	507	START	1590184095766	1590184095766
REQUEST	492		Welcome	1590184095767	1590184095772	OK	 
REQUEST	507		Welcome	1590184095767	1590184095772	OK	 
REQUEST	237		WrongLogin	1590184095793	1590184095794	OK	 
USER	AceptarAnuncioTestNegativo	508	START	1590184095837	1590184095837
USER	AceptarAnuncioTestPositivo	493	START	1590184095837	1590184095837
REQUEST	508		Welcome	1590184095838	1590184095846	OK	 
REQUEST	493		Welcome	1590184095838	1590184095846	OK	 
REQUEST	222		RightLogin	1590184095865	1590184095867	OK	 
REQUEST	223		RightLogin	1590184095868	1590184095870	OK	 
REQUEST	238		WrongLogin	1590184095868	1590184095870	OK	 
USER	AceptarAnuncioTestNegativo	509	START	1590184095888	1590184095888
REQUEST	509		Welcome	1590184095889	1590184095896	OK	 
USER	AceptarAnuncioTestPositivo	494	START	1590184095914	1590184095914
REQUEST	239		WrongLogin	1590184095914	1590184095916	OK	 
REQUEST	494		Welcome	1590184095915	1590184095922	OK	 
REQUEST	224		RightLogin	1590184095941	1590184095943	OK	 
USER	AceptarAnuncioTestNegativo	510	START	1590184095958	1590184095958
USER	AceptarAnuncioTestPositivo	495	START	1590184095958	1590184095958
REQUEST	510		Welcome	1590184095959	1590184095968	OK	 
REQUEST	495		Welcome	1590184095959	1590184095968	OK	 
REQUEST	240		WrongLogin	1590184096011	1590184096013	OK	 
REQUEST	225		RightLogin	1590184096011	1590184096014	OK	 
USER	AceptarAnuncioTestPositivo	496	START	1590184096033	1590184096033
USER	AceptarAnuncioTestNegativo	511	START	1590184096033	1590184096033
REQUEST	511		Welcome	1590184096033	1590184096039	OK	 
REQUEST	496		Welcome	1590184096033	1590184096039	OK	 
REQUEST	241		WrongLogin	1590184096064	1590184096065	OK	 
REQUEST	226		RightLogin	1590184096064	1590184096065	OK	 
USER	AceptarAnuncioTestNegativo	512	START	1590184096093	1590184096093
REQUEST	512		Welcome	1590184096093	1590184096098	OK	 
USER	AceptarAnuncioTestPositivo	497	START	1590184096113	1590184096113
REQUEST	497		Welcome	1590184096113	1590184096118	OK	 
REQUEST	242		WrongLogin	1590184096118	1590184096119	OK	 
REQUEST	227		RightLogin	1590184096138	1590184096140	OK	 
USER	AceptarAnuncioTestPositivo	513	START	1590184096158	1590184096158
USER	AceptarAnuncioTestNegativo	528	START	1590184096158	1590184096158
REQUEST	528		Welcome	1590184096159	1590184096171	OK	 
REQUEST	513		Welcome	1590184096159	1590184096171	OK	 
USER	AceptarAnuncioTestPositivo	514	START	1590184096218	1590184096218
USER	AceptarAnuncioTestNegativo	529	START	1590184096218	1590184096218
REQUEST	514		Welcome	1590184096219	1590184096227	OK	 
REQUEST	529		Welcome	1590184096219	1590184096227	OK	 
REQUEST	258		WrongLogin	1590184096247	1590184096248	OK	 
REQUEST	243		RightLogin	1590184096247	1590184096249	OK	 
REQUEST	244		RightLogin	1590184096267	1590184096269	OK	 
REQUEST	259		WrongLogin	1590184096267	1590184096270	OK	 
USER	AceptarAnuncioTestNegativo	530	START	1590184096288	1590184096288
USER	AceptarAnuncioTestPositivo	515	START	1590184096288	1590184096288
REQUEST	515		Welcome	1590184096290	1590184096300	OK	 
REQUEST	530		Welcome	1590184096289	1590184096300	OK	 
REQUEST	260		WrongLogin	1590184096311	1590184096313	OK	 
REQUEST	245		RightLogin	1590184096311	1590184096313	OK	 
USER	AceptarAnuncioTestNegativo	531	START	1590184096367	1590184096367
USER	AceptarAnuncioTestPositivo	516	START	1590184096367	1590184096367
REQUEST	531		Welcome	1590184096368	1590184096373	OK	 
REQUEST	516		Welcome	1590184096368	1590184096373	OK	 
REQUEST	246		RightLogin	1590184096383	1590184096384	OK	 
REQUEST	261		WrongLogin	1590184096383	1590184096385	OK	 
USER	AceptarAnuncioTestPositivo	517	START	1590184096419	1590184096419
USER	AceptarAnuncioTestNegativo	532	START	1590184096419	1590184096419
REQUEST	517		Welcome	1590184096419	1590184096423	OK	 
REQUEST	532		Welcome	1590184096419	1590184096423	OK	 
REQUEST	247		RightLogin	1590184096468	1590184096470	OK	 
REQUEST	262		WrongLogin	1590184096468	1590184096470	OK	 
USER	AceptarAnuncioTestPositivo	518	START	1590184096489	1590184096489
USER	AceptarAnuncioTestNegativo	533	START	1590184096489	1590184096489
REQUEST	518		Welcome	1590184096490	1590184096498	OK	 
REQUEST	533		Welcome	1590184096490	1590184096498	OK	 
REQUEST	248		RightLogin	1590184096518	1590184096520	OK	 
REQUEST	263		WrongLogin	1590184096518	1590184096521	OK	 
USER	AceptarAnuncioTestNegativo	534	START	1590184096558	1590184096558
USER	AceptarAnuncioTestPositivo	519	START	1590184096558	1590184096558
REQUEST	534		Welcome	1590184096559	1590184096568	OK	 
REQUEST	519		Welcome	1590184096559	1590184096568	OK	 
REQUEST	249		RightLogin	1590184096606	1590184096608	OK	 
REQUEST	264		WrongLogin	1590184096606	1590184096609	OK	 
USER	AceptarAnuncioTestNegativo	535	START	1590184096627	1590184096627
USER	AceptarAnuncioTestPositivo	520	START	1590184096627	1590184096627
REQUEST	535		Welcome	1590184096628	1590184096641	OK	 
REQUEST	520		Welcome	1590184096628	1590184096643	OK	 
REQUEST	265		WrongLogin	1590184096668	1590184096671	OK	 
REQUEST	250		RightLogin	1590184096668	1590184096670	OK	 
USER	AceptarAnuncioTestNegativo	536	START	1590184096691	1590184096691
USER	AceptarAnuncioTestPositivo	521	START	1590184096690	1590184096690
REQUEST	536		Welcome	1590184096691	1590184096698	OK	 
REQUEST	521		Welcome	1590184096691	1590184096698	OK	 
REQUEST	251		RightLogin	1590184096718	1590184096720	OK	 
REQUEST	266		WrongLogin	1590184096718	1590184096720	OK	 
USER	AceptarAnuncioTestPositivo	522	START	1590184096758	1590184096758
USER	AceptarAnuncioTestNegativo	537	START	1590184096758	1590184096758
REQUEST	522		Welcome	1590184096759	1590184096768	OK	 
REQUEST	537		Welcome	1590184096759	1590184096768	OK	 
USER	AceptarAnuncioTestNegativo	538	START	1590184096822	1590184096822
USER	AceptarAnuncioTestPositivo	523	START	1590184096822	1590184096822
REQUEST	523		Welcome	1590184096823	1590184096829	OK	 
REQUEST	538		Welcome	1590184096823	1590184096829	OK	 
REQUEST	268		WrongLogin	1590184096848	1590184096849	OK	 
REQUEST	267		WrongLogin	1590184096883	1590184096884	OK	 
USER	AceptarAnuncioTestPositivo	524	START	1590184096902	1590184096902
USER	AceptarAnuncioTestNegativo	539	START	1590184096903	1590184096903
REQUEST	254		RightLogin	1590184096903	1590184096906	OK	 
REQUEST	252		RightLogin	1590184096903	1590184096909	OK	 
REQUEST	524		Welcome	1590184096903	1590184096914	OK	 
REQUEST	539		Welcome	1590184096903	1590184096915	OK	 
REQUEST	269		WrongLogin	1590184096920	1590184096922	OK	 
REQUEST	253		RightLogin	1590184096942	1590184096944	OK	 
USER	AceptarAnuncioTestNegativo	540	START	1590184096972	1590184096972
USER	AceptarAnuncioTestPositivo	525	START	1590184096972	1590184096972
REQUEST	525		Welcome	1590184096974	1590184096987	OK	 
REQUEST	540		Welcome	1590184096973	1590184096987	OK	 
REQUEST	270		WrongLogin	1590184097013	1590184097014	OK	 
REQUEST	255		RightLogin	1590184097013	1590184097015	OK	 
USER	AceptarAnuncioTestPositivo	526	START	1590184097033	1590184097033
USER	AceptarAnuncioTestNegativo	541	START	1590184097033	1590184097033
REQUEST	541		Welcome	1590184097034	1590184097040	OK	 
REQUEST	526		Welcome	1590184097034	1590184097040	OK	 
REQUEST	256		RightLogin	1590184097060	1590184097061	OK	 
REQUEST	271		WrongLogin	1590184097060	1590184097061	OK	 
USER	AceptarAnuncioTestNegativo	542	START	1590184097096	1590184097096
USER	AceptarAnuncioTestPositivo	527	START	1590184097096	1590184097096
REQUEST	542		Welcome	1590184097097	1590184097111	OK	 
REQUEST	527		Welcome	1590184097097	1590184097111	OK	 
USER	AceptarAnuncioTestPositivo	543	START	1590184097134	1590184097134
REQUEST	257		RightLogin	1590184097134	1590184097136	OK	 
REQUEST	272		WrongLogin	1590184097135	1590184097136	OK	 
USER	AceptarAnuncioTestNegativo	558	START	1590184097138	1590184097138
REQUEST	543		Welcome	1590184097135	1590184097143	OK	 
REQUEST	558		Welcome	1590184097138	1590184097146	OK	 
REQUEST	273		RightLogin	1590184097184	1590184097184	OK	 
REQUEST	288		WrongLogin	1590184097184	1590184097185	OK	 
USER	AceptarAnuncioTestNegativo	559	START	1590184097202	1590184097202
USER	AceptarAnuncioTestPositivo	544	START	1590184097202	1590184097202
REQUEST	559		Welcome	1590184097203	1590184097207	OK	 
REQUEST	544		Welcome	1590184097203	1590184097207	OK	 
USER	AceptarAnuncioTestPositivo	545	START	1590184097268	1590184097268
USER	AceptarAnuncioTestNegativo	560	START	1590184097268	1590184097268
REQUEST	545		Welcome	1590184097269	1590184097278	OK	 
REQUEST	560		Welcome	1590184097269	1590184097278	OK	 
USER	AceptarAnuncioTestNegativo	561	START	1590184097331	1590184097331
USER	AceptarAnuncioTestPositivo	546	START	1590184097331	1590184097331
REQUEST	561		Welcome	1590184097332	1590184097341	OK	 
REQUEST	546		Welcome	1590184097332	1590184097341	OK	 
REQUEST	275		RightLogin	1590184097361	1590184097363	OK	 
REQUEST	289		WrongLogin	1590184097362	1590184097363	OK	 
REQUEST	274		RightLogin	1590184097361	1590184097364	OK	 
REQUEST	290		WrongLogin	1590184097361	1590184097366	OK	 
REQUEST	276		RightLogin	1590184097368	1590184097371	OK	 
REQUEST	291		WrongLogin	1590184097368	1590184097371	OK	 
USER	AceptarAnuncioTestNegativo	562	START	1590184097398	1590184097398
USER	AceptarAnuncioTestPositivo	547	START	1590184097398	1590184097398
REQUEST	562		Welcome	1590184097399	1590184097407	OK	 
REQUEST	547		Welcome	1590184097399	1590184097407	OK	 
REQUEST	292		WrongLogin	1590184097447	1590184097448	OK	 
REQUEST	277		RightLogin	1590184097447	1590184097449	OK	 
USER	AceptarAnuncioTestPositivo	548	START	1590184097491	1590184097491
USER	AceptarAnuncioTestNegativo	563	START	1590184097492	1590184097492
REQUEST	548		Welcome	1590184097492	1590184097497	OK	 
REQUEST	563		Welcome	1590184097493	1590184097498	OK	 
USER	AceptarAnuncioTestPositivo	549	START	1590184097535	1590184097535
USER	AceptarAnuncioTestNegativo	564	START	1590184097535	1590184097535
REQUEST	278		RightLogin	1590184097535	1590184097536	OK	 
REQUEST	293		WrongLogin	1590184097535	1590184097536	OK	 
REQUEST	549		Welcome	1590184097535	1590184097539	OK	 
REQUEST	564		Welcome	1590184097535	1590184097539	OK	 
USER	AceptarAnuncioTestPositivo	550	START	1590184097609	1590184097609
USER	AceptarAnuncioTestNegativo	565	START	1590184097609	1590184097609
REQUEST	279		RightLogin	1590184097610	1590184097612	OK	 
REQUEST	294		WrongLogin	1590184097610	1590184097613	OK	 
REQUEST	565		Welcome	1590184097610	1590184097619	OK	 
REQUEST	550		Welcome	1590184097610	1590184097619	OK	 
USER	AceptarAnuncioTestNegativo	566	START	1590184097673	1590184097673
USER	AceptarAnuncioTestPositivo	551	START	1590184097673	1590184097673
REQUEST	551		Welcome	1590184097673	1590184097680	OK	 
REQUEST	566		Welcome	1590184097673	1590184097680	OK	 
REQUEST	295		WrongLogin	1590184097699	1590184097700	OK	 
REQUEST	280		RightLogin	1590184097699	1590184097700	OK	 
REQUEST	281		RightLogin	1590184097718	1590184097719	OK	 
REQUEST	296		WrongLogin	1590184097718	1590184097719	OK	 
USER	AceptarAnuncioTestPositivo	552	START	1590184097737	1590184097737
USER	AceptarAnuncioTestNegativo	567	START	1590184097737	1590184097737
REQUEST	567		Welcome	1590184097738	1590184097742	OK	 
REQUEST	552		Welcome	1590184097738	1590184097742	OK	 
REQUEST	297		WrongLogin	1590184097796	1590184097798	OK	 
REQUEST	282		RightLogin	1590184097796	1590184097798	OK	 
USER	AceptarAnuncioTestPositivo	553	START	1590184097798	1590184097798
USER	AceptarAnuncioTestNegativo	568	START	1590184097799	1590184097799
REQUEST	568		Welcome	1590184097799	1590184097806	OK	 
REQUEST	553		Welcome	1590184097799	1590184097807	OK	 
USER	AceptarAnuncioTestPositivo	554	START	1590184097878	1590184097878
USER	AceptarAnuncioTestNegativo	569	START	1590184097878	1590184097878
REQUEST	298		WrongLogin	1590184097878	1590184097881	OK	 
REQUEST	283		RightLogin	1590184097878	1590184097882	OK	 
REQUEST	569		Welcome	1590184097879	1590184097888	OK	 
REQUEST	554		Welcome	1590184097879	1590184097888	OK	 
USER	AceptarAnuncioTestNegativo	570	START	1590184097928	1590184097928
USER	AceptarAnuncioTestPositivo	555	START	1590184097928	1590184097928
REQUEST	555		Welcome	1590184097928	1590184097932	OK	 
REQUEST	570		Welcome	1590184097928	1590184097932	OK	 
REQUEST	284		RightLogin	1590184097949	1590184097951	OK	 
REQUEST	299		WrongLogin	1590184097952	1590184097953	OK	 
REQUEST	300		WrongLogin	1590184097995	1590184097996	OK	 
REQUEST	285		RightLogin	1590184097995	1590184097997	OK	 
USER	AceptarAnuncioTestNegativo	571	START	1590184097998	1590184097998
USER	AceptarAnuncioTestPositivo	556	START	1590184097998	1590184097998
REQUEST	556		Welcome	1590184097998	1590184098004	OK	 
REQUEST	571		Welcome	1590184097998	1590184098005	OK	 
REQUEST	286		RightLogin	1590184098064	1590184098066	OK	 
REQUEST	301		WrongLogin	1590184098064	1590184098066	OK	 
USER	AceptarAnuncioTestPositivo	557	START	1590184098068	1590184098068
USER	AceptarAnuncioTestNegativo	572	START	1590184098068	1590184098068
REQUEST	557		Welcome	1590184098069	1590184098077	OK	 
REQUEST	572		Welcome	1590184098069	1590184098077	OK	 
REQUEST	302		WrongLogin	1590184098133	1590184098134	OK	 
USER	AceptarAnuncioTestPositivo	573	START	1590184098152	1590184098152
USER	AceptarAnuncioTestNegativo	588	START	1590184098152	1590184098152
REQUEST	287		RightLogin	1590184098152	1590184098154	OK	 
REQUEST	588		Welcome	1590184098152	1590184098158	OK	 
REQUEST	573		Welcome	1590184098152	1590184098158	OK	 
REQUEST	303		RightLogin	1590184098180	1590184098181	OK	 
REQUEST	318		WrongLogin	1590184098180	1590184098181	OK	 
USER	AceptarAnuncioTestPositivo	574	START	1590184098218	1590184098218
USER	AceptarAnuncioTestNegativo	589	START	1590184098218	1590184098218
REQUEST	589		Welcome	1590184098218	1590184098222	OK	 
REQUEST	574		Welcome	1590184098218	1590184098222	OK	 
REQUEST	304		RightLogin	1590184098260	1590184098261	OK	 
REQUEST	319		WrongLogin	1590184098260	1590184098261	OK	 
USER	AceptarAnuncioTestPositivo	575	START	1590184098294	1590184098294
USER	AceptarAnuncioTestNegativo	590	START	1590184098294	1590184098294
REQUEST	575		Welcome	1590184098294	1590184098298	OK	 
REQUEST	590		Welcome	1590184098294	1590184098298	OK	 
REQUEST	305		RightLogin	1590184098318	1590184098320	OK	 
REQUEST	320		WrongLogin	1590184098318	1590184098320	OK	 
USER	AceptarAnuncioTestPositivo	576	START	1590184098354	1590184098354
USER	AceptarAnuncioTestNegativo	591	START	1590184098354	1590184098354
REQUEST	591		Welcome	1590184098355	1590184098364	OK	 
REQUEST	576		Welcome	1590184098355	1590184098364	OK	 
REQUEST	306		RightLogin	1590184098388	1590184098390	OK	 
REQUEST	321		WrongLogin	1590184098388	1590184098391	OK	 
USER	AceptarAnuncioTestNegativo	592	START	1590184098427	1590184098427
USER	AceptarAnuncioTestPositivo	577	START	1590184098427	1590184098427
REQUEST	592		Welcome	1590184098428	1590184098435	OK	 
REQUEST	577		Welcome	1590184098428	1590184098436	OK	 
REQUEST	307		RightLogin	1590184098480	1590184098482	OK	 
REQUEST	322		WrongLogin	1590184098480	1590184098482	OK	 
USER	AceptarAnuncioTestPositivo	578	START	1590184098500	1590184098500
USER	AceptarAnuncioTestNegativo	593	START	1590184098501	1590184098501
REQUEST	578		Welcome	1590184098501	1590184098507	OK	 
REQUEST	593		Welcome	1590184098502	1590184098508	OK	 
REQUEST	308		RightLogin	1590184098522	1590184098524	OK	 
REQUEST	323		WrongLogin	1590184098522	1590184098525	OK	 
USER	AceptarAnuncioTestNegativo	594	START	1590184098567	1590184098567
USER	AceptarAnuncioTestPositivo	579	START	1590184098567	1590184098567
REQUEST	594		Welcome	1590184098567	1590184098572	OK	 
REQUEST	579		Welcome	1590184098567	1590184098572	OK	 
REQUEST	309		RightLogin	1590184098607	1590184098608	OK	 
USER	AceptarAnuncioTestPositivo	580	START	1590184098626	1590184098626
USER	AceptarAnuncioTestNegativo	595	START	1590184098627	1590184098627
REQUEST	324		WrongLogin	1590184098627	1590184098630	OK	 
REQUEST	580		Welcome	1590184098627	1590184098637	OK	 
REQUEST	595		Welcome	1590184098627	1590184098637	OK	 
REQUEST	310		RightLogin	1590184098658	1590184098660	OK	 
REQUEST	325		WrongLogin	1590184098658	1590184098660	OK	 
USER	AceptarAnuncioTestPositivo	581	START	1590184098695	1590184098695
USER	AceptarAnuncioTestNegativo	596	START	1590184098695	1590184098695
REQUEST	581		Welcome	1590184098696	1590184098702	OK	 
REQUEST	596		Welcome	1590184098698	1590184098703	OK	 
REQUEST	326		WrongLogin	1590184098733	1590184098734	OK	 
REQUEST	311		RightLogin	1590184098733	1590184098734	OK	 
USER	AceptarAnuncioTestPositivo	582	START	1590184098752	1590184098752
USER	AceptarAnuncioTestNegativo	597	START	1590184098752	1590184098752
REQUEST	597		Welcome	1590184098752	1590184098756	OK	 
REQUEST	582		Welcome	1590184098752	1590184098756	OK	 
REQUEST	327		WrongLogin	1590184098809	1590184098811	OK	 
REQUEST	312		RightLogin	1590184098809	1590184098812	OK	 
USER	AceptarAnuncioTestPositivo	583	START	1590184098831	1590184098831
USER	AceptarAnuncioTestNegativo	598	START	1590184098831	1590184098831
REQUEST	583		Welcome	1590184098832	1590184098840	OK	 
REQUEST	598		Welcome	1590184098832	1590184098840	OK	 
REQUEST	328		WrongLogin	1590184098878	1590184098880	OK	 
REQUEST	313		RightLogin	1590184098878	1590184098882	OK	 
USER	AceptarAnuncioTestPositivo	584	START	1590184098888	1590184098888
USER	AceptarAnuncioTestNegativo	599	START	1590184098888	1590184098888
REQUEST	599		Welcome	1590184098889	1590184098897	OK	 
REQUEST	584		Welcome	1590184098889	1590184098897	OK	 
REQUEST	329		WrongLogin	1590184098932	1590184098934	OK	 
REQUEST	314		RightLogin	1590184098932	1590184098935	OK	 
USER	AceptarAnuncioTestPositivo	585	START	1590184098955	1590184098955
USER	AceptarAnuncioTestNegativo	600	START	1590184098959	1590184098959
REQUEST	585		Welcome	1590184098955	1590184098966	OK	 
REQUEST	600		Welcome	1590184098959	1590184098970	OK	 
REQUEST	315		RightLogin	1590184098985	1590184098986	OK	 
REQUEST	330		WrongLogin	1590184098985	1590184098987	OK	 
USER	AceptarAnuncioTestPositivo	586	START	1590184099028	1590184099028
USER	AceptarAnuncioTestNegativo	601	START	1590184099028	1590184099028
REQUEST	601		Welcome	1590184099028	1590184099033	OK	 
REQUEST	586		Welcome	1590184099028	1590184099033	OK	 
REQUEST	316		RightLogin	1590184099048	1590184099049	OK	 
REQUEST	331		WrongLogin	1590184099048	1590184099049	OK	 
USER	AceptarAnuncioTestNegativo	602	START	1590184099095	1590184099095
USER	AceptarAnuncioTestPositivo	587	START	1590184099095	1590184099095
REQUEST	602		Welcome	1590184099096	1590184099104	OK	 
REQUEST	587		Welcome	1590184099096	1590184099104	OK	 
REQUEST	317		RightLogin	1590184099123	1590184099125	OK	 
REQUEST	332		WrongLogin	1590184099123	1590184099126	OK	 
USER	AceptarAnuncioTestPositivo	603	START	1590184099144	1590184099144
USER	AceptarAnuncioTestNegativo	618	START	1590184099144	1590184099144
REQUEST	618		Welcome	1590184099144	1590184099151	OK	 
REQUEST	603		Welcome	1590184099144	1590184099152	OK	 
USER	AceptarAnuncioTestPositivo	604	START	1590184099209	1590184099209
USER	AceptarAnuncioTestNegativo	619	START	1590184099209	1590184099209
REQUEST	333		RightLogin	1590184099209	1590184099212	OK	 
REQUEST	604		Welcome	1590184099210	1590184099217	OK	 
REQUEST	619		Welcome	1590184099210	1590184099218	OK	 
REQUEST	348		WrongLogin	1590184099238	1590184099239	OK	 
REQUEST	349		WrongLogin	1590184099258	1590184099260	OK	 
REQUEST	334		RightLogin	1590184099258	1590184099261	OK	 
USER	AceptarAnuncioTestNegativo	620	START	1590184099279	1590184099279
USER	AceptarAnuncioTestPositivo	605	START	1590184099279	1590184099279
REQUEST	605		Welcome	1590184099279	1590184099290	OK	 
REQUEST	620		Welcome	1590184099279	1590184099290	OK	 
REQUEST	335		RightLogin	1590184099302	1590184099304	OK	 
REQUEST	350		WrongLogin	1590184099318	1590184099319	OK	 
USER	AceptarAnuncioTestPositivo	606	START	1590184099341	1590184099341
USER	AceptarAnuncioTestNegativo	621	START	1590184099341	1590184099341
REQUEST	621		Welcome	1590184099342	1590184099345	OK	 
REQUEST	606		Welcome	1590184099342	1590184099345	OK	 
REQUEST	336		RightLogin	1590184099383	1590184099385	OK	 
REQUEST	351		WrongLogin	1590184099388	1590184099389	OK	 
USER	AceptarAnuncioTestPositivo	607	START	1590184099408	1590184099408
USER	AceptarAnuncioTestNegativo	622	START	1590184099408	1590184099408
REQUEST	607		Welcome	1590184099408	1590184099418	OK	 
REQUEST	622		Welcome	1590184099408	1590184099418	OK	 
USER	AceptarAnuncioTestPositivo	608	START	1590184099470	1590184099470
USER	AceptarAnuncioTestNegativo	623	START	1590184099472	1590184099472
REQUEST	337		RightLogin	1590184099470	1590184099474	OK	 
REQUEST	352		WrongLogin	1590184099470	1590184099477	OK	 
REQUEST	623		Welcome	1590184099473	1590184099482	OK	 
REQUEST	608		Welcome	1590184099471	1590184099482	OK	 
REQUEST	353		WrongLogin	1590184099518	1590184099520	OK	 
REQUEST	338		RightLogin	1590184099518	1590184099520	OK	 
USER	AceptarAnuncioTestPositivo	609	START	1590184099545	1590184099545
USER	AceptarAnuncioTestNegativo	624	START	1590184099545	1590184099545
REQUEST	624		Welcome	1590184099545	1590184099551	OK	 
REQUEST	609		Welcome	1590184099545	1590184099551	OK	 
