ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	DashboardTest	dashboardtest	1590851688957	 	3.3.1
REQUEST	2272		dashboard2	1590851755354	1590851755357	OK	 
REQUEST	2272		dashboard2 Redirect 1	1590851755357	1590851755359	OK	 
USER	VerDashboardNegativo	2272	END	1590851746334	1590851755359
REQUEST	2612		Home	1590851755354	1590851755362	OK	 
REQUEST	2632		Home	1590851755354	1590851755363	OK	 
REQUEST	1012		dashboard	1590851755378	1590851755381	OK	 
USER	VerDashboardPositivo	772	END	1590851709350	1590851755382
REQUEST	1012		dashboard Redirect 1	1590851755381	1590851755384	OK	 
REQUEST	1612		Logged	1590851755382	1590851755392	OK	 
REQUEST	1612		Logged Redirect 1	1590851755392	1590851755393	OK	 
USER	VerDashboardNegativo	2633	START	1590851755404	1590851755404
USER	VerDashboardPositivo	2613	START	1590851755404	1590851755404
REQUEST	2253		Login	1590851755404	1590851755405	OK	 
REQUEST	2273		dashboard2	1590851755404	1590851755407	OK	 
REQUEST	2273		dashboard2 Redirect 1	1590851755407	1590851755409	OK	 
USER	VerDashboardNegativo	2273	END	1590851746382	1590851755410
REQUEST	2613		Home	1590851755404	1590851755413	OK	 
REQUEST	2633		Home	1590851755404	1590851755413	OK	 
REQUEST	1013		dashboard	1590851755420	1590851755422	OK	 
REQUEST	1013		dashboard Redirect 1	1590851755422	1590851755423	OK	 
USER	VerDashboardPositivo	773	END	1590851709402	1590851755430
REQUEST	1613		Logged	1590851755430	1590851755432	OK	 
REQUEST	1613		Logged Redirect 1	1590851755432	1590851755433	OK	 
USER	VerDashboardPositivo	2614	START	1590851755452	1590851755452
USER	VerDashboardNegativo	2634	START	1590851755453	1590851755453
REQUEST	2254		Login	1590851755453	1590851755455	OK	 
REQUEST	2274		dashboard2	1590851755453	1590851755456	OK	 
REQUEST	2274		dashboard2 Redirect 1	1590851755456	1590851755457	OK	 
USER	VerDashboardNegativo	2274	END	1590851746430	1590851755458
REQUEST	2614		Home	1590851755453	1590851755460	OK	 
REQUEST	2634		Home	1590851755453	1590851755460	OK	 
REQUEST	1014		dashboard	1590851755474	1590851755476	OK	 
REQUEST	1014		dashboard Redirect 1	1590851755476	1590851755477	OK	 
USER	VerDashboardPositivo	774	END	1590851709450	1590851755486
REQUEST	1614		Logged	1590851755486	1590851755488	OK	 
REQUEST	1614		Logged Redirect 1	1590851755489	1590851755489	OK	 
USER	VerDashboardPositivo	2615	START	1590851755500	1590851755500
USER	VerDashboardNegativo	2635	START	1590851755500	1590851755500
REQUEST	2275		dashboard2	1590851755500	1590851755501	OK	 
REQUEST	2255		Login	1590851755500	1590851755502	OK	 
REQUEST	2275		dashboard2 Redirect 1	1590851755502	1590851755503	OK	 
USER	VerDashboardNegativo	2275	END	1590851746484	1590851755503
REQUEST	2615		Home	1590851755500	1590851755508	OK	 
REQUEST	2635		Home	1590851755500	1590851755508	OK	 
USER	VerDashboardPositivo	775	END	1590851709503	1590851755522
REQUEST	1015		dashboard	1590851755522	1590851755523	OK	 
REQUEST	1015		dashboard Redirect 1	1590851755523	1590851755524	OK	 
REQUEST	1615		Logged	1590851755533	1590851755534	OK	 
REQUEST	1615		Logged Redirect 1	1590851755534	1590851755535	OK	 
USER	VerDashboardPositivo	2616	START	1590851755555	1590851755555
USER	VerDashboardNegativo	2636	START	1590851755555	1590851755555
REQUEST	2256		Login	1590851755555	1590851755556	OK	 
REQUEST	2276		dashboard2	1590851755555	1590851755556	OK	 
REQUEST	2276		dashboard2 Redirect 1	1590851755556	1590851755557	OK	 
USER	VerDashboardNegativo	2276	END	1590851746534	1590851755557
REQUEST	2616		Home	1590851755555	1590851755560	OK	 
REQUEST	2636		Home	1590851755555	1590851755560	OK	 
REQUEST	1016		dashboard	1590851755570	1590851755571	OK	 
REQUEST	1016		dashboard Redirect 1	1590851755571	1590851755572	OK	 
USER	VerDashboardPositivo	776	END	1590851709554	1590851755581
REQUEST	1616		Logged	1590851755581	1590851755582	OK	 
REQUEST	1616		Logged Redirect 1	1590851755582	1590851755583	OK	 
USER	VerDashboardNegativo	2637	START	1590851755603	1590851755603
USER	VerDashboardPositivo	2617	START	1590851755603	1590851755603
REQUEST	2257		Login	1590851755603	1590851755604	OK	 
REQUEST	2277		dashboard2	1590851755603	1590851755604	OK	 
REQUEST	2277		dashboard2 Redirect 1	1590851755604	1590851755605	OK	 
USER	VerDashboardNegativo	2277	END	1590851746580	1590851755605
REQUEST	2637		Home	1590851755603	1590851755607	OK	 
REQUEST	2617		Home	1590851755603	1590851755607	OK	 
REQUEST	1017		dashboard	1590851755625	1590851755626	OK	 
REQUEST	1017		dashboard Redirect 1	1590851755626	1590851755626	OK	 
USER	VerDashboardPositivo	777	END	1590851709601	1590851755630
REQUEST	1617		Logged	1590851755630	1590851755631	OK	 
REQUEST	1617		Logged Redirect 1	1590851755631	1590851755632	OK	 
USER	VerDashboardPositivo	2618	START	1590851755654	1590851755654
USER	VerDashboardNegativo	2638	START	1590851755654	1590851755654
REQUEST	2258		Login	1590851755654	1590851755655	OK	 
REQUEST	2278		dashboard2	1590851755654	1590851755655	OK	 
REQUEST	2278		dashboard2 Redirect 1	1590851755655	1590851755656	OK	 
USER	VerDashboardNegativo	2278	END	1590851746634	1590851755656
REQUEST	2618		Home	1590851755654	1590851755658	OK	 
REQUEST	2638		Home	1590851755654	1590851755658	OK	 
REQUEST	1018		dashboard	1590851755665	1590851755665	OK	 
REQUEST	1018		dashboard Redirect 1	1590851755665	1590851755666	OK	 
USER	VerDashboardPositivo	778	END	1590851709652	1590851755680
REQUEST	1618		Logged	1590851755680	1590851755681	OK	 
REQUEST	1618		Logged Redirect 1	1590851755681	1590851755681	OK	 
USER	VerDashboardPositivo	2619	START	1590851755701	1590851755701
USER	VerDashboardNegativo	2639	START	1590851755701	1590851755701
REQUEST	2279		dashboard2	1590851755701	1590851755702	OK	 
REQUEST	2259		Login	1590851755701	1590851755703	OK	 
REQUEST	2279		dashboard2 Redirect 1	1590851755703	1590851755704	OK	 
USER	VerDashboardNegativo	2279	END	1590851746681	1590851755704
REQUEST	2639		Home	1590851755701	1590851755706	OK	 
REQUEST	2619		Home	1590851755701	1590851755706	OK	 
REQUEST	1019		dashboard	1590851755723	1590851755723	OK	 
REQUEST	1019		dashboard Redirect 1	1590851755724	1590851755724	OK	 
USER	VerDashboardPositivo	779	END	1590851709704	1590851755734
REQUEST	1619		Logged	1590851755734	1590851755735	OK	 
REQUEST	1619		Logged Redirect 1	1590851755735	1590851755736	OK	 
USER	VerDashboardPositivo	2620	START	1590851755754	1590851755754
USER	VerDashboardNegativo	2640	START	1590851755754	1590851755754
REQUEST	2280		dashboard2	1590851755755	1590851755756	OK	 
REQUEST	2260		Login	1590851755755	1590851755756	OK	 
REQUEST	2280		dashboard2 Redirect 1	1590851755756	1590851755757	OK	 
USER	VerDashboardNegativo	2280	END	1590851746734	1590851755757
REQUEST	2620		Home	1590851755755	1590851755758	OK	 
REQUEST	2640		Home	1590851755755	1590851755758	OK	 
REQUEST	1020		dashboard	1590851755770	1590851755771	OK	 
REQUEST	1620		Logged	1590851755770	1590851755771	OK	 
REQUEST	1020		dashboard Redirect 1	1590851755771	1590851755771	OK	 
REQUEST	1620		Logged Redirect 1	1590851755771	1590851755771	OK	 
USER	VerDashboardPositivo	780	END	1590851709751	1590851755780
USER	VerDashboardNegativo	2641	START	1590851755802	1590851755802
USER	VerDashboardPositivo	2621	START	1590851755802	1590851755802
REQUEST	2261		Login	1590851755802	1590851755803	OK	 
REQUEST	2281		dashboard2	1590851755802	1590851755804	OK	 
REQUEST	2281		dashboard2 Redirect 1	1590851755804	1590851755804	OK	 
USER	VerDashboardNegativo	2281	END	1590851746781	1590851755805
REQUEST	2621		Home	1590851755803	1590851755806	OK	 
REQUEST	2641		Home	1590851755803	1590851755806	OK	 
REQUEST	1021		dashboard	1590851755813	1590851755814	OK	 
REQUEST	1021		dashboard Redirect 1	1590851755814	1590851755814	OK	 
USER	VerDashboardPositivo	781	END	1590851709804	1590851755835
REQUEST	1621		Logged	1590851755835	1590851755836	OK	 
REQUEST	1621		Logged Redirect 1	1590851755836	1590851755837	OK	 
USER	VerDashboardNegativo	2642	START	1590851755850	1590851755850
USER	VerDashboardPositivo	2622	START	1590851755850	1590851755850
REQUEST	2262		Login	1590851755850	1590851755851	OK	 
REQUEST	2282		dashboard2	1590851755850	1590851755852	OK	 
REQUEST	2282		dashboard2 Redirect 1	1590851755852	1590851755852	OK	 
USER	VerDashboardNegativo	2282	END	1590851746834	1590851755853
REQUEST	2642		Home	1590851755850	1590851755854	OK	 
REQUEST	2622		Home	1590851755850	1590851755854	OK	 
USER	VerDashboardPositivo	782	END	1590851709850	1590851755871
REQUEST	1022		dashboard	1590851755871	1590851755872	OK	 
REQUEST	1022		dashboard Redirect 1	1590851755872	1590851755873	OK	 
REQUEST	1622		Logged	1590851755882	1590851755883	OK	 
REQUEST	1622		Logged Redirect 1	1590851755883	1590851755884	OK	 
USER	VerDashboardNegativo	2663	START	1590851755904	1590851755904
USER	VerDashboardPositivo	2643	START	1590851755904	1590851755904
REQUEST	2663		Home	1590851755904	1590851755907	OK	 
REQUEST	2643		Home	1590851755904	1590851755907	OK	 
REQUEST	2283		Login	1590851755915	1590851755916	OK	 
REQUEST	2303		dashboard2	1590851755915	1590851755916	OK	 
REQUEST	2303		dashboard2 Redirect 1	1590851755916	1590851755917	OK	 
USER	VerDashboardNegativo	2303	END	1590851746893	1590851755917
USER	VerDashboardPositivo	803	END	1590851709892	1590851755920
REQUEST	1043		dashboard	1590851755920	1590851755921	OK	 
REQUEST	1643		Logged	1590851755920	1590851755921	OK	 
REQUEST	1043		dashboard Redirect 1	1590851755921	1590851755921	OK	 
REQUEST	1643		Logged Redirect 1	1590851755921	1590851755921	OK	 
USER	VerDashboardNegativo	2664	START	1590851755952	1590851755952
USER	VerDashboardPositivo	2644	START	1590851755952	1590851755952
REQUEST	2664		Home	1590851755952	1590851755955	OK	 
REQUEST	2644		Home	1590851755952	1590851755955	OK	 
REQUEST	2284		Login	1590851755963	1590851755964	OK	 
REQUEST	2304		dashboard2	1590851755963	1590851755964	OK	 
REQUEST	2304		dashboard2 Redirect 1	1590851755964	1590851755964	OK	 
USER	VerDashboardNegativo	2304	END	1590851746940	1590851755965
USER	VerDashboardPositivo	804	END	1590851709944	1590851755973
REQUEST	1644		Logged	1590851755973	1590851755974	OK	 
REQUEST	1644		Logged Redirect 1	1590851755974	1590851755974	OK	 
REQUEST	1044		dashboard	1590851755984	1590851755985	OK	 
REQUEST	1044		dashboard Redirect 1	1590851755985	1590851755985	OK	 
USER	VerDashboardPositivo	2645	START	1590851756000	1590851756000
USER	VerDashboardNegativo	2665	START	1590851756000	1590851756000
REQUEST	2665		Home	1590851756000	1590851756003	OK	 
REQUEST	2645		Home	1590851756000	1590851756003	OK	 
REQUEST	2285		Login	1590851756010	1590851756010	OK	 
REQUEST	2305		dashboard2	1590851756010	1590851756011	OK	 
REQUEST	2305		dashboard2 Redirect 1	1590851756011	1590851756011	OK	 
USER	VerDashboardNegativo	2305	END	1590851746992	1590851756011
USER	VerDashboardPositivo	805	END	1590851709990	1590851756020
REQUEST	1645		Logged	1590851756020	1590851756021	OK	 
REQUEST	1645		Logged Redirect 1	1590851756021	1590851756022	OK	 
REQUEST	1045		dashboard	1590851756031	1590851756031	OK	 
REQUEST	1045		dashboard Redirect 1	1590851756031	1590851756032	OK	 
USER	VerDashboardPositivo	2646	START	1590851756053	1590851756053
USER	VerDashboardNegativo	2666	START	1590851756053	1590851756053
REQUEST	2666		Home	1590851756053	1590851756055	OK	 
REQUEST	2646		Home	1590851756053	1590851756055	OK	 
USER	VerDashboardPositivo	806	END	1590851710043	1590851756063
REQUEST	2286		Login	1590851756063	1590851756063	OK	 
REQUEST	2306		dashboard2	1590851756063	1590851756064	OK	 
REQUEST	2306		dashboard2 Redirect 1	1590851756064	1590851756064	OK	 
USER	VerDashboardNegativo	2306	END	1590851747044	1590851756064
REQUEST	1646		Logged	1590851756074	1590851756074	OK	 
REQUEST	1646		Logged Redirect 1	1590851756075	1590851756075	OK	 
REQUEST	1046		dashboard	1590851756085	1590851756085	OK	 
REQUEST	1046		dashboard Redirect 1	1590851756085	1590851756086	OK	 
USER	VerDashboardPositivo	2647	START	1590851756100	1590851756100
USER	VerDashboardNegativo	2667	START	1590851756100	1590851756100
REQUEST	2287		Login	1590851756100	1590851756101	OK	 
REQUEST	2307		dashboard2	1590851756100	1590851756101	OK	 
REQUEST	2307		dashboard2 Redirect 1	1590851756101	1590851756101	OK	 
USER	VerDashboardNegativo	2307	END	1590851747090	1590851756102
REQUEST	2647		Home	1590851756100	1590851756103	OK	 
REQUEST	2667		Home	1590851756100	1590851756103	OK	 
USER	VerDashboardPositivo	807	END	1590851710090	1590851756122
REQUEST	1647		Logged	1590851756122	1590851756122	OK	 
REQUEST	1647		Logged Redirect 1	1590851756122	1590851756123	OK	 
REQUEST	1047		dashboard	1590851756133	1590851756133	OK	 
REQUEST	1047		dashboard Redirect 1	1590851756133	1590851756134	OK	 
USER	VerDashboardNegativo	2668	START	1590851756154	1590851756154
USER	VerDashboardPositivo	2648	START	1590851756154	1590851756154
REQUEST	2648		Home	1590851756154	1590851756157	OK	 
REQUEST	2668		Home	1590851756154	1590851756157	OK	 
REQUEST	2288		Login	1590851756164	1590851756164	OK	 
REQUEST	1648		Logged	1590851756164	1590851756165	OK	 
REQUEST	2308		dashboard2	1590851756164	1590851756165	OK	 
REQUEST	1648		Logged Redirect 1	1590851756165	1590851756165	OK	 
REQUEST	2308		dashboard2 Redirect 1	1590851756165	1590851756165	OK	 
USER	VerDashboardNegativo	2308	END	1590851747143	1590851756165
USER	VerDashboardPositivo	808	END	1590851710142	1590851756175
REQUEST	1048		dashboard	1590851756175	1590851756175	OK	 
REQUEST	1048		dashboard Redirect 1	1590851756176	1590851756176	OK	 
USER	VerDashboardNegativo	2669	START	1590851756200	1590851756200
USER	VerDashboardPositivo	2649	START	1590851756200	1590851756200
REQUEST	2669		Home	1590851756200	1590851756203	OK	 
REQUEST	2649		Home	1590851756200	1590851756204	OK	 
REQUEST	2289		Login	1590851756210	1590851756211	OK	 
REQUEST	2309		dashboard2	1590851756210	1590851756211	OK	 
REQUEST	1649		Logged	1590851756210	1590851756212	OK	 
REQUEST	1649		Logged Redirect 1	1590851756212	1590851756212	OK	 
REQUEST	2309		dashboard2 Redirect 1	1590851756211	1590851756212	OK	 
USER	VerDashboardNegativo	2309	END	1590851747191	1590851756212
USER	VerDashboardPositivo	809	END	1590851710195	1590851756220
REQUEST	1049		dashboard	1590851756231	1590851756232	OK	 
REQUEST	1049		dashboard Redirect 1	1590851756233	1590851756233	OK	 
USER	VerDashboardNegativo	2670	START	1590851756253	1590851756253
USER	VerDashboardPositivo	2650	START	1590851756253	1590851756253
REQUEST	2670		Home	1590851756254	1590851756260	OK	 
REQUEST	2650		Home	1590851756254	1590851756260	OK	 
REQUEST	2290		Login	1590851756264	1590851756265	OK	 
REQUEST	2310		dashboard2	1590851756264	1590851756266	OK	 
REQUEST	2310		dashboard2 Redirect 1	1590851756266	1590851756267	OK	 
USER	VerDashboardNegativo	2310	END	1590851747244	1590851756267
USER	VerDashboardPositivo	810	END	1590851710240	1590851756275
REQUEST	1650		Logged	1590851756275	1590851756277	OK	 
REQUEST	1650		Logged Redirect 1	1590851756277	1590851756278	OK	 
REQUEST	1050		dashboard	1590851756280	1590851756281	OK	 
REQUEST	1050		dashboard Redirect 1	1590851756281	1590851756281	OK	 
USER	VerDashboardPositivo	2651	START	1590851756302	1590851756302
USER	VerDashboardNegativo	2671	START	1590851756302	1590851756302
REQUEST	2291		Login	1590851756302	1590851756305	OK	 
REQUEST	2311		dashboard2	1590851756301	1590851756305	OK	 
REQUEST	2311		dashboard2 Redirect 1	1590851756305	1590851756308	OK	 
REQUEST	2651		Home	1590851756303	1590851756309	OK	 
USER	VerDashboardNegativo	2311	END	1590851747290	1590851756309
REQUEST	2671		Home	1590851756303	1590851756312	OK	 
USER	VerDashboardPositivo	811	END	1590851710291	1590851756326
REQUEST	1051		dashboard	1590851756325	1590851756327	OK	 
REQUEST	1651		Logged	1590851756325	1590851756327	OK	 
REQUEST	1051		dashboard Redirect 1	1590851756327	1590851756328	OK	 
REQUEST	1651		Logged Redirect 1	1590851756327	1590851756328	OK	 
USER	VerDashboardNegativo	2672	START	1590851756351	1590851756351
USER	VerDashboardPositivo	2652	START	1590851756351	1590851756351
REQUEST	2672		Home	1590851756351	1590851756357	OK	 
REQUEST	2652		Home	1590851756351	1590851756357	OK	 
REQUEST	2292		Login	1590851756362	1590851756363	OK	 
REQUEST	1652		Logged	1590851756362	1590851756363	OK	 
REQUEST	2312		dashboard2	1590851756362	1590851756363	OK	 
REQUEST	1652		Logged Redirect 1	1590851756363	1590851756364	OK	 
REQUEST	2312		dashboard2 Redirect 1	1590851756363	1590851756364	OK	 
USER	VerDashboardNegativo	2312	END	1590851747342	1590851756364
USER	VerDashboardPositivo	812	END	1590851710343	1590851756373
REQUEST	1052		dashboard	1590851756384	1590851756386	OK	 
REQUEST	1052		dashboard Redirect 1	1590851756386	1590851756387	OK	 
USER	VerDashboardPositivo	2653	START	1590851756400	1590851756400
USER	VerDashboardNegativo	2673	START	1590851756400	1590851756400
REQUEST	2673		Home	1590851756400	1590851756405	OK	 
REQUEST	2653		Home	1590851756400	1590851756405	OK	 
REQUEST	2293		Login	1590851756410	1590851756411	OK	 
REQUEST	2313		dashboard2	1590851756410	1590851756411	OK	 
REQUEST	2313		dashboard2 Redirect 1	1590851756411	1590851756412	OK	 
USER	VerDashboardNegativo	2313	END	1590851747394	1590851756413
USER	VerDashboardPositivo	813	END	1590851710394	1590851756421
REQUEST	1653		Logged	1590851756421	1590851756422	OK	 
REQUEST	1653		Logged Redirect 1	1590851756422	1590851756423	OK	 
REQUEST	1053		dashboard	1590851756432	1590851756433	OK	 
REQUEST	1053		dashboard Redirect 1	1590851756433	1590851756434	OK	 
USER	VerDashboardPositivo	2654	START	1590851756454	1590851756454
USER	VerDashboardNegativo	2674	START	1590851756454	1590851756454
REQUEST	2654		Home	1590851756454	1590851756458	OK	 
REQUEST	2674		Home	1590851756454	1590851756458	OK	 
REQUEST	2314		dashboard2	1590851756465	1590851756466	OK	 
REQUEST	2294		Login	1590851756465	1590851756466	OK	 
REQUEST	2314		dashboard2 Redirect 1	1590851756466	1590851756467	OK	 
USER	VerDashboardNegativo	2314	END	1590851747440	1590851756467
USER	VerDashboardPositivo	814	END	1590851710440	1590851756470
REQUEST	1654		Logged	1590851756470	1590851756471	OK	 
REQUEST	1654		Logged Redirect 1	1590851756471	1590851756472	OK	 
REQUEST	1054		dashboard	1590851756481	1590851756482	OK	 
REQUEST	1054		dashboard Redirect 1	1590851756482	1590851756482	OK	 
USER	VerDashboardNegativo	2675	START	1590851756503	1590851756503
USER	VerDashboardPositivo	2655	START	1590851756503	1590851756503
REQUEST	2675		Home	1590851756503	1590851756507	OK	 
REQUEST	2655		Home	1590851756503	1590851756507	OK	 
REQUEST	2295		Login	1590851756514	1590851756514	OK	 
REQUEST	1655		Logged	1590851756514	1590851756515	OK	 
REQUEST	2315		dashboard2	1590851756514	1590851756515	OK	 
REQUEST	2315		dashboard2 Redirect 1	1590851756515	1590851756515	OK	 
REQUEST	1655		Logged Redirect 1	1590851756515	1590851756515	OK	 
USER	VerDashboardNegativo	2315	END	1590851747493	1590851756516
USER	VerDashboardPositivo	815	END	1590851710492	1590851756525
REQUEST	1055		dashboard	1590851756536	1590851756536	OK	 
REQUEST	1055		dashboard Redirect 1	1590851756536	1590851756537	OK	 
USER	VerDashboardPositivo	2656	START	1590851756551	1590851756551
USER	VerDashboardNegativo	2676	START	1590851756551	1590851756551
REQUEST	2296		Login	1590851756551	1590851756552	OK	 
REQUEST	2316		dashboard2	1590851756551	1590851756553	OK	 
REQUEST	2316		dashboard2 Redirect 1	1590851756553	1590851756554	OK	 
USER	VerDashboardNegativo	2316	END	1590851747540	1590851756554
REQUEST	2656		Home	1590851756551	1590851756555	OK	 
REQUEST	2676		Home	1590851756551	1590851756555	OK	 
REQUEST	1656		Logged	1590851756562	1590851756562	OK	 
REQUEST	1656		Logged Redirect 1	1590851756563	1590851756563	OK	 
USER	VerDashboardPositivo	816	END	1590851710543	1590851756573
REQUEST	1056		dashboard	1590851756573	1590851756573	OK	 
REQUEST	1056		dashboard Redirect 1	1590851756573	1590851756574	OK	 
USER	VerDashboardNegativo	2677	START	1590851756604	1590851756604
USER	VerDashboardPositivo	2657	START	1590851756604	1590851756604
REQUEST	2677		Home	1590851756604	1590851756607	OK	 
REQUEST	2657		Home	1590851756604	1590851756607	OK	 
REQUEST	2297		Login	1590851756615	1590851756615	OK	 
REQUEST	2317		dashboard2	1590851756615	1590851756616	OK	 
REQUEST	1657		Logged	1590851756615	1590851756616	OK	 
REQUEST	1657		Logged Redirect 1	1590851756616	1590851756617	OK	 
REQUEST	2317		dashboard2 Redirect 1	1590851756616	1590851756617	OK	 
USER	VerDashboardNegativo	2317	END	1590851747591	1590851756617
USER	VerDashboardPositivo	817	END	1590851710595	1590851756620
REQUEST	1057		dashboard	1590851756631	1590851756632	OK	 
REQUEST	1057		dashboard Redirect 1	1590851756632	1590851756632	OK	 
USER	VerDashboardNegativo	2678	START	1590851756653	1590851756653
USER	VerDashboardPositivo	2658	START	1590851756653	1590851756653
REQUEST	2678		Home	1590851756653	1590851756655	OK	 
REQUEST	2658		Home	1590851756653	1590851756655	OK	 
REQUEST	2298		Login	1590851756663	1590851756663	OK	 
REQUEST	1658		Logged	1590851756663	1590851756664	OK	 
REQUEST	2318		dashboard2	1590851756663	1590851756664	OK	 
REQUEST	1658		Logged Redirect 1	1590851756664	1590851756664	OK	 
REQUEST	2318		dashboard2 Redirect 1	1590851756664	1590851756664	OK	 
USER	VerDashboardNegativo	2318	END	1590851747644	1590851756664
USER	VerDashboardPositivo	818	END	1590851710641	1590851756674
REQUEST	1058		dashboard	1590851756684	1590851756685	OK	 
REQUEST	1058		dashboard Redirect 1	1590851756685	1590851756687	OK	 
USER	VerDashboardPositivo	2659	START	1590851756704	1590851756704
USER	VerDashboardNegativo	2679	START	1590851756704	1590851756704
REQUEST	2679		Home	1590851756704	1590851756707	OK	 
REQUEST	2659		Home	1590851756704	1590851756707	OK	 
USER	VerDashboardPositivo	819	END	1590851710692	1590851756714
REQUEST	2319		dashboard2	1590851756714	1590851756715	OK	 
REQUEST	2299		Login	1590851756714	1590851756715	OK	 
REQUEST	2319		dashboard2 Redirect 1	1590851756715	1590851756716	OK	 
USER	VerDashboardNegativo	2319	END	1590851747690	1590851756716
REQUEST	1659		Logged	1590851756724	1590851756725	OK	 
REQUEST	1659		Logged Redirect 1	1590851756725	1590851756725	OK	 
REQUEST	1059		dashboard	1590851756734	1590851756735	OK	 
REQUEST	1059		dashboard Redirect 1	1590851756735	1590851756735	OK	 
USER	VerDashboardPositivo	2660	START	1590851756755	1590851756755
USER	VerDashboardNegativo	2680	START	1590851756755	1590851756755
REQUEST	2660		Home	1590851756755	1590851756757	OK	 
REQUEST	2680		Home	1590851756755	1590851756757	OK	 
REQUEST	2320		dashboard2	1590851756766	1590851756767	OK	 
REQUEST	2300		Login	1590851756766	1590851756767	OK	 
REQUEST	1660		Logged	1590851756766	1590851756767	OK	 
REQUEST	1660		Logged Redirect 1	1590851756767	1590851756767	OK	 
REQUEST	2320		dashboard2 Redirect 1	1590851756767	1590851756767	OK	 
USER	VerDashboardNegativo	2320	END	1590851747743	1590851756768
USER	VerDashboardPositivo	820	END	1590851710745	1590851756780
REQUEST	1060		dashboard	1590851756780	1590851756781	OK	 
REQUEST	1060		dashboard Redirect 1	1590851756781	1590851756781	OK	 
USER	VerDashboardPositivo	2661	START	1590851756800	1590851756800
USER	VerDashboardNegativo	2681	START	1590851756800	1590851756800
REQUEST	2681		Home	1590851756800	1590851756803	OK	 
REQUEST	2661		Home	1590851756800	1590851756803	OK	 
REQUEST	2301		Login	1590851756810	1590851756811	OK	 
REQUEST	2321		dashboard2	1590851756810	1590851756811	OK	 
REQUEST	1661		Logged	1590851756810	1590851756811	OK	 
REQUEST	2321		dashboard2 Redirect 1	1590851756811	1590851756811	OK	 
REQUEST	1661		Logged Redirect 1	1590851756811	1590851756811	OK	 
USER	VerDashboardNegativo	2321	END	1590851747790	1590851756811
USER	VerDashboardPositivo	821	END	1590851710791	1590851756821
REQUEST	1061		dashboard	1590851756832	1590851756833	OK	 
REQUEST	1061		dashboard Redirect 1	1590851756833	1590851756833	OK	 
USER	VerDashboardNegativo	2682	START	1590851756853	1590851756853
USER	VerDashboardPositivo	2662	START	1590851756853	1590851756853
REQUEST	2682		Home	1590851756853	1590851756856	OK	 
REQUEST	2662		Home	1590851756853	1590851756856	OK	 
REQUEST	2302		Login	1590851756864	1590851756865	OK	 
REQUEST	2322		dashboard2	1590851756864	1590851756865	OK	 
REQUEST	2322		dashboard2 Redirect 1	1590851756865	1590851756866	OK	 
USER	VerDashboardNegativo	2322	END	1590851747844	1590851756866
USER	VerDashboardPositivo	822	END	1590851710843	1590851756875
REQUEST	1662		Logged	1590851756875	1590851756876	OK	 
REQUEST	1662		Logged Redirect 1	1590851756876	1590851756877	OK	 
REQUEST	1062		dashboard	1590851756880	1590851756880	OK	 
REQUEST	1062		dashboard Redirect 1	1590851756881	1590851756881	OK	 
USER	VerDashboardPositivo	2683	START	1590851756900	1590851756900
USER	VerDashboardNegativo	2703	START	1590851756900	1590851756900
REQUEST	2703		Home	1590851756900	1590851756905	OK	 
REQUEST	2683		Home	1590851756900	1590851756905	OK	 
REQUEST	2323		Login	1590851756910	1590851756911	OK	 
REQUEST	2343		dashboard2	1590851756910	1590851756911	OK	 
REQUEST	2343		dashboard2 Redirect 1	1590851756911	1590851756911	OK	 
USER	VerDashboardNegativo	2343	END	1590851747890	1590851756912
REQUEST	1083		dashboard	1590851756920	1590851756921	OK	 
REQUEST	1683		Logged	1590851756920	1590851756921	OK	 
REQUEST	1083		dashboard Redirect 1	1590851756921	1590851756921	OK	 
REQUEST	1683		Logged Redirect 1	1590851756921	1590851756921	OK	 
USER	VerDashboardPositivo	843	END	1590851710905	1590851756940
USER	VerDashboardNegativo	2704	START	1590851756951	1590851756951
USER	VerDashboardPositivo	2684	START	1590851756951	1590851756951
REQUEST	1084		dashboard	1590851756951	1590851756951	OK	 
REQUEST	1084		dashboard Redirect 1	1590851756951	1590851756952	OK	 
REQUEST	2684		Home	1590851756951	1590851756953	OK	 
REQUEST	2704		Home	1590851756951	1590851756953	OK	 
REQUEST	2324		Login	1590851756961	1590851756962	OK	 
REQUEST	2344		dashboard2	1590851756961	1590851756962	OK	 
REQUEST	2344		dashboard2 Redirect 1	1590851756962	1590851756962	OK	 
USER	VerDashboardNegativo	2344	END	1590851747944	1590851756962
USER	VerDashboardPositivo	844	END	1590851710950	1590851756983
REQUEST	1684		Logged	1590851756983	1590851756984	OK	 
REQUEST	1684		Logged Redirect 1	1590851756984	1590851756985	OK	 
USER	VerDashboardNegativo	2705	START	1590851757005	1590851757005
USER	VerDashboardPositivo	2685	START	1590851757005	1590851757005
REQUEST	2685		Home	1590851757005	1590851757008	OK	 
REQUEST	2705		Home	1590851757005	1590851757008	OK	 
REQUEST	2325		Login	1590851757010	1590851757010	OK	 
REQUEST	2345		dashboard2	1590851757010	1590851757011	OK	 
REQUEST	2345		dashboard2 Redirect 1	1590851757011	1590851757011	OK	 
USER	VerDashboardNegativo	2345	END	1590851747992	1590851757011
