ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	DashboardTest	dashboardtest	1590851688957	 	3.3.1
REQUEST	1518		dashboard2	1590851736665	1590851736666	OK	 
REQUEST	1498		Login	1590851736665	1590851736666	OK	 
REQUEST	1518		dashboard2 Redirect 1	1590851736666	1590851736666	OK	 
USER	VerDashboardNegativo	1518	END	1590851727643	1590851736667
REQUEST	258		dashboard	1590851736670	1590851736671	OK	 
REQUEST	858		Logged	1590851736670	1590851736671	OK	 
REQUEST	258		dashboard Redirect 1	1590851736671	1590851736671	OK	 
REQUEST	858		Logged Redirect 1	1590851736671	1590851736671	OK	 
USER	VerDashboardPositivo	17	END	1590851690650	1590851736680
USER	VerDashboardNegativo	1879	START	1590851736700	1590851736700
USER	VerDashboardPositivo	1859	START	1590851736700	1590851736700
REQUEST	1859		Home	1590851736700	1590851736703	OK	 
REQUEST	1879		Home	1590851736700	1590851736703	OK	 
REQUEST	1499		Login	1590851736711	1590851736712	OK	 
REQUEST	1519		dashboard2	1590851736711	1590851736712	OK	 
REQUEST	1519		dashboard2 Redirect 1	1590851736712	1590851736713	OK	 
USER	VerDashboardNegativo	1519	END	1590851727694	1590851736713
USER	VerDashboardPositivo	18	END	1590851690701	1590851736731
REQUEST	259		dashboard	1590851736731	1590851736732	OK	 
REQUEST	859		Logged	1590851736731	1590851736733	OK	 
REQUEST	259		dashboard Redirect 1	1590851736732	1590851736733	OK	 
REQUEST	859		Logged Redirect 1	1590851736733	1590851736733	OK	 
USER	VerDashboardNegativo	1880	START	1590851736752	1590851736752
USER	VerDashboardPositivo	1860	START	1590851736752	1590851736752
REQUEST	1500		Login	1590851736752	1590851736753	OK	 
REQUEST	1520		dashboard2	1590851736752	1590851736753	OK	 
REQUEST	1520		dashboard2 Redirect 1	1590851736753	1590851736754	OK	 
USER	VerDashboardNegativo	1520	END	1590851727740	1590851736754
REQUEST	1880		Home	1590851736752	1590851736755	OK	 
REQUEST	1860		Home	1590851736752	1590851736755	OK	 
USER	VerDashboardPositivo	19	END	1590851690754	1590851736784
REQUEST	260		dashboard	1590851736784	1590851736785	OK	 
REQUEST	860		Logged	1590851736784	1590851736785	OK	 
REQUEST	260		dashboard Redirect 1	1590851736785	1590851736786	OK	 
REQUEST	860		Logged Redirect 1	1590851736785	1590851736786	OK	 
USER	VerDashboardPositivo	1861	START	1590851736805	1590851736805
USER	VerDashboardNegativo	1881	START	1590851736805	1590851736805
REQUEST	1861		Home	1590851736805	1590851736807	OK	 
REQUEST	1881		Home	1590851736805	1590851736807	OK	 
REQUEST	1501		Login	1590851736815	1590851736816	OK	 
REQUEST	1521		dashboard2	1590851736815	1590851736816	OK	 
REQUEST	1521		dashboard2 Redirect 1	1590851736816	1590851736817	OK	 
USER	VerDashboardNegativo	1521	END	1590851727792	1590851736817
REQUEST	861		Logged	1590851736826	1590851736826	OK	 
REQUEST	861		Logged Redirect 1	1590851736827	1590851736827	OK	 
REQUEST	261		dashboard	1590851736826	1590851736827	OK	 
REQUEST	261		dashboard Redirect 1	1590851736827	1590851736828	OK	 
USER	VerDashboardPositivo	20	END	1590851690801	1590851736830
USER	VerDashboardPositivo	1862	START	1590851736851	1590851736851
USER	VerDashboardNegativo	1882	START	1590851736851	1590851736851
REQUEST	1882		Home	1590851736851	1590851736854	OK	 
REQUEST	1862		Home	1590851736851	1590851736854	OK	 
REQUEST	1522		dashboard2	1590851736861	1590851736862	OK	 
REQUEST	1502		Login	1590851736861	1590851736862	OK	 
REQUEST	1522		dashboard2 Redirect 1	1590851736862	1590851736863	OK	 
USER	VerDashboardNegativo	1522	END	1590851727844	1590851736863
USER	VerDashboardPositivo	21	END	1590851690853	1590851736882
REQUEST	262		dashboard	1590851736882	1590851736883	OK	 
REQUEST	862		Logged	1590851736882	1590851736883	OK	 
REQUEST	262		dashboard Redirect 1	1590851736883	1590851736883	OK	 
REQUEST	862		Logged Redirect 1	1590851736883	1590851736884	OK	 
USER	VerDashboardNegativo	1903	START	1590851736903	1590851736903
USER	VerDashboardPositivo	1883	START	1590851736903	1590851736903
REQUEST	1523		Login	1590851736903	1590851736904	OK	 
REQUEST	1543		dashboard2	1590851736903	1590851736905	OK	 
REQUEST	1543		dashboard2 Redirect 1	1590851736905	1590851736906	OK	 
USER	VerDashboardNegativo	1543	END	1590851727890	1590851736906
REQUEST	1903		Home	1590851736904	1590851736907	OK	 
REQUEST	1883		Home	1590851736904	1590851736907	OK	 
REQUEST	283		dashboard	1590851736923	1590851736925	OK	 
REQUEST	283		dashboard Redirect 1	1590851736925	1590851736925	OK	 
USER	VerDashboardPositivo	22	END	1590851690900	1590851736934
REQUEST	883		Logged	1590851736934	1590851736936	OK	 
REQUEST	883		Logged Redirect 1	1590851736936	1590851736936	OK	 
USER	VerDashboardNegativo	1904	START	1590851736954	1590851736954
USER	VerDashboardPositivo	1884	START	1590851736954	1590851736954
REQUEST	1904		Home	1590851736955	1590851736957	OK	 
REQUEST	1884		Home	1590851736955	1590851736957	OK	 
REQUEST	1524		Login	1590851736965	1590851736966	OK	 
REQUEST	1544		dashboard2	1590851736965	1590851736966	OK	 
REQUEST	1544		dashboard2 Redirect 1	1590851736967	1590851736967	OK	 
USER	VerDashboardNegativo	1544	END	1590851727940	1590851736967
USER	VerDashboardPositivo	23	END	1590851690952	1590851736970
REQUEST	284		dashboard	1590851736980	1590851736981	OK	 
REQUEST	884		Logged	1590851736980	1590851736981	OK	 
REQUEST	284		dashboard Redirect 1	1590851736981	1590851736981	OK	 
REQUEST	884		Logged Redirect 1	1590851736981	1590851736981	OK	 
USER	VerDashboardPositivo	1885	START	1590851737000	1590851737000
USER	VerDashboardNegativo	1905	START	1590851737000	1590851737000
REQUEST	1885		Home	1590851737000	1590851737003	OK	 
REQUEST	1905		Home	1590851737000	1590851737003	OK	 
REQUEST	1525		Login	1590851737010	1590851737011	OK	 
REQUEST	1545		dashboard2	1590851737010	1590851737011	OK	 
REQUEST	1545		dashboard2 Redirect 1	1590851737011	1590851737012	OK	 
USER	VerDashboardNegativo	1545	END	1590851727992	1590851737012
USER	VerDashboardPositivo	24	END	1590851691005	1590851737031
REQUEST	885		Logged	1590851737031	1590851737032	OK	 
REQUEST	285		dashboard	1590851737031	1590851737033	OK	 
REQUEST	885		Logged Redirect 1	1590851737032	1590851737033	OK	 
REQUEST	285		dashboard Redirect 1	1590851737033	1590851737033	OK	 
USER	VerDashboardNegativo	1906	START	1590851737052	1590851737052
USER	VerDashboardPositivo	1886	START	1590851737052	1590851737052
REQUEST	1906		Home	1590851737052	1590851737055	OK	 
REQUEST	1886		Home	1590851737052	1590851737055	OK	 
REQUEST	1526		Login	1590851737063	1590851737063	OK	 
REQUEST	1546		dashboard2	1590851737063	1590851737064	OK	 
REQUEST	1546		dashboard2 Redirect 1	1590851737064	1590851737065	OK	 
USER	VerDashboardNegativo	1546	END	1590851728043	1590851737065
REQUEST	286		dashboard	1590851737074	1590851737075	OK	 
REQUEST	286		dashboard Redirect 1	1590851737075	1590851737075	OK	 
USER	VerDashboardPositivo	25	END	1590851691050	1590851737084
REQUEST	886		Logged	1590851737084	1590851737085	OK	 
REQUEST	886		Logged Redirect 1	1590851737085	1590851737086	OK	 
USER	VerDashboardNegativo	1907	START	1590851737105	1590851737105
USER	VerDashboardPositivo	1887	START	1590851737105	1590851737105
REQUEST	1887		Home	1590851737105	1590851737109	OK	 
REQUEST	1907		Home	1590851737105	1590851737109	OK	 
REQUEST	1527		Login	1590851737110	1590851737110	OK	 
REQUEST	1547		dashboard2	1590851737110	1590851737111	OK	 
REQUEST	1547		dashboard2 Redirect 1	1590851737111	1590851737111	OK	 
USER	VerDashboardNegativo	1547	END	1590851728090	1590851737111
USER	VerDashboardPositivo	26	END	1590851691103	1590851737131
REQUEST	887		Logged	1590851737131	1590851737132	OK	 
REQUEST	287		dashboard	1590851737131	1590851737132	OK	 
REQUEST	887		Logged Redirect 1	1590851737132	1590851737132	OK	 
REQUEST	287		dashboard Redirect 1	1590851737132	1590851737133	OK	 
USER	VerDashboardNegativo	1908	START	1590851737151	1590851737151
USER	VerDashboardPositivo	1888	START	1590851737151	1590851737151
REQUEST	1888		Home	1590851737152	1590851737154	OK	 
REQUEST	1908		Home	1590851737152	1590851737154	OK	 
REQUEST	1548		dashboard2	1590851737162	1590851737163	OK	 
REQUEST	1528		Login	1590851737162	1590851737163	OK	 
REQUEST	1548		dashboard2 Redirect 1	1590851737163	1590851737164	OK	 
USER	VerDashboardNegativo	1548	END	1590851728141	1590851737164
USER	VerDashboardPositivo	27	END	1590851691150	1590851737183
REQUEST	288		dashboard	1590851737183	1590851737184	OK	 
REQUEST	888		Logged	1590851737183	1590851737184	OK	 
REQUEST	288		dashboard Redirect 1	1590851737184	1590851737185	OK	 
REQUEST	888		Logged Redirect 1	1590851737185	1590851737185	OK	 
USER	VerDashboardNegativo	1909	START	1590851737203	1590851737203
USER	VerDashboardPositivo	1889	START	1590851737203	1590851737203
REQUEST	1889		Home	1590851737204	1590851737207	OK	 
REQUEST	1909		Home	1590851737204	1590851737207	OK	 
REQUEST	1529		Login	1590851737214	1590851737215	OK	 
REQUEST	1549		dashboard2	1590851737214	1590851737216	OK	 
REQUEST	1549		dashboard2 Redirect 1	1590851737216	1590851737216	OK	 
USER	VerDashboardNegativo	1549	END	1590851728193	1590851737216
USER	VerDashboardPositivo	28	END	1590851691200	1590851737235
REQUEST	289		dashboard	1590851737235	1590851737236	OK	 
REQUEST	889		Logged	1590851737235	1590851737236	OK	 
REQUEST	289		dashboard Redirect 1	1590851737236	1590851737236	OK	 
REQUEST	889		Logged Redirect 1	1590851737236	1590851737237	OK	 
USER	VerDashboardPositivo	1890	START	1590851737256	1590851737256
USER	VerDashboardNegativo	1910	START	1590851737256	1590851737256
REQUEST	1530		Login	1590851737256	1590851737257	OK	 
REQUEST	1550		dashboard2	1590851737256	1590851737258	OK	 
REQUEST	1550		dashboard2 Redirect 1	1590851737258	1590851737259	OK	 
USER	VerDashboardNegativo	1550	END	1590851728245	1590851737259
REQUEST	1890		Home	1590851737256	1590851737260	OK	 
REQUEST	1910		Home	1590851737256	1590851737260	OK	 
REQUEST	290		dashboard	1590851737270	1590851737271	OK	 
REQUEST	290		dashboard Redirect 1	1590851737271	1590851737271	OK	 
USER	VerDashboardPositivo	29	END	1590851691253	1590851737281
REQUEST	890		Logged	1590851737281	1590851737282	OK	 
REQUEST	890		Logged Redirect 1	1590851737282	1590851737282	OK	 
USER	VerDashboardPositivo	1891	START	1590851737302	1590851737302
USER	VerDashboardNegativo	1911	START	1590851737302	1590851737302
REQUEST	1891		Home	1590851737303	1590851737306	OK	 
REQUEST	1911		Home	1590851737303	1590851737306	OK	 
REQUEST	1531		Login	1590851737314	1590851737315	OK	 
REQUEST	1551		dashboard2	1590851737314	1590851737316	OK	 
REQUEST	1551		dashboard2 Redirect 1	1590851737316	1590851737317	OK	 
USER	VerDashboardNegativo	1551	END	1590851728292	1590851737317
USER	VerDashboardPositivo	30	END	1590851691300	1590851737336
REQUEST	291		dashboard	1590851737336	1590851737337	OK	 
REQUEST	891		Logged	1590851737336	1590851737337	OK	 
REQUEST	291		dashboard Redirect 1	1590851737337	1590851737338	OK	 
REQUEST	891		Logged Redirect 1	1590851737337	1590851737338	OK	 
USER	VerDashboardNegativo	1912	START	1590851737350	1590851737350
USER	VerDashboardPositivo	1892	START	1590851737350	1590851737350
REQUEST	1912		Home	1590851737351	1590851737354	OK	 
REQUEST	1892		Home	1590851737351	1590851737354	OK	 
REQUEST	1532		Login	1590851737361	1590851737363	OK	 
REQUEST	1552		dashboard2	1590851737361	1590851737364	OK	 
REQUEST	1552		dashboard2 Redirect 1	1590851737364	1590851737365	OK	 
USER	VerDashboardNegativo	1552	END	1590851728343	1590851737365
USER	VerDashboardPositivo	31	END	1590851691351	1590851737382
REQUEST	292		dashboard	1590851737382	1590851737384	OK	 
REQUEST	292		dashboard Redirect 1	1590851737384	1590851737385	OK	 
REQUEST	892		Logged	1590851737394	1590851737397	OK	 
REQUEST	892		Logged Redirect 1	1590851737398	1590851737399	OK	 
USER	VerDashboardNegativo	1913	START	1590851737404	1590851737404
USER	VerDashboardPositivo	1893	START	1590851737404	1590851737404
REQUEST	1893		Home	1590851737404	1590851737408	OK	 
REQUEST	1913		Home	1590851737404	1590851737408	OK	 
REQUEST	1533		Login	1590851737415	1590851737416	OK	 
REQUEST	1553		dashboard2	1590851737415	1590851737417	OK	 
REQUEST	1553		dashboard2 Redirect 1	1590851737417	1590851737417	OK	 
USER	VerDashboardNegativo	1553	END	1590851728394	1590851737417
REQUEST	893		Logged	1590851737420	1590851737421	OK	 
REQUEST	893		Logged Redirect 1	1590851737421	1590851737421	OK	 
USER	VerDashboardPositivo	32	END	1590851691403	1590851737430
REQUEST	293		dashboard	1590851737430	1590851737431	OK	 
REQUEST	293		dashboard Redirect 1	1590851737431	1590851737431	OK	 
USER	VerDashboardPositivo	1894	START	1590851737450	1590851737450
USER	VerDashboardNegativo	1914	START	1590851737450	1590851737450
REQUEST	1914		Home	1590851737450	1590851737453	OK	 
REQUEST	1894		Home	1590851737450	1590851737453	OK	 
USER	VerDashboardPositivo	33	END	1590851691450	1590851737460
REQUEST	1534		Login	1590851737460	1590851737463	OK	 
REQUEST	1554		dashboard2	1590851737460	1590851737463	OK	 
REQUEST	1554		dashboard2 Redirect 1	1590851737464	1590851737464	OK	 
USER	VerDashboardNegativo	1554	END	1590851728440	1590851737464
REQUEST	894		Logged	1590851737470	1590851737471	OK	 
REQUEST	894		Logged Redirect 1	1590851737471	1590851737472	OK	 
REQUEST	294		dashboard	1590851737480	1590851737481	OK	 
REQUEST	294		dashboard Redirect 1	1590851737481	1590851737482	OK	 
USER	VerDashboardNegativo	1915	START	1590851737501	1590851737501
USER	VerDashboardPositivo	1895	START	1590851737501	1590851737501
REQUEST	1895		Home	1590851737502	1590851737504	OK	 
REQUEST	1915		Home	1590851737502	1590851737505	OK	 
REQUEST	1555		dashboard2	1590851737512	1590851737513	OK	 
REQUEST	1535		Login	1590851737512	1590851737513	OK	 
REQUEST	1555		dashboard2 Redirect 1	1590851737513	1590851737513	OK	 
USER	VerDashboardNegativo	1555	END	1590851728492	1590851737514
USER	VerDashboardPositivo	34	END	1590851691502	1590851737533
REQUEST	295		dashboard	1590851737533	1590851737534	OK	 
REQUEST	895		Logged	1590851737533	1590851737534	OK	 
REQUEST	295		dashboard Redirect 1	1590851737534	1590851737534	OK	 
REQUEST	895		Logged Redirect 1	1590851737534	1590851737535	OK	 
USER	VerDashboardNegativo	1916	START	1590851737553	1590851737553
USER	VerDashboardPositivo	1896	START	1590851737553	1590851737553
REQUEST	1536		Login	1590851737553	1590851737554	OK	 
REQUEST	1556		dashboard2	1590851737553	1590851737555	OK	 
REQUEST	1556		dashboard2 Redirect 1	1590851737555	1590851737555	OK	 
USER	VerDashboardNegativo	1556	END	1590851728545	1590851737556
REQUEST	1896		Home	1590851737553	1590851737557	OK	 
REQUEST	1916		Home	1590851737553	1590851737557	OK	 
USER	VerDashboardPositivo	35	END	1590851691554	1590851737585
REQUEST	296		dashboard	1590851737584	1590851737585	OK	 
REQUEST	896		Logged	1590851737584	1590851737586	OK	 
REQUEST	296		dashboard Redirect 1	1590851737585	1590851737586	OK	 
REQUEST	896		Logged Redirect 1	1590851737586	1590851737586	OK	 
USER	VerDashboardNegativo	1917	START	1590851737600	1590851737600
USER	VerDashboardPositivo	1897	START	1590851737600	1590851737600
REQUEST	1897		Home	1590851737600	1590851737602	OK	 
REQUEST	1917		Home	1590851737600	1590851737603	OK	 
REQUEST	1537		Login	1590851737610	1590851737611	OK	 
REQUEST	1557		dashboard2	1590851737610	1590851737611	OK	 
REQUEST	1557		dashboard2 Redirect 1	1590851737611	1590851737612	OK	 
USER	VerDashboardNegativo	1557	END	1590851728591	1590851737612
USER	VerDashboardPositivo	36	END	1590851691600	1590851737632
REQUEST	297		dashboard	1590851737631	1590851737633	OK	 
REQUEST	897		Logged	1590851737631	1590851737633	OK	 
REQUEST	297		dashboard Redirect 1	1590851737633	1590851737633	OK	 
REQUEST	897		Logged Redirect 1	1590851737633	1590851737633	OK	 
USER	VerDashboardNegativo	1918	START	1590851737653	1590851737653
USER	VerDashboardPositivo	1898	START	1590851737653	1590851737653
REQUEST	1918		Home	1590851737654	1590851737657	OK	 
REQUEST	1898		Home	1590851737654	1590851737657	OK	 
REQUEST	1538		Login	1590851737664	1590851737666	OK	 
REQUEST	1558		dashboard2	1590851737664	1590851737667	OK	 
REQUEST	1558		dashboard2 Redirect 1	1590851737667	1590851737668	OK	 
USER	VerDashboardNegativo	1558	END	1590851728642	1590851737668
USER	VerDashboardPositivo	37	END	1590851691651	1590851737686
REQUEST	298		dashboard	1590851737686	1590851737687	OK	 
REQUEST	898		Logged	1590851737686	1590851737688	OK	 
REQUEST	298		dashboard Redirect 1	1590851737687	1590851737688	OK	 
REQUEST	898		Logged Redirect 1	1590851737688	1590851737689	OK	 
USER	VerDashboardPositivo	1899	START	1590851737700	1590851737700
USER	VerDashboardNegativo	1919	START	1590851737700	1590851737700
REQUEST	1919		Home	1590851737701	1590851737705	OK	 
REQUEST	1899		Home	1590851737701	1590851737705	OK	 
REQUEST	1539		Login	1590851737712	1590851737713	OK	 
REQUEST	1559		dashboard2	1590851737711	1590851737713	OK	 
REQUEST	1559		dashboard2 Redirect 1	1590851737714	1590851737714	OK	 
USER	VerDashboardNegativo	1559	END	1590851728693	1590851737715
USER	VerDashboardPositivo	38	END	1590851691703	1590851737733
REQUEST	899		Logged	1590851737733	1590851737734	OK	 
REQUEST	299		dashboard	1590851737733	1590851737735	OK	 
REQUEST	899		Logged Redirect 1	1590851737735	1590851737736	OK	 
REQUEST	299		dashboard Redirect 1	1590851737735	1590851737737	OK	 
USER	VerDashboardNegativo	1920	START	1590851737755	1590851737755
USER	VerDashboardPositivo	1900	START	1590851737755	1590851737755
REQUEST	1900		Home	1590851737756	1590851737762	OK	 
REQUEST	1920		Home	1590851737756	1590851737765	OK	 
REQUEST	1540		Login	1590851737763	1590851737766	OK	 
REQUEST	1560		dashboard2	1590851737763	1590851737767	OK	 
REQUEST	1560		dashboard2 Redirect 1	1590851737767	1590851737768	OK	 
USER	VerDashboardNegativo	1560	END	1590851728744	1590851737769
USER	VerDashboardPositivo	39	END	1590851691750	1590851737782
REQUEST	300		dashboard	1590851737782	1590851737783	OK	 
REQUEST	900		Logged	1590851737782	1590851737784	OK	 
REQUEST	300		dashboard Redirect 1	1590851737784	1590851737784	OK	 
REQUEST	900		Logged Redirect 1	1590851737784	1590851737786	OK	 
USER	VerDashboardPositivo	1901	START	1590851737803	1590851737803
USER	VerDashboardNegativo	1921	START	1590851737803	1590851737803
REQUEST	1901		Home	1590851737803	1590851737806	OK	 
REQUEST	1921		Home	1590851737803	1590851737806	OK	 
REQUEST	1541		Login	1590851737813	1590851737814	OK	 
REQUEST	1561		dashboard2	1590851737813	1590851737814	OK	 
REQUEST	1561		dashboard2 Redirect 1	1590851737815	1590851737815	OK	 
USER	VerDashboardNegativo	1561	END	1590851728791	1590851737815
USER	VerDashboardPositivo	40	END	1590851691802	1590851737824
REQUEST	901		Logged	1590851737824	1590851737826	OK	 
REQUEST	901		Logged Redirect 1	1590851737826	1590851737826	OK	 
REQUEST	301		dashboard	1590851737834	1590851737835	OK	 
REQUEST	301		dashboard Redirect 1	1590851737836	1590851737836	OK	 
USER	VerDashboardNegativo	1922	START	1590851737850	1590851737850
USER	VerDashboardPositivo	1902	START	1590851737850	1590851737850
REQUEST	1542		Login	1590851737850	1590851737851	OK	 
REQUEST	1562		dashboard2	1590851737850	1590851737851	OK	 
REQUEST	1562		dashboard2 Redirect 1	1590851737852	1590851737852	OK	 
USER	VerDashboardNegativo	1562	END	1590851728845	1590851737853
REQUEST	1922		Home	1590851737850	1590851737854	OK	 
REQUEST	1902		Home	1590851737850	1590851737854	OK	 
USER	VerDashboardPositivo	41	END	1590851691854	1590851737881
REQUEST	302		dashboard	1590851737881	1590851737882	OK	 
REQUEST	902		Logged	1590851737881	1590851737882	OK	 
REQUEST	302		dashboard Redirect 1	1590851737882	1590851737883	OK	 
REQUEST	902		Logged Redirect 1	1590851737882	1590851737883	OK	 
USER	VerDashboardNegativo	1943	START	1590851737901	1590851737901
USER	VerDashboardPositivo	1923	START	1590851737901	1590851737901
REQUEST	1583		dashboard2	1590851737901	1590851737903	OK	 
REQUEST	1563		Login	1590851737901	1590851737903	OK	 
REQUEST	1583		dashboard2 Redirect 1	1590851737903	1590851737903	OK	 
USER	VerDashboardNegativo	1583	END	1590851728881	1590851737904
REQUEST	1923		Home	1590851737902	1590851737906	OK	 
REQUEST	1943		Home	1590851737902	1590851737906	OK	 
REQUEST	323		dashboard	1590851737911	1590851737912	OK	 
REQUEST	323		dashboard Redirect 1	1590851737912	1590851737913	OK	 
USER	VerDashboardPositivo	83	END	1590851691891	1590851737922
REQUEST	923		Logged	1590851737922	1590851737924	OK	 
REQUEST	923		Logged Redirect 1	1590851737924	1590851737924	OK	 
USER	VerDashboardPositivo	1924	START	1590851737953	1590851737953
USER	VerDashboardNegativo	1944	START	1590851737953	1590851737953
REQUEST	1584		dashboard2	1590851737953	1590851737955	OK	 
REQUEST	1564		Login	1590851737953	1590851737955	OK	 
REQUEST	324		dashboard	1590851737953	1590851737955	OK	 
REQUEST	1584		dashboard2 Redirect 1	1590851737955	1590851737955	OK	 
USER	VerDashboardNegativo	1584	END	1590851728932	1590851737956
REQUEST	324		dashboard Redirect 1	1590851737955	1590851737956	OK	 
REQUEST	1924		Home	1590851737954	1590851737957	OK	 
REQUEST	1944		Home	1590851737954	1590851737957	OK	 
USER	VerDashboardPositivo	84	END	1590851691944	1590851737974
REQUEST	924		Logged	1590851737974	1590851737975	OK	 
REQUEST	924		Logged Redirect 1	1590851737975	1590851737976	OK	 
USER	VerDashboardNegativo	1945	START	1590851738000	1590851738000
USER	VerDashboardPositivo	1925	START	1590851738000	1590851738000
REQUEST	1565		Login	1590851738000	1590851738001	OK	 
REQUEST	1585		dashboard2	1590851738000	1590851738001	OK	 
REQUEST	1585		dashboard2 Redirect 1	1590851738001	1590851738002	OK	 
USER	VerDashboardNegativo	1585	END	1590851728984	1590851738002
REQUEST	1945		Home	1590851738000	1590851738003	OK	 
REQUEST	1925		Home	1590851738000	1590851738003	OK	 
REQUEST	325		dashboard	1590851738010	1590851738011	OK	 
REQUEST	325		dashboard Redirect 1	1590851738011	1590851738011	OK	 
USER	VerDashboardPositivo	85	END	1590851691990	1590851738020
REQUEST	925		Logged	1590851738020	1590851738021	OK	 
REQUEST	925		Logged Redirect 1	1590851738021	1590851738022	OK	 
REQUEST	1566		Login	1590851738041	1590851738041	OK	 
REQUEST	1586		dashboard2	1590851738041	1590851738042	OK	 
REQUEST	1586		dashboard2 Redirect 1	1590851738042	1590851738043	OK	 
USER	VerDashboardNegativo	1586	END	1590851729030	1590851738043
USER	VerDashboardNegativo	1946	START	1590851738051	1590851738051
USER	VerDashboardPositivo	1926	START	1590851738051	1590851738051
REQUEST	1946		Home	1590851738051	1590851738054	OK	 
REQUEST	1926		Home	1590851738051	1590851738054	OK	 
USER	VerDashboardPositivo	86	END	1590851692044	1590851738072
REQUEST	326		dashboard	1590851738072	1590851738073	OK	 
REQUEST	926		Logged	1590851738072	1590851738073	OK	 
REQUEST	326		dashboard Redirect 1	1590851738073	1590851738074	OK	 
REQUEST	926		Logged Redirect 1	1590851738073	1590851738074	OK	 
USER	VerDashboardPositivo	1927	START	1590851738103	1590851738103
USER	VerDashboardNegativo	1947	START	1590851738103	1590851738103
REQUEST	1567		Login	1590851738103	1590851738104	OK	 
REQUEST	1587		dashboard2	1590851738103	1590851738105	OK	 
REQUEST	1587		dashboard2 Redirect 1	1590851738105	1590851738106	OK	 
USER	VerDashboardNegativo	1587	END	1590851729080	1590851738106
REQUEST	1927		Home	1590851738103	1590851738107	OK	 
REQUEST	1947		Home	1590851738103	1590851738107	OK	 
REQUEST	927		Logged	1590851738113	1590851738114	OK	 
REQUEST	927		Logged Redirect 1	1590851738114	1590851738115	OK	 
USER	VerDashboardPositivo	87	END	1590851692090	1590851738124
REQUEST	327		dashboard	1590851738124	1590851738126	OK	 
REQUEST	327		dashboard Redirect 1	1590851738126	1590851738126	OK	 
USER	VerDashboardPositivo	1928	START	1590851738150	1590851738150
USER	VerDashboardNegativo	1948	START	1590851738150	1590851738150
REQUEST	1568		Login	1590851738150	1590851738151	OK	 
REQUEST	1588		dashboard2	1590851738150	1590851738151	OK	 
REQUEST	1588		dashboard2 Redirect 1	1590851738151	1590851738151	OK	 
USER	VerDashboardNegativo	1588	END	1590851729132	1590851738152
REQUEST	1948		Home	1590851738150	1590851738158	OK	 
REQUEST	1928		Home	1590851738150	1590851738158	OK	 
USER	VerDashboardPositivo	88	END	1590851692142	1590851738160
REQUEST	328		dashboard	1590851738160	1590851738161	OK	 
REQUEST	328		dashboard Redirect 1	1590851738161	1590851738162	OK	 
REQUEST	928		Logged	1590851738170	1590851738171	OK	 
REQUEST	928		Logged Redirect 1	1590851738171	1590851738172	OK	 
REQUEST	1589		dashboard2	1590851738191	1590851738192	OK	 
REQUEST	1569		Login	1590851738191	1590851738193	OK	 
REQUEST	1589		dashboard2 Redirect 1	1590851738192	1590851738193	OK	 
USER	VerDashboardNegativo	1589	END	1590851729180	1590851738193
USER	VerDashboardPositivo	1929	START	1590851738201	1590851738201
USER	VerDashboardNegativo	1949	START	1590851738201	1590851738201
REQUEST	329		dashboard	1590851738202	1590851738203	OK	 
REQUEST	329		dashboard Redirect 1	1590851738203	1590851738203	OK	 
REQUEST	1949		Home	1590851738202	1590851738205	OK	 
REQUEST	1929		Home	1590851738202	1590851738205	OK	 
REQUEST	929		Logged	1590851738212	1590851738213	OK	 
REQUEST	929		Logged Redirect 1	1590851738213	1590851738213	OK	 
USER	VerDashboardPositivo	89	END	1590851692195	1590851738223
USER	VerDashboardPositivo	1930	START	1590851738253	1590851738253
USER	VerDashboardNegativo	1950	START	1590851738253	1590851738253
REQUEST	1590		dashboard2	1590851738253	1590851738254	OK	 
REQUEST	1570		Login	1590851738253	1590851738255	OK	 
REQUEST	1590		dashboard2 Redirect 1	1590851738255	1590851738255	OK	 
REQUEST	930		Logged	1590851738253	1590851738255	OK	 
USER	VerDashboardNegativo	1590	END	1590851729231	1590851738255
REQUEST	930		Logged Redirect 1	1590851738255	1590851738256	OK	 
REQUEST	1950		Home	1590851738253	1590851738257	OK	 
REQUEST	1930		Home	1590851738253	1590851738257	OK	 
REQUEST	330		dashboard	1590851738263	1590851738264	OK	 
REQUEST	330		dashboard Redirect 1	1590851738264	1590851738265	OK	 
USER	VerDashboardPositivo	90	END	1590851692240	1590851738274
USER	VerDashboardNegativo	1951	START	1590851738300	1590851738300
USER	VerDashboardPositivo	1931	START	1590851738300	1590851738300
REQUEST	1591		dashboard2	1590851738300	1590851738301	OK	 
REQUEST	1571		Login	1590851738300	1590851738302	OK	 
REQUEST	1591		dashboard2 Redirect 1	1590851738301	1590851738302	OK	 
USER	VerDashboardNegativo	1591	END	1590851729283	1590851738302
REQUEST	1931		Home	1590851738300	1590851738303	OK	 
REQUEST	1951		Home	1590851738300	1590851738303	OK	 
REQUEST	331		dashboard	1590851738310	1590851738311	OK	 
REQUEST	331		dashboard Redirect 1	1590851738311	1590851738311	OK	 
USER	VerDashboardPositivo	91	END	1590851692292	1590851738321
REQUEST	931		Logged	1590851738320	1590851738321	OK	 
REQUEST	931		Logged Redirect 1	1590851738322	1590851738322	OK	 
