ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	CrearValoraciones	crearvaloraciones	1590567675602	 	3.3.1
REQUEST	1720		Valorar Redirect 1	1590567864017	1590567864052	OK	 
REQUEST	1724		Valorar Redirect 1	1590567864031	1590567864053	OK	 
REQUEST	1719		Valorar	1590567864008	1590567864057	OK	 
REQUEST	1714		Valorar Redirect 1	1590567864016	1590567864059	OK	 
REQUEST	1715		Valorar Redirect 1	1590567864010	1590567864059	OK	 
REQUEST	1716		Valorar Redirect 1	1590567864013	1590567864063	OK	 
REQUEST	1721		Valorar Redirect 1	1590567864032	1590567864074	OK	 
REQUEST	1703		Valorar Redirect 1	1590567864039	1590567864074	OK	 
REQUEST	1690		Valorar Redirect 1	1590567864033	1590567864075	OK	 
REQUEST	1723		Valorar Redirect 1	1590567864039	1590567864077	OK	 
REQUEST	1725		Valorar	1590567864061	1590567864079	OK	 
REQUEST	1686		Valorar Redirect 1	1590567864033	1590567864081	OK	 
REQUEST	1727		Valorar Redirect 1	1590567864043	1590567864081	OK	 
REQUEST	1707		Valorar Redirect 1	1590567864041	1590567864089	OK	 
REQUEST	1713		Valorar Redirect 1	1590567864039	1590567864091	OK	 
REQUEST	1710		Valorar Redirect 1	1590567864026	1590567864092	OK	 
REQUEST	1717		Valorar	1590567864085	1590567864094	OK	 
REQUEST	1722		Valorar Redirect 1	1590567864046	1590567864095	OK	 
REQUEST	1719		Valorar Redirect 1	1590567864057	1590567864095	OK	 
REQUEST	1725		Valorar Redirect 1	1590567864079	1590567864097	OK	 
REQUEST	1733		Valorar	1590567864085	1590567864099	OK	 
REQUEST	1729		Valorar	1590567864090	1590567864099	OK	 
REQUEST	1726		Valorar	1590567864085	1590567864099	OK	 
REQUEST	1735		Valorar	1590567864096	1590567864100	OK	 
REQUEST	1731		Valorar	1590567864085	1590567864100	OK	 
REQUEST	1745		Valorar	1590567864096	1590567864101	OK	 
REQUEST	1728		Valorar	1590567864096	1590567864102	OK	 
REQUEST	1688		Valorar Redirect 1	1590567864049	1590567864104	OK	 
REQUEST	1733		Valorar Redirect 1	1590567864099	1590567864117	OK	 
REQUEST	1729		Valorar Redirect 1	1590567864099	1590567864117	OK	 
REQUEST	1717		Valorar Redirect 1	1590567864094	1590567864118	OK	 
REQUEST	1726		Valorar Redirect 1	1590567864099	1590567864123	OK	 
REQUEST	1735		Valorar Redirect 1	1590567864100	1590567864125	OK	 
REQUEST	1731		Valorar Redirect 1	1590567864100	1590567864126	OK	 
REQUEST	1728		Valorar Redirect 1	1590567864102	1590567864128	OK	 
REQUEST	1745		Valorar Redirect 1	1590567864101	1590567864128	OK	 
REQUEST	1732		Valorar	1590567864126	1590567864129	OK	 
REQUEST	1734		Valorar	1590567864126	1590567864130	OK	 
REQUEST	1741		Valorar	1590567864131	1590567864133	OK	 
REQUEST	1730		Valorar	1590567864131	1590567864134	OK	 
REQUEST	1755		Valorar	1590567864131	1590567864134	OK	 
REQUEST	1751		Valorar	1590567864131	1590567864134	OK	 
REQUEST	1739		Valorar	1590567864131	1590567864134	OK	 
REQUEST	1753		Valorar	1590567864131	1590567864135	OK	 
REQUEST	1732		Valorar Redirect 1	1590567864129	1590567864143	OK	 
REQUEST	1734		Valorar Redirect 1	1590567864130	1590567864144	OK	 
REQUEST	1755		Valorar Redirect 1	1590567864134	1590567864151	OK	 
REQUEST	1741		Valorar Redirect 1	1590567864133	1590567864151	OK	 
REQUEST	1753		Valorar Redirect 1	1590567864135	1590567864152	OK	 
REQUEST	1730		Valorar Redirect 1	1590567864134	1590567864152	OK	 
REQUEST	1751		Valorar Redirect 1	1590567864134	1590567864152	OK	 
REQUEST	1736		Valorar	1590567864145	1590567864154	OK	 
REQUEST	1744		Valorar	1590567864145	1590567864155	OK	 
REQUEST	1739		Valorar Redirect 1	1590567864134	1590567864157	OK	 
REQUEST	1737		Valorar	1590567864145	1590567864159	OK	 
REQUEST	1746		Valorar	1590567864148	1590567864159	OK	 
REQUEST	1758		Valorar	1590567864153	1590567864161	OK	 
REQUEST	1743		Valorar	1590567864153	1590567864161	OK	 
REQUEST	1749		Valorar	1590567864145	1590567864161	OK	 
REQUEST	1742		Valorar	1590567864145	1590567864162	OK	 
REQUEST	1748		Valorar	1590567864145	1590567864163	OK	 
REQUEST	1759		Valorar	1590567864153	1590567864164	OK	 
REQUEST	1738		Valorar	1590567864161	1590567864167	OK	 
REQUEST	1736		Valorar Redirect 1	1590567864154	1590567864173	OK	 
REQUEST	1744		Valorar Redirect 1	1590567864155	1590567864174	OK	 
REQUEST	1746		Valorar Redirect 1	1590567864159	1590567864176	OK	 
REQUEST	1737		Valorar Redirect 1	1590567864159	1590567864177	OK	 
REQUEST	1749		Valorar Redirect 1	1590567864162	1590567864179	OK	 
REQUEST	1740		Valorar	1590567864162	1590567864182	OK	 
REQUEST	1750		Valorar	1590567864162	1590567864186	OK	 
REQUEST	1742		Valorar Redirect 1	1590567864162	1590567864187	OK	 
REQUEST	1748		Valorar Redirect 1	1590567864163	1590567864187	OK	 
REQUEST	1758		Valorar Redirect 1	1590567864161	1590567864189	OK	 
REQUEST	1762		Valorar	1590567864163	1590567864201	OK	 
REQUEST	1747		Valorar	1590567864162	1590567864203	OK	 
REQUEST	1757		Valorar	1590567864163	1590567864204	OK	 
REQUEST	1752		Valorar	1590567864180	1590567864205	OK	 
REQUEST	1743		Valorar Redirect 1	1590567864161	1590567864206	OK	 
REQUEST	1754		Valorar	1590567864162	1590567864206	OK	 
REQUEST	1763		Valorar	1590567864163	1590567864206	OK	 
REQUEST	1760		Valorar	1590567864180	1590567864208	OK	 
REQUEST	1761		Valorar	1590567864180	1590567864208	OK	 
REQUEST	1756		Valorar	1590567864180	1590567864209	OK	 
REQUEST	1759		Valorar Redirect 1	1590567864164	1590567864211	OK	 
REQUEST	1770		Valorar	1590567864201	1590567864212	OK	 
REQUEST	1766		Valorar	1590567864201	1590567864213	OK	 
REQUEST	1764		Valorar	1590567864196	1590567864214	OK	 
REQUEST	1765		Valorar	1590567864196	1590567864216	OK	 
REQUEST	1771		Valorar	1590567864201	1590567864217	OK	 
REQUEST	1750		Valorar Redirect 1	1590567864186	1590567864217	OK	 
REQUEST	1776		Valorar	1590567864201	1590567864218	OK	 
REQUEST	1775		Valorar	1590567864211	1590567864219	OK	 
REQUEST	1738		Valorar Redirect 1	1590567864167	1590567864223	OK	 
REQUEST	1754		Valorar Redirect 1	1590567864206	1590567864229	OK	 
REQUEST	1777		Valorar	1590567864227	1590567864232	OK	 
REQUEST	1773		Valorar	1590567864211	1590567864233	OK	 
REQUEST	1757		Valorar Redirect 1	1590567864205	1590567864237	OK	 
REQUEST	1752		Valorar Redirect 1	1590567864205	1590567864237	OK	 
REQUEST	1762		Valorar Redirect 1	1590567864201	1590567864237	OK	 
REQUEST	1776		Valorar Redirect 1	1590567864218	1590567864238	OK	 
REQUEST	1767		Valorar	1590567864201	1590567864241	OK	 
REQUEST	1760		Valorar Redirect 1	1590567864208	1590567864246	OK	 
REQUEST	1774		Valorar	1590567864211	1590567864251	OK	 
REQUEST	1768		Valorar	1590567864211	1590567864252	OK	 
REQUEST	1773		Valorar Redirect 1	1590567864233	1590567864261	OK	 
REQUEST	1763		Valorar Redirect 1	1590567864206	1590567864261	OK	 
REQUEST	1740		Valorar Redirect 1	1590567864182	1590567864262	OK	 
REQUEST	1756		Valorar Redirect 1	1590567864209	1590567864265	OK	 
REQUEST	1777		Valorar Redirect 1	1590567864232	1590567864268	OK	 
REQUEST	1765		Valorar Redirect 1	1590567864216	1590567864269	OK	 
REQUEST	1772		Valorar	1590567864211	1590567864269	OK	 
REQUEST	1764		Valorar Redirect 1	1590567864215	1590567864269	OK	 
REQUEST	1771		Valorar Redirect 1	1590567864217	1590567864272	OK	 
REQUEST	1766		Valorar Redirect 1	1590567864213	1590567864272	OK	 
REQUEST	1778		Valorar	1590567864263	1590567864273	OK	 
REQUEST	1780		Valorar	1590567864263	1590567864273	OK	 
REQUEST	1782		Valorar	1590567864263	1590567864274	OK	 
REQUEST	1769		Valorar	1590567864211	1590567864274	OK	 
REQUEST	1747		Valorar Redirect 1	1590567864204	1590567864279	OK	 
REQUEST	1779		Valorar	1590567864263	1590567864285	OK	 
REQUEST	1783		Valorar	1590567864263	1590567864285	OK	 
REQUEST	1781		Valorar	1590567864264	1590567864285	OK	 
REQUEST	1775		Valorar Redirect 1	1590567864219	1590567864305	OK	 
REQUEST	1774		Valorar Redirect 1	1590567864252	1590567864305	OK	 
REQUEST	1767		Valorar Redirect 1	1590567864241	1590567864313	OK	 
REQUEST	1778		Valorar Redirect 1	1590567864273	1590567864315	OK	 
REQUEST	1761		Valorar Redirect 1	1590567864208	1590567864317	OK	 
REQUEST	1768		Valorar Redirect 1	1590567864252	1590567864319	OK	 
REQUEST	1784		Valorar	1590567864282	1590567864322	OK	 
REQUEST	1796		Valorar	1590567864321	1590567864325	OK	 
REQUEST	1786		Valorar	1590567864280	1590567864326	OK	 
REQUEST	1788		Valorar	1590567864282	1590567864327	OK	 
REQUEST	1770		Valorar Redirect 1	1590567864212	1590567864328	OK	 
REQUEST	1780		Valorar Redirect 1	1590567864274	1590567864330	OK	 
REQUEST	1790		Valorar	1590567864295	1590567864331	OK	 
REQUEST	1794		Valorar	1590567864318	1590567864333	OK	 
REQUEST	1793		Valorar	1590567864318	1590567864334	OK	 
REQUEST	1772		Valorar Redirect 1	1590567864269	1590567864340	OK	 
REQUEST	1781		Valorar Redirect 1	1590567864285	1590567864340	OK	 
REQUEST	1786		Valorar Redirect 1	1590567864326	1590567864341	OK	 
REQUEST	1791		Valorar	1590567864295	1590567864345	OK	 
REQUEST	1789		Valorar	1590567864295	1590567864346	OK	 
REQUEST	1801		Valorar	1590567864331	1590567864348	OK	 
REQUEST	1798		Valorar	1590567864344	1590567864348	OK	 
REQUEST	1790		Valorar Redirect 1	1590567864331	1590567864349	OK	 
REQUEST	1795		Valorar	1590567864319	1590567864352	OK	 
REQUEST	1792		Valorar	1590567864321	1590567864356	OK	 
REQUEST	1769		Valorar Redirect 1	1590567864275	1590567864358	OK	 
REQUEST	1788		Valorar Redirect 1	1590567864327	1590567864361	OK	 
REQUEST	1796		Valorar Redirect 1	1590567864325	1590567864361	OK	 
REQUEST	1793		Valorar Redirect 1	1590567864334	1590567864364	OK	 
REQUEST	1785		Valorar	1590567864282	1590567864370	OK	 
REQUEST	1792		Valorar Redirect 1	1590567864356	1590567864373	OK	 
REQUEST	1787		Valorar	1590567864295	1590567864375	OK	 
REQUEST	1799		Valorar	1590567864360	1590567864376	OK	 
REQUEST	1795		Valorar Redirect 1	1590567864353	1590567864377	OK	 
REQUEST	1782		Valorar Redirect 1	1590567864274	1590567864378	OK	 
REQUEST	1797		Valorar	1590567864331	1590567864383	OK	 
REQUEST	1783		Valorar Redirect 1	1590567864285	1590567864385	OK	 
REQUEST	1785		Valorar Redirect 1	1590567864371	1590567864391	OK	 
REQUEST	1787		Valorar Redirect 1	1590567864375	1590567864393	OK	 
REQUEST	1804		Valorar	1590567864381	1590567864393	OK	 
REQUEST	1803		Valorar	1590567864360	1590567864394	OK	 
REQUEST	1794		Valorar Redirect 1	1590567864333	1590567864397	OK	 
REQUEST	1801		Valorar Redirect 1	1590567864348	1590567864400	OK	 
REQUEST	1779		Valorar Redirect 1	1590567864285	1590567864400	OK	 
REQUEST	1809		Valorar	1590567864396	1590567864403	OK	 
REQUEST	1805		Valorar	1590567864396	1590567864405	OK	 
REQUEST	1799		Valorar Redirect 1	1590567864376	1590567864406	OK	 
REQUEST	1806		Valorar	1590567864402	1590567864408	OK	 
REQUEST	1800		Valorar	1590567864360	1590567864408	OK	 
REQUEST	1808		Valorar	1590567864396	1590567864410	OK	 
REQUEST	1807		Valorar	1590567864396	1590567864410	OK	 
REQUEST	1811		Valorar	1590567864402	1590567864429	OK	 
REQUEST	1798		Valorar Redirect 1	1590567864348	1590567864433	OK	 
REQUEST	1784		Valorar Redirect 1	1590567864323	1590567864433	OK	 
REQUEST	2021		Valorar	1590567864427	1590567864435	OK	 
REQUEST	2025		Valorar	1590567864432	1590567864437	OK	 
REQUEST	2024		Valorar	1590567864432	1590567864438	OK	 
REQUEST	1802		Valorar	1590567864360	1590567864440	OK	 
REQUEST	2026		Valorar	1590567864432	1590567864441	OK	 
REQUEST	1791		Valorar Redirect 1	1590567864345	1590567864443	OK	 
REQUEST	1797		Valorar Redirect 1	1590567864383	1590567864448	OK	 
REQUEST	1804		Valorar Redirect 1	1590567864393	1590567864451	OK	 
REQUEST	2022		Valorar	1590567864427	1590567864452	OK	 
REQUEST	1803		Valorar Redirect 1	1590567864394	1590567864456	OK	 
REQUEST	1789		Valorar Redirect 1	1590567864346	1590567864457	OK	 
REQUEST	1808		Valorar Redirect 1	1590567864410	1590567864460	OK	 
REQUEST	2019		Valorar	1590567864411	1590567864461	OK	 
REQUEST	2020		Valorar	1590567864411	1590567864462	OK	 
REQUEST	2023		Valorar	1590567864432	1590567864464	OK	 
REQUEST	2029		Valorar	1590567864457	1590567864466	OK	 
REQUEST	1802		Valorar Redirect 1	1590567864440	1590567864467	OK	 
REQUEST	1809		Valorar Redirect 1	1590567864403	1590567864473	OK	 
REQUEST	1810		Valorar	1590567864402	1590567864475	OK	 
REQUEST	1806		Valorar Redirect 1	1590567864408	1590567864479	OK	 
REQUEST	1805		Valorar Redirect 1	1590567864405	1590567864480	OK	 
REQUEST	1807		Valorar Redirect 1	1590567864410	1590567864482	OK	 
REQUEST	2022		Valorar Redirect 1	1590567864453	1590567864492	OK	 
REQUEST	2025		Valorar Redirect 1	1590567864437	1590567864495	OK	 
REQUEST	2024		Valorar Redirect 1	1590567864438	1590567864495	OK	 
REQUEST	2028		Valorar	1590567864462	1590567864500	OK	 
REQUEST	2029		Valorar Redirect 1	1590567864466	1590567864501	OK	 
REQUEST	2021		Valorar Redirect 1	1590567864435	1590567864502	OK	 
REQUEST	2034		Valorar	1590567864497	1590567864506	OK	 
REQUEST	1810		Valorar Redirect 1	1590567864475	1590567864513	OK	 
REQUEST	2035		Valorar	1590567864497	1590567864515	OK	 
REQUEST	2027		Valorar	1590567864501	1590567864517	OK	 
REQUEST	2023		Valorar Redirect 1	1590567864464	1590567864517	OK	 
REQUEST	2031		Valorar	1590567864488	1590567864521	OK	 
REQUEST	2019		Valorar Redirect 1	1590567864461	1590567864523	OK	 
REQUEST	2026		Valorar Redirect 1	1590567864441	1590567864530	OK	 
REQUEST	1800		Valorar Redirect 1	1590567864408	1590567864530	OK	 
REQUEST	1811		Valorar Redirect 1	1590567864429	1590567864530	OK	 
REQUEST	2028		Valorar Redirect 1	1590567864500	1590567864532	OK	 
REQUEST	2020		Valorar Redirect 1	1590567864462	1590567864532	OK	 
REQUEST	2027		Valorar Redirect 1	1590567864517	1590567864545	OK	 
REQUEST	2030		Valorar	1590567864537	1590567864548	OK	 
REQUEST	2041		Valorar	1590567864542	1590567864550	OK	 
REQUEST	2036		Valorar	1590567864497	1590567864555	OK	 
REQUEST	2035		Valorar Redirect 1	1590567864515	1590567864556	OK	 
REQUEST	2031		Valorar Redirect 1	1590567864521	1590567864557	OK	 
REQUEST	2040		Valorar	1590567864541	1590567864558	OK	 
REQUEST	2042		Valorar	1590567864537	1590567864561	OK	 
REQUEST	2034		Valorar Redirect 1	1590567864506	1590567864563	OK	 
REQUEST	2030		Valorar Redirect 1	1590567864548	1590567864565	OK	 
REQUEST	2038		Valorar	1590567864505	1590567864568	OK	 
REQUEST	2046		Valorar	1590567864562	1590567864568	OK	 
REQUEST	2032		Valorar	1590567864537	1590567864571	OK	 
REQUEST	2043		Valorar	1590567864558	1590567864572	OK	 
REQUEST	2036		Valorar Redirect 1	1590567864555	1590567864572	OK	 
REQUEST	2037		Valorar	1590567864541	1590567864574	OK	 
REQUEST	2044		Valorar	1590567864558	1590567864576	OK	 
REQUEST	2039		Valorar	1590567864537	1590567864576	OK	 
REQUEST	2040		Valorar Redirect 1	1590567864558	1590567864588	OK	 
REQUEST	2042		Valorar Redirect 1	1590567864561	1590567864590	OK	 
REQUEST	2038		Valorar Redirect 1	1590567864568	1590567864591	OK	 
REQUEST	2032		Valorar Redirect 1	1590567864571	1590567864591	OK	 
REQUEST	2046		Valorar Redirect 1	1590567864568	1590567864593	OK	 
REQUEST	2048		Valorar	1590567864593	1590567864598	OK	 
REQUEST	2033		Valorar	1590567864594	1590567864600	OK	 
REQUEST	2050		Valorar	1590567864593	1590567864600	OK	 
REQUEST	2055		Valorar	1590567864594	1590567864601	OK	 
REQUEST	2044		Valorar Redirect 1	1590567864576	1590567864605	OK	 
REQUEST	2039		Valorar Redirect 1	1590567864576	1590567864605	OK	 
REQUEST	2041		Valorar Redirect 1	1590567864550	1590567864607	OK	 
REQUEST	2053		Valorar	1590567864594	1590567864608	OK	 
REQUEST	2052		Valorar	1590567864594	1590567864612	OK	 
REQUEST	2045		Valorar	1590567864594	1590567864612	OK	 
REQUEST	2047		Valorar	1590567864594	1590567864615	OK	 
REQUEST	2058		Valorar	1590567864607	1590567864618	OK	 
REQUEST	2037		Valorar Redirect 1	1590567864574	1590567864619	OK	 
REQUEST	2055		Valorar Redirect 1	1590567864601	1590567864623	OK	 
REQUEST	2048		Valorar Redirect 1	1590567864598	1590567864625	OK	 
REQUEST	2054		Valorar	1590567864594	1590567864629	OK	 
REQUEST	2033		Valorar Redirect 1	1590567864600	1590567864631	OK	 
REQUEST	2053		Valorar Redirect 1	1590567864608	1590567864640	OK	 
REQUEST	2043		Valorar Redirect 1	1590567864572	1590567864641	OK	 
REQUEST	2050		Valorar Redirect 1	1590567864600	1590567864646	OK	 
REQUEST	2058		Valorar Redirect 1	1590567864618	1590567864647	OK	 
REQUEST	2052		Valorar Redirect 1	1590567864612	1590567864649	OK	 
REQUEST	2047		Valorar Redirect 1	1590567864615	1590567864653	OK	 
REQUEST	2054		Valorar Redirect 1	1590567864629	1590567864655	OK	 
REQUEST	2045		Valorar Redirect 1	1590567864612	1590567864662	OK	 
REQUEST	2057		Valorar	1590567864666	1590567864671	OK	 
REQUEST	2059		Valorar	1590567864666	1590567864671	OK	 
REQUEST	2060		Valorar	1590567864666	1590567864672	OK	 
REQUEST	2066		Valorar	1590567864666	1590567864672	OK	 
REQUEST	2056		Valorar	1590567864666	1590567864673	OK	 
REQUEST	2061		Valorar	1590567864666	1590567864675	OK	 
REQUEST	2063		Valorar	1590567864671	1590567864676	OK	 
REQUEST	2051		Valorar	1590567864667	1590567864677	OK	 
REQUEST	2049		Valorar	1590567864666	1590567864678	OK	 
REQUEST	2068		Valorar	1590567864671	1590567864679	OK	 
REQUEST	2062		Valorar	1590567864666	1590567864682	OK	 
REQUEST	2066		Valorar Redirect 1	1590567864673	1590567864693	OK	 
REQUEST	2060		Valorar Redirect 1	1590567864672	1590567864698	OK	 
REQUEST	2057		Valorar Redirect 1	1590567864671	1590567864701	OK	 
REQUEST	2059		Valorar Redirect 1	1590567864671	1590567864701	OK	 
REQUEST	2061		Valorar Redirect 1	1590567864675	1590567864708	OK	 
REQUEST	2068		Valorar Redirect 1	1590567864679	1590567864708	OK	 
REQUEST	2056		Valorar Redirect 1	1590567864673	1590567864710	OK	 
REQUEST	2064		Valorar	1590567864692	1590567864714	OK	 
REQUEST	2070		Valorar	1590567864691	1590567864714	OK	 
REQUEST	2051		Valorar Redirect 1	1590567864677	1590567864715	OK	 
REQUEST	2072		Valorar	1590567864691	1590567864717	OK	 
REQUEST	2071		Valorar	1590567864691	1590567864720	OK	 
REQUEST	2062		Valorar Redirect 1	1590567864682	1590567864723	OK	 
REQUEST	2069		Valorar	1590567864691	1590567864723	OK	 
REQUEST	2073		Valorar	1590567864714	1590567864728	OK	 
REQUEST	2049		Valorar Redirect 1	1590567864678	1590567864730	OK	 
REQUEST	2065		Valorar	1590567864688	1590567864731	OK	 
REQUEST	2074		Valorar	1590567864710	1590567864732	OK	 
REQUEST	2067		Valorar	1590567864691	1590567864733	OK	 
REQUEST	2078		Valorar	1590567864725	1590567864735	OK	 
REQUEST	2064		Valorar Redirect 1	1590567864714	1590567864736	OK	 
REQUEST	2070		Valorar Redirect 1	1590567864714	1590567864740	OK	 
REQUEST	2063		Valorar Redirect 1	1590567864676	1590567864744	OK	 
REQUEST	2071		Valorar Redirect 1	1590567864720	1590567864752	OK	 
REQUEST	2069		Valorar Redirect 1	1590567864723	1590567864752	OK	 
REQUEST	2077		Valorar	1590567864747	1590567864757	OK	 
REQUEST	2067		Valorar Redirect 1	1590567864733	1590567864758	OK	 
REQUEST	2081		Valorar	1590567864748	1590567864761	OK	 
REQUEST	2082		Valorar	1590567864751	1590567864765	OK	 
REQUEST	2065		Valorar Redirect 1	1590567864731	1590567864766	OK	 
REQUEST	2074		Valorar Redirect 1	1590567864732	1590567864766	OK	 
REQUEST	2072		Valorar Redirect 1	1590567864718	1590567864775	OK	 
REQUEST	2073		Valorar Redirect 1	1590567864728	1590567864775	OK	 
REQUEST	2075		Valorar	1590567864747	1590567864777	OK	 
REQUEST	2078		Valorar Redirect 1	1590567864735	1590567864777	OK	 
REQUEST	2084		Valorar	1590567864771	1590567864822	OK	 
REQUEST	2076		Valorar	1590567864747	1590567864822	OK	 
REQUEST	2080		Valorar	1590567864787	1590567864822	OK	 
REQUEST	2083		Valorar	1590567864771	1590567864823	OK	 
REQUEST	2086		Valorar	1590567864791	1590567864824	OK	 
REQUEST	2079		Valorar	1590567864787	1590567864825	OK	 
REQUEST	2087		Valorar	1590567864771	1590567864826	OK	 
REQUEST	2090		Valorar	1590567864791	1590567864826	OK	 
REQUEST	2077		Valorar Redirect 1	1590567864757	1590567864826	OK	 
REQUEST	2097		Valorar	1590567864813	1590567864828	OK	 
REQUEST	2085		Valorar	1590567864791	1590567864828	OK	 
REQUEST	2091		Valorar	1590567864813	1590567864831	OK	 
REQUEST	2098		Valorar	1590567864813	1590567864832	OK	 
REQUEST	2088		Valorar	1590567864828	1590567864833	OK	 
REQUEST	2089		Valorar	1590567864791	1590567864837	OK	 
REQUEST	2095		Valorar	1590567864829	1590567864838	OK	 
REQUEST	2081		Valorar Redirect 1	1590567864761	1590567864839	OK	 
REQUEST	2094		Valorar	1590567864813	1590567864839	OK	 
REQUEST	2082		Valorar Redirect 1	1590567864765	1590567864842	OK	 
REQUEST	2075		Valorar Redirect 1	1590567864777	1590567864843	OK	 
REQUEST	2093		Valorar	1590567864813	1590567864850	OK	 
REQUEST	2103		Valorar	1590567864828	1590567864851	OK	 
REQUEST	2079		Valorar Redirect 1	1590567864826	1590567864862	OK	 
REQUEST	2084		Valorar Redirect 1	1590567864822	1590567864862	OK	 
REQUEST	2087		Valorar Redirect 1	1590567864826	1590567864862	OK	 
REQUEST	2089		Valorar Redirect 1	1590567864838	1590567864863	OK	 
REQUEST	2090		Valorar Redirect 1	1590567864826	1590567864864	OK	 
REQUEST	2076		Valorar Redirect 1	1590567864822	1590567864867	OK	 
REQUEST	2100		Valorar	1590567864828	1590567864868	OK	 
REQUEST	2099		Valorar	1590567864831	1590567864868	OK	 
REQUEST	2096		Valorar	1590567864828	1590567864871	OK	 
REQUEST	2097		Valorar Redirect 1	1590567864828	1590567864873	OK	 
REQUEST	2101		Valorar	1590567864832	1590567864874	OK	 
REQUEST	2104		Valorar	1590567864832	1590567864879	OK	 
REQUEST	2086		Valorar Redirect 1	1590567864825	1590567864879	OK	 
REQUEST	2080		Valorar Redirect 1	1590567864822	1590567864882	OK	 
REQUEST	2102		Valorar	1590567864832	1590567864884	OK	 
REQUEST	2085		Valorar Redirect 1	1590567864828	1590567864888	OK	 
REQUEST	2091		Valorar Redirect 1	1590567864831	1590567864888	OK	 
REQUEST	2098		Valorar Redirect 1	1590567864832	1590567864889	OK	 
REQUEST	2092		Valorar	1590567864813	1590567864890	OK	 
REQUEST	2083		Valorar Redirect 1	1590567864823	1590567864894	OK	 
REQUEST	2105		Valorar	1590567864865	1590567864896	OK	 
REQUEST	2107		Valorar	1590567864865	1590567864898	OK	 
REQUEST	2101		Valorar Redirect 1	1590567864874	1590567864899	OK	 
REQUEST	2094		Valorar Redirect 1	1590567864839	1590567864904	OK	 
REQUEST	2088		Valorar Redirect 1	1590567864834	1590567864904	OK	 
REQUEST	2108		Valorar	1590567864881	1590567864907	OK	 
REQUEST	2093		Valorar Redirect 1	1590567864850	1590567864909	OK	 
REQUEST	2106		Valorar	1590567864877	1590567864909	OK	 
REQUEST	2095		Valorar Redirect 1	1590567864838	1590567864914	OK	 
REQUEST	2109		Valorar	1590567864891	1590567864915	OK	 
REQUEST	2112		Valorar	1590567864891	1590567864916	OK	 
REQUEST	2099		Valorar Redirect 1	1590567864869	1590567864917	OK	 
REQUEST	2100		Valorar Redirect 1	1590567864868	1590567864917	OK	 
REQUEST	2107		Valorar Redirect 1	1590567864898	1590567864924	OK	 
REQUEST	2103		Valorar Redirect 1	1590567864851	1590567864924	OK	 
REQUEST	2113		Valorar	1590567864917	1590567864927	OK	 
REQUEST	2092		Valorar Redirect 1	1590567864890	1590567864931	OK	 
REQUEST	2096		Valorar Redirect 1	1590567864871	1590567864931	OK	 
REQUEST	2118		Valorar	1590567864917	1590567864934	OK	 
REQUEST	2102		Valorar Redirect 1	1590567864884	1590567864938	OK	 
REQUEST	2104		Valorar Redirect 1	1590567864879	1590567864939	OK	 
REQUEST	2105		Valorar Redirect 1	1590567864896	1590567864941	OK	 
REQUEST	2120		Valorar	1590567864921	1590567864943	OK	 
REQUEST	2111		Valorar	1590567864917	1590567864944	OK	 
REQUEST	2108		Valorar Redirect 1	1590567864907	1590567864946	OK	 
REQUEST	2112		Valorar Redirect 1	1590567864916	1590567864947	OK	 
REQUEST	2117		Valorar	1590567864921	1590567864947	OK	 
REQUEST	2109		Valorar Redirect 1	1590567864915	1590567864947	OK	 
REQUEST	2106		Valorar Redirect 1	1590567864909	1590567864947	OK	 
REQUEST	2114		Valorar	1590567864916	1590567864950	OK	 
REQUEST	2116		Valorar	1590567864921	1590567864952	OK	 
REQUEST	2110		Valorar	1590567864917	1590567864952	OK	 
REQUEST	2119		Valorar	1590567864921	1590567864953	OK	 
REQUEST	2115		Valorar	1590567864932	1590567864953	OK	 
REQUEST	2118		Valorar Redirect 1	1590567864934	1590567864964	OK	 
REQUEST	2113		Valorar Redirect 1	1590567864927	1590567864964	OK	 
REQUEST	2114		Valorar Redirect 1	1590567864950	1590567864973	OK	 
REQUEST	2111		Valorar Redirect 1	1590567864944	1590567864973	OK	 
REQUEST	2117		Valorar Redirect 1	1590567864947	1590567864973	OK	 
REQUEST	2120		Valorar Redirect 1	1590567864943	1590567864973	OK	 
REQUEST	2121		Valorar	1590567864965	1590567864975	OK	 
REQUEST	2122		Valorar	1590567864965	1590567864977	OK	 
REQUEST	2123		Valorar	1590567864964	1590567864977	OK	 
REQUEST	2127		Valorar	1590567864976	1590567864980	OK	 
REQUEST	2115		Valorar Redirect 1	1590567864953	1590567864981	OK	 
REQUEST	2126		Valorar	1590567864976	1590567864983	OK	 
REQUEST	2124		Valorar	1590567864976	1590567864983	OK	 
REQUEST	2110		Valorar Redirect 1	1590567864952	1590567864990	OK	 
REQUEST	2119		Valorar Redirect 1	1590567864953	1590567864990	OK	 
REQUEST	2128		Valorar	1590567864976	1590567864990	OK	 
REQUEST	2125		Valorar	1590567864976	1590567864993	OK	 
REQUEST	2121		Valorar Redirect 1	1590567864975	1590567864995	OK	 
REQUEST	2122		Valorar Redirect 1	1590567864977	1590567864996	OK	 
REQUEST	2123		Valorar Redirect 1	1590567864977	1590567865002	OK	 
REQUEST	2127		Valorar Redirect 1	1590567864980	1590567865003	OK	 
