ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	CrearValoraciones	crearvaloraciones	1590567675602	 	3.3.1
REQUEST	3929		Login	1590567690951	1590567690953	OK	 
REQUEST	3926		Login	1590567690950	1590567690954	OK	 
REQUEST	3733		Login	1590567690951	1590567690954	OK	 
REQUEST	3728		Login	1590567690950	1590567690954	OK	 
REQUEST	3924		Login	1590567690950	1590567690954	OK	 
REQUEST	3927		Login	1590567690950	1590567690954	OK	 
REQUEST	3922		Login	1590567690950	1590567690954	OK	 
REQUEST	3923		Login	1590567690950	1590567690954	OK	 
REQUEST	3732		Login	1590567690951	1590567690954	OK	 
REQUEST	3730		Login	1590567690950	1590567690954	OK	 
REQUEST	3735		Login	1590567690966	1590567690967	OK	 
REQUEST	3933		Login	1590567690982	1590567690983	OK	 
REQUEST	3737		Login	1590567690982	1590567690984	OK	 
REQUEST	3734		Login	1590567690982	1590567690984	OK	 
REQUEST	3736		Login	1590567690982	1590567690984	OK	 
REQUEST	3932		Login	1590567690999	1590567691001	OK	 
REQUEST	3738		Login	1590567690999	1590567691002	OK	 
REQUEST	3934		Login	1590567690999	1590567691002	OK	 
REQUEST	3931		Login	1590567690999	1590567691002	OK	 
REQUEST	3930		Login	1590567690999	1590567691003	OK	 
REQUEST	3935		Login	1590567691001	1590567691003	OK	 
REQUEST	3936		Login	1590567691001	1590567691003	OK	 
REQUEST	3740		Login	1590567691015	1590567691016	OK	 
REQUEST	3741		Login	1590567691015	1590567691017	OK	 
REQUEST	3744		Login	1590567691031	1590567691032	OK	 
REQUEST	3742		Login	1590567691031	1590567691034	OK	 
REQUEST	3940		Login	1590567691031	1590567691034	OK	 
REQUEST	3739		Login	1590567691031	1590567691034	OK	 
REQUEST	3938		Login	1590567691031	1590567691034	OK	 
REQUEST	3937		Login	1590567691031	1590567691034	OK	 
REQUEST	3941		Login	1590567691031	1590567691034	OK	 
REQUEST	3939		Login	1590567691031	1590567691034	OK	 
REQUEST	3743		Login	1590567691031	1590567691034	OK	 
REQUEST	3749		Login	1590567691046	1590567691047	OK	 
REQUEST	3750		Login	1590567691046	1590567691048	OK	 
REQUEST	3747		Login	1590567691046	1590567691048	OK	 
REQUEST	3943		Login	1590567691046	1590567691048	OK	 
REQUEST	3942		Login	1590567691046	1590567691049	OK	 
REQUEST	3746		Login	1590567691051	1590567691052	OK	 
REQUEST	3946		Login	1590567691051	1590567691053	OK	 
REQUEST	3745		Login	1590567691051	1590567691053	OK	 
REQUEST	3947		Login	1590567691062	1590567691063	OK	 
REQUEST	3751		Login	1590567691062	1590567691064	OK	 
REQUEST	3755		Login	1590567691062	1590567691064	OK	 
REQUEST	3945		Login	1590567691077	1590567691079	OK	 
REQUEST	3757		Login	1590567691077	1590567691080	OK	 
REQUEST	3748		Login	1590567691077	1590567691080	OK	 
REQUEST	3754		Login	1590567691078	1590567691080	OK	 
REQUEST	3752		Login	1590567691077	1590567691080	OK	 
REQUEST	3949		Login	1590567691081	1590567691082	OK	 
REQUEST	3758		Login	1590567691101	1590567691102	OK	 
REQUEST	3956		Login	1590567691101	1590567691103	OK	 
REQUEST	3957		Login	1590567691101	1590567691103	OK	 
REQUEST	3950		Login	1590567691115	1590567691116	OK	 
REQUEST	3944		Login	1590567691115	1590567691117	OK	 
REQUEST	3955		Login	1590567691115	1590567691117	OK	 
REQUEST	3951		Login	1590567691115	1590567691117	OK	 
REQUEST	3954		Login	1590567691115	1590567691117	OK	 
REQUEST	3953		Login	1590567691115	1590567691117	OK	 
REQUEST	3756		Login	1590567691115	1590567691117	OK	 
REQUEST	3759		Login	1590567691115	1590567691117	OK	 
REQUEST	3948		Login	1590567691115	1590567691118	OK	 
REQUEST	3959		Login	1590567691115	1590567691118	OK	 
REQUEST	3963		Login	1590567691151	1590567691153	OK	 
REQUEST	3966		Login	1590567691151	1590567691153	OK	 
REQUEST	3962		Login	1590567691151	1590567691153	OK	 
REQUEST	3753		Login	1590567691151	1590567691153	OK	 
REQUEST	3967		Login	1590567691152	1590567691154	OK	 
REQUEST	3965		Login	1590567691152	1590567691154	OK	 
REQUEST	3761		Login	1590567691151	1590567691154	OK	 
REQUEST	3770		Login	1590567691152	1590567691154	OK	 
REQUEST	3766		Login	1590567691151	1590567691154	OK	 
REQUEST	3961		Login	1590567691151	1590567691154	OK	 
REQUEST	3765		Login	1590567691151	1590567691154	OK	 
REQUEST	3764		Login	1590567691151	1590567691154	OK	 
REQUEST	3964		Login	1590567691152	1590567691155	OK	 
REQUEST	3768		Login	1590567691152	1590567691154	OK	 
REQUEST	3769		Login	1590567691152	1590567691155	OK	 
REQUEST	3771		Login	1590567691151	1590567691155	OK	 
REQUEST	3958		Login	1590567691152	1590567691155	OK	 
REQUEST	3762		Login	1590567691151	1590567691155	OK	 
REQUEST	3952		Login	1590567691151	1590567691155	OK	 
REQUEST	3767		Login	1590567691151	1590567691155	OK	 
REQUEST	3960		Login	1590567691151	1590567691155	OK	 
REQUEST	3760		Login	1590567691151	1590567691155	OK	 
REQUEST	3763		Login	1590567691151	1590567691155	OK	 
REQUEST	3970		Login	1590567691178	1590567691179	OK	 
REQUEST	3774		Login	1590567691178	1590567691180	OK	 
REQUEST	3968		Login	1590567691178	1590567691180	OK	 
REQUEST	3775		Login	1590567691178	1590567691180	OK	 
REQUEST	3971		Login	1590567691178	1590567691180	OK	 
REQUEST	3773		Login	1590567691178	1590567691180	OK	 
REQUEST	3969		Login	1590567691178	1590567691180	OK	 
REQUEST	3772		Login	1590567691178	1590567691180	OK	 
REQUEST	3972		Login	1590567691181	1590567691182	OK	 
REQUEST	3778		Login	1590567691201	1590567691202	OK	 
REQUEST	3777		Login	1590567691201	1590567691204	OK	 
REQUEST	3776		Login	1590567691201	1590567691204	OK	 
REQUEST	3780		Login	1590567691215	1590567691216	OK	 
REQUEST	3785		Login	1590567691231	1590567691232	OK	 
REQUEST	3779		Login	1590567691231	1590567691233	OK	 
REQUEST	3974		Login	1590567691231	1590567691233	OK	 
REQUEST	3783		Login	1590567691231	1590567691233	OK	 
REQUEST	3979		Login	1590567691232	1590567691233	OK	 
REQUEST	3982		Login	1590567691231	1590567691233	OK	 
REQUEST	3976		Login	1590567691231	1590567691233	OK	 
REQUEST	3781		Login	1590567691231	1590567691234	OK	 
REQUEST	3782		Login	1590567691231	1590567691234	OK	 
REQUEST	3784		Login	1590567691231	1590567691234	OK	 
REQUEST	3787		Login	1590567691231	1590567691234	OK	 
REQUEST	3973		Login	1590567691231	1590567691234	OK	 
REQUEST	3983		Login	1590567691231	1590567691234	OK	 
REQUEST	3978		Login	1590567691278	1590567691279	OK	 
REQUEST	3786		Login	1590567691278	1590567691281	OK	 
REQUEST	3977		Login	1590567691278	1590567691281	OK	 
REQUEST	3981		Login	1590567691278	1590567691281	OK	 
REQUEST	3789		Login	1590567691281	1590567691282	OK	 
REQUEST	3985		Login	1590567691301	1590567691303	OK	 
REQUEST	3986		Login	1590567691302	1590567691304	OK	 
REQUEST	3791		Login	1590567691301	1590567691304	OK	 
REQUEST	3975		Login	1590567691301	1590567691304	OK	 
REQUEST	3989		Login	1590567691302	1590567691304	OK	 
REQUEST	3980		Login	1590567691301	1590567691304	OK	 
REQUEST	3792		Login	1590567691301	1590567691305	OK	 
REQUEST	3788		Login	1590567691302	1590567691305	OK	 
REQUEST	3991		Login	1590567691364	1590567691367	OK	 
REQUEST	3804		Login	1590567691364	1590567691367	OK	 
REQUEST	3799		Login	1590567691365	1590567691367	OK	 
REQUEST	3793		Login	1590567691364	1590567691367	OK	 
REQUEST	3984		Login	1590567691364	1590567691368	OK	 
REQUEST	3798		Login	1590567691365	1590567691368	OK	 
REQUEST	3987		Login	1590567691364	1590567691368	OK	 
REQUEST	3805		Login	1590567691364	1590567691368	OK	 
REQUEST	3790		Login	1590567691364	1590567691368	OK	 
REQUEST	3990		Login	1590567691365	1590567691368	OK	 
REQUEST	3795		Login	1590567691364	1590567691368	OK	 
REQUEST	3994		Login	1590567691366	1590567691368	OK	 
REQUEST	3796		Login	1590567691365	1590567691368	OK	 
REQUEST	3794		Login	1590567691366	1590567691368	OK	 
REQUEST	3998		Login	1590567691364	1590567691368	OK	 
REQUEST	3997		Login	1590567691365	1590567691369	OK	 
REQUEST	3988		Login	1590567691365	1590567691369	OK	 
REQUEST	3802		Login	1590567691400	1590567691402	OK	 
REQUEST	3800		Login	1590567691400	1590567691402	OK	 
REQUEST	3797		Login	1590567691400	1590567691402	OK	 
REQUEST	3995		Login	1590567691400	1590567691402	OK	 
REQUEST	3803		Login	1590567691400	1590567691403	OK	 
REQUEST	3992		Login	1590567691400	1590567691403	OK	 
REQUEST	3999		Login	1590567691400	1590567691403	OK	 
REQUEST	4000		Login	1590567691400	1590567691403	OK	 
REQUEST	3993		Login	1590567691400	1590567691403	OK	 
REQUEST	3996		Login	1590567691400	1590567691403	OK	 
REQUEST	3801		Login	1590567691400	1590567691403	OK	 
REQUEST	407		LoggedAdmin	1590567701396	1590567701399	OK	 
REQUEST	416		LoggedAdmin	1590567701396	1590567701399	OK	 
REQUEST	10		LoggedCliente	1590567701407	1590567701409	OK	 
REQUEST	412		LoggedAdmin	1590567701407	1590567701410	OK	 
REQUEST	416		LoggedAdmin Redirect 1	1590567701405	1590567701413	OK	 
REQUEST	10		LoggedCliente Redirect 1	1590567701410	1590567701413	OK	 
REQUEST	412		LoggedAdmin Redirect 1	1590567701410	1590567701413	OK	 
REQUEST	407		LoggedAdmin Redirect 1	1590567701404	1590567701413	OK	 
REQUEST	411		LoggedAdmin	1590567701407	1590567701424	OK	 
REQUEST	14		LoggedCliente	1590567701424	1590567701426	OK	 
REQUEST	1		LoggedCliente	1590567701425	1590567701427	OK	 
REQUEST	13		LoggedCliente	1590567701424	1590567701427	OK	 
REQUEST	1		LoggedCliente Redirect 1	1590567701427	1590567701430	OK	 
REQUEST	14		LoggedCliente Redirect 1	1590567701426	1590567701430	OK	 
REQUEST	411		LoggedAdmin Redirect 1	1590567701426	1590567701431	OK	 
REQUEST	13		LoggedCliente Redirect 1	1590567701427	1590567701433	OK	 
REQUEST	15		LoggedCliente	1590567701444	1590567701447	OK	 
REQUEST	8		LoggedCliente	1590567701444	1590567701450	OK	 
REQUEST	409		LoggedAdmin	1590567701446	1590567701450	OK	 
REQUEST	406		LoggedAdmin	1590567701444	1590567701450	OK	 
REQUEST	15		LoggedCliente Redirect 1	1590567701448	1590567701453	OK	 
REQUEST	8		LoggedCliente Redirect 1	1590567701450	1590567701456	OK	 
REQUEST	409		LoggedAdmin Redirect 1	1590567701450	1590567701456	OK	 
REQUEST	406		LoggedAdmin Redirect 1	1590567701450	1590567701458	OK	 
REQUEST	418		LoggedAdmin	1590567701475	1590567701478	OK	 
REQUEST	5		LoggedCliente	1590567701475	1590567701479	OK	 
REQUEST	418		LoggedAdmin Redirect 1	1590567701479	1590567701481	OK	 
REQUEST	5		LoggedCliente Redirect 1	1590567701480	1590567701487	OK	 
REQUEST	403		LoggedAdmin	1590567701491	1590567701493	OK	 
REQUEST	4		LoggedCliente	1590567701491	1590567701494	OK	 
REQUEST	403		LoggedAdmin Redirect 1	1590567701493	1590567701498	OK	 
REQUEST	4		LoggedCliente Redirect 1	1590567701494	1590567701499	OK	 
REQUEST	11		LoggedCliente	1590567701545	1590567701547	OK	 
REQUEST	417		LoggedAdmin	1590567701544	1590567701547	OK	 
REQUEST	421		LoggedAdmin	1590567701545	1590567701548	OK	 
REQUEST	424		LoggedAdmin	1590567701544	1590567701547	OK	 
REQUEST	9		LoggedCliente	1590567701544	1590567701548	OK	 
REQUEST	7		LoggedCliente	1590567701545	1590567701550	OK	 
REQUEST	408		LoggedAdmin	1590567701544	1590567701553	OK	 
REQUEST	404		LoggedAdmin	1590567701546	1590567701555	OK	 
REQUEST	21		LoggedCliente	1590567701545	1590567701558	OK	 
REQUEST	7		LoggedCliente Redirect 1	1590567701550	1590567701559	OK	 
REQUEST	417		LoggedAdmin Redirect 1	1590567701548	1590567701565	OK	 
REQUEST	405		LoggedAdmin	1590567701561	1590567701565	OK	 
REQUEST	408		LoggedAdmin Redirect 1	1590567701554	1590567701566	OK	 
REQUEST	421		LoggedAdmin Redirect 1	1590567701548	1590567701567	OK	 
REQUEST	404		LoggedAdmin Redirect 1	1590567701556	1590567701570	OK	 
REQUEST	2		LoggedCliente	1590567701568	1590567701571	OK	 
REQUEST	405		LoggedAdmin Redirect 1	1590567701565	1590567701572	OK	 
REQUEST	424		LoggedAdmin Redirect 1	1590567701548	1590567701578	OK	 
REQUEST	414		LoggedAdmin	1590567701575	1590567701579	OK	 
REQUEST	2		LoggedCliente Redirect 1	1590567701571	1590567701581	OK	 
REQUEST	410		LoggedAdmin	1590567701576	1590567701581	OK	 
REQUEST	17		LoggedCliente	1590567701575	1590567701582	OK	 
REQUEST	12		LoggedCliente	1590567701576	1590567701582	OK	 
REQUEST	420		LoggedAdmin	1590567701577	1590567701582	OK	 
REQUEST	11		LoggedCliente Redirect 1	1590567701547	1590567701587	OK	 
REQUEST	17		LoggedCliente Redirect 1	1590567701582	1590567701587	OK	 
REQUEST	9		LoggedCliente Redirect 1	1590567701549	1590567701587	OK	 
REQUEST	12		LoggedCliente Redirect 1	1590567701582	1590567701590	OK	 
REQUEST	414		LoggedAdmin Redirect 1	1590567701580	1590567701591	OK	 
REQUEST	21		LoggedCliente Redirect 1	1590567701558	1590567701591	OK	 
REQUEST	420		LoggedAdmin Redirect 1	1590567701583	1590567701593	OK	 
REQUEST	410		LoggedAdmin Redirect 1	1590567701582	1590567701595	OK	 
REQUEST	43		LoggedCliente	1590567701595	1590567701600	OK	 
REQUEST	20		LoggedCliente	1590567701595	1590567701600	OK	 
REQUEST	18		LoggedCliente	1590567701598	1590567701605	OK	 
REQUEST	6		LoggedCliente	1590567701608	1590567701618	OK	 
REQUEST	43		LoggedCliente Redirect 1	1590567701601	1590567701622	OK	 
REQUEST	20		LoggedCliente Redirect 1	1590567701601	1590567701626	OK	 
REQUEST	18		LoggedCliente Redirect 1	1590567701606	1590567701627	OK	 
REQUEST	3		LoggedCliente	1590567701628	1590567701636	OK	 
REQUEST	6		LoggedCliente Redirect 1	1590567701619	1590567701637	OK	 
REQUEST	413		LoggedAdmin	1590567701628	1590567701637	OK	 
REQUEST	33		LoggedCliente	1590567701630	1590567701637	OK	 
REQUEST	419		LoggedAdmin	1590567701629	1590567701638	OK	 
REQUEST	415		LoggedAdmin	1590567701629	1590567701644	OK	 
REQUEST	439		LoggedAdmin	1590567701630	1590567701645	OK	 
REQUEST	439		LoggedAdmin Redirect 1	1590567701645	1590567701649	OK	 
REQUEST	39		LoggedCliente	1590567701630	1590567701651	OK	 
REQUEST	22		LoggedCliente	1590567701631	1590567701651	OK	 
REQUEST	425		LoggedAdmin	1590567701630	1590567701651	OK	 
REQUEST	422		LoggedAdmin	1590567701629	1590567701653	OK	 
REQUEST	27		LoggedCliente	1590567701629	1590567701666	OK	 
REQUEST	415		LoggedAdmin Redirect 1	1590567701645	1590567701669	OK	 
REQUEST	449		LoggedAdmin	1590567701630	1590567701671	OK	 
REQUEST	440		LoggedAdmin	1590567701630	1590567701672	OK	 
REQUEST	442		LoggedAdmin	1590567701630	1590567701679	OK	 
REQUEST	19		LoggedCliente	1590567701629	1590567701679	OK	 
REQUEST	23		LoggedCliente	1590567701634	1590567701680	OK	 
REQUEST	22		LoggedCliente Redirect 1	1590567701651	1590567701681	OK	 
REQUEST	3		LoggedCliente Redirect 1	1590567701636	1590567701682	OK	 
REQUEST	39		LoggedCliente Redirect 1	1590567701651	1590567701683	OK	 
REQUEST	425		LoggedAdmin Redirect 1	1590567701651	1590567701687	OK	 
REQUEST	427		LoggedAdmin	1590567701657	1590567701688	OK	 
REQUEST	443		LoggedAdmin	1590567701658	1590567701690	OK	 
REQUEST	440		LoggedAdmin Redirect 1	1590567701674	1590567701691	OK	 
REQUEST	44		LoggedCliente	1590567701658	1590567701689	OK	 
REQUEST	24		LoggedCliente	1590567701658	1590567701692	OK	 
REQUEST	27		LoggedCliente Redirect 1	1590567701667	1590567701694	OK	 
REQUEST	437		LoggedAdmin	1590567701658	1590567701694	OK	 
REQUEST	42		LoggedCliente	1590567701655	1590567701694	OK	 
REQUEST	37		LoggedCliente	1590567701658	1590567701695	OK	 
REQUEST	436		LoggedAdmin	1590567701655	1590567701696	OK	 
REQUEST	422		LoggedAdmin Redirect 1	1590567701653	1590567701697	OK	 
REQUEST	413		LoggedAdmin Redirect 1	1590567701637	1590567701699	OK	 
REQUEST	19		LoggedCliente Redirect 1	1590567701679	1590567701699	OK	 
REQUEST	427		LoggedAdmin Redirect 1	1590567701689	1590567701701	OK	 
REQUEST	23		LoggedCliente Redirect 1	1590567701680	1590567701702	OK	 
REQUEST	437		LoggedAdmin Redirect 1	1590567701695	1590567701708	OK	 
REQUEST	42		LoggedCliente Redirect 1	1590567701695	1590567701709	OK	 
REQUEST	24		LoggedCliente Redirect 1	1590567701693	1590567701713	OK	 
REQUEST	436		LoggedAdmin Redirect 1	1590567701696	1590567701714	OK	 
REQUEST	443		LoggedAdmin Redirect 1	1590567701691	1590567701717	OK	 
REQUEST	419		LoggedAdmin Redirect 1	1590567701639	1590567701720	OK	 
REQUEST	44		LoggedCliente Redirect 1	1590567701692	1590567701724	OK	 
REQUEST	37		LoggedCliente Redirect 1	1590567701696	1590567701726	OK	 
REQUEST	444		LoggedAdmin	1590567701724	1590567701729	OK	 
REQUEST	45		LoggedCliente	1590567701726	1590567701729	OK	 
REQUEST	442		LoggedAdmin Redirect 1	1590567701679	1590567701732	OK	 
REQUEST	430		LoggedAdmin	1590567701726	1590567701734	OK	 
REQUEST	430		LoggedAdmin Redirect 1	1590567701734	1590567701743	OK	 
REQUEST	45		LoggedCliente Redirect 1	1590567701729	1590567701748	OK	 
REQUEST	423		LoggedAdmin	1590567701730	1590567701749	OK	 
REQUEST	444		LoggedAdmin Redirect 1	1590567701729	1590567701751	OK	 
REQUEST	30		LoggedCliente	1590567701736	1590567701752	OK	 
REQUEST	465		LoggedAdmin	1590567701731	1590567701752	OK	 
REQUEST	61		LoggedCliente	1590567701733	1590567701753	OK	 
REQUEST	452		LoggedAdmin	1590567701737	1590567701759	OK	 
REQUEST	434		LoggedAdmin	1590567701737	1590567701759	OK	 
REQUEST	63		LoggedCliente	1590567701736	1590567701759	OK	 
REQUEST	30		LoggedCliente Redirect 1	1590567701753	1590567701759	OK	 
REQUEST	65		LoggedCliente	1590567701737	1590567701759	OK	 
REQUEST	428		LoggedAdmin	1590567701738	1590567701759	OK	 
REQUEST	46		LoggedCliente	1590567701740	1590567701761	OK	 
REQUEST	33		LoggedCliente Redirect 1	1590567701638	1590567701762	OK	 
REQUEST	59		LoggedCliente	1590567701743	1590567701762	OK	 
REQUEST	433		LoggedAdmin	1590567701738	1590567701762	OK	 
REQUEST	471		LoggedAdmin	1590567701743	1590567701763	OK	 
REQUEST	464		LoggedAdmin	1590567701740	1590567701763	OK	 
REQUEST	64		LoggedCliente	1590567701744	1590567701763	OK	 
REQUEST	36		LoggedCliente	1590567701743	1590567701763	OK	 
REQUEST	429		LoggedAdmin	1590567701746	1590567701763	OK	 
REQUEST	49		LoggedCliente	1590567701744	1590567701763	OK	 
REQUEST	38		LoggedCliente	1590567701746	1590567701764	OK	 
REQUEST	28		LoggedCliente	1590567701745	1590567701764	OK	 
REQUEST	453		LoggedAdmin	1590567701746	1590567701764	OK	 
REQUEST	423		LoggedAdmin Redirect 1	1590567701749	1590567701765	OK	 
REQUEST	25		LoggedCliente	1590567701748	1590567701765	OK	 
REQUEST	447		LoggedAdmin	1590567701748	1590567701766	OK	 
REQUEST	59		LoggedCliente Redirect 1	1590567701762	1590567701767	OK	 
REQUEST	465		LoggedAdmin Redirect 1	1590567701753	1590567701774	OK	 
REQUEST	46		LoggedCliente Redirect 1	1590567701762	1590567701775	OK	 
REQUEST	426		LoggedAdmin	1590567701756	1590567701776	OK	 
REQUEST	475		LoggedAdmin	1590567701751	1590567701777	OK	 
REQUEST	41		LoggedCliente	1590567701753	1590567701779	OK	 
REQUEST	61		LoggedCliente Redirect 1	1590567701753	1590567701780	OK	 
REQUEST	449		LoggedAdmin Redirect 1	1590567701673	1590567701783	OK	 
REQUEST	64		LoggedCliente Redirect 1	1590567701763	1590567701785	OK	 
REQUEST	38		LoggedCliente Redirect 1	1590567701764	1590567701789	OK	 
REQUEST	434		LoggedAdmin Redirect 1	1590567701760	1590567701799	OK	 
REQUEST	65		LoggedCliente Redirect 1	1590567701759	1590567701799	OK	 
REQUEST	429		LoggedAdmin Redirect 1	1590567701763	1590567701801	OK	 
REQUEST	464		LoggedAdmin Redirect 1	1590567701763	1590567701802	OK	 
REQUEST	453		LoggedAdmin Redirect 1	1590567701764	1590567701807	OK	 
REQUEST	452		LoggedAdmin Redirect 1	1590567701760	1590567701808	OK	 
REQUEST	28		LoggedCliente Redirect 1	1590567701764	1590567701810	OK	 
REQUEST	36		LoggedCliente Redirect 1	1590567701763	1590567701811	OK	 
REQUEST	426		LoggedAdmin Redirect 1	1590567701776	1590567701812	OK	 
REQUEST	433		LoggedAdmin Redirect 1	1590567701763	1590567701814	OK	 
REQUEST	47		LoggedCliente	1590567701779	1590567701814	OK	 
REQUEST	68		LoggedCliente	1590567701781	1590567701814	OK	 
REQUEST	16		LoggedCliente	1590567701781	1590567701814	OK	 
REQUEST	48		LoggedCliente	1590567701782	1590567701814	OK	 
REQUEST	446		LoggedAdmin	1590567701782	1590567701814	OK	 
REQUEST	53		LoggedCliente	1590567701784	1590567701814	OK	 
REQUEST	432		LoggedAdmin	1590567701783	1590567701815	OK	 
REQUEST	448		LoggedAdmin	1590567701783	1590567701816	OK	 
REQUEST	51		LoggedCliente	1590567701783	1590567701816	OK	 
REQUEST	68		LoggedCliente Redirect 1	1590567701814	1590567701817	OK	 
REQUEST	51		LoggedCliente Redirect 1	1590567701816	1590567701821	OK	 
REQUEST	457		LoggedAdmin	1590567701793	1590567701824	OK	 
REQUEST	456		LoggedAdmin	1590567701787	1590567701824	OK	 
REQUEST	49		LoggedCliente Redirect 1	1590567701764	1590567701825	OK	 
REQUEST	458		LoggedAdmin	1590567701792	1590567701825	OK	 
REQUEST	74		LoggedCliente	1590567701792	1590567701825	OK	 
REQUEST	73		LoggedCliente	1590567701793	1590567701825	OK	 
REQUEST	54		LoggedCliente	1590567701792	1590567701826	OK	 
REQUEST	57		LoggedCliente	1590567701793	1590567701826	OK	 
REQUEST	50		LoggedCliente	1590567701795	1590567701826	OK	 
REQUEST	62		LoggedCliente	1590567701793	1590567701826	OK	 
REQUEST	455		LoggedAdmin	1590567701792	1590567701826	OK	 
REQUEST	435		LoggedAdmin	1590567701794	1590567701827	OK	 
REQUEST	428		LoggedAdmin Redirect 1	1590567701759	1590567701827	OK	 
REQUEST	474		LoggedAdmin	1590567701794	1590567701828	OK	 
REQUEST	72		LoggedCliente	1590567701796	1590567701828	OK	 
REQUEST	460		LoggedAdmin	1590567701794	1590567701828	OK	 
REQUEST	441		LoggedAdmin	1590567701794	1590567701829	OK	 
REQUEST	76		LoggedCliente	1590567701793	1590567701829	OK	 
REQUEST	438		LoggedAdmin	1590567701795	1590567701829	OK	 
REQUEST	466		LoggedAdmin	1590567701793	1590567701829	OK	 
REQUEST	56		LoggedCliente	1590567701794	1590567701829	OK	 
REQUEST	29		LoggedCliente	1590567701795	1590567701829	OK	 
REQUEST	34		LoggedCliente	1590567701793	1590567701830	OK	 
REQUEST	71		LoggedCliente	1590567701795	1590567701830	OK	 
REQUEST	467		LoggedAdmin	1590567701794	1590567701830	OK	 
REQUEST	66		LoggedCliente	1590567701794	1590567701832	OK	 
REQUEST	71		LoggedCliente Redirect 1	1590567701830	1590567701833	OK	 
REQUEST	76		LoggedCliente Redirect 1	1590567701829	1590567701833	OK	 
REQUEST	470		LoggedAdmin	1590567701795	1590567701834	OK	 
REQUEST	479		LoggedAdmin	1590567701796	1590567701835	OK	 
REQUEST	32		LoggedCliente	1590567701795	1590567701835	OK	 
REQUEST	67		LoggedCliente	1590567701794	1590567701834	OK	 
REQUEST	431		LoggedAdmin	1590567701794	1590567701835	OK	 
REQUEST	454		LoggedAdmin	1590567701791	1590567701837	OK	 
REQUEST	32		LoggedCliente Redirect 1	1590567701835	1590567701841	OK	 
REQUEST	66		LoggedCliente Redirect 1	1590567701833	1590567701843	OK	 
REQUEST	454		LoggedAdmin Redirect 1	1590567701837	1590567701844	OK	 
REQUEST	72		LoggedCliente Redirect 1	1590567701828	1590567701844	OK	 
REQUEST	471		LoggedAdmin Redirect 1	1590567701763	1590567701845	OK	 
REQUEST	63		LoggedCliente Redirect 1	1590567701759	1590567701846	OK	 
REQUEST	477		LoggedAdmin	1590567701794	1590567701846	OK	 
REQUEST	85		LoggedCliente	1590567701795	1590567701847	OK	 
REQUEST	447		LoggedAdmin Redirect 1	1590567701766	1590567701847	OK	 
REQUEST	60		LoggedCliente	1590567701794	1590567701847	OK	 
REQUEST	26		LoggedCliente	1590567701796	1590567701848	OK	 
REQUEST	473		LoggedAdmin	1590567701796	1590567701848	OK	 
REQUEST	445		LoggedAdmin	1590567701796	1590567701849	OK	 
REQUEST	475		LoggedAdmin Redirect 1	1590567701778	1590567701849	OK	 
REQUEST	69		LoggedCliente	1590567701797	1590567701849	OK	 
REQUEST	60		LoggedCliente Redirect 1	1590567701848	1590567701850	OK	 
REQUEST	53		LoggedCliente Redirect 1	1590567701815	1590567701852	OK	 
REQUEST	41		LoggedCliente Redirect 1	1590567701779	1590567701853	OK	 
REQUEST	448		LoggedAdmin Redirect 1	1590567701816	1590567701856	OK	 
REQUEST	47		LoggedCliente Redirect 1	1590567701814	1590567701858	OK	 
REQUEST	457		LoggedAdmin Redirect 1	1590567701824	1590567701860	OK	 
REQUEST	50		LoggedCliente Redirect 1	1590567701826	1590567701860	OK	 
REQUEST	458		LoggedAdmin Redirect 1	1590567701825	1590567701863	OK	 
REQUEST	48		LoggedCliente Redirect 1	1590567701815	1590567701863	OK	 
REQUEST	477		LoggedAdmin Redirect 1	1590567701847	1590567701863	OK	 
REQUEST	466		LoggedAdmin Redirect 1	1590567701829	1590567701865	OK	 
REQUEST	52		LoggedCliente	1590567701792	1590567701865	OK	 
REQUEST	446		LoggedAdmin Redirect 1	1590567701815	1590567701871	OK	 
REQUEST	31		LoggedCliente	1590567701792	1590567701875	OK	 
REQUEST	451		LoggedAdmin	1590567701791	1590567701876	OK	 
REQUEST	460		LoggedAdmin Redirect 1	1590567701828	1590567701878	OK	 
REQUEST	16		LoggedCliente Redirect 1	1590567701814	1590567701880	OK	 
REQUEST	435		LoggedAdmin Redirect 1	1590567701827	1590567701880	OK	 
REQUEST	462		LoggedAdmin	1590567701854	1590567701881	OK	 
REQUEST	55		LoggedCliente	1590567701857	1590567701881	OK	 
REQUEST	483		LoggedAdmin	1590567701857	1590567701881	OK	 
REQUEST	491		LoggedAdmin	1590567701855	1590567701882	OK	 
REQUEST	40		LoggedCliente	1590567701854	1590567701882	OK	 
REQUEST	73		LoggedCliente Redirect 1	1590567701826	1590567701883	OK	 
REQUEST	432		LoggedAdmin Redirect 1	1590567701815	1590567701883	OK	 
REQUEST	476		LoggedAdmin	1590567701859	1590567701884	OK	 
REQUEST	482		LoggedAdmin	1590567701859	1590567701884	OK	 
REQUEST	480		LoggedAdmin	1590567701859	1590567701884	OK	 
REQUEST	25		LoggedCliente Redirect 1	1590567701765	1590567701888	OK	 
REQUEST	85		LoggedCliente Redirect 1	1590567701847	1590567701888	OK	 
REQUEST	77		LoggedCliente	1590567701871	1590567701889	OK	 
