ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarAnuncioTest	aceptaranunciotest	1590183478526	 	3.3.1
REQUEST	2061		Welcome	1590183521481	1590183521654	OK	 
REQUEST	1637		WrongLogin	1590183521658	1590183521661	OK	 
REQUEST	1613		RightLogin	1590183521659	1590183521663	OK	 
USER	AceptarAnuncioTestNegativo	2091	START	1590183521665	1590183521665
USER	AceptarAnuncioTestPositivo	2066	START	1590183521665	1590183521665
REQUEST	2086		Welcome	1590183521486	1590183521673	OK	 
REQUEST	624		RightLogged Redirect 1	1590183521452	1590183521678	OK	 
REQUEST	653		WrongLogged Redirect 1	1590183521542	1590183521683	OK	 
REQUEST	1638		WrongLogin	1590183521687	1590183521689	OK	 
REQUEST	1614		RightLogin	1590183521691	1590183521693	OK	 
REQUEST	2084		Welcome	1590183521408	1590183521696	OK	 
REQUEST	2059		Welcome	1590183521404	1590183521702	OK	 
REQUEST	2024		Welcome	1590183521054	1590183521705	OK	 
REQUEST	2046		Welcome	1590183520885	1590183521706	OK	 
REQUEST	660		RightLogged Redirect 1	1590183521622	1590183521711	OK	 
REQUEST	627		RightLogged Redirect 1	1590183521372	1590183521712	OK	 
REQUEST	2085		Welcome	1590183521429	1590183521714	OK	 
REQUEST	662		RightLogged	1590183521572	1590183521717	OK	 
REQUEST	686		WrongLogged	1590183521576	1590183521717	OK	 
REQUEST	683		WrongLogged	1590183521480	1590183521718	OK	 
REQUEST	659		RightLogged	1590183521480	1590183521719	OK	 
REQUEST	657		RightLogged	1590183521355	1590183521719	OK	 
REQUEST	1615		RightLogin	1590183521726	1590183521729	OK	 
USER	AceptarAnuncioTestPositivo	2067	START	1590183521730	1590183521730
USER	AceptarAnuncioTestNegativo	2092	START	1590183521730	1590183521730
REQUEST	1639		WrongLogin	1590183521729	1590183521735	OK	 
REQUEST	1640		WrongLogin	1590183521737	1590183521739	OK	 
REQUEST	1616		RightLogin	1590183521738	1590183521740	OK	 
REQUEST	682		WrongLogged Redirect 1	1590183521554	1590183521742	OK	 
REQUEST	658		RightLogged Redirect 1	1590183521557	1590183521743	OK	 
REQUEST	661		RightLogged	1590183521530	1590183521744	OK	 
REQUEST	2060		Welcome	1590183521425	1590183521745	OK	 
REQUEST	648		WrongLogged Redirect 1	1590183521437	1590183521748	OK	 
REQUEST	2087		Welcome	1590183521526	1590183521748	OK	 
REQUEST	664		RightLogged	1590183521658	1590183521750	OK	 
REQUEST	688		WrongLogged	1590183521658	1590183521751	OK	 
REQUEST	2063		Welcome	1590183521561	1590183521754	OK	 
REQUEST	659		RightLogged Redirect 1	1590183521719	1590183521754	OK	 
REQUEST	656		RightLogged Redirect 1	1590183521596	1590183521755	OK	 
REQUEST	2082		Welcome	1590183521313	1590183521759	OK	 
REQUEST	2065		Welcome	1590183521640	1590183521761	OK	 
REQUEST	687		WrongLogged	1590183521614	1590183521761	OK	 
REQUEST	684		WrongLogged	1590183521517	1590183521762	OK	 
USER	AceptarAnuncioTestPositivo	2068	START	1590183521764	1590183521764
USER	AceptarAnuncioTestNegativo	2093	START	1590183521764	1590183521764
REQUEST	2088		Welcome	1590183521566	1590183521771	OK	 
REQUEST	2062		Welcome	1590183521522	1590183521772	OK	 
REQUEST	665		RightLogged	1590183521725	1590183521774	OK	 
REQUEST	689		WrongLogged	1590183521725	1590183521776	OK	 
REQUEST	684		WrongLogged Redirect 1	1590183521762	1590183521780	OK	 
REQUEST	687		WrongLogged Redirect 1	1590183521761	1590183521781	OK	 
REQUEST	663		RightLogged	1590183521637	1590183521783	OK	 
REQUEST	2089		Welcome	1590183521608	1590183521784	OK	 
USER	AceptarAnuncioTestPositivo	2069	START	1590183521786	1590183521786
USER	AceptarAnuncioTestNegativo	2094	START	1590183521791	1590183521791
REQUEST	1641		WrongLogin	1590183521795	1590183521796	OK	 
REQUEST	1617		RightLogin	1590183521800	1590183521803	OK	 
REQUEST	1642		WrongLogin	1590183521812	1590183521817	OK	 
REQUEST	1618		RightLogin	1590183521819	1590183521821	OK	 
REQUEST	2064		Welcome	1590183521601	1590183521825	OK	 
USER	AceptarAnuncioTestPositivo	2070	START	1590183521828	1590183521828
USER	AceptarAnuncioTestNegativo	2095	START	1590183521832	1590183521832
REQUEST	1619		RightLogin	1590183521836	1590183521838	OK	 
REQUEST	2066		Welcome	1590183521665	1590183521842	OK	 
REQUEST	2090		Welcome	1590183521647	1590183521846	OK	 
REQUEST	1643		WrongLogin	1590183521887	1590183521889	OK	 
USER	AceptarAnuncioTestPositivo	2071	START	1590183521891	1590183521891
USER	AceptarAnuncioTestNegativo	2096	START	1590183521895	1590183521895
REQUEST	1644		WrongLogin	1590183521901	1590183521902	OK	 
REQUEST	1620		RightLogin	1590183521904	1590183521906	OK	 
USER	AceptarAnuncioTestPositivo	2072	START	1590183521911	1590183521911
USER	AceptarAnuncioTestNegativo	2097	START	1590183521912	1590183521912
REQUEST	664		RightLogged Redirect 1	1590183521750	1590183521921	OK	 
REQUEST	686		WrongLogged Redirect 1	1590183521717	1590183521925	OK	 
REQUEST	2091		Welcome	1590183521665	1590183521931	OK	 
REQUEST	663		RightLogged Redirect 1	1590183521783	1590183521937	OK	 
REQUEST	1621		RightLogin	1590183521939	1590183521942	OK	 
REQUEST	1645		WrongLogin	1590183521939	1590183521943	OK	 
USER	AceptarAnuncioTestNegativo	2098	START	1590183521945	1590183521945
USER	AceptarAnuncioTestPositivo	2073	START	1590183521945	1590183521945
REQUEST	665		RightLogged Redirect 1	1590183521774	1590183521950	OK	 
REQUEST	2067		Welcome	1590183521730	1590183521951	OK	 
REQUEST	690		WrongLogged	1590183521737	1590183521953	OK	 
REQUEST	2093		Welcome	1590183521764	1590183521957	OK	 
REQUEST	685		WrongLogged Redirect 1	1590183521628	1590183521957	OK	 
REQUEST	2027		Welcome	1590183521224	1590183521961	OK	 
REQUEST	661		RightLogged Redirect 1	1590183521744	1590183521963	OK	 
REQUEST	691		WrongLogged	1590183521786	1590183521963	OK	 
REQUEST	667		RightLogged	1590183521786	1590183521966	OK	 
REQUEST	1622		RightLogin	1590183521969	1590183521970	OK	 
REQUEST	1646		WrongLogin	1590183521972	1590183521974	OK	 
REQUEST	651		WrongLogged Redirect 1	1590183521364	1590183521977	OK	 
REQUEST	662		RightLogged Redirect 1	1590183521717	1590183521980	OK	 
REQUEST	2094		Welcome	1590183521791	1590183521981	OK	 
REQUEST	693		WrongLogged	1590183521858	1590183521983	OK	 
REQUEST	669		RightLogged	1590183521859	1590183521985	OK	 
USER	AceptarAnuncioTestPositivo	2074	START	1590183521987	1590183521987
USER	AceptarAnuncioTestNegativo	2099	START	1590183521990	1590183521990
REQUEST	2095		Welcome	1590183521832	1590183521995	OK	 
REQUEST	694		WrongLogged	1590183521910	1590183521997	OK	 
REQUEST	683		WrongLogged Redirect 1	1590183521719	1590183522001	OK	 
REQUEST	688		WrongLogged Redirect 1	1590183521751	1590183522002	OK	 
REQUEST	695		WrongLogged	1590183521939	1590183522004	OK	 
REQUEST	671		RightLogged	1590183521939	1590183522006	OK	 
REQUEST	2068		Welcome	1590183521764	1590183522010	OK	 
REQUEST	668		RightLogged	1590183521805	1590183522011	OK	 
REQUEST	657		RightLogged Redirect 1	1590183521720	1590183522017	OK	 
REQUEST	693		WrongLogged Redirect 1	1590183521983	1590183522017	OK	 
REQUEST	673		RightLogged	1590183522015	1590183522018	OK	 
REQUEST	696		WrongLogged	1590183521969	1590183522019	OK	 
REQUEST	672		RightLogged	1590183521969	1590183522020	OK	 
REQUEST	670		RightLogged	1590183521909	1590183522021	OK	 
REQUEST	2069		Welcome	1590183521787	1590183522024	OK	 
USER	AceptarAnuncioTestPositivo	2075	START	1590183522026	1590183522026
USER	AceptarAnuncioTestNegativo	2100	START	1590183522026	1590183522026
REQUEST	2098		Welcome	1590183521945	1590183522029	OK	 
REQUEST	666		RightLogged	1590183521737	1590183522030	OK	 
REQUEST	689		WrongLogged Redirect 1	1590183521776	1590183522033	OK	 
REQUEST	692		WrongLogged	1590183521807	1590183522034	OK	 
REQUEST	695		WrongLogged Redirect 1	1590183522004	1590183522035	OK	 
REQUEST	2097		Welcome	1590183521913	1590183522037	OK	 
REQUEST	692		WrongLogged Redirect 1	1590183522034	1590183522041	OK	 
REQUEST	2100		Welcome	1590183522026	1590183522042	OK	 
REQUEST	668		RightLogged Redirect 1	1590183522012	1590183522044	OK	 
REQUEST	691		WrongLogged Redirect 1	1590183521964	1590183522045	OK	 
REQUEST	2070		Welcome	1590183521828	1590183522047	OK	 
REQUEST	1623		RightLogin	1590183522047	1590183522048	OK	 
REQUEST	1647		WrongLogin	1590183522047	1590183522049	OK	 
REQUEST	696		WrongLogged Redirect 1	1590183522020	1590183522052	OK	 
REQUEST	673		RightLogged Redirect 1	1590183522018	1590183522054	OK	 
REQUEST	1624		RightLogin	1590183522057	1590183522059	OK	 
REQUEST	1648		WrongLogin	1590183522059	1590183522061	OK	 
REQUEST	2099		Welcome	1590183521990	1590183522063	OK	 
USER	AceptarAnuncioTestPositivo	2076	START	1590183522064	1590183522064
REQUEST	2096		Welcome	1590183521896	1590183522066	OK	 
USER	AceptarAnuncioTestNegativo	2101	START	1590183522064	1590183522064
REQUEST	2073		Welcome	1590183521945	1590183522070	OK	 
REQUEST	669		RightLogged Redirect 1	1590183521986	1590183522074	OK	 
REQUEST	2075		Welcome	1590183522026	1590183522078	OK	 
REQUEST	672		RightLogged Redirect 1	1590183522020	1590183522081	OK	 
REQUEST	694		WrongLogged Redirect 1	1590183521997	1590183522082	OK	 
REQUEST	697		WrongLogged	1590183522014	1590183522084	OK	 
REQUEST	674		RightLogged	1590183522055	1590183522086	OK	 
REQUEST	2074		Welcome	1590183521988	1590183522090	OK	 
REQUEST	2071		Welcome	1590183521891	1590183522090	OK	 
REQUEST	698		WrongLogged	1590183522056	1590183522093	OK	 
REQUEST	1625		RightLogin	1590183522096	1590183522098	OK	 
REQUEST	1649		WrongLogin	1590183522104	1590183522106	OK	 
USER	AceptarAnuncioTestPositivo	2077	START	1590183522108	1590183522108
USER	AceptarAnuncioTestNegativo	2102	START	1590183522112	1590183522112
REQUEST	670		RightLogged Redirect 1	1590183522022	1590183522120	OK	 
REQUEST	690		WrongLogged Redirect 1	1590183521953	1590183522124	OK	 
REQUEST	667		RightLogged Redirect 1	1590183521966	1590183522127	OK	 
REQUEST	699		WrongLogged	1590183522099	1590183522129	OK	 
REQUEST	675		RightLogged	1590183522102	1590183522132	OK	 
REQUEST	2092		Welcome	1590183521733	1590183522135	OK	 
REQUEST	1626		RightLogin	1590183522137	1590183522139	OK	 
REQUEST	1650		WrongLogin	1590183522137	1590183522140	OK	 
REQUEST	698		WrongLogged Redirect 1	1590183522093	1590183522144	OK	 
USER	AceptarAnuncioTestPositivo	2078	START	1590183522147	1590183522147
USER	AceptarAnuncioTestNegativo	2103	START	1590183522152	1590183522152
REQUEST	2076		Welcome	1590183522064	1590183522159	OK	 
REQUEST	697		WrongLogged Redirect 1	1590183522084	1590183522163	OK	 
REQUEST	700		WrongLogged	1590183522137	1590183522164	OK	 
REQUEST	676		RightLogged	1590183522145	1590183522166	OK	 
REQUEST	674		RightLogged Redirect 1	1590183522087	1590183522170	OK	 
REQUEST	675		RightLogged Redirect 1	1590183522132	1590183522173	OK	 
REQUEST	2101		Welcome	1590183522064	1590183522174	OK	 
REQUEST	677		RightLogged	1590183522155	1590183522176	OK	 
REQUEST	2077		Welcome	1590183522109	1590183522179	OK	 
REQUEST	676		RightLogged Redirect 1	1590183522166	1590183522182	OK	 
REQUEST	701		WrongLogged	1590183522185	1590183522187	OK	 
REQUEST	1627		RightLogin	1590183522185	1590183522188	OK	 
REQUEST	1651		WrongLogin	1590183522186	1590183522189	OK	 
USER	AceptarAnuncioTestPositivo	2079	START	1590183522190	1590183522190
USER	AceptarAnuncioTestNegativo	2104	START	1590183522190	1590183522190
REQUEST	666		RightLogged Redirect 1	1590183522030	1590183522197	OK	 
REQUEST	2103		Welcome	1590183522152	1590183522198	OK	 
REQUEST	699		WrongLogged Redirect 1	1590183522130	1590183522201	OK	 
REQUEST	2102		Welcome	1590183522113	1590183522202	OK	 
REQUEST	677		RightLogged Redirect 1	1590183522177	1590183522204	OK	 
REQUEST	2072		Welcome	1590183521912	1590183522205	OK	 
REQUEST	2079		Welcome	1590183522190	1590183522207	OK	 
REQUEST	671		RightLogged Redirect 1	1590183522007	1590183522208	OK	 
REQUEST	2078		Welcome	1590183522148	1590183522211	OK	 
REQUEST	700		WrongLogged Redirect 1	1590183522165	1590183522211	OK	 
REQUEST	2104		Welcome	1590183522190	1590183522211	OK	 
REQUEST	701		WrongLogged Redirect 1	1590183522187	1590183522213	OK	 
USER	AceptarAnuncioTestNegativo	2105	START	1590183522224	1590183522224
USER	AceptarAnuncioTestPositivo	2080	START	1590183522224	1590183522224
REQUEST	1628		RightLogin	1590183522224	1590183522227	OK	 
REQUEST	702		WrongLogged	1590183522224	1590183522227	OK	 
REQUEST	678		RightLogged	1590183522224	1590183522229	OK	 
REQUEST	1652		WrongLogin	1590183522224	1590183522229	OK	 
REQUEST	702		WrongLogged Redirect 1	1590183522227	1590183522232	OK	 
REQUEST	2105		Welcome	1590183522225	1590183522232	OK	 
REQUEST	2080		Welcome	1590183522225	1590183522233	OK	 
REQUEST	678		RightLogged Redirect 1	1590183522229	1590183522236	OK	 
REQUEST	703		RightLogged	1590183522250	1590183522251	OK	 
REQUEST	1653		RightLogin	1590183522250	1590183522252	OK	 
REQUEST	728		WrongLogged	1590183522250	1590183522253	OK	 
REQUEST	1678		WrongLogin	1590183522255	1590183522257	OK	 
REQUEST	703		RightLogged Redirect 1	1590183522251	1590183522257	OK	 
REQUEST	728		WrongLogged Redirect 1	1590183522253	1590183522259	OK	 
USER	AceptarAnuncioTestPositivo	2081	START	1590183522280	1590183522280
USER	AceptarAnuncioTestNegativo	2106	START	1590183522280	1590183522280
REQUEST	1654		RightLogin	1590183522280	1590183522282	OK	 
REQUEST	2106		Welcome	1590183522280	1590183522285	OK	 
REQUEST	2081		Welcome	1590183522280	1590183522285	OK	 
REQUEST	729		WrongLogged	1590183522287	1590183522289	OK	 
REQUEST	704		RightLogged	1590183522286	1590183522289	OK	 
REQUEST	729		WrongLogged Redirect 1	1590183522289	1590183522293	OK	 
REQUEST	704		RightLogged Redirect 1	1590183522289	1590183522293	OK	 
USER	AceptarAnuncioTestNegativo	2131	START	1590183522303	1590183522303
USER	AceptarAnuncioTestPositivo	2107	START	1590183522303	1590183522303
REQUEST	2131		Welcome	1590183522303	1590183522310	OK	 
REQUEST	2107		Welcome	1590183522303	1590183522310	OK	 
REQUEST	1655		RightLogin	1590183522331	1590183522332	OK	 
REQUEST	1679		WrongLogin	1590183522331	1590183522334	OK	 
USER	AceptarAnuncioTestPositivo	2108	START	1590183522335	1590183522335
USER	AceptarAnuncioTestNegativo	2132	START	1590183522335	1590183522335
REQUEST	730		WrongLogged	1590183522334	1590183522337	OK	 
REQUEST	705		RightLogged	1590183522335	1590183522338	OK	 
REQUEST	705		RightLogged Redirect 1	1590183522338	1590183522342	OK	 
REQUEST	2132		Welcome	1590183522336	1590183522346	OK	 
REQUEST	2108		Welcome	1590183522335	1590183522347	OK	 
REQUEST	730		WrongLogged Redirect 1	1590183522337	1590183522349	OK	 
USER	AceptarAnuncioTestPositivo	2109	START	1590183522375	1590183522375
USER	AceptarAnuncioTestNegativo	2133	START	1590183522375	1590183522375
REQUEST	1680		WrongLogin	1590183522375	1590183522377	OK	 
REQUEST	706		RightLogged	1590183522375	1590183522378	OK	 
REQUEST	731		WrongLogged	1590183522375	1590183522378	OK	 
REQUEST	2133		Welcome	1590183522376	1590183522382	OK	 
REQUEST	2109		Welcome	1590183522376	1590183522383	OK	 
REQUEST	731		WrongLogged Redirect 1	1590183522379	1590183522384	OK	 
REQUEST	706		RightLogged Redirect 1	1590183522378	1590183522384	OK	 
REQUEST	1656		RightLogin	1590183522402	1590183522403	OK	 
REQUEST	1657		RightLogin	1590183522402	1590183522404	OK	 
REQUEST	1681		WrongLogin	1590183522402	1590183522405	OK	 
REQUEST	707		RightLogged	1590183522407	1590183522408	OK	 
REQUEST	707		RightLogged Redirect 1	1590183522408	1590183522412	OK	 
USER	AceptarAnuncioTestNegativo	2134	START	1590183522420	1590183522420
USER	AceptarAnuncioTestPositivo	2110	START	1590183522420	1590183522420
REQUEST	732		WrongLogged	1590183522420	1590183522421	OK	 
REQUEST	1682		WrongLogin	1590183522420	1590183522423	OK	 
REQUEST	2110		Welcome	1590183522421	1590183522426	OK	 
REQUEST	732		WrongLogged Redirect 1	1590183522422	1590183522426	OK	 
REQUEST	2134		Welcome	1590183522421	1590183522428	OK	 
REQUEST	1658		RightLogin	1590183522439	1590183522440	OK	 
REQUEST	708		RightLogged	1590183522444	1590183522445	OK	 
REQUEST	733		WrongLogged	1590183522444	1590183522446	OK	 
REQUEST	708		RightLogged Redirect 1	1590183522445	1590183522449	OK	 
REQUEST	733		WrongLogged Redirect 1	1590183522446	1590183522450	OK	 
USER	AceptarAnuncioTestNegativo	2135	START	1590183522462	1590183522462
USER	AceptarAnuncioTestPositivo	2111	START	1590183522462	1590183522462
REQUEST	1683		WrongLogin	1590183522464	1590183522467	OK	 
REQUEST	2111		Welcome	1590183522462	1590183522468	OK	 
REQUEST	2135		Welcome	1590183522462	1590183522471	OK	 
REQUEST	1659		RightLogin	1590183522484	1590183522486	OK	 
REQUEST	734		WrongLogged	1590183522484	1590183522488	OK	 
REQUEST	709		RightLogged	1590183522484	1590183522488	OK	 
REQUEST	709		RightLogged Redirect 1	1590183522488	1590183522491	OK	 
REQUEST	734		WrongLogged Redirect 1	1590183522488	1590183522492	OK	 
USER	AceptarAnuncioTestPositivo	2112	START	1590183522506	1590183522506
USER	AceptarAnuncioTestNegativo	2136	START	1590183522506	1590183522506
REQUEST	1684		WrongLogin	1590183522506	1590183522507	OK	 
REQUEST	735		WrongLogged	1590183522526	1590183522528	OK	 
REQUEST	710		RightLogged	1590183522526	1590183522529	OK	 
REQUEST	735		WrongLogged Redirect 1	1590183522528	1590183522533	OK	 
REQUEST	2136		Welcome	1590183522506	1590183522534	OK	 
REQUEST	710		RightLogged Redirect 1	1590183522529	1590183522534	OK	 
REQUEST	2112		Welcome	1590183522506	1590183522536	OK	 
USER	AceptarAnuncioTestPositivo	2113	START	1590183522544	1590183522544
USER	AceptarAnuncioTestNegativo	2137	START	1590183522544	1590183522544
REQUEST	1660		RightLogin	1590183522544	1590183522545	OK	 
REQUEST	2137		Welcome	1590183522544	1590183522550	OK	 
REQUEST	2113		Welcome	1590183522544	1590183522550	OK	 
REQUEST	736		WrongLogged	1590183522567	1590183522568	OK	 
REQUEST	1661		RightLogin	1590183522567	1590183522568	OK	 
REQUEST	711		RightLogged	1590183522567	1590183522569	OK	 
REQUEST	1685		WrongLogin	1590183522567	1590183522572	OK	 
REQUEST	736		WrongLogged Redirect 1	1590183522568	1590183522573	OK	 
REQUEST	711		RightLogged Redirect 1	1590183522569	1590183522575	OK	 
USER	AceptarAnuncioTestPositivo	2114	START	1590183522589	1590183522589
USER	AceptarAnuncioTestNegativo	2138	START	1590183522589	1590183522589
REQUEST	1686		WrongLogin	1590183522589	1590183522592	OK	 
REQUEST	1662		RightLogin	1590183522594	1590183522596	OK	 
REQUEST	2114		Welcome	1590183522589	1590183522598	OK	 
REQUEST	2138		Welcome	1590183522590	1590183522599	OK	 
USER	AceptarAnuncioTestNegativo	2139	START	1590183522615	1590183522615
USER	AceptarAnuncioTestPositivo	2115	START	1590183522615	1590183522615
REQUEST	1687		WrongLogin	1590183522615	1590183522618	OK	 
REQUEST	737		WrongLogged	1590183522615	1590183522620	OK	 
REQUEST	712		RightLogged	1590183522615	1590183522622	OK	 
REQUEST	2139		Welcome	1590183522616	1590183522623	OK	 
REQUEST	2115		Welcome	1590183522616	1590183522624	OK	 
REQUEST	737		WrongLogged Redirect 1	1590183522620	1590183522626	OK	 
REQUEST	712		RightLogged Redirect 1	1590183522622	1590183522626	OK	 
REQUEST	1663		RightLogin	1590183522640	1590183522641	OK	 
USER	AceptarAnuncioTestPositivo	2116	START	1590183522657	1590183522657
USER	AceptarAnuncioTestNegativo	2140	START	1590183522657	1590183522657
REQUEST	2116		Welcome	1590183522658	1590183522662	OK	 
REQUEST	2140		Welcome	1590183522658	1590183522663	OK	 
REQUEST	713		RightLogged	1590183522676	1590183522677	OK	 
REQUEST	738		WrongLogged	1590183522676	1590183522678	OK	 
REQUEST	739		WrongLogged	1590183522676	1590183522678	OK	 
REQUEST	714		RightLogged	1590183522676	1590183522679	OK	 
REQUEST	713		RightLogged Redirect 1	1590183522677	1590183522683	OK	 
REQUEST	738		WrongLogged Redirect 1	1590183522678	1590183522683	OK	 
REQUEST	739		WrongLogged Redirect 1	1590183522678	1590183522683	OK	 
REQUEST	714		RightLogged Redirect 1	1590183522679	1590183522684	OK	 
USER	AceptarAnuncioTestNegativo	2141	START	1590183522696	1590183522696
USER	AceptarAnuncioTestPositivo	2117	START	1590183522696	1590183522696
REQUEST	1664		RightLogin	1590183522696	1590183522697	OK	 
REQUEST	1688		WrongLogin	1590183522696	1590183522699	OK	 
REQUEST	2117		Welcome	1590183522696	1590183522702	OK	 
REQUEST	2141		Welcome	1590183522696	1590183522702	OK	 
REQUEST	1689		WrongLogin	1590183522719	1590183522721	OK	 
REQUEST	1665		RightLogin	1590183522719	1590183522722	OK	 
USER	AceptarAnuncioTestPositivo	2118	START	1590183522736	1590183522736
USER	AceptarAnuncioTestNegativo	2142	START	1590183522737	1590183522737
REQUEST	740		WrongLogged	1590183522736	1590183522739	OK	 
REQUEST	715		RightLogged	1590183522736	1590183522739	OK	 
REQUEST	740		WrongLogged Redirect 1	1590183522739	1590183522742	OK	 
REQUEST	715		RightLogged Redirect 1	1590183522739	1590183522742	OK	 
REQUEST	2142		Welcome	1590183522737	1590183522742	OK	 
REQUEST	2118		Welcome	1590183522737	1590183522744	OK	 
REQUEST	1690		WrongLogin	1590183522756	1590183522757	OK	 
REQUEST	716		RightLogged	1590183522774	1590183522775	OK	 
REQUEST	741		WrongLogged	1590183522774	1590183522776	OK	 
USER	AceptarAnuncioTestPositivo	2119	START	1590183522778	1590183522778
USER	AceptarAnuncioTestNegativo	2143	START	1590183522778	1590183522778
REQUEST	1666		RightLogin	1590183522777	1590183522779	OK	 
REQUEST	741		WrongLogged Redirect 1	1590183522776	1590183522783	OK	 
REQUEST	716		RightLogged Redirect 1	1590183522775	1590183522784	OK	 
REQUEST	2119		Welcome	1590183522779	1590183522788	OK	 
REQUEST	1667		RightLogin	1590183522786	1590183522788	OK	 
REQUEST	1691		WrongLogin	1590183522786	1590183522789	OK	 
REQUEST	2143		Welcome	1590183522779	1590183522791	OK	 
USER	AceptarAnuncioTestPositivo	2120	START	1590183522816	1590183522816
USER	AceptarAnuncioTestNegativo	2144	START	1590183522816	1590183522816
REQUEST	742		WrongLogged	1590183522816	1590183522817	OK	 
REQUEST	717		RightLogged	1590183522816	1590183522819	OK	 
REQUEST	742		WrongLogged Redirect 1	1590183522817	1590183522822	OK	 
REQUEST	2144		Welcome	1590183522816	1590183522823	OK	 
REQUEST	2120		Welcome	1590183522816	1590183522824	OK	 
REQUEST	717		RightLogged Redirect 1	1590183522819	1590183522825	OK	 
REQUEST	1692		WrongLogin	1590183522836	1590183522837	OK	 
REQUEST	1668		RightLogin	1590183522836	1590183522838	OK	 
USER	AceptarAnuncioTestPositivo	2121	START	1590183522854	1590183522854
USER	AceptarAnuncioTestNegativo	2145	START	1590183522855	1590183522855
REQUEST	2145		Welcome	1590183522855	1590183522860	OK	 
REQUEST	2121		Welcome	1590183522854	1590183522860	OK	 
REQUEST	743		WrongLogged	1590183522868	1590183522871	OK	 
REQUEST	718		RightLogged	1590183522868	1590183522871	OK	 
REQUEST	743		WrongLogged Redirect 1	1590183522871	1590183522875	OK	 
REQUEST	718		RightLogged Redirect 1	1590183522871	1590183522876	OK	 
USER	AceptarAnuncioTestNegativo	2146	START	1590183522899	1590183522899
USER	AceptarAnuncioTestPositivo	2122	START	1590183522899	1590183522899
REQUEST	744		WrongLogged	1590183522899	1590183522901	OK	 
REQUEST	1669		RightLogin	1590183522899	1590183522902	OK	 
REQUEST	1694		WrongLogin	1590183522899	1590183522904	OK	 
REQUEST	719		RightLogged	1590183522899	1590183522904	OK	 
REQUEST	1693		WrongLogin	1590183522899	1590183522904	OK	 
REQUEST	744		WrongLogged Redirect 1	1590183522902	1590183522907	OK	 
REQUEST	2122		Welcome	1590183522900	1590183522908	OK	 
REQUEST	2146		Welcome	1590183522900	1590183522910	OK	 
REQUEST	719		RightLogged Redirect 1	1590183522904	1590183522911	OK	 
REQUEST	1670		RightLogin	1590183522916	1590183522917	OK	 
REQUEST	720		RightLogged	1590183522916	1590183522918	OK	 
REQUEST	720		RightLogged Redirect 1	1590183522919	1590183522922	OK	 
REQUEST	745		WrongLogged	1590183522933	1590183522934	OK	 
USER	AceptarAnuncioTestPositivo	2123	START	1590183522934	1590183522934
USER	AceptarAnuncioTestNegativo	2147	START	1590183522935	1590183522935
REQUEST	745		WrongLogged Redirect 1	1590183522934	1590183522939	OK	 
REQUEST	2147		Welcome	1590183522936	1590183522941	OK	 
REQUEST	2123		Welcome	1590183522935	1590183522942	OK	 
REQUEST	1695		WrongLogin	1590183522954	1590183522955	OK	 
REQUEST	1671		RightLogin	1590183522954	1590183522957	OK	 
USER	AceptarAnuncioTestNegativo	2148	START	1590183522974	1590183522974
USER	AceptarAnuncioTestPositivo	2124	START	1590183522974	1590183522974
REQUEST	1696		WrongLogin	1590183522974	1590183522980	OK	 
REQUEST	1672		RightLogin	1590183522974	1590183522981	OK	 
REQUEST	2148		Welcome	1590183522974	1590183522984	OK	 
REQUEST	2124		Welcome	1590183522977	1590183522985	OK	 
REQUEST	721		RightLogged	1590183522986	1590183522987	OK	 
REQUEST	746		WrongLogged	1590183522986	1590183522988	OK	 
REQUEST	721		RightLogged Redirect 1	1590183522987	1590183522992	OK	 
REQUEST	746		WrongLogged Redirect 1	1590183522989	1590183522992	OK	 
USER	AceptarAnuncioTestNegativo	2149	START	1590183523020	1590183523020
USER	AceptarAnuncioTestPositivo	2125	START	1590183523020	1590183523020
REQUEST	722		RightLogged	1590183523024	1590183523026	OK	 
REQUEST	747		WrongLogged	1590183523024	1590183523026	OK	 
REQUEST	1697		WrongLogin	1590183523024	1590183523026	OK	 
REQUEST	2149		Welcome	1590183523021	1590183523028	OK	 
REQUEST	2125		Welcome	1590183523021	1590183523028	OK	 
REQUEST	722		RightLogged Redirect 1	1590183523026	1590183523032	OK	 
REQUEST	747		WrongLogged Redirect 1	1590183523026	1590183523032	OK	 
REQUEST	1673		RightLogin	1590183523045	1590183523047	OK	 
REQUEST	748		WrongLogged	1590183523045	1590183523049	OK	 
REQUEST	723		RightLogged	1590183523046	1590183523049	OK	 
REQUEST	723		RightLogged Redirect 1	1590183523049	1590183523053	OK	 
REQUEST	748		WrongLogged Redirect 1	1590183523049	1590183523053	OK	 
USER	AceptarAnuncioTestPositivo	2126	START	1590183523055	1590183523055
USER	AceptarAnuncioTestNegativo	2150	START	1590183523055	1590183523055
REQUEST	1698		WrongLogin	1590183523055	1590183523057	OK	 
REQUEST	2126		Welcome	1590183523055	1590183523061	OK	 
REQUEST	2150		Welcome	1590183523056	1590183523062	OK	 
REQUEST	1674		RightLogin	1590183523074	1590183523076	OK	 
REQUEST	724		RightLogged	1590183523091	1590183523093	OK	 
REQUEST	749		WrongLogged	1590183523091	1590183523094	OK	 
