ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerMisLocalesTest	vermislocalestest	1590170291982	 	3.3.1
REQUEST	4925		Welcome	1590170392628	1590170392642	OK	 
REQUEST	3549		WrongLogged Redirect 1	1590170392634	1590170392642	OK	 
USER	VerMisLocalesPositivoTest	2273	END	1590170339518	1590170392660
REQUEST	4472		RightLogin	1590170392660	1590170392662	OK	 
REQUEST	4497		WrongLogin	1590170392660	1590170392663	OK	 
USER	VerMisLocalesPositivoTest	2270	END	1590170339400	1590170392663
USER	VerMisLocalesPositivoTest	4926	START	1590170392663	1590170392663
USER	VerMisLocalesNegativoTest	4951	START	1590170392663	1590170392663
REQUEST	2674		MyLocales	1590170392660	1590170392664	OK	 
REQUEST	4951		Welcome	1590170392664	1590170392670	OK	 
REQUEST	4926		Welcome	1590170392664	1590170392672	OK	 
REQUEST	2700		Forbidden	1590170392662	1590170392682	OK	 
USER	VerMisLocalesPositivoTest	4927	START	1590170392701	1590170392701
USER	VerMisLocalesNegativoTest	4952	START	1590170392701	1590170392701
REQUEST	2675		MyLocales	1590170392701	1590170392706	OK	 
REQUEST	4927		Welcome	1590170392701	1590170392707	OK	 
REQUEST	4952		Welcome	1590170392701	1590170392709	OK	 
REQUEST	2701		Forbidden	1590170392701	1590170392719	OK	 
REQUEST	3550		WrongLogged	1590170392720	1590170392724	OK	 
REQUEST	3527		RightLogged	1590170392720	1590170392724	OK	 
REQUEST	3526		RightLogged	1590170392720	1590170392725	OK	 
REQUEST	3551		WrongLogged	1590170392721	1590170392727	OK	 
REQUEST	2676		MyLocales	1590170392721	1590170392728	OK	 
USER	VerMisLocalesNegativoTest	4977	START	1590170392733	1590170392733
REQUEST	4473		RightLogin	1590170392730	1590170392736	OK	 
REQUEST	4499		WrongLogin	1590170392730	1590170392738	OK	 
REQUEST	3526		RightLogged Redirect 1	1590170392725	1590170392741	OK	 
REQUEST	4474		RightLogin	1590170392739	1590170392741	OK	 
REQUEST	3550		WrongLogged Redirect 1	1590170392724	1590170392745	OK	 
REQUEST	3551		WrongLogged Redirect 1	1590170392727	1590170392745	OK	 
REQUEST	3527		RightLogged Redirect 1	1590170392724	1590170392749	OK	 
REQUEST	4977		Welcome	1590170392733	1590170392749	OK	 
REQUEST	2702		Forbidden	1590170392730	1590170392754	OK	 
USER	VerMisLocalesPositivoTest	4953	START	1590170392771	1590170392771
REQUEST	3578		WrongLogged	1590170392771	1590170392774	OK	 
REQUEST	2677		MyLocales	1590170392771	1590170392776	OK	 
REQUEST	3578		WrongLogged Redirect 1	1590170392774	1590170392778	OK	 
REQUEST	4953		Welcome	1590170392772	1590170392780	OK	 
REQUEST	2703		Forbidden	1590170392771	1590170392786	OK	 
REQUEST	3528		RightLogged	1590170392787	1590170392789	OK	 
REQUEST	3552		WrongLogged	1590170392787	1590170392790	OK	 
USER	VerMisLocalesNegativoTest	4978	START	1590170392793	1590170392793
REQUEST	3528		RightLogged Redirect 1	1590170392790	1590170392794	OK	 
REQUEST	2678		MyLocales	1590170392790	1590170392797	OK	 
REQUEST	3552		WrongLogged Redirect 1	1590170392790	1590170392799	OK	 
REQUEST	4978		Welcome	1590170392793	1590170392801	OK	 
USER	VerMisLocalesPositivoTest	2271	END	1590170339471	1590170392802
USER	VerMisLocalesPositivoTest	2268	END	1590170339366	1590170392803
USER	VerMisLocalesPositivoTest	2272	END	1590170339474	1590170392805
USER	VerMisLocalesPositivoTest	4954	START	1590170392805	1590170392805
REQUEST	3553		RightLogged	1590170392809	1590170392811	OK	 
USER	VerMisLocalesPositivoTest	2275	END	1590170339623	1590170392813
USER	VerMisLocalesPositivoTest	2269	END	1590170339379	1590170392814
REQUEST	4954		Welcome	1590170392805	1590170392816	OK	 
REQUEST	2704		Forbidden	1590170392789	1590170392817	OK	 
REQUEST	3553		RightLogged Redirect 1	1590170392811	1590170392819	OK	 
USER	VerMisLocalesPositivoTest	2274	END	1590170339602	1590170392845
USER	VerMisLocalesPositivoTest	2276	END	1590170339652	1590170392845
USER	VerMisLocalesPositivoTest	2277	END	1590170339674	1590170392846
USER	VerMisLocalesPositivoTest	4955	START	1590170392848	1590170392848
USER	VerMisLocalesNegativoTest	4979	START	1590170392844	1590170392844
REQUEST	4476		RightLogin	1590170392846	1590170392852	OK	 
REQUEST	3579		WrongLogged	1590170392845	1590170392853	OK	 
REQUEST	4500		WrongLogin	1590170392847	1590170392853	OK	 
REQUEST	4502		WrongLogin	1590170392847	1590170392854	OK	 
REQUEST	4477		RightLogin	1590170392847	1590170392856	OK	 
REQUEST	4475		RightLogin	1590170392847	1590170392856	OK	 
REQUEST	4498		WrongLogin	1590170392847	1590170392856	OK	 
REQUEST	4501		WrongLogin	1590170392848	1590170392857	OK	 
REQUEST	3554		RightLogged	1590170392849	1590170392858	OK	 
REQUEST	4979		Welcome	1590170392849	1590170392862	OK	 
REQUEST	2705		MyLocales	1590170392859	1590170392863	OK	 
REQUEST	4955		Welcome	1590170392848	1590170392864	OK	 
REQUEST	3554		RightLogged Redirect 1	1590170392858	1590170392866	OK	 
REQUEST	3579		WrongLogged Redirect 1	1590170392853	1590170392868	OK	 
REQUEST	2729		Forbidden	1590170392845	1590170392873	OK	 
USER	VerMisLocalesPositivoTest	4956	START	1590170392881	1590170392881
USER	VerMisLocalesNegativoTest	4980	START	1590170392881	1590170392881
REQUEST	4956		Welcome	1590170392881	1590170392888	OK	 
REQUEST	4980		Welcome	1590170392881	1590170392889	OK	 
REQUEST	3556		RightLogged	1590170392910	1590170392912	OK	 
REQUEST	2707		MyLocales	1590170392908	1590170392912	OK	 
REQUEST	2706		MyLocales	1590170392908	1590170392913	OK	 
USER	VerMisLocalesNegativoTest	4981	START	1590170392916	1590170392916
REQUEST	3581		WrongLogged	1590170392914	1590170392916	OK	 
USER	VerMisLocalesPositivoTest	4957	START	1590170392919	1590170392919
REQUEST	3556		RightLogged Redirect 1	1590170392912	1590170392921	OK	 
REQUEST	4981		Welcome	1590170392916	1590170392922	OK	 
REQUEST	3581		WrongLogged Redirect 1	1590170392916	1590170392925	OK	 
REQUEST	4957		Welcome	1590170392920	1590170392926	OK	 
REQUEST	2730		Forbidden	1590170392908	1590170392933	OK	 
REQUEST	2731		Forbidden	1590170392908	1590170392938	OK	 
REQUEST	4503		RightLogin	1590170392940	1590170392941	OK	 
REQUEST	3555		RightLogged	1590170392939	1590170392942	OK	 
REQUEST	4528		WrongLogin	1590170392940	1590170392942	OK	 
REQUEST	3580		WrongLogged	1590170392939	1590170392942	OK	 
USER	VerMisLocalesPositivoTest	2303	END	1590170339778	1590170392943
REQUEST	4529		WrongLogin	1590170392941	1590170392943	OK	 
REQUEST	3582		WrongLogged	1590170392942	1590170392945	OK	 
REQUEST	3555		RightLogged Redirect 1	1590170392942	1590170392947	OK	 
REQUEST	2708		MyLocales	1590170392942	1590170392947	OK	 
REQUEST	3582		WrongLogged Redirect 1	1590170392945	1590170392950	OK	 
REQUEST	3580		WrongLogged Redirect 1	1590170392942	1590170392950	OK	 
USER	VerMisLocalesNegativoTest	4982	START	1590170392969	1590170392969
REQUEST	3557		RightLogged	1590170392969	1590170392972	OK	 
USER	VerMisLocalesPositivoTest	4958	START	1590170392969	1590170392969
REQUEST	3583		WrongLogged	1590170392969	1590170392974	OK	 
REQUEST	3557		RightLogged Redirect 1	1590170392972	1590170392977	OK	 
REQUEST	4958		Welcome	1590170392972	1590170392980	OK	 
REQUEST	4982		Welcome	1590170392970	1590170392982	OK	 
REQUEST	3583		WrongLogged Redirect 1	1590170392974	1590170392998	OK	 
USER	VerMisLocalesNegativoTest	1636	END	1590170326060	1590170393000
USER	VerMisLocalesNegativoTest	4983	START	1590170393000	1590170393000
USER	VerMisLocalesNegativoTest	1635	END	1590170326025	1590170393002
USER	VerMisLocalesPositivoTest	4959	START	1590170393004	1590170393004
REQUEST	2732		Forbidden	1590170392969	1590170393008	OK	 
REQUEST	2709		MyLocales	1590170392999	1590170393010	OK	 
REQUEST	4530		WrongLogin	1590170393003	1590170393011	OK	 
REQUEST	4504		RightLogin	1590170393003	1590170393014	OK	 
REQUEST	4506		RightLogin	1590170393004	1590170393016	OK	 
REQUEST	4505		RightLogin	1590170393004	1590170393018	OK	 
USER	VerMisLocalesPositivoTest	2304	END	1590170339778	1590170393022
USER	VerMisLocalesPositivoTest	2278	END	1590170339772	1590170393022
USER	VerMisLocalesPositivoTest	2305	END	1590170339846	1590170393022
REQUEST	3558		RightLogged	1590170393020	1590170393025	OK	 
REQUEST	3584		WrongLogged	1590170393022	1590170393027	OK	 
REQUEST	2733		Forbidden	1590170393000	1590170393029	OK	 
REQUEST	4983		Welcome	1590170393001	1590170393033	OK	 
REQUEST	3558		RightLogged Redirect 1	1590170393025	1590170393037	OK	 
REQUEST	3584		WrongLogged Redirect 1	1590170393027	1590170393042	OK	 
REQUEST	4959		Welcome	1590170393005	1590170393045	OK	 
USER	VerMisLocalesPositivoTest	2306	END	1590170339895	1590170393046
USER	VerMisLocalesNegativoTest	4984	START	1590170393046	1590170393046
REQUEST	3559		RightLogged	1590170393046	1590170393049	OK	 
REQUEST	2710		MyLocales	1590170393047	1590170393050	OK	 
USER	VerMisLocalesPositivoTest	4960	START	1590170393051	1590170393051
REQUEST	3585		WrongLogged	1590170393054	1590170393057	OK	 
REQUEST	2734		Forbidden	1590170393047	1590170393063	OK	 
REQUEST	4960		Welcome	1590170393051	1590170393066	OK	 
REQUEST	4984		Welcome	1590170393047	1590170393068	OK	 
REQUEST	3559		RightLogged Redirect 1	1590170393049	1590170393071	OK	 
REQUEST	3585		WrongLogged Redirect 1	1590170393057	1590170393073	OK	 
USER	VerMisLocalesNegativoTest	4985	START	1590170393074	1590170393074
REQUEST	4985		Welcome	1590170393075	1590170393079	OK	 
USER	VerMisLocalesPositivoTest	4961	START	1590170393081	1590170393081
REQUEST	2711		MyLocales	1590170393081	1590170393088	OK	 
REQUEST	3560		RightLogged	1590170393081	1590170393096	OK	 
REQUEST	2735		Forbidden	1590170393081	1590170393098	OK	 
REQUEST	3560		RightLogged Redirect 1	1590170393096	1590170393100	OK	 
REQUEST	4961		Welcome	1590170393082	1590170393100	OK	 
REQUEST	4532		WrongLogin	1590170393101	1590170393102	OK	 
REQUEST	4507		RightLogin	1590170393101	1590170393104	OK	 
REQUEST	4531		WrongLogin	1590170393101	1590170393105	OK	 
REQUEST	4534		WrongLogin	1590170393102	1590170393105	OK	 
REQUEST	4508		RightLogin	1590170393101	1590170393106	OK	 
USER	VerMisLocalesNegativoTest	4986	START	1590170393124	1590170393124
USER	VerMisLocalesPositivoTest	4962	START	1590170393124	1590170393124
REQUEST	3586		WrongLogged	1590170393124	1590170393127	OK	 
REQUEST	3586		WrongLogged Redirect 1	1590170393127	1590170393129	OK	 
REQUEST	4962		Welcome	1590170393124	1590170393131	OK	 
REQUEST	4986		Welcome	1590170393124	1590170393132	OK	 
REQUEST	3561		RightLogged	1590170393131	1590170393134	OK	 
REQUEST	2712		MyLocales	1590170393132	1590170393136	OK	 
REQUEST	3561		RightLogged Redirect 1	1590170393134	1590170393138	OK	 
REQUEST	4509		RightLogin	1590170393137	1590170393139	OK	 
REQUEST	4533		WrongLogin	1590170393137	1590170393140	OK	 
REQUEST	2713		MyLocales	1590170393141	1590170393144	OK	 
REQUEST	2736		Forbidden	1590170393134	1590170393150	OK	 
USER	VerMisLocalesNegativoTest	1642	END	1590170326306	1590170393170
USER	VerMisLocalesPositivoTest	4963	START	1590170393170	1590170393170
USER	VerMisLocalesNegativoTest	4987	START	1590170393169	1590170393169
REQUEST	3587		WrongLogged	1590170393170	1590170393173	OK	 
REQUEST	4511		RightLogin	1590170393169	1590170393173	OK	 
REQUEST	4535		WrongLogin	1590170393171	1590170393174	OK	 
REQUEST	4963		Welcome	1590170393170	1590170393177	OK	 
REQUEST	3587		WrongLogged Redirect 1	1590170393173	1590170393179	OK	 
REQUEST	4987		Welcome	1590170393171	1590170393179	OK	 
REQUEST	2737		Forbidden	1590170393170	1590170393189	OK	 
USER	VerMisLocalesNegativoTest	4988	START	1590170393190	1590170393190
REQUEST	2714		MyLocales	1590170393190	1590170393194	OK	 
REQUEST	4510		RightLogin	1590170393190	1590170393194	OK	 
REQUEST	4513		RightLogin	1590170393190	1590170393194	OK	 
REQUEST	4988		Welcome	1590170393191	1590170393199	OK	 
REQUEST	2738		Forbidden	1590170393190	1590170393205	OK	 
USER	VerMisLocalesPositivoTest	4964	START	1590170393206	1590170393206
REQUEST	4537		WrongLogin	1590170393206	1590170393208	OK	 
REQUEST	4512		RightLogin	1590170393206	1590170393209	OK	 
REQUEST	3563		RightLogged	1590170393206	1590170393210	OK	 
REQUEST	4536		WrongLogin	1590170393206	1590170393210	OK	 
REQUEST	3563		RightLogged Redirect 1	1590170393210	1590170393214	OK	 
REQUEST	4964		Welcome	1590170393207	1590170393214	OK	 
USER	VerMisLocalesPositivoTest	2307	END	1590170339931	1590170393231
REQUEST	3589		WrongLogged	1590170393231	1590170393233	OK	 
USER	VerMisLocalesNegativoTest	4989	START	1590170393233	1590170393233
REQUEST	4538		WrongLogin	1590170393231	1590170393233	OK	 
REQUEST	4514		RightLogin	1590170393231	1590170393234	OK	 
REQUEST	4539		WrongLogin	1590170393231	1590170393237	OK	 
REQUEST	3589		WrongLogged Redirect 1	1590170393233	1590170393239	OK	 
REQUEST	4989		Welcome	1590170393233	1590170393240	OK	 
USER	VerMisLocalesNegativoTest	1641	END	1590170326259	1590170393260
USER	VerMisLocalesPositivoTest	4965	START	1590170393259	1590170393259
USER	VerMisLocalesPositivoTest	2309	END	1590170340008	1590170393261
REQUEST	4515		RightLogin	1590170393259	1590170393262	OK	 
REQUEST	3562		RightLogged	1590170393259	1590170393263	OK	 
REQUEST	3588		WrongLogged	1590170393259	1590170393264	OK	 
USER	VerMisLocalesNegativoTest	1643	END	1590170326341	1590170393265
REQUEST	3590		WrongLogged	1590170393265	1590170393267	OK	 
REQUEST	4965		Welcome	1590170393261	1590170393269	OK	 
REQUEST	2716		MyLocales	1590170393266	1590170393271	OK	 
USER	VerMisLocalesPositivoTest	2308	END	1590170339988	1590170393273
REQUEST	4540		WrongLogin	1590170393271	1590170393274	OK	 
USER	VerMisLocalesNegativoTest	4990	START	1590170393274	1590170393274
REQUEST	2715		MyLocales	1590170393271	1590170393278	OK	 
REQUEST	3588		WrongLogged Redirect 1	1590170393264	1590170393280	OK	 
REQUEST	3562		RightLogged Redirect 1	1590170393263	1590170393283	OK	 
REQUEST	4990		Welcome	1590170393275	1590170393285	OK	 
REQUEST	3590		WrongLogged Redirect 1	1590170393267	1590170393286	OK	 
USER	VerMisLocalesNegativoTest	1640	END	1590170326228	1590170393289
USER	VerMisLocalesPositivoTest	4966	START	1590170393291	1590170393291
REQUEST	3565		RightLogged	1590170393291	1590170393295	OK	 
USER	VerMisLocalesPositivoTest	2311	END	1590170340088	1590170393298
REQUEST	3564		RightLogged	1590170393299	1590170393301	OK	 
REQUEST	2739		Forbidden	1590170393266	1590170393301	OK	 
REQUEST	3565		RightLogged Redirect 1	1590170393295	1590170393303	OK	 
REQUEST	4966		Welcome	1590170393291	1590170393303	OK	 
REQUEST	2740		Forbidden	1590170393271	1590170393305	OK	 
REQUEST	3564		RightLogged Redirect 1	1590170393301	1590170393308	OK	 
USER	VerMisLocalesNegativoTest	4991	START	1590170393330	1590170393330
USER	VerMisLocalesPositivoTest	2312	END	1590170340123	1590170393330
REQUEST	3566		RightLogged	1590170393330	1590170393333	OK	 
REQUEST	3591		WrongLogged	1590170393330	1590170393334	OK	 
USER	VerMisLocalesPositivoTest	4967	START	1590170393332	1590170393332
REQUEST	4991		Welcome	1590170393331	1590170393338	OK	 
REQUEST	3591		WrongLogged Redirect 1	1590170393334	1590170393339	OK	 
REQUEST	2717		MyLocales	1590170393335	1590170393339	OK	 
REQUEST	3566		RightLogged Redirect 1	1590170393333	1590170393340	OK	 
REQUEST	4967		Welcome	1590170393334	1590170393343	OK	 
REQUEST	4541		WrongLogin	1590170393342	1590170393346	OK	 
REQUEST	4516		RightLogin	1590170393342	1590170393346	OK	 
REQUEST	2741		Forbidden	1590170393341	1590170393357	OK	 
USER	VerMisLocalesNegativoTest	4992	START	1590170393361	1590170393361
USER	VerMisLocalesPositivoTest	2314	END	1590170340209	1590170393363
USER	VerMisLocalesPositivoTest	4968	START	1590170393362	1590170393362
USER	VerMisLocalesPositivoTest	2310	END	1590170340059	1590170393364
REQUEST	3592		WrongLogged	1590170393361	1590170393365	OK	 
REQUEST	4992		Welcome	1590170393362	1590170393369	OK	 
REQUEST	3592		WrongLogged Redirect 1	1590170393365	1590170393369	OK	 
REQUEST	4968		Welcome	1590170393363	1590170393369	OK	 
USER	VerMisLocalesNegativoTest	1651	END	1590170326661	1590170393378
REQUEST	3567		RightLogged	1590170393378	1590170393381	OK	 
USER	VerMisLocalesPositivoTest	2313	END	1590170340171	1590170393383
REQUEST	4517		RightLogin	1590170393383	1590170393385	OK	 
USER	VerMisLocalesNegativoTest	1639	END	1590170326202	1590170393386
REQUEST	4542		WrongLogin	1590170393383	1590170393386	OK	 
USER	VerMisLocalesNegativoTest	1637	END	1590170326106	1590170393387
REQUEST	3567		RightLogged Redirect 1	1590170393381	1590170393389	OK	 
USER	VerMisLocalesNegativoTest	4993	START	1590170393391	1590170393391
REQUEST	3568		RightLogged	1590170393391	1590170393393	OK	 
REQUEST	2718		MyLocales	1590170393391	1590170393396	OK	 
REQUEST	2742		Forbidden	1590170393391	1590170393405	OK	 
REQUEST	3568		RightLogged Redirect 1	1590170393393	1590170393409	OK	 
REQUEST	4993		Welcome	1590170393391	1590170393410	OK	 
USER	VerMisLocalesPositivoTest	2316	END	1590170340297	1590170393418
USER	VerMisLocalesPositivoTest	2315	END	1590170340259	1590170393418
USER	VerMisLocalesPositivoTest	4969	START	1590170393418	1590170393418
REQUEST	3593		WrongLogged	1590170393418	1590170393420	OK	 
REQUEST	2719		MyLocales	1590170393418	1590170393423	OK	 
USER	VerMisLocalesPositivoTest	2318	END	1590170340368	1590170393424
REQUEST	4518		RightLogin	1590170393424	1590170393428	OK	 
REQUEST	4543		WrongLogin	1590170393424	1590170393429	OK	 
USER	VerMisLocalesNegativoTest	1649	END	1590170326594	1590170393434
REQUEST	2743		Forbidden	1590170393418	1590170393434	OK	 
USER	VerMisLocalesNegativoTest	1638	END	1590170326139	1590170393435
USER	VerMisLocalesPositivoTest	2317	END	1590170340331	1590170393435
USER	VerMisLocalesNegativoTest	4994	START	1590170393435	1590170393435
REQUEST	3593		WrongLogged Redirect 1	1590170393421	1590170393437	OK	 
REQUEST	2720		MyLocales	1590170393424	1590170393438	OK	 
USER	VerMisLocalesNegativoTest	1646	END	1590170326463	1590170393439
REQUEST	4969		Welcome	1590170393419	1590170393440	OK	 
USER	VerMisLocalesPositivoTest	4970	START	1590170393439	1590170393439
REQUEST	4994		Welcome	1590170393435	1590170393444	OK	 
REQUEST	4970		Welcome	1590170393441	1590170393448	OK	 
REQUEST	2744		Forbidden	1590170393439	1590170393454	OK	 
USER	VerMisLocalesNegativoTest	1648	END	1590170326555	1590170393456
USER	VerMisLocalesNegativoTest	1681	END	1590170326845	1590170393456
REQUEST	3594		WrongLogged	1590170393456	1590170393458	OK	 
REQUEST	4545		WrongLogin	1590170393456	1590170393458	OK	 
REQUEST	4520		RightLogin	1590170393456	1590170393459	OK	 
REQUEST	4519		RightLogin	1590170393456	1590170393459	OK	 
REQUEST	4544		WrongLogin	1590170393456	1590170393459	OK	 
REQUEST	3569		RightLogged	1590170393460	1590170393462	OK	 
REQUEST	3594		WrongLogged Redirect 1	1590170393458	1590170393463	OK	 
REQUEST	3569		RightLogged Redirect 1	1590170393462	1590170393466	OK	 
USER	VerMisLocalesNegativoTest	4995	START	1590170393483	1590170393483
USER	VerMisLocalesNegativoTest	1685	END	1590170326984	1590170393484
REQUEST	3595		WrongLogged	1590170393483	1590170393485	OK	 
REQUEST	2721		MyLocales	1590170393483	1590170393487	OK	 
USER	VerMisLocalesPositivoTest	4971	START	1590170393488	1590170393488
USER	VerMisLocalesNegativoTest	1644	END	1590170326388	1590170393491
USER	VerMisLocalesNegativoTest	1653	END	1590170326739	1590170393492
USER	VerMisLocalesNegativoTest	1645	END	1590170326423	1590170393493
USER	VerMisLocalesNegativoTest	1652	END	1590170326712	1590170393494
REQUEST	3595		WrongLogged Redirect 1	1590170393485	1590170393498	OK	 
REQUEST	2745		Forbidden	1590170393483	1590170393500	OK	 
REQUEST	4995		Welcome	1590170393484	1590170393501	OK	 
REQUEST	4971		Welcome	1590170393488	1590170393503	OK	 
REQUEST	3570		RightLogged	1590170393502	1590170393504	OK	 
REQUEST	4521		RightLogin	1590170393502	1590170393504	OK	 
REQUEST	4546		WrongLogin	1590170393502	1590170393504	OK	 
REQUEST	3570		RightLogged Redirect 1	1590170393504	1590170393508	OK	 
USER	VerMisLocalesNegativoTest	4996	START	1590170393509	1590170393509
USER	VerMisLocalesPositivoTest	2319	END	1590170340427	1590170393510
REQUEST	3596		WrongLogged	1590170393509	1590170393513	OK	 
REQUEST	4996		Welcome	1590170393510	1590170393516	OK	 
REQUEST	3596		WrongLogged Redirect 1	1590170393513	1590170393521	OK	 
REQUEST	3571		RightLogged	1590170393519	1590170393521	OK	 
USER	VerMisLocalesNegativoTest	1688	END	1590170327106	1590170393521
USER	VerMisLocalesPositivoTest	2320	END	1590170340454	1590170393524
USER	VerMisLocalesPositivoTest	4972	START	1590170393526	1590170393526
REQUEST	4547		WrongLogin	1590170393530	1590170393532	OK	 
REQUEST	4522		RightLogin	1590170393532	1590170393533	OK	 
REQUEST	3571		RightLogged Redirect 1	1590170393521	1590170393536	OK	 
REQUEST	4972		Welcome	1590170393526	1590170393537	OK	 
REQUEST	2746		Forbidden	1590170393522	1590170393542	OK	 
USER	VerMisLocalesPositivoTest	4973	START	1590170393560	1590170393560
USER	VerMisLocalesNegativoTest	4997	START	1590170393560	1590170393560
REQUEST	3572		RightLogged	1590170393560	1590170393562	OK	 
REQUEST	3597		WrongLogged	1590170393560	1590170393563	OK	 
REQUEST	2722		MyLocales	1590170393560	1590170393565	OK	 
REQUEST	2723		MyLocales	1590170393560	1590170393565	OK	 
REQUEST	4973		Welcome	1590170393560	1590170393570	OK	 
REQUEST	3572		RightLogged Redirect 1	1590170393562	1590170393571	OK	 
REQUEST	4997		Welcome	1590170393562	1590170393574	OK	 
REQUEST	3597		WrongLogged Redirect 1	1590170393563	1590170393575	OK	 
USER	VerMisLocalesPositivoTest	2321	END	1590170340485	1590170393576
USER	VerMisLocalesNegativoTest	1682	END	1590170326873	1590170393576
USER	VerMisLocalesNegativoTest	1683	END	1590170326905	1590170393579
USER	VerMisLocalesNegativoTest	1654	END	1590170326792	1590170393579
REQUEST	3598		WrongLogged	1590170393581	1590170393583	OK	 
REQUEST	2747		Forbidden	1590170393560	1590170393584	OK	 
REQUEST	3598		WrongLogged Redirect 1	1590170393583	1590170393587	OK	 
USER	VerMisLocalesNegativoTest	4998	START	1590170393605	1590170393605
USER	VerMisLocalesPositivoTest	2322	END	1590170340526	1590170393606
REQUEST	3573		RightLogged	1590170393605	1590170393608	OK	 
USER	VerMisLocalesPositivoTest	4974	START	1590170393609	1590170393609
REQUEST	4523		RightLogin	1590170393610	1590170393613	OK	 
REQUEST	4548		WrongLogin	1590170393611	1590170393615	OK	 
REQUEST	4998		Welcome	1590170393607	1590170393617	OK	 
REQUEST	3573		RightLogged Redirect 1	1590170393608	1590170393619	OK	 
REQUEST	4974		Welcome	1590170393609	1590170393619	OK	 
REQUEST	2748		Forbidden	1590170393610	1590170393626	OK	 
USER	VerMisLocalesPositivoTest	4975	START	1590170393645	1590170393645
USER	VerMisLocalesNegativoTest	4999	START	1590170393645	1590170393645
REQUEST	3574		RightLogged	1590170393645	1590170393650	OK	 
REQUEST	3599		WrongLogged	1590170393645	1590170393650	OK	 
REQUEST	2724		MyLocales	1590170393645	1590170393650	OK	 
USER	VerMisLocalesPositivoTest	2323	END	1590170340564	1590170393652
REQUEST	4524		RightLogin	1590170393652	1590170393653	OK	 
REQUEST	4549		WrongLogin	1590170393652	1590170393654	OK	 
REQUEST	4975		Welcome	1590170393646	1590170393655	OK	 
REQUEST	4999		Welcome	1590170393647	1590170393657	OK	 
REQUEST	3574		RightLogged Redirect 1	1590170393650	1590170393658	OK	 
REQUEST	3599		WrongLogged Redirect 1	1590170393650	1590170393660	OK	 
USER	VerMisLocalesNegativoTest	1686	END	1590170327027	1590170393680
USER	VerMisLocalesNegativoTest	5000	START	1590170393679	1590170393679
REQUEST	3600		WrongLogged	1590170393679	1590170393682	OK	 
REQUEST	2726		MyLocales	1590170393679	1590170393683	OK	 
REQUEST	2725		MyLocales	1590170393679	1590170393685	OK	 
REQUEST	5000		Welcome	1590170393680	1590170393687	OK	 
USER	VerMisLocalesNegativoTest	1684	END	1590170326953	1590170393688
USER	VerMisLocalesPositivoTest	2324	END	1590170340610	1590170393689
USER	VerMisLocalesPositivoTest	4976	START	1590170393689	1590170393689
USER	VerMisLocalesNegativoTest	1680	END	1590170326794	1590170393691
REQUEST	3601		WrongLogged	1590170393692	1590170393694	OK	 
REQUEST	3575		RightLogged	1590170393691	1590170393694	OK	 
REQUEST	4550		WrongLogin	1590170393693	1590170393695	OK	 
REQUEST	3600		WrongLogged Redirect 1	1590170393682	1590170393697	OK	 
REQUEST	4525		RightLogin	1590170393695	1590170393698	OK	 
REQUEST	4976		Welcome	1590170393690	1590170393700	OK	 
REQUEST	2750		Forbidden	1590170393679	1590170393702	OK	 
REQUEST	3575		RightLogged Redirect 1	1590170393694	1590170393703	OK	 
USER	VerMisLocalesNegativoTest	1698	END	1590170327501	1590170393705
REQUEST	3601		WrongLogged Redirect 1	1590170393694	1590170393706	OK	 
REQUEST	4526		RightLogin	1590170393707	1590170393709	OK	 
REQUEST	4551		WrongLogin	1590170393708	1590170393711	OK	 
USER	VerMisLocalesNegativoTest	1650	END	1590170326622	1590170393713
USER	VerMisLocalesPositivoTest	2325	END	1590170340651	1590170393714
REQUEST	2749		Forbidden	1590170393679	1590170393715	OK	 
REQUEST	3576		RightLogged	1590170393733	1590170393734	OK	 
REQUEST	4527		RightLogin	1590170393733	1590170393734	OK	 
REQUEST	4552		WrongLogin	1590170393733	1590170393736	OK	 
REQUEST	3576		RightLogged Redirect 1	1590170393734	1590170393738	OK	 
REQUEST	2751		Forbidden	1590170393733	1590170393746	OK	 
USER	VerMisLocalesPositivoTest	2326	END	1590170340681	1590170393764
USER	VerMisLocalesNegativoTest	1692	END	1590170327270	1590170393765
REQUEST	3602		WrongLogged	1590170393764	1590170393766	OK	 
REQUEST	3577		RightLogged	1590170393765	1590170393767	OK	 
REQUEST	2728		MyLocales	1590170393764	1590170393769	OK	 
REQUEST	2727		MyLocales	1590170393764	1590170393770	OK	 
USER	VerMisLocalesNegativoTest	1689	END	1590170327146	1590170393772
REQUEST	3577		RightLogged Redirect 1	1590170393767	1590170393774	OK	 
REQUEST	3602		WrongLogged Redirect 1	1590170393766	1590170393774	OK	 
REQUEST	2752		Forbidden	1590170393764	1590170393782	OK	 
USER	VerMisLocalesPositivoTest	2327	END	1590170340728	1590170393794
REQUEST	3604		RightLogged	1590170393793	1590170393796	OK	 
REQUEST	3603		WrongLogged	1590170393795	1590170393797	OK	 
USER	VerMisLocalesNegativoTest	1690	END	1590170327181	1590170393799
REQUEST	2753		MyLocales	1590170393795	1590170393799	OK	 
REQUEST	3604		RightLogged Redirect 1	1590170393796	1590170393801	OK	 
REQUEST	3603		WrongLogged Redirect 1	1590170393797	1590170393801	OK	 
