ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerMisLocalesTest	vermislocalestest	1590169929324	 	3.3.1
REQUEST	1946		WrongLogged Redirect 1	1590169992262	1590169999693	OK	 
USER	VerMisLocalesPositivoTest	4778	START	1590169999696	1590169999696
USER	VerMisLocalesNegativoTest	4813	START	1590169999698	1590169999698
REQUEST	4272		Welcome	1590169992200	1590169999712	OK	 
REQUEST	1914		RightLogged Redirect 1	1590169992263	1590169999716	OK	 
REQUEST	4274		Welcome	1590169992273	1590169999722	OK	 
REQUEST	2100		WrongLogged	1590169992273	1590169999723	OK	 
REQUEST	4238		Welcome	1590169992207	1590169999725	OK	 
USER	VerMisLocalesNegativoTest	4814	START	1590169999731	1590169999731
USER	VerMisLocalesPositivoTest	4779	START	1590169999730	1590169999730
REQUEST	1902		RightLogged Redirect 1	1590169992290	1590169999742	OK	 
REQUEST	1941		WrongLogged Redirect 1	1590169992300	1590169999747	OK	 
REQUEST	2561		WrongLogin	1590169992303	1590169999749	OK	 
REQUEST	3103		RightLogin	1590169992303	1590169999750	OK	 
REQUEST	3374		RightLogin	1590169992303	1590169999750	OK	 
REQUEST	2107		RightLogged	1590169992303	1590169999751	OK	 
REQUEST	3411		WrongLogin	1590169992305	1590169999751	OK	 
REQUEST	3372		RightLogin	1590169992303	1590169999752	OK	 
REQUEST	3312		RightLogin	1590169992303	1590169999752	OK	 
REQUEST	3410		WrongLogin	1590169992303	1590169999753	OK	 
REQUEST	2121		RightLogged	1590169992310	1590169999753	OK	 
REQUEST	2104		WrongLogged	1590169992310	1590169999753	OK	 
REQUEST	2109		RightLogged	1590169992310	1590169999754	OK	 
REQUEST	4275		Welcome	1590169992307	1590169999756	OK	 
REQUEST	2112		RightLogged	1590169992312	1590169999756	OK	 
REQUEST	3412		WrongLogin	1590169992314	1590169999757	OK	 
REQUEST	2122		RightLogged	1590169992312	1590169999757	OK	 
REQUEST	2128		RightLogged	1590169992312	1590169999759	OK	 
REQUEST	3413		WrongLogin	1590169992315	1590169999759	OK	 
REQUEST	3375		RightLogin	1590169992314	1590169999759	OK	 
REQUEST	3378		RightLogin	1590169992316	1590169999759	OK	 
REQUEST	1863		WrongLogged Redirect 1	1590169990930	1590169999763	OK	 
REQUEST	1949		WrongLogged Redirect 1	1590169992262	1590169999769	OK	 
REQUEST	1632		RightLogged Redirect 1	1590169989681	1590169999772	OK	 
USER	VerMisLocalesNegativoTest	4815	START	1590169999780	1590169999780
USER	VerMisLocalesPositivoTest	4780	START	1590169999780	1590169999780
USER	VerMisLocalesNegativoTest	80	END	1590169931468	1590169999789
USER	VerMisLocalesNegativoTest	75	END	1590169931308	1590169999792
USER	VerMisLocalesPositivoTest	4781	START	1590169999807	1590169999807
USER	VerMisLocalesNegativoTest	4816	START	1590169999810	1590169999810
USER	VerMisLocalesPositivoTest	4782	START	1590169999814	1590169999814
USER	VerMisLocalesNegativoTest	4817	START	1590169999815	1590169999815
REQUEST	1945		WrongLogged Redirect 1	1590169992264	1590169999828	OK	 
REQUEST	1799		WrongLogged Redirect 1	1590169992266	1590169999828	OK	 
REQUEST	4276		Welcome	1590169992319	1590169999835	OK	 
REQUEST	1904		RightLogged Redirect 1	1590169992293	1590169999838	OK	 
REQUEST	4240		Welcome	1590169992271	1590169999842	OK	 
REQUEST	1937		WrongLogged Redirect 1	1590169992325	1590169999842	OK	 
USER	VerMisLocalesPositivoTest	4783	START	1590169999844	1590169999844
USER	VerMisLocalesNegativoTest	4818	START	1590169999844	1590169999844
USER	VerMisLocalesNegativoTest	78	END	1590169931452	1590169999847
REQUEST	1910		RightLogged Redirect 1	1590169992264	1590169999852	OK	 
REQUEST	1750		WrongLogged Redirect 1	1590169989878	1590169999853	OK	 
USER	VerMisLocalesNegativoTest	4819	START	1590169999859	1590169999859
USER	VerMisLocalesPositivoTest	4784	START	1590169999859	1590169999859
REQUEST	1911		RightLogged Redirect 1	1590169992257	1590169999864	OK	 
REQUEST	4310		Welcome	1590169992317	1590169999868	OK	 
REQUEST	2111		RightLogged	1590169992331	1590169999868	OK	 
REQUEST	1903		RightLogged Redirect 1	1590169992325	1590169999869	OK	 
REQUEST	2111		RightLogged Redirect 1	1590169999868	1590169999874	OK	 
REQUEST	1917		RightLogged Redirect 1	1590169992338	1590169999878	OK	 
REQUEST	1905		RightLogged Redirect 1	1590169992324	1590169999878	OK	 
REQUEST	1938		WrongLogged Redirect 1	1590169992326	1590169999879	OK	 
REQUEST	3891		Welcome	1590169987314	1590169999883	OK	 
REQUEST	1906		RightLogged Redirect 1	1590169992324	1590169999883	OK	 
REQUEST	1936		WrongLogged Redirect 1	1590169992341	1590169999888	OK	 
REQUEST	1950		WrongLogged Redirect 1	1590169992339	1590169999891	OK	 
REQUEST	1915		RightLogged Redirect 1	1590169992323	1590169999894	OK	 
REQUEST	1960		WrongLogged Redirect 1	1590169992342	1590169999895	OK	 
USER	VerMisLocalesPositivoTest	522	END	1590169939096	1590169999897
USER	VerMisLocalesPositivoTest	4785	START	1590169999897	1590169999897
USER	VerMisLocalesNegativoTest	4820	START	1590169999897	1590169999897
USER	VerMisLocalesPositivoTest	382	END	1590169937061	1590169999900
REQUEST	1955		WrongLogged Redirect 1	1590169992340	1590169999905	OK	 
REQUEST	1951		WrongLogged Redirect 1	1590169992325	1590169999908	OK	 
REQUEST	1923		RightLogged Redirect 1	1590169992343	1590169999910	OK	 
REQUEST	1567		RightLogged Redirect 1	1590169986337	1590169999910	OK	 
REQUEST	1920		RightLogged Redirect 1	1590169992341	1590169999914	OK	 
REQUEST	2069		RightLogged	1590169991444	1590169999915	OK	 
REQUEST	1919		RightLogged Redirect 1	1590169992338	1590169999917	OK	 
REQUEST	1935		WrongLogged Redirect 1	1590169992337	1590169999918	OK	 
USER	VerMisLocalesPositivoTest	153	END	1590169933464	1590169999920
USER	VerMisLocalesNegativoTest	4821	START	1590169999922	1590169999922
USER	VerMisLocalesPositivoTest	4786	START	1590169999920	1590169999920
REQUEST	1918		RightLogged Redirect 1	1590169992339	1590169999930	OK	 
REQUEST	1924		RightLogged Redirect 1	1590169992343	1590169999933	OK	 
REQUEST	1901		RightLogged Redirect 1	1590169992338	1590169999934	OK	 
REQUEST	1961		WrongLogged Redirect 1	1590169992345	1590169999936	OK	 
REQUEST	3380		RightLogin	1590169992348	1590169999937	OK	 
REQUEST	3087		RightLogin	1590169992348	1590169999938	OK	 
REQUEST	2110		RightLogged	1590169992353	1590169999939	OK	 
REQUEST	1922		RightLogged Redirect 1	1590169992343	1590169999941	OK	 
REQUEST	2167		WrongLogged	1590169992352	1590169999945	OK	 
REQUEST	4087		Welcome	1590169989963	1590169999949	OK	 
REQUEST	1925		RightLogged Redirect 1	1590169992343	1590169999949	OK	 
REQUEST	1954		WrongLogged Redirect 1	1590169992327	1590169999949	OK	 
REQUEST	1956		WrongLogged Redirect 1	1590169992342	1590169999950	OK	 
USER	VerMisLocalesPositivoTest	4787	START	1590169999956	1590169999956
USER	VerMisLocalesNegativoTest	4822	START	1590169999956	1590169999956
REQUEST	4312		Welcome	1590169992357	1590169999964	OK	 
REQUEST	3507		Welcome	1590169981282	1590169999964	OK	 
REQUEST	1934		WrongLogged Redirect 1	1590169992362	1590169999965	OK	 
REQUEST	1759		RightLogged Redirect 1	1590169990036	1590169999970	OK	 
REQUEST	1953		WrongLogged Redirect 1	1590169992341	1590169999970	OK	 
USER	VerMisLocalesNegativoTest	4823	START	1590169999976	1590169999976
USER	VerMisLocalesPositivoTest	4788	START	1590169999976	1590169999976
REQUEST	4277		Welcome	1590169992351	1590169999988	OK	 
REQUEST	1921		RightLogged Redirect 1	1590169992344	1590169999991	OK	 
REQUEST	1899		RightLogged Redirect 1	1590169992362	1590169999991	OK	 
REQUEST	2119		RightLogged	1590169992389	1590169999992	OK	 
REQUEST	2131		RightLogged	1590169992387	1590169999992	OK	 
REQUEST	2129		RightLogged	1590169992388	1590169999993	OK	 
REQUEST	2136		RightLogged	1590169992388	1590169999993	OK	 
REQUEST	2172		WrongLogged	1590169992388	1590169999993	OK	 
REQUEST	2127		RightLogged	1590169992387	1590169999994	OK	 
REQUEST	2171		WrongLogged	1590169992390	1590169999994	OK	 
REQUEST	2175		WrongLogged	1590169992390	1590169999995	OK	 
REQUEST	1933		WrongLogged Redirect 1	1590169992343	1590169999996	OK	 
REQUEST	3997		Welcome	1590169988372	1590169999998	OK	 
REQUEST	1932		WrongLogged Redirect 1	1590169992368	1590169999999	OK	 
REQUEST	1896		WrongLogged Redirect 1	1590169992381	1590170000002	OK	 
REQUEST	2064		RightLogged	1590169992417	1590170000003	OK	 
REQUEST	1895		WrongLogged Redirect 1	1590169992395	1590170000003	OK	 
REQUEST	4033		Welcome	1590169988397	1590170000003	OK	 
REQUEST	2566		WrongLogin	1590169992414	1590170000003	OK	 
REQUEST	2120		RightLogged	1590169992417	1590170000003	OK	 
REQUEST	3373		RightLogin	1590169992415	1590170000003	OK	 
REQUEST	2124		RightLogged	1590169992414	1590170000004	OK	 
REQUEST	3415		WrongLogin	1590169992415	1590170000004	OK	 
REQUEST	1859		RightLogged Redirect 1	1590169992396	1590170000006	OK	 
REQUEST	4313		Welcome	1590169992391	1590170000006	OK	 
REQUEST	3416		WrongLogin	1590169992447	1590170000006	OK	 
REQUEST	2106		RightLogged	1590169992447	1590170000007	OK	 
REQUEST	3382		RightLogin	1590169992447	1590170000007	OK	 
REQUEST	2536		RightLogin	1590169992447	1590170000007	OK	 
REQUEST	3377		RightLogin	1590169992447	1590170000007	OK	 
REQUEST	3414		WrongLogin	1590169992447	1590170000008	OK	 
REQUEST	3446		Welcome	1590169980689	1590170000010	OK	 
REQUEST	1857		RightLogged Redirect 1	1590169992408	1590170000010	OK	 
REQUEST	4280		Welcome	1590169992447	1590170000013	OK	 
REQUEST	4278		Welcome	1590169992378	1590170000017	OK	 
REQUEST	4314		Welcome	1590169992418	1590170000017	OK	 
REQUEST	1926		RightLogged Redirect 1	1590169992444	1590170000020	OK	 
REQUEST	4315		Welcome	1590169992449	1590170000020	OK	 
REQUEST	1781		RightLogged Redirect 1	1590169992411	1590170000023	OK	 
REQUEST	4279		Welcome	1590169992415	1590170000024	OK	 
REQUEST	1963		WrongLogged Redirect 1	1590169992455	1590170000024	OK	 
REQUEST	1900		RightLogged Redirect 1	1590169992363	1590170000027	OK	 
REQUEST	1931		RightLogged Redirect 1	1590169992464	1590170000027	OK	 
REQUEST	1964		WrongLogged Redirect 1	1590169992455	1590170000029	OK	 
REQUEST	1928		RightLogged Redirect 1	1590169992454	1590170000032	OK	 
REQUEST	1927		RightLogged Redirect 1	1590169992454	1590170000032	OK	 
REQUEST	1969		RightLogged Redirect 1	1590169992465	1590170000037	OK	 
REQUEST	1966		WrongLogged Redirect 1	1590169992464	1590170000041	OK	 
REQUEST	2004		WrongLogged Redirect 1	1590169992466	1590170000041	OK	 
REQUEST	3383		RightLogin	1590169992484	1590170000042	OK	 
REQUEST	2857		WrongLogin	1590169992485	1590170000042	OK	 
REQUEST	1930		RightLogged Redirect 1	1590169992462	1590170000045	OK	 
REQUEST	2003		WrongLogged Redirect 1	1590169992464	1590170000046	OK	 
REQUEST	3379		RightLogin	1590169992489	1590170000046	OK	 
REQUEST	3419		WrongLogin	1590169992489	1590170000047	OK	 
REQUEST	1929		RightLogged Redirect 1	1590169992454	1590170000049	OK	 
REQUEST	1965		WrongLogged Redirect 1	1590169992461	1590170000052	OK	 
REQUEST	1970		RightLogged Redirect 1	1590169992466	1590170000083	OK	 
USER	VerMisLocalesPositivoTest	4789	START	1590170000086	1590170000086
USER	VerMisLocalesNegativoTest	4824	START	1590170000086	1590170000086
USER	VerMisLocalesPositivoTest	523	END	1590169939118	1590170000091
USER	VerMisLocalesPositivoTest	4790	START	1590170000095	1590170000095
USER	VerMisLocalesNegativoTest	4825	START	1590170000095	1590170000095
USER	VerMisLocalesPositivoTest	508	END	1590169938698	1590170000097
USER	VerMisLocalesPositivoTest	4791	START	1590170000098	1590170000098
USER	VerMisLocalesNegativoTest	4826	START	1590170000100	1590170000100
USER	VerMisLocalesPositivoTest	4792	START	1590170000104	1590170000104
USER	VerMisLocalesNegativoTest	4827	START	1590170000104	1590170000104
USER	VerMisLocalesNegativoTest	4828	START	1590170000131	1590170000131
USER	VerMisLocalesPositivoTest	4793	START	1590170000131	1590170000131
USER	VerMisLocalesPositivoTest	4794	START	1590170000157	1590170000157
USER	VerMisLocalesNegativoTest	4829	START	1590170000163	1590170000163
USER	VerMisLocalesPositivoTest	4795	START	1590170000181	1590170000181
USER	VerMisLocalesNegativoTest	4830	START	1590170000183	1590170000183
USER	VerMisLocalesPositivoTest	4796	START	1590170000200	1590170000200
USER	VerMisLocalesNegativoTest	4831	START	1590170000205	1590170000205
REQUEST	2001		WrongLogged Redirect 1	1590169992480	1590170000228	OK	 
REQUEST	2005		WrongLogged Redirect 1	1590169992480	1590170000228	OK	 
REQUEST	1734		WrongLogged Redirect 1	1590169989449	1590170000233	OK	 
REQUEST	4281		Welcome	1590169992469	1590170000234	OK	 
REQUEST	4099		Welcome	1590169990307	1590170000234	OK	 
REQUEST	3418		WrongLogin	1590169992520	1590170000235	OK	 
USER	VerMisLocalesPositivoTest	4797	START	1590170000242	1590170000242
REQUEST	824		Forbidden	1590169992522	1590170000247	OK	 
USER	VerMisLocalesNegativoTest	4832	START	1590170000243	1590170000243
REQUEST	4162		Welcome	1590169991071	1590170000254	OK	 
REQUEST	4282		Welcome	1590169992489	1590170000263	OK	 
REQUEST	4316		Welcome	1590169992487	1590170000265	OK	 
REQUEST	1968		RightLogged Redirect 1	1590169992530	1590170000269	OK	 
REQUEST	794		MyLocales	1590169992531	1590170000272	OK	 
REQUEST	3420		WrongLogin	1590169992534	1590170000273	OK	 
REQUEST	823		Forbidden	1590169992528	1590170000276	OK	 
REQUEST	656		MyLocales	1590169992487	1590170000280	OK	 
REQUEST	799		MyLocales	1590169992533	1590170000281	OK	 
REQUEST	793		MyLocales	1590169992533	1590170000286	OK	 
REQUEST	829		Forbidden	1590169992533	1590170000288	OK	 
REQUEST	3384		RightLogin	1590169992535	1590170000288	OK	 
USER	VerMisLocalesPositivoTest	4798	START	1590170000296	1590170000296
USER	VerMisLocalesNegativoTest	4833	START	1590170000299	1590170000299
USER	VerMisLocalesPositivoTest	4835	START	1590170000312	1590170000312
USER	VerMisLocalesNegativoTest	4872	START	1590170000313	1590170000313
USER	VerMisLocalesNegativoTest	4873	START	1590170000313	1590170000313
USER	VerMisLocalesPositivoTest	4836	START	1590170000312	1590170000312
USER	VerMisLocalesPositivoTest	4799	START	1590170000317	1590170000317
USER	VerMisLocalesNegativoTest	4834	START	1590170000317	1590170000317
USER	VerMisLocalesPositivoTest	525	END	1590169939191	1590170000318
REQUEST	956		Forbidden	1590169992532	1590170000329	OK	 
REQUEST	798		MyLocales	1590169992533	1590170000335	OK	 
REQUEST	1576		RightLogged Redirect 1	1590169992517	1590170000340	OK	 
REQUEST	4317		Welcome	1590169992522	1590170000345	OK	 
REQUEST	1573		RightLogged	1590169982149	1590170000349	OK	 
REQUEST	790		MyLocales	1590169992522	1590170000351	OK	 
REQUEST	796		MyLocales	1590169992541	1590170000352	OK	 
USER	VerMisLocalesPositivoTest	4837	START	1590170000355	1590170000355
USER	VerMisLocalesNegativoTest	4874	START	1590170000355	1590170000355
REQUEST	826		Forbidden	1590169992538	1590170000359	OK	 
REQUEST	4269		Welcome	1590169992123	1590170000367	OK	 
REQUEST	4267		Welcome	1590169992059	1590170000371	OK	 
REQUEST	788		MyLocales	1590169992540	1590170000374	OK	 
USER	VerMisLocalesPositivoTest	4838	START	1590170000377	1590170000377
REQUEST	825		Forbidden	1590169992537	1590170000381	OK	 
USER	VerMisLocalesNegativoTest	4875	START	1590170000381	1590170000381
REQUEST	4284		Welcome	1590169992542	1590170000391	OK	 
REQUEST	4049		Welcome	1590169988840	1590170000391	OK	 
REQUEST	795		MyLocales	1590169992538	1590170000396	OK	 
REQUEST	1973		RightLogged Redirect 1	1590169992554	1590170000399	OK	 
REQUEST	791		MyLocales	1590169992537	1590170000400	OK	 
REQUEST	830		Forbidden	1590169992540	1590170000401	OK	 
REQUEST	1838		RightLogged Redirect 1	1590169991104	1590170000404	OK	 
REQUEST	2176		WrongLogged	1590169992592	1590170000404	OK	 
REQUEST	831		Forbidden	1590169992540	1590170000405	OK	 
REQUEST	2908		RightLogin	1590169992596	1590170000407	OK	 
USER	VerMisLocalesPositivoTest	4839	START	1590170000408	1590170000408
USER	VerMisLocalesNegativoTest	4876	START	1590170000408	1590170000408
REQUEST	3421		WrongLogin	1590169992596	1590170000408	OK	 
REQUEST	2010		WrongLogged Redirect 1	1590169992554	1590170000412	OK	 
REQUEST	2181		WrongLogged	1590169992594	1590170000412	OK	 
REQUEST	2686		RightLogin	1590169992597	1590170000413	OK	 
REQUEST	2178		WrongLogged	1590169992597	1590170000413	OK	 
REQUEST	2008		WrongLogged Redirect 1	1590169992512	1590170000415	OK	 
REQUEST	1589		WrongLogged Redirect 1	1590169986002	1590170000415	OK	 
REQUEST	4320		Welcome	1590169992597	1590170000416	OK	 
REQUEST	2557		RightLogin	1590169992631	1590170000416	OK	 
REQUEST	3385		RightLogin	1590169992629	1590170000416	OK	 
REQUEST	3156		WrongLogin	1590169992635	1590170000417	OK	 
REQUEST	2549		RightLogin	1590169992633	1590170000417	OK	 
REQUEST	1125		RightLogged Redirect 1	1590169983396	1590170000420	OK	 
REQUEST	3593		Welcome	1590169982740	1590170000421	OK	 
REQUEST	3423		WrongLogin	1590169992670	1590170000421	OK	 
REQUEST	3386		RightLogin	1590169992671	1590170000422	OK	 
REQUEST	3424		WrongLogin	1590169992678	1590170000422	OK	 
USER	VerMisLocalesNegativoTest	79	END	1590169931461	1590170000423
USER	VerMisLocalesNegativoTest	77	END	1590169931370	1590170000423
REQUEST	2007		WrongLogged Redirect 1	1590169992553	1590170000424	OK	 
REQUEST	4319		Welcome	1590169992563	1590170000427	OK	 
REQUEST	3391		RightLogin	1590169992701	1590170000428	OK	 
REQUEST	2593		WrongLogin	1590169992701	1590170000428	OK	 
REQUEST	3390		RightLogin	1590169992701	1590170000429	OK	 
REQUEST	3096		RightLogin	1590169992701	1590170000429	OK	 
REQUEST	3427		WrongLogin	1590169992709	1590170000429	OK	 
REQUEST	4321		Welcome	1590169992638	1590170000434	OK	 
REQUEST	4286		Welcome	1590169992600	1590170000434	OK	 
REQUEST	3393		RightLogin	1590169992745	1590170000435	OK	 
REQUEST	3388		RightLogin	1590169992718	1590170000435	OK	 
REQUEST	3425		WrongLogin	1590169992745	1590170000435	OK	 
REQUEST	3394		RightLogin	1590169992745	1590170000435	OK	 
REQUEST	3426		WrongLogin	1590169992745	1590170000436	OK	 
REQUEST	4287		Welcome	1590169992640	1590170000438	OK	 
REQUEST	4322		Welcome	1590169992649	1590170000438	OK	 
REQUEST	4324		Welcome	1590169992711	1590170000440	OK	 
REQUEST	4288		Welcome	1590169992679	1590170000441	OK	 
REQUEST	2176		WrongLogged Redirect 1	1590170000404	1590170000446	OK	 
REQUEST	4326		Welcome	1590169992773	1590170000450	OK	 
REQUEST	1942		WrongLogged Redirect 1	1590169992266	1590170000452	OK	 
REQUEST	3392		RightLogin	1590169992778	1590170000452	OK	 
REQUEST	3396		RightLogin	1590169992778	1590170000452	OK	 
REQUEST	3429		WrongLogin	1590169992778	1590170000453	OK	 
REQUEST	2143		RightLogged	1590169992805	1590170000453	OK	 
REQUEST	601		Forbidden	1590169992774	1590170000457	OK	 
USER	VerMisLocalesNegativoTest	73	END	1590169931306	1590170000458
USER	VerMisLocalesNegativoTest	76	END	1590169931342	1590170000458
USER	VerMisLocalesPositivoTest	4840	START	1590170000460	1590170000460
USER	VerMisLocalesNegativoTest	4877	START	1590170000460	1590170000460
USER	VerMisLocalesNegativoTest	74	END	1590169931307	1590170000463
USER	VerMisLocalesNegativoTest	81	END	1590169931494	1590170000467
USER	VerMisLocalesNegativoTest	88	END	1590169931704	1590170000467
USER	VerMisLocalesNegativoTest	4878	START	1590170000469	1590170000469
USER	VerMisLocalesPositivoTest	4841	START	1590170000469	1590170000469
REQUEST	4290		Welcome	1590169992746	1590170000476	OK	 
REQUEST	2180		WrongLogged	1590169992808	1590170000476	OK	 
REQUEST	3431		WrongLogin	1590169992810	1590170000477	OK	 
REQUEST	3432		WrongLogin	1590169992812	1590170000477	OK	 
REQUEST	3430		WrongLogin	1590169992813	1590170000477	OK	 
REQUEST	4204		Welcome	1590169991244	1590170000480	OK	 
REQUEST	1770		RightLogged Redirect 1	1590169992760	1590170000484	OK	 
REQUEST	4292		Welcome	1590169992802	1590170000484	OK	 
REQUEST	2524		WrongLogin	1590169992827	1590170000485	OK	 
REQUEST	4285		Welcome	1590169992570	1590170000487	OK	 
REQUEST	4318		Welcome	1590169992542	1590170000492	OK	 
REQUEST	4291		Welcome	1590169992773	1590170000493	OK	 
REQUEST	3433		WrongLogin	1590169992884	1590170000493	OK	 
REQUEST	3436		RightLogin	1590169992890	1590170000494	OK	 
REQUEST	2737		WrongLogin	1590169992888	1590170000494	OK	 
USER	VerMisLocalesNegativoTest	4879	START	1590170000497	1590170000497
USER	VerMisLocalesPositivoTest	4842	START	1590170000497	1590170000497
REQUEST	1712		RightLogged Redirect 1	1590169992878	1590170000502	OK	 
REQUEST	595		MyLocales	1590169992817	1590170000506	OK	 
REQUEST	4329		Welcome	1590169992851	1590170000507	OK	 
REQUEST	801		MyLocales	1590169992950	1590170000510	OK	 
REQUEST	4327		Welcome	1590169992803	1590170000514	OK	 
REQUEST	4331		Welcome	1590169992949	1590170000516	OK	 
REQUEST	3439		RightLogin	1590169992954	1590170000517	OK	 
USER	VerMisLocalesPositivoTest	388	END	1590169937261	1590170000520
USER	VerMisLocalesPositivoTest	4843	START	1590170000518	1590170000518
USER	VerMisLocalesNegativoTest	4880	START	1590170000520	1590170000520
REQUEST	4294		Welcome	1590169992847	1590170000524	OK	 
REQUEST	3395		RightLogin	1590169992956	1590170000524	OK	 
REQUEST	3475		WrongLogin	1590169992956	1590170000525	OK	 
REQUEST	4328		Welcome	1590169992822	1590170000527	OK	 
REQUEST	4325		Welcome	1590169992747	1590170000529	OK	 
REQUEST	4297		Welcome	1590169992952	1590170000533	OK	 
REQUEST	4296		Welcome	1590169992941	1590170000534	OK	 
REQUEST	4298		Welcome	1590169992959	1590170000534	OK	 
REQUEST	4293		Welcome	1590169992818	1590170000537	OK	 
REQUEST	4295		Welcome	1590169992890	1590170000537	OK	 
REQUEST	3477		WrongLogin	1590169992996	1590170000539	OK	 
REQUEST	3478		WrongLogin	1590169992996	1590170000541	OK	 
REQUEST	4334		Welcome	1590169992991	1590170000546	OK	 
REQUEST	802		MyLocales	1590169992988	1590170000546	OK	 
REQUEST	4330		Welcome	1590169992893	1590170000547	OK	 
REQUEST	800		MyLocales	1590169992986	1590170000550	OK	 
USER	VerMisLocalesPositivoTest	4844	START	1590170000553	1590170000553
USER	VerMisLocalesNegativoTest	4881	START	1590170000553	1590170000553
REQUEST	4299		Welcome	1590169992991	1590170000560	OK	 
REQUEST	1327		WrongLogged Redirect 1	1590169992983	1590170000560	OK	 
REQUEST	1777		RightLogged Redirect 1	1590169990665	1590170000565	OK	 
REQUEST	380		MyLocales	1590169982349	1590170000567	OK	 
REQUEST	828		Forbidden	1590169993038	1590170000567	OK	 
REQUEST	3348		WrongLogin	1590169993068	1590170000568	OK	 
REQUEST	3435		RightLogin	1590169993069	1590170000568	OK	 
REQUEST	3476		WrongLogin	1590169993067	1590170000568	OK	 
REQUEST	1418		RightLogged Redirect 1	1590169983415	1590170000573	OK	 
REQUEST	4336		Welcome	1590169993053	1590170000573	OK	 
REQUEST	837		Forbidden	1590169993048	1590170000577	OK	 
REQUEST	2164		WrongLogged	1590169993087	1590170000577	OK	 
REQUEST	4302		Welcome	1590169993080	1590170000584	OK	 
REQUEST	2163		WrongLogged	1590169993089	1590170000585	OK	 
REQUEST	804		MyLocales	1590169993090	1590170000587	OK	 
REQUEST	2165		WrongLogged	1590169993096	1590170000588	OK	 
REQUEST	803		MyLocales	1590169993096	1590170000590	OK	 
REQUEST	1234		WrongLogged	1590169976460	1590170000594	OK	 
REQUEST	838		Forbidden	1590169993079	1590170000596	OK	 
USER	VerMisLocalesNegativoTest	87	END	1590169931668	1590170000599
USER	VerMisLocalesNegativoTest	85	END	1590169931606	1590170000608
USER	VerMisLocalesNegativoTest	86	END	1590169931621	1590170000609
USER	VerMisLocalesNegativoTest	84	END	1590169931603	1590170000612
USER	VerMisLocalesPositivoTest	4845	START	1590170000626	1590170000626
REQUEST	842		Forbidden	1590169993114	1590170000634	OK	 
USER	VerMisLocalesNegativoTest	4882	START	1590170000637	1590170000637
USER	VerMisLocalesNegativoTest	94	END	1590169931879	1590170000642
USER	VerMisLocalesNegativoTest	90	END	1590169931808	1590170000650
USER	VerMisLocalesPositivoTest	4846	START	1590170000651	1590170000651
USER	VerMisLocalesNegativoTest	4883	START	1590170000654	1590170000654
USER	VerMisLocalesPositivoTest	4847	START	1590170000665	1590170000665
USER	VerMisLocalesNegativoTest	4884	START	1590170000670	1590170000670
USER	VerMisLocalesPositivoTest	4848	START	1590170000672	1590170000672
USER	VerMisLocalesNegativoTest	4885	START	1590170000672	1590170000672
REQUEST	841		Forbidden	1590169993089	1590170000676	OK	 
REQUEST	840		Forbidden	1590169993097	1590170000678	OK	 
USER	VerMisLocalesNegativoTest	92	END	1590169931814	1590170000680
REQUEST	4335		Welcome	1590169993029	1590170000687	OK	 
REQUEST	4119		Welcome	1590169989890	1590170000697	OK	 
REQUEST	4333		Welcome	1590169992961	1590170000697	OK	 
USER	VerMisLocalesNegativoTest	4886	START	1590170000700	1590170000700
USER	VerMisLocalesPositivoTest	4849	START	1590170000700	1590170000700
USER	VerMisLocalesPositivoTest	4850	START	1590170000723	1590170000723
USER	VerMisLocalesNegativoTest	4887	START	1590170000724	1590170000724
REQUEST	805		MyLocales	1590169993038	1590170000742	OK	 
REQUEST	4304		Welcome	1590169993159	1590170000743	OK	 
REQUEST	843		MyLocales	1590169993163	1590170000745	OK	 
REQUEST	2125		RightLogged	1590169993163	1590170000746	OK	 
REQUEST	807		MyLocales	1590169993163	1590170000747	OK	 
REQUEST	2166		WrongLogged	1590169993167	1590170000748	OK	 
REQUEST	3438		RightLogin	1590169993169	1590170000750	OK	 
USER	VerMisLocalesPositivoTest	4851	START	1590170000755	1590170000755
USER	VerMisLocalesNegativoTest	4888	START	1590170000755	1590170000755
REQUEST	3948		Welcome	1590169987929	1590170000769	OK	 
REQUEST	4300		Welcome	1590169993025	1590170000770	OK	 
REQUEST	2168		WrongLogged	1590169993197	1590170000771	OK	 
REQUEST	4306		Welcome	1590169993202	1590170000780	OK	 
REQUEST	3228		WrongLogin	1590169993218	1590170000781	OK	 
REQUEST	1234		WrongLogged Redirect 1	1590170000594	1590170000782	OK	 
REQUEST	4337		Welcome	1590169993083	1590170000784	OK	 
REQUEST	3399		RightLogin	1590169993262	1590170000785	OK	 
REQUEST	1493		RightLogged Redirect 1	1590169993156	1590170000788	OK	 
REQUEST	4307		Welcome	1590169993230	1590170000789	OK	 
REQUEST	2130		RightLogged	1590169993272	1590170000789	OK	 
REQUEST	2183		RightLogged	1590169993279	1590170000790	OK	 
REQUEST	2134		RightLogged	1590169993279	1590170000790	OK	 
REQUEST	2169		WrongLogged	1590169993282	1590170000790	OK	 
REQUEST	2174		WrongLogged	1590169993288	1590170000790	OK	 
USER	VerMisLocalesPositivoTest	4852	START	1590170000793	1590170000793
