ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarLocalTest	aceptarlocaltest	1590257910400	 	3.3.1
REQUEST	1844		RightLogin	1590258009776	1590258009777	OK	 
REQUEST	1674		WrongLogged Redirect 1	1590258009776	1590258009778	OK	 
REQUEST	854		Forbidden	1590258009776	1590258009780	OK	 
REQUEST	1104		RightLogged	1590258009790	1590258009790	OK	 
REQUEST	1104		RightLogged Redirect 1	1590258009790	1590258009791	OK	 
USER	AceptarLocalTestNegativo	694	END	1590257945771	1590258009806
USER	AceptarLocalTestNegativo	1975	START	1590258009852	1590258009852
USER	AceptarLocalTestPositivo	1964	START	1590258009852	1590258009852
REQUEST	1975		Welcome	1590258009852	1590258009854	OK	 
REQUEST	363		ShowLocal	1590258009852	1590258009855	OK	 
REQUEST	1964		Welcome	1590258009852	1590258009858	OK	 
REQUEST	603		MyLocales	1590258009696	1590258009874	OK	 
REQUEST	1675		WrongLogged	1590258009884	1590258009884	OK	 
REQUEST	1675		WrongLogged Redirect 1	1590258009884	1590258009886	OK	 
REQUEST	1105		RightLogged	1590258009886	1590258009886	OK	 
REQUEST	1845		RightLogin	1590258009886	1590258009886	OK	 
REQUEST	1855		WrongLogin	1590258009886	1590258009886	OK	 
REQUEST	1105		RightLogged Redirect 1	1590258009886	1590258009889	OK	 
REQUEST	855		Forbidden	1590258009902	1590258009905	OK	 
USER	AceptarLocalTestNegativo	695	END	1590257945883	1590258009917
USER	AceptarLocalTestNegativo	1976	START	1590258009948	1590258009948
USER	AceptarLocalTestPositivo	1965	START	1590258009948	1590258009948
REQUEST	1976		Welcome	1590258009948	1590258009950	OK	 
REQUEST	1965		Welcome	1590258009948	1590258009950	OK	 
REQUEST	1676		WrongLogged	1590258009966	1590258009966	OK	 
REQUEST	1676		WrongLogged Redirect 1	1590258009966	1590258009967	OK	 
REQUEST	604		MyLocales	1590258009805	1590258009971	OK	 
REQUEST	1856		WrongLogin	1590258009980	1590258009980	OK	 
REQUEST	1846		RightLogin	1590258009980	1590258009980	OK	 
USER	AceptarLocalTestNegativo	696	END	1590257945966	1590258009996
REQUEST	1106		RightLogged	1590258009995	1590258009996	OK	 
REQUEST	1106		RightLogged Redirect 1	1590258009996	1590258009997	OK	 
REQUEST	856		Forbidden	1590258009995	1590258010000	OK	 
REQUEST	364		ShowLocal	1590258009980	1590258010001	OK	 
USER	AceptarLocalTestNegativo	1977	START	1590258010046	1590258010046
USER	AceptarLocalTestPositivo	1966	START	1590258010046	1590258010046
REQUEST	1977		Welcome	1590258010046	1590258010048	OK	 
REQUEST	1966		Welcome	1590258010046	1590258010048	OK	 
REQUEST	1677		WrongLogged	1590258010073	1590258010075	OK	 
REQUEST	365		ShowLocal	1590258010073	1590258010076	OK	 
REQUEST	1677		WrongLogged Redirect 1	1590258010075	1590258010076	OK	 
REQUEST	1857		WrongLogin	1590258010076	1590258010076	OK	 
REQUEST	1847		RightLogin	1590258010076	1590258010076	OK	 
REQUEST	1107		RightLogged	1590258010076	1590258010076	OK	 
REQUEST	1107		RightLogged Redirect 1	1590258010076	1590258010078	OK	 
REQUEST	605		MyLocales	1590258009886	1590258010081	OK	 
REQUEST	857		Forbidden	1590258010089	1590258010093	OK	 
USER	AceptarLocalTestNegativo	697	END	1590257946073	1590258010106
USER	AceptarLocalTestPositivo	1967	START	1590258010150	1590258010150
USER	AceptarLocalTestNegativo	1978	START	1590258010150	1590258010150
REQUEST	1978		Welcome	1590258010150	1590258010152	OK	 
REQUEST	1967		Welcome	1590258010150	1590258010155	OK	 
REQUEST	606		MyLocales	1590258009980	1590258010172	OK	 
REQUEST	1678		WrongLogged	1590258010181	1590258010182	OK	 
REQUEST	1858		WrongLogin	1590258010181	1590258010182	OK	 
REQUEST	1848		RightLogin	1590258010181	1590258010183	OK	 
REQUEST	1678		WrongLogged Redirect 1	1590258010182	1590258010183	OK	 
REQUEST	858		Forbidden	1590258010186	1590258010190	OK	 
REQUEST	1108		RightLogged	1590258010197	1590258010198	OK	 
REQUEST	1108		RightLogged Redirect 1	1590258010198	1590258010199	OK	 
REQUEST	366		ShowLocal	1590258010197	1590258010202	OK	 
USER	AceptarLocalTestNegativo	698	END	1590257946166	1590258010213
USER	AceptarLocalTestNegativo	1979	START	1590258010255	1590258010255
USER	AceptarLocalTestPositivo	1968	START	1590258010255	1590258010255
REQUEST	1968		Welcome	1590258010255	1590258010257	OK	 
REQUEST	1979		Welcome	1590258010255	1590258010259	OK	 
REQUEST	1849		RightLogin	1590258010271	1590258010271	OK	 
REQUEST	1859		WrongLogin	1590258010271	1590258010271	OK	 
REQUEST	607		MyLocales	1590258010076	1590258010276	OK	 
REQUEST	1679		WrongLogged	1590258010286	1590258010287	OK	 
REQUEST	1679		WrongLogged Redirect 1	1590258010287	1590258010288	OK	 
REQUEST	859		Forbidden	1590258010286	1590258010292	OK	 
REQUEST	1109		RightLogged	1590258010302	1590258010303	OK	 
USER	AceptarLocalTestNegativo	699	END	1590257946276	1590258010306
REQUEST	1109		RightLogged Redirect 1	1590258010303	1590258010306	OK	 
REQUEST	367		ShowLocal	1590258010276	1590258010307	OK	 
REQUEST	608		MyLocales	1590258010166	1590258010347	OK	 
USER	AceptarLocalTestPositivo	1969	START	1590258010349	1590258010349
USER	AceptarLocalTestNegativo	1980	START	1590258010349	1590258010349
REQUEST	1969		Welcome	1590258010349	1590258010352	OK	 
REQUEST	1980		Welcome	1590258010349	1590258010354	OK	 
REQUEST	1850		RightLogin	1590258010380	1590258010381	OK	 
REQUEST	1860		WrongLogin	1590258010380	1590258010381	OK	 
REQUEST	1680		WrongLogged	1590258010380	1590258010381	OK	 
REQUEST	1680		WrongLogged Redirect 1	1590258010381	1590258010382	OK	 
REQUEST	368		ShowLocal	1590258010380	1590258010388	OK	 
USER	AceptarLocalTestNegativo	700	END	1590257946369	1590258010396
REQUEST	1110		RightLogged	1590258010396	1590258010396	OK	 
REQUEST	1110		RightLogged Redirect 1	1590258010397	1590258010400	OK	 
REQUEST	860		Forbidden	1590258010396	1590258010400	OK	 
REQUEST	609		MyLocales	1590258010276	1590258010444	OK	 
USER	AceptarLocalTestNegativo	1981	START	1590258010446	1590258010446
USER	AceptarLocalTestPositivo	1970	START	1590258010446	1590258010446
REQUEST	1970		Welcome	1590258010446	1590258010449	OK	 
REQUEST	1981		Welcome	1590258010446	1590258010449	OK	 
REQUEST	1681		WrongLogged	1590258010458	1590258010459	OK	 
REQUEST	1681		WrongLogged Redirect 1	1590258010459	1590258010462	OK	 
REQUEST	369		ShowLocal	1590258010458	1590258010472	OK	 
REQUEST	1111		RightLogged	1590258010476	1590258010476	OK	 
REQUEST	1851		RightLogin	1590258010476	1590258010476	OK	 
REQUEST	1861		WrongLogin	1590258010476	1590258010477	OK	 
REQUEST	1111		RightLogged Redirect 1	1590258010476	1590258010477	OK	 
REQUEST	861		Forbidden	1590258010490	1590258010493	OK	 
USER	AceptarLocalTestNegativo	701	END	1590257946466	1590258010505
USER	AceptarLocalTestNegativo	1982	START	1590258010547	1590258010547
USER	AceptarLocalTestPositivo	1971	START	1590258010547	1590258010547
REQUEST	1971		Welcome	1590258010547	1590258010549	OK	 
REQUEST	1982		Welcome	1590258010547	1590258010551	OK	 
REQUEST	370		ShowLocal	1590258010563	1590258010565	OK	 
REQUEST	1852		RightLogin	1590258010566	1590258010566	OK	 
REQUEST	610		MyLocales	1590258010396	1590258010570	OK	 
REQUEST	1682		WrongLogged	1590258010579	1590258010580	OK	 
REQUEST	1682		WrongLogged Redirect 1	1590258010580	1590258010581	OK	 
REQUEST	1112		RightLogged	1590258010595	1590258010596	OK	 
REQUEST	1862		WrongLogin	1590258010596	1590258010596	OK	 
REQUEST	862		Forbidden	1590258010595	1590258010599	OK	 
REQUEST	1112		RightLogged Redirect 1	1590258010596	1590258010600	OK	 
USER	AceptarLocalTestNegativo	702	END	1590257946572	1590258010610
REQUEST	611		MyLocales	1590258010490	1590258010654	OK	 
USER	AceptarLocalTestNegativo	1992	START	1590258010657	1590258010657
USER	AceptarLocalTestPositivo	1983	START	1590258010657	1590258010657
REQUEST	1992		Welcome	1590258010657	1590258010660	OK	 
REQUEST	1983		Welcome	1590258010657	1590258010660	OK	 
REQUEST	1123		RightLogged	1590258010673	1590258010674	OK	 
REQUEST	1123		RightLogged Redirect 1	1590258010674	1590258010675	OK	 
REQUEST	1693		WrongLogged	1590258010676	1590258010676	OK	 
REQUEST	1863		RightLogin	1590258010676	1590258010676	OK	 
REQUEST	1873		WrongLogin	1590258010676	1590258010677	OK	 
REQUEST	1693		WrongLogged Redirect 1	1590258010676	1590258010677	OK	 
REQUEST	371		ShowLocal	1590258010673	1590258010685	OK	 
REQUEST	873		Forbidden	1590258010688	1590258010692	OK	 
USER	AceptarLocalTestNegativo	713	END	1590257946655	1590258010704
USER	AceptarLocalTestNegativo	1993	START	1590258010756	1590258010756
USER	AceptarLocalTestPositivo	1984	START	1590258010756	1590258010756
REQUEST	1984		Welcome	1590258010756	1590258010758	OK	 
REQUEST	1993		Welcome	1590258010756	1590258010758	OK	 
REQUEST	1874		WrongLogin	1590258010767	1590258010767	OK	 
REQUEST	1864		RightLogin	1590258010767	1590258010768	OK	 
REQUEST	612		MyLocales	1590258010579	1590258010776	OK	 
REQUEST	1124		RightLogged	1590258010786	1590258010786	OK	 
REQUEST	1694		WrongLogged	1590258010786	1590258010787	OK	 
REQUEST	1694		WrongLogged Redirect 1	1590258010787	1590258010788	OK	 
REQUEST	1124		RightLogged Redirect 1	1590258010786	1590258010788	OK	 
REQUEST	874		Forbidden	1590258010786	1590258010790	OK	 
USER	AceptarLocalTestNegativo	714	END	1590257946764	1590258010798
REQUEST	372		ShowLocal	1590258010783	1590258010809	OK	 
USER	AceptarLocalTestNegativo	1994	START	1590258010860	1590258010860
USER	AceptarLocalTestPositivo	1985	START	1590258010860	1590258010860
REQUEST	1994		Welcome	1590258010860	1590258010863	OK	 
REQUEST	1985		Welcome	1590258010860	1590258010863	OK	 
REQUEST	623		MyLocales	1590258010673	1590258010870	OK	 
REQUEST	1875		WrongLogin	1590258010876	1590258010876	OK	 
REQUEST	1865		RightLogin	1590258010876	1590258010876	OK	 
REQUEST	1695		WrongLogged	1590258010876	1590258010877	OK	 
REQUEST	1695		WrongLogged Redirect 1	1590258010877	1590258010880	OK	 
USER	AceptarLocalTestNegativo	715	END	1590257946858	1590258010892
REQUEST	1125		RightLogged	1590258010892	1590258010893	OK	 
REQUEST	1125		RightLogged Redirect 1	1590258010893	1590258010894	OK	 
REQUEST	875		Forbidden	1590258010892	1590258010897	OK	 
REQUEST	383		ShowLocal	1590258010876	1590258010915	OK	 
USER	AceptarLocalTestPositivo	1986	START	1590258010956	1590258010956
USER	AceptarLocalTestNegativo	1995	START	1590258010956	1590258010956
REQUEST	384		ShowLocal	1590258010954	1590258010956	OK	 
REQUEST	1986		Welcome	1590258010956	1590258010958	OK	 
REQUEST	1995		Welcome	1590258010956	1590258010959	OK	 
REQUEST	624		MyLocales	1590258010783	1590258010968	OK	 
REQUEST	1876		WrongLogin	1590258010970	1590258010970	OK	 
REQUEST	1866		RightLogin	1590258010970	1590258010970	OK	 
USER	AceptarLocalTestNegativo	716	END	1590257946956	1590258010986
REQUEST	1696		WrongLogged	1590258010985	1590258010986	OK	 
REQUEST	1696		WrongLogged Redirect 1	1590258010986	1590258010987	OK	 
REQUEST	876		Forbidden	1590258010986	1590258010990	OK	 
REQUEST	1126		RightLogged	1590258011001	1590258011001	OK	 
REQUEST	1126		RightLogged Redirect 1	1590258011001	1590258011003	OK	 
REQUEST	625		MyLocales	1590258010876	1590258011059	OK	 
USER	AceptarLocalTestPositivo	1987	START	1590258011063	1590258011063
USER	AceptarLocalTestNegativo	1996	START	1590258011063	1590258011063
REQUEST	1877		WrongLogin	1590258011063	1590258011064	OK	 
REQUEST	1996		Welcome	1590258011063	1590258011066	OK	 
REQUEST	1987		Welcome	1590258011063	1590258011066	OK	 
REQUEST	1867		RightLogin	1590258011079	1590258011079	OK	 
REQUEST	877		Forbidden	1590258011079	1590258011083	OK	 
REQUEST	385		ShowLocal	1590258011079	1590258011088	OK	 
USER	AceptarLocalTestNegativo	717	END	1590257947050	1590258011095
REQUEST	1127		RightLogged	1590258011095	1590258011095	OK	 
REQUEST	1697		WrongLogged	1590258011095	1590258011096	OK	 
REQUEST	1697		WrongLogged Redirect 1	1590258011096	1590258011097	OK	 
REQUEST	1127		RightLogged Redirect 1	1590258011095	1590258011098	OK	 
REQUEST	626		MyLocales	1590258010956	1590258011139	OK	 
USER	AceptarLocalTestNegativo	1997	START	1590258011156	1590258011156
USER	AceptarLocalTestPositivo	1988	START	1590258011156	1590258011156
REQUEST	1997		Welcome	1590258011156	1590258011158	OK	 
REQUEST	1988		Welcome	1590258011156	1590258011160	OK	 
REQUEST	386		ShowLocal	1590258011156	1590258011173	OK	 
USER	AceptarLocalTestNegativo	718	END	1590257947146	1590258011176
REQUEST	1698		WrongLogged	1590258011176	1590258011176	OK	 
REQUEST	1128		RightLogged	1590258011176	1590258011177	OK	 
REQUEST	1868		RightLogin	1590258011176	1590258011176	OK	 
REQUEST	1878		WrongLogin	1590258011176	1590258011177	OK	 
REQUEST	1698		WrongLogged Redirect 1	1590258011176	1590258011177	OK	 
REQUEST	878		Forbidden	1590258011176	1590258011180	OK	 
REQUEST	1128		RightLogged Redirect 1	1590258011177	1590258011181	OK	 
USER	AceptarLocalTestPositivo	1989	START	1590258011267	1590258011267
USER	AceptarLocalTestNegativo	1998	START	1590258011267	1590258011267
REQUEST	1869		RightLogin	1590258011267	1590258011268	OK	 
REQUEST	1879		WrongLogin	1590258011267	1590258011268	OK	 
REQUEST	1998		Welcome	1590258011267	1590258011270	OK	 
REQUEST	1989		Welcome	1590258011267	1590258011270	OK	 
REQUEST	387		ShowLocal	1590258011267	1590258011270	OK	 
REQUEST	1129		RightLogged	1590258011283	1590258011283	OK	 
REQUEST	627		MyLocales	1590258011095	1590258011283	OK	 
REQUEST	1699		WrongLogged	1590258011283	1590258011284	OK	 
REQUEST	1129		RightLogged Redirect 1	1590258011283	1590258011286	OK	 
REQUEST	1699		WrongLogged Redirect 1	1590258011284	1590258011286	OK	 
REQUEST	879		Forbidden	1590258011286	1590258011290	OK	 
USER	AceptarLocalTestNegativo	719	END	1590257947255	1590258011298
USER	AceptarLocalTestNegativo	1999	START	1590258011361	1590258011361
USER	AceptarLocalTestPositivo	1990	START	1590258011361	1590258011361
REQUEST	388		ShowLocal	1590258011361	1590258011363	OK	 
REQUEST	1999		Welcome	1590258011361	1590258011363	OK	 
REQUEST	1990		Welcome	1590258011361	1590258011366	OK	 
REQUEST	628		MyLocales	1590258011176	1590258011370	OK	 
REQUEST	1870		RightLogin	1590258011376	1590258011377	OK	 
REQUEST	1880		WrongLogin	1590258011376	1590258011377	OK	 
REQUEST	1700		WrongLogged	1590258011377	1590258011378	OK	 
REQUEST	1700		WrongLogged Redirect 1	1590258011378	1590258011379	OK	 
USER	AceptarLocalTestNegativo	720	END	1590257947349	1590258011393
REQUEST	1130		RightLogged	1590258011393	1590258011394	OK	 
REQUEST	1130		RightLogged Redirect 1	1590258011394	1590258011396	OK	 
REQUEST	880		Forbidden	1590258011393	1590258011400	OK	 
USER	AceptarLocalTestPositivo	1991	START	1590258011456	1590258011456
USER	AceptarLocalTestNegativo	2000	START	1590258011456	1590258011456
REQUEST	1991		Welcome	1590258011456	1590258011458	OK	 
REQUEST	2000		Welcome	1590258011456	1590258011458	OK	 
REQUEST	1871		RightLogin	1590258011472	1590258011472	OK	 
REQUEST	1881		WrongLogin	1590258011472	1590258011472	OK	 
REQUEST	389		ShowLocal	1590258011472	1590258011474	OK	 
USER	AceptarLocalTestNegativo	721	END	1590257947446	1590258011476
REQUEST	1701		WrongLogged	1590258011476	1590258011476	OK	 
REQUEST	1701		WrongLogged Redirect 1	1590258011476	1590258011477	OK	 
REQUEST	1131		RightLogged	1590258011487	1590258011488	OK	 
REQUEST	1131		RightLogged Redirect 1	1590258011488	1590258011491	OK	 
REQUEST	629		MyLocales	1590258011283	1590258011495	OK	 
REQUEST	881		Forbidden	1590258011503	1590258011507	OK	 
REQUEST	1132		RightLogged	1590258011566	1590258011566	OK	 
REQUEST	1132		RightLogged Redirect 1	1590258011566	1590258011568	OK	 
REQUEST	630		MyLocales	1590258011393	1590258011571	OK	 
REQUEST	1882		WrongLogin	1590258011581	1590258011581	OK	 
REQUEST	1872		RightLogin	1590258011581	1590258011582	OK	 
REQUEST	1702		WrongLogged	1590258011581	1590258011582	OK	 
REQUEST	1702		WrongLogged Redirect 1	1590258011582	1590258011583	OK	 
USER	AceptarLocalTestNegativo	722	END	1590257947554	1590258011586
REQUEST	882		Forbidden	1590258011586	1590258011590	OK	 
REQUEST	390		ShowLocal	1590258011581	1590258011606	OK	 
REQUEST	631		MyLocales	1590258011476	1590258011648	OK	 
USER	AceptarLocalTestNegativo	733	END	1590257947648	1590258011676
REQUEST	391		ShowLocal	1590258011675	1590258011677	OK	 
REQUEST	1883		RightLogin	1590258011690	1590258011691	OK	 
REQUEST	1893		WrongLogin	1590258011690	1590258011691	OK	 
REQUEST	1143		RightLogged	1590258011690	1590258011691	OK	 
REQUEST	1713		WrongLogged	1590258011690	1590258011691	OK	 
REQUEST	1143		RightLogged Redirect 1	1590258011691	1590258011692	OK	 
REQUEST	1713		WrongLogged Redirect 1	1590258011691	1590258011694	OK	 
REQUEST	893		Forbidden	1590258011706	1590258011710	OK	 
REQUEST	392		ShowLocal	1590258011737	1590258011739	OK	 
REQUEST	632		MyLocales	1590258011581	1590258011766	OK	 
USER	AceptarLocalTestNegativo	734	END	1590257947746	1590258011784
REQUEST	1894		WrongLogin	1590258011784	1590258011784	OK	 
REQUEST	1884		RightLogin	1590258011784	1590258011784	OK	 
REQUEST	1714		WrongLogged	1590258011786	1590258011786	OK	 
REQUEST	1144		RightLogged	1590258011786	1590258011786	OK	 
REQUEST	1714		WrongLogged Redirect 1	1590258011786	1590258011788	OK	 
REQUEST	1144		RightLogged Redirect 1	1590258011787	1590258011790	OK	 
REQUEST	894		Forbidden	1590258011800	1590258011804	OK	 
REQUEST	643		MyLocales	1590258011676	1590258011856	OK	 
REQUEST	1895		WrongLogin	1590258011878	1590258011878	OK	 
REQUEST	1885		RightLogin	1590258011878	1590258011878	OK	 
REQUEST	1145		RightLogged	1590258011878	1590258011878	OK	 
REQUEST	1145		RightLogged Redirect 1	1590258011879	1590258011880	OK	 
REQUEST	403		ShowLocal	1590258011866	1590258011884	OK	 
USER	AceptarLocalTestNegativo	735	END	1590257947851	1590258011894
REQUEST	1715		WrongLogged	1590258011894	1590258011894	OK	 
REQUEST	1715		WrongLogged Redirect 1	1590258011894	1590258011896	OK	 
REQUEST	895		Forbidden	1590258011909	1590258011913	OK	 
REQUEST	644		MyLocales	1590258011768	1590258011932	OK	 
REQUEST	404		ShowLocal	1590258011956	1590258011959	OK	 
USER	AceptarLocalTestNegativo	736	END	1590257947953	1590258011987
REQUEST	1146		RightLogged	1590258011987	1590258011988	OK	 
REQUEST	1886		RightLogin	1590258011987	1590258011988	OK	 
REQUEST	1896		WrongLogin	1590258011987	1590258011988	OK	 
REQUEST	1716		WrongLogged	1590258011987	1590258011988	OK	 
REQUEST	1146		RightLogged Redirect 1	1590258011988	1590258011989	OK	 
REQUEST	1716		WrongLogged Redirect 1	1590258011988	1590258011990	OK	 
REQUEST	896		Forbidden	1590258012003	1590258012007	OK	 
REQUEST	645		MyLocales	1590258011866	1590258012054	OK	 
REQUEST	1717		WrongLogged	1590258012066	1590258012067	OK	 
REQUEST	1717		WrongLogged Redirect 1	1590258012067	1590258012069	OK	 
USER	AceptarLocalTestNegativo	737	END	1590257948047	1590258012081
REQUEST	1887		RightLogin	1590258012086	1590258012086	OK	 
REQUEST	1897		WrongLogin	1590258012086	1590258012086	OK	 
REQUEST	1147		RightLogged	1590258012086	1590258012087	OK	 
REQUEST	1147		RightLogged Redirect 1	1590258012087	1590258012090	OK	 
REQUEST	405		ShowLocal	1590258012081	1590258012105	OK	 
REQUEST	897		Forbidden	1590258012112	1590258012116	OK	 
REQUEST	646		MyLocales	1590258011976	1590258012165	OK	 
REQUEST	1888		RightLogin	1590258012176	1590258012176	OK	 
REQUEST	1898		WrongLogin	1590258012176	1590258012176	OK	 
REQUEST	1718		WrongLogged	1590258012176	1590258012177	OK	 
REQUEST	1718		WrongLogged Redirect 1	1590258012177	1590258012178	OK	 
USER	AceptarLocalTestNegativo	738	END	1590257948156	1590258012195
REQUEST	1148		RightLogged	1590258012195	1590258012195	OK	 
REQUEST	1148		RightLogged Redirect 1	1590258012195	1590258012201	OK	 
REQUEST	406		ShowLocal	1590258012196	1590258012201	OK	 
REQUEST	898		Forbidden	1590258012210	1590258012215	OK	 
REQUEST	407		ShowLocal	1590258012273	1590258012276	OK	 
REQUEST	1899		WrongLogin	1590258012276	1590258012276	OK	 
REQUEST	1889		RightLogin	1590258012276	1590258012276	OK	 
REQUEST	647		MyLocales	1590258012066	1590258012281	OK	 
USER	AceptarLocalTestNegativo	739	END	1590257948249	1590258012289
REQUEST	1149		RightLogged	1590258012289	1590258012289	OK	 
REQUEST	1719		WrongLogged	1590258012289	1590258012289	OK	 
REQUEST	1149		RightLogged Redirect 1	1590258012289	1590258012290	OK	 
REQUEST	1719		WrongLogged Redirect 1	1590258012289	1590258012294	OK	 
REQUEST	899		Forbidden	1590258012304	1590258012308	OK	 
REQUEST	1150		RightLogged	1590258012367	1590258012367	OK	 
REQUEST	1150		RightLogged Redirect 1	1590258012367	1590258012369	OK	 
REQUEST	648		MyLocales	1590258012176	1590258012370	OK	 
USER	AceptarLocalTestNegativo	740	END	1590257948346	1590258012382
REQUEST	1900		WrongLogin	1590258012386	1590258012386	OK	 
REQUEST	1890		RightLogin	1590258012386	1590258012386	OK	 
REQUEST	1720		WrongLogged	1590258012386	1590258012386	OK	 
REQUEST	1720		WrongLogged Redirect 1	1590258012386	1590258012388	OK	 
REQUEST	408		ShowLocal	1590258012382	1590258012398	OK	 
REQUEST	900		Forbidden	1590258012416	1590258012421	OK	 
REQUEST	649		MyLocales	1590258012246	1590258012435	OK	 
REQUEST	409		ShowLocal	1590258012447	1590258012463	OK	 
REQUEST	1891		RightLogin	1590258012479	1590258012479	OK	 
REQUEST	1901		WrongLogin	1590258012479	1590258012479	OK	 
USER	AceptarLocalTestNegativo	741	END	1590257948453	1590258012494
REQUEST	1721		WrongLogged	1590258012494	1590258012495	OK	 
REQUEST	1151		RightLogged	1590258012494	1590258012495	OK	 
REQUEST	1721		WrongLogged Redirect 1	1590258012495	1590258012496	OK	 
REQUEST	1151		RightLogged Redirect 1	1590258012495	1590258012496	OK	 
REQUEST	901		Forbidden	1590258012496	1590258012499	OK	 
REQUEST	410		ShowLocal	1590258012557	1590258012559	OK	 
REQUEST	650		MyLocales	1590258012382	1590258012560	OK	 
REQUEST	1152		RightLogged	1590258012572	1590258012573	OK	 
USER	AceptarLocalTestNegativo	742	END	1590257948550	1590258012576
REQUEST	1902		WrongLogin	1590258012576	1590258012576	OK	 
REQUEST	1152		RightLogged Redirect 1	1590258012573	1590258012578	OK	 
REQUEST	1722		WrongLogged	1590258012588	1590258012589	OK	 
REQUEST	1892		RightLogin	1590258012588	1590258012588	OK	 
REQUEST	1722		WrongLogged Redirect 1	1590258012589	1590258012592	OK	 
REQUEST	902		Forbidden	1590258012604	1590258012608	OK	 
REQUEST	651		MyLocales	1590258012479	1590258012643	OK	 
REQUEST	1903		RightLogin	1590258012669	1590258012669	OK	 
REQUEST	1913		WrongLogin	1590258012669	1590258012669	OK	 
REQUEST	1163		RightLogged	1590258012686	1590258012686	OK	 
REQUEST	411		ShowLocal	1590258012684	1590258012687	OK	 
REQUEST	913		Forbidden	1590258012686	1590258012689	OK	 
REQUEST	1163		RightLogged Redirect 1	1590258012686	1590258012689	OK	 
USER	AceptarLocalTestNegativo	752	END	1590257948663	1590258012700
REQUEST	1733		WrongLogged	1590258012700	1590258012701	OK	 
REQUEST	1733		WrongLogged Redirect 1	1590258012701	1590258012702	OK	 
REQUEST	652		MyLocales	1590258012572	1590258012755	OK	 
REQUEST	1914		WrongLogin	1590258012763	1590258012763	OK	 
REQUEST	421		ShowLocal	1590258012763	1590258012765	OK	 
REQUEST	1904		RightLogin	1590258012778	1590258012779	OK	 
REQUEST	1164		RightLogged	1590258012794	1590258012794	OK	 
USER	AceptarLocalTestNegativo	753	END	1590257948759	1590258012796
REQUEST	1734		WrongLogged	1590258012796	1590258012796	OK	 
REQUEST	1734		WrongLogged Redirect 1	1590258012796	1590258012798	OK	 
REQUEST	1164		RightLogged Redirect 1	1590258012794	1590258012798	OK	 
REQUEST	914		Forbidden	1590258012794	1590258012799	OK	 
REQUEST	663		MyLocales	1590258012700	1590258012872	OK	 
REQUEST	1915		WrongLogin	1590258012873	1590258012874	OK	 
REQUEST	1905		RightLogin	1590258012873	1590258012874	OK	 
REQUEST	422		ShowLocal	1590258012876	1590258012878	OK	 
USER	AceptarLocalTestNegativo	754	END	1590257948856	1590258012889
REQUEST	1165		RightLogged	1590258012889	1590258012889	OK	 
REQUEST	1165		RightLogged Redirect 1	1590258012890	1590258012891	OK	 
REQUEST	915		Forbidden	1590258012889	1590258012893	OK	 
REQUEST	1735		WrongLogged	1590258012904	1590258012905	OK	 
REQUEST	1735		WrongLogged Redirect 1	1590258012905	1590258012906	OK	 
REQUEST	664		MyLocales	1590258012794	1590258012968	OK	 
REQUEST	1166		RightLogged	1590258012983	1590258012983	OK	 
REQUEST	1906		RightLogin	1590258012983	1590258012983	OK	 
REQUEST	1916		WrongLogin	1590258012983	1590258012983	OK	 
REQUEST	1166		RightLogged Redirect 1	1590258012983	1590258012985	OK	 
REQUEST	1736		WrongLogged	1590258012986	1590258012986	OK	 
REQUEST	1736		WrongLogged Redirect 1	1590258012987	1590258012988	OK	 
REQUEST	423		ShowLocal	1590258012986	1590258012988	OK	 
REQUEST	916		Forbidden	1590258012986	1590258012990	OK	 
USER	AceptarLocalTestNegativo	755	END	1590257948956	1590258012998
REQUEST	665		MyLocales	1590258012889	1590258013056	OK	 
REQUEST	1917		WrongLogin	1590258013076	1590258013077	OK	 
REQUEST	1907		RightLogin	1590258013076	1590258013077	OK	 
REQUEST	424		ShowLocal	1590258013077	1590258013079	OK	 
REQUEST	1167		RightLogged	1590258013092	1590258013093	OK	 
REQUEST	1167		RightLogged Redirect 1	1590258013093	1590258013094	OK	 
USER	AceptarLocalTestNegativo	756	END	1590257949063	1590258013096
REQUEST	917		Forbidden	1590258013092	1590258013096	OK	 
REQUEST	1737		WrongLogged	1590258013096	1590258013096	OK	 
REQUEST	1737		WrongLogged Redirect 1	1590258013096	1590258013099	OK	 
REQUEST	666		MyLocales	1590258012986	1590258013168	OK	 
REQUEST	1908		RightLogin	1590258013177	1590258013177	OK	 
REQUEST	1918		WrongLogin	1590258013177	1590258013177	OK	 
REQUEST	1168		RightLogged	1590258013177	1590258013178	OK	 
REQUEST	1168		RightLogged Redirect 1	1590258013178	1590258013179	OK	 
REQUEST	425		ShowLocal	1590258013177	1590258013179	OK	 
USER	AceptarLocalTestNegativo	757	END	1590257949157	1590258013186
REQUEST	918		Forbidden	1590258013186	1590258013189	OK	 
REQUEST	1738		WrongLogged	1590258013201	1590258013202	OK	 
REQUEST	1738		WrongLogged Redirect 1	1590258013202	1590258013207	OK	 
REQUEST	426		ShowLocal	1590258013256	1590258013258	OK	 
REQUEST	667		MyLocales	1590258013092	1590258013266	OK	 
REQUEST	1919		WrongLogin	1590258013267	1590258013267	OK	 
