ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarORechazarFiesta	aceptarorechazarfiesta	1590562783700	 	3.3.1
REQUEST	1123		Denegar	1590562998125	1590562998153	OK	 
REQUEST	289		AceptarFiesta	1590562998129	1590562998153	OK	 
REQUEST	3703		23457712be420ec1a113139552b091a3.jpg	1590562988145	1590562998154	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3393		23457712be420ec1a113139552b091a3.jpg	1590562988152	1590562998154	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3895		23457712be420ec1a113139552b091a3.jpg	1590562988150	1590562998154	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	1028		Logout	1590562998150	1590562998156	OK	 
REQUEST	1672		AceptarFiesta	1590562998150	1590562998160	OK	 
REQUEST	1423		Denegar	1590562998151	1590562998161	OK	 
REQUEST	1130		Denegar	1590562998153	1590562998161	OK	 
REQUEST	3897		23457712be420ec1a113139552b091a3.jpg	1590562988149	1590562998174	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3693		23457712be420ec1a113139552b091a3.jpg	1590562988164	1590562998174	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3722		23457712be420ec1a113139552b091a3.jpg	1590562988163	1590562998174	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3901		23457712be420ec1a113139552b091a3.jpg	1590562988173	1590562998174	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3922		23457712be420ec1a113139552b091a3.jpg	1590562988152	1590562998176	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3891		23457712be420ec1a113139552b091a3.jpg	1590562988154	1590562998176	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3894		23457712be420ec1a113139552b091a3.jpg	1590562988148	1590562998176	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3923		23457712be420ec1a113139552b091a3.jpg	1590562988167	1590562998176	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3890		23457712be420ec1a113139552b091a3.jpg	1590562988163	1590562998176	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3702		23457712be420ec1a113139552b091a3.jpg	1590562988165	1590562998176	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3378		23457712be420ec1a113139552b091a3.jpg	1590562988169	1590562998176	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3814		23457712be420ec1a113139552b091a3.jpg	1590562988169	1590562998176	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3884		23457712be420ec1a113139552b091a3.jpg	1590562988148	1590562998177	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3196		23457712be420ec1a113139552b091a3.jpg	1590562988170	1590562998177	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3900		23457712be420ec1a113139552b091a3.jpg	1590562988172	1590562998177	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3644		23457712be420ec1a113139552b091a3.jpg	1590562988173	1590562998177	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	1035		Logout	1590562998153	1590562998177	OK	 
REQUEST	791		Logout	1590562998151	1590562998177	OK	 
REQUEST	3811		23457712be420ec1a113139552b091a3.jpg	1590562988176	1590562998178	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3691		23457712be420ec1a113139552b091a3.jpg	1590562988172	1590562998178	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3649		23457712be420ec1a113139552b091a3.jpg	1590562988175	1590562998179	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3398		23457712be420ec1a113139552b091a3.jpg	1590562988182	1590562998184	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3893		23457712be420ec1a113139552b091a3.jpg	1590562988163	1590562998184	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3924		23457712be420ec1a113139552b091a3.jpg	1590562988180	1590562998184	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	744		Logout	1590562998179	1590562998184	OK	 
REQUEST	3914		23457712be420ec1a113139552b091a3.jpg	1590562988181	1590562998184	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3705		23457712be420ec1a113139552b091a3.jpg	1590562988178	1590562998185	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	691		Logout	1590562998180	1590562998186	OK	 
REQUEST	1041		Logout	1590562998179	1590562998187	OK	 
REQUEST	771		Denegar	1590562998180	1590562998191	OK	 
REQUEST	1875		Denegar	1590562998178	1590562998192	OK	 
REQUEST	3287		23457712be420ec1a113139552b091a3.jpg	1590562988184	1590562998204	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	2755		23457712be420ec1a113139552b091a3.jpg	1590562988194	1590562998204	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3926		23457712be420ec1a113139552b091a3.jpg	1590562988187	1590562998204	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3931		23457712be420ec1a113139552b091a3.jpg	1590562988190	1590562998204	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3519		23457712be420ec1a113139552b091a3.jpg	1590562988190	1590562998204	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3898		23457712be420ec1a113139552b091a3.jpg	1590562988185	1590562998204	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3321		23457712be420ec1a113139552b091a3.jpg	1590562988199	1590562998204	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	1606		23457712be420ec1a113139552b091a3.jpg	1590562988189	1590562998205	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3911		23457712be420ec1a113139552b091a3.jpg	1590562988187	1590562998205	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3907		23457712be420ec1a113139552b091a3.jpg	1590562988196	1590562998205	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3622		23457712be420ec1a113139552b091a3.jpg	1590562988201	1590562998205	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3715		23457712be420ec1a113139552b091a3.jpg	1590562988197	1590562998205	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3169		23457712be420ec1a113139552b091a3.jpg	1590562988201	1590562998205	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3696		23457712be420ec1a113139552b091a3.jpg	1590562988197	1590562998205	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3908		23457712be420ec1a113139552b091a3.jpg	1590562988202	1590562998205	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3174		23457712be420ec1a113139552b091a3.jpg	1590562988206	1590562998208	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3491		23457712be420ec1a113139552b091a3.jpg	1590562988204	1590562998208	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	514		Logout	1590562998208	1590562998214	OK	 
REQUEST	2006		Denegar	1590562998207	1590562998218	OK	 
REQUEST	1024		Denegar	1590562998207	1590562998218	OK	 
REQUEST	3529		23457712be420ec1a113139552b091a3.jpg	1590562988208	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3917		23457712be420ec1a113139552b091a3.jpg	1590562988204	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3531		23457712be420ec1a113139552b091a3.jpg	1590562988210	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3716		23457712be420ec1a113139552b091a3.jpg	1590562988208	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	2879		23457712be420ec1a113139552b091a3.jpg	1590562988210	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3912		23457712be420ec1a113139552b091a3.jpg	1590562988208	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3932		23457712be420ec1a113139552b091a3.jpg	1590562988214	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3719		23457712be420ec1a113139552b091a3.jpg	1590562988210	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3727		23457712be420ec1a113139552b091a3.jpg	1590562988214	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3733		23457712be420ec1a113139552b091a3.jpg	1590562988217	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3699		23457712be420ec1a113139552b091a3.jpg	1590562988217	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3916		23457712be420ec1a113139552b091a3.jpg	1590562988215	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3717		23457712be420ec1a113139552b091a3.jpg	1590562988218	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3334		23457712be420ec1a113139552b091a3.jpg	1590562988223	1590562998225	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3725		23457712be420ec1a113139552b091a3.jpg	1590562988220	1590562998226	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3741		23457712be420ec1a113139552b091a3.jpg	1590562988222	1590562998226	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3535		23457712be420ec1a113139552b091a3.jpg	1590562988217	1590562998226	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3668		23457712be420ec1a113139552b091a3.jpg	1590562988214	1590562998226	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3919		23457712be420ec1a113139552b091a3.jpg	1590562988225	1590562998229	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	615		Denegar	1590562998229	1590562998236	OK	 
REQUEST	3351		23457712be420ec1a113139552b091a3.jpg	1590562988235	1590562998237	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	816		AceptarFiesta	1590562998229	1590562998238	OK	 
REQUEST	3698		23457712be420ec1a113139552b091a3.jpg	1590562988230	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3694		23457712be420ec1a113139552b091a3.jpg	1590562988235	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3537		23457712be420ec1a113139552b091a3.jpg	1590562988227	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3903		23457712be420ec1a113139552b091a3.jpg	1590562988230	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3731		23457712be420ec1a113139552b091a3.jpg	1590562988235	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3404		23457712be420ec1a113139552b091a3.jpg	1590562988230	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3874		23457712be420ec1a113139552b091a3.jpg	1590562988242	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3935		23457712be420ec1a113139552b091a3.jpg	1590562988242	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3347		23457712be420ec1a113139552b091a3.jpg	1590562988240	1590562998245	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3930		23457712be420ec1a113139552b091a3.jpg	1590562988235	1590562998246	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3718		23457712be420ec1a113139552b091a3.jpg	1590562988232	1590562998246	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3920		23457712be420ec1a113139552b091a3.jpg	1590562988245	1590562998246	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3626		23457712be420ec1a113139552b091a3.jpg	1590562988236	1590562998246	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	1186		Denegar	1590562998247	1590562998253	OK	 
REQUEST	1122		Denegar	1590562998247	1590562998255	OK	 
REQUEST	3677		23457712be420ec1a113139552b091a3.jpg	1590562988244	1590562998266	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3283		23457712be420ec1a113139552b091a3.jpg	1590562988256	1590562998266	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3933		23457712be420ec1a113139552b091a3.jpg	1590562988250	1590562998266	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3728		23457712be420ec1a113139552b091a3.jpg	1590562988254	1590562998266	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3735		23457712be420ec1a113139552b091a3.jpg	1590562988251	1590562998267	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3542		23457712be420ec1a113139552b091a3.jpg	1590562988248	1590562998266	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	1079		Logout	1590562998266	1590562998270	OK	 
REQUEST	1037		Logout	1590562998266	1590562998273	OK	 
REQUEST	3356		23457712be420ec1a113139552b091a3.jpg	1590562988257	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3360		23457712be420ec1a113139552b091a3.jpg	1590562988271	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3726		23457712be420ec1a113139552b091a3.jpg	1590562988274	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3643		23457712be420ec1a113139552b091a3.jpg	1590562988274	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3724		23457712be420ec1a113139552b091a3.jpg	1590562988274	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3808		23457712be420ec1a113139552b091a3.jpg	1590562988278	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3928		23457712be420ec1a113139552b091a3.jpg	1590562988269	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3934		23457712be420ec1a113139552b091a3.jpg	1590562988275	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3941		23457712be420ec1a113139552b091a3.jpg	1590562988282	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3704		23457712be420ec1a113139552b091a3.jpg	1590562988271	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3555		23457712be420ec1a113139552b091a3.jpg	1590562988269	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3946		23457712be420ec1a113139552b091a3.jpg	1590562988275	1590562998288	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3939		23457712be420ec1a113139552b091a3.jpg	1590562988281	1590562998288	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3571		23457712be420ec1a113139552b091a3.jpg	1590562988284	1590562998288	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3927		23457712be420ec1a113139552b091a3.jpg	1590562988280	1590562998288	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3940		23457712be420ec1a113139552b091a3.jpg	1590562988284	1590562998288	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3554		23457712be420ec1a113139552b091a3.jpg	1590562988269	1590562998287	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3746		23457712be420ec1a113139552b091a3.jpg	1590562988280	1590562998288	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3937		23457712be420ec1a113139552b091a3.jpg	1590562988288	1590562998289	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	645		Logout	1590562998289	1590562998290	OK	 
REQUEST	3749		23457712be420ec1a113139552b091a3.jpg	1590562988290	1590562998291	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	833		AceptarFiesta	1590562998289	1590562998294	OK	 
REQUEST	3570		23457712be420ec1a113139552b091a3.jpg	1590562988299	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3743		23457712be420ec1a113139552b091a3.jpg	1590562988290	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3945		23457712be420ec1a113139552b091a3.jpg	1590562988293	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3942		23457712be420ec1a113139552b091a3.jpg	1590562988287	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3751		23457712be420ec1a113139552b091a3.jpg	1590562988294	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3752		23457712be420ec1a113139552b091a3.jpg	1590562988294	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3744		23457712be420ec1a113139552b091a3.jpg	1590562988288	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3750		23457712be420ec1a113139552b091a3.jpg	1590562988288	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3753		23457712be420ec1a113139552b091a3.jpg	1590562988298	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3943		23457712be420ec1a113139552b091a3.jpg	1590562988296	1590562998307	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3734		23457712be420ec1a113139552b091a3.jpg	1590562988293	1590562998308	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3947		23457712be420ec1a113139552b091a3.jpg	1590562988298	1590562998308	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	1082		Logout	1590562998308	1590562998310	OK	 
REQUEST	317		AceptarFiesta	1590562998308	1590562998312	OK	 
REQUEST	242		AceptarFiesta	1590562998308	1590562998312	OK	 
REQUEST	3654		23457712be420ec1a113139552b091a3.jpg	1590562988325	1590562998328	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3745		23457712be420ec1a113139552b091a3.jpg	1590562988325	1590562998328	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3748		23457712be420ec1a113139552b091a3.jpg	1590562988325	1590562998328	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3958		23457712be420ec1a113139552b091a3.jpg	1590562988332	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3566		23457712be420ec1a113139552b091a3.jpg	1590562988328	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3965		23457712be420ec1a113139552b091a3.jpg	1590562988335	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3365		23457712be420ec1a113139552b091a3.jpg	1590562988332	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3864		23457712be420ec1a113139552b091a3.jpg	1590562988328	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3515		23457712be420ec1a113139552b091a3.jpg	1590562988332	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3366		23457712be420ec1a113139552b091a3.jpg	1590562988335	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3944		23457712be420ec1a113139552b091a3.jpg	1590562988330	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3963		23457712be420ec1a113139552b091a3.jpg	1590562988342	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3370		23457712be420ec1a113139552b091a3.jpg	1590562988334	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3756		23457712be420ec1a113139552b091a3.jpg	1590562988334	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3961		23457712be420ec1a113139552b091a3.jpg	1590562988332	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3367		23457712be420ec1a113139552b091a3.jpg	1590562988337	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3235		23457712be420ec1a113139552b091a3.jpg	1590562988339	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3760		23457712be420ec1a113139552b091a3.jpg	1590562988339	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3601		23457712be420ec1a113139552b091a3.jpg	1590562988347	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3575		23457712be420ec1a113139552b091a3.jpg	1590562988342	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3955		23457712be420ec1a113139552b091a3.jpg	1590562988341	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3767		23457712be420ec1a113139552b091a3.jpg	1590562988347	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3763		23457712be420ec1a113139552b091a3.jpg	1590562988345	1590562998348	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3672		23457712be420ec1a113139552b091a3.jpg	1590562988348	1590562998350	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	466		Logout	1590562998349	1590562998350	OK	 
REQUEST	3634		23457712be420ec1a113139552b091a3.jpg	1590562988364	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3839		23457712be420ec1a113139552b091a3.jpg	1590562988351	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3581		23457712be420ec1a113139552b091a3.jpg	1590562988361	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3967		23457712be420ec1a113139552b091a3.jpg	1590562988354	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3754		23457712be420ec1a113139552b091a3.jpg	1590562988351	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3960		23457712be420ec1a113139552b091a3.jpg	1590562988358	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3761		23457712be420ec1a113139552b091a3.jpg	1590562988351	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3671		23457712be420ec1a113139552b091a3.jpg	1590562988351	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3528		23457712be420ec1a113139552b091a3.jpg	1590562988361	1590562998368	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
REQUEST	3964		23457712be420ec1a113139552b091a3.jpg	1590562988366	1590562998369	KO	i.n.c.ConnectTimeoutException: connection timed out: i.pinimg.com/95.100.245.13:443
