ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarORechazarFiesta	aceptarorechazarfiesta	1590562783700	 	3.3.1
REQUEST	1332		Home	1590562788716	1590562788721	OK	 
REQUEST	1335		Home	1590562788718	1590562788721	OK	 
REQUEST	1333		Home	1590562788717	1590562788721	OK	 
REQUEST	1535		Home	1590562788717	1590562788721	OK	 
REQUEST	1536		Home	1590562788717	1590562788721	OK	 
REQUEST	1537		Home	1590562788717	1590562788722	OK	 
REQUEST	1534		Home	1590562788717	1590562788722	OK	 
USER	DenegarFiesta	1538	START	1590562788738	1590562788738
USER	AceptarFiesta	1337	START	1590562788738	1590562788738
USER	DenegarFiesta	1539	START	1590562788738	1590562788738
USER	AceptarFiesta	1338	START	1590562788739	1590562788739
USER	AceptarFiesta	1336	START	1590562788738	1590562788738
USER	DenegarFiesta	1540	START	1590562788739	1590562788739
USER	AceptarFiesta	1339	START	1590562788739	1590562788739
USER	DenegarFiesta	1541	START	1590562788740	1590562788740
REQUEST	1539		Home	1590562788739	1590562788743	OK	 
REQUEST	1540		Home	1590562788739	1590562788743	OK	 
REQUEST	1538		Home	1590562788739	1590562788743	OK	 
REQUEST	1339		Home	1590562788740	1590562788744	OK	 
REQUEST	1541		Home	1590562788740	1590562788744	OK	 
REQUEST	1336		Home	1590562788739	1590562788745	OK	 
REQUEST	1338		Home	1590562788739	1590562788745	OK	 
REQUEST	1337		Home	1590562788739	1590562788745	OK	 
USER	DenegarFiesta	1543	START	1590562788754	1590562788754
USER	AceptarFiesta	1340	START	1590562788754	1590562788754
USER	DenegarFiesta	1542	START	1590562788754	1590562788754
USER	AceptarFiesta	1341	START	1590562788754	1590562788754
USER	AceptarFiesta	1343	START	1590562788757	1590562788757
USER	AceptarFiesta	1342	START	1590562788757	1590562788757
REQUEST	1341		Home	1590562788754	1590562788758	OK	 
REQUEST	1543		Home	1590562788754	1590562788758	OK	 
REQUEST	1340		Home	1590562788754	1590562788758	OK	 
REQUEST	1542		Home	1590562788754	1590562788758	OK	 
USER	DenegarFiesta	1545	START	1590562788758	1590562788758
USER	DenegarFiesta	1544	START	1590562788757	1590562788757
REQUEST	1343		Home	1590562788757	1590562788761	OK	 
REQUEST	1342		Home	1590562788757	1590562788761	OK	 
REQUEST	1544		Home	1590562788759	1590562788761	OK	 
REQUEST	1545		Home	1590562788758	1590562788761	OK	 
USER	DenegarFiesta	1547	START	1590562788770	1590562788770
USER	AceptarFiesta	1344	START	1590562788770	1590562788770
USER	DenegarFiesta	1546	START	1590562788770	1590562788770
USER	AceptarFiesta	1345	START	1590562788770	1590562788770
USER	AceptarFiesta	1347	START	1590562788795	1590562788795
USER	DenegarFiesta	1549	START	1590562788795	1590562788795
USER	DenegarFiesta	1548	START	1590562788795	1590562788795
USER	AceptarFiesta	1348	START	1590562788795	1590562788795
USER	AceptarFiesta	1346	START	1590562788795	1590562788795
USER	DenegarFiesta	1550	START	1590562788795	1590562788795
USER	DenegarFiesta	1551	START	1590562788795	1590562788795
USER	AceptarFiesta	1349	START	1590562788795	1590562788795
USER	AceptarFiesta	1350	START	1590562788797	1590562788797
USER	DenegarFiesta	1553	START	1590562788797	1590562788797
USER	DenegarFiesta	1552	START	1590562788797	1590562788797
USER	AceptarFiesta	1351	START	1590562788797	1590562788797
REQUEST	1344		Home	1590562788774	1590562788802	OK	 
REQUEST	1345		Home	1590562788774	1590562788802	OK	 
REQUEST	1547		Home	1590562788774	1590562788802	OK	 
REQUEST	1546		Home	1590562788774	1590562788802	OK	 
REQUEST	1346		Home	1590562788795	1590562788805	OK	 
REQUEST	1348		Home	1590562788795	1590562788805	OK	 
REQUEST	1551		Home	1590562788796	1590562788805	OK	 
REQUEST	1349		Home	1590562788797	1590562788805	OK	 
REQUEST	1552		Home	1590562788797	1590562788805	OK	 
REQUEST	1351		Home	1590562788797	1590562788806	OK	 
REQUEST	1550		Home	1590562788796	1590562788807	OK	 
REQUEST	1347		Home	1590562788795	1590562788807	OK	 
REQUEST	1350		Home	1590562788797	1590562788808	OK	 
REQUEST	1549		Home	1590562788795	1590562788808	OK	 
REQUEST	1553		Home	1590562788797	1590562788810	OK	 
REQUEST	1548		Home	1590562788795	1590562788810	OK	 
USER	AceptarFiesta	1352	START	1590562788816	1590562788816
USER	DenegarFiesta	1555	START	1590562788816	1590562788816
USER	DenegarFiesta	1554	START	1590562788816	1590562788816
USER	AceptarFiesta	1353	START	1590562788816	1590562788816
USER	AceptarFiesta	1355	START	1590562788817	1590562788817
USER	DenegarFiesta	1556	START	1590562788817	1590562788817
USER	DenegarFiesta	1557	START	1590562788818	1590562788818
USER	AceptarFiesta	1354	START	1590562788817	1590562788817
REQUEST	1556		Home	1590562788818	1590562788820	OK	 
REQUEST	1352		Home	1590562788817	1590562788820	OK	 
REQUEST	1554		Home	1590562788817	1590562788820	OK	 
REQUEST	1353		Home	1590562788817	1590562788821	OK	 
REQUEST	1355		Home	1590562788817	1590562788821	OK	 
REQUEST	1354		Home	1590562788818	1590562788822	OK	 
REQUEST	1555		Home	1590562788817	1590562788822	OK	 
REQUEST	1557		Home	1590562788818	1590562788822	OK	 
USER	AceptarFiesta	1357	START	1590562788839	1590562788839
USER	AceptarFiesta	1359	START	1590562788839	1590562788839
USER	DenegarFiesta	1558	START	1590562788839	1590562788839
USER	DenegarFiesta	1559	START	1590562788839	1590562788839
USER	AceptarFiesta	1358	START	1590562788839	1590562788839
USER	AceptarFiesta	1356	START	1590562788839	1590562788839
USER	DenegarFiesta	1560	START	1590562788839	1590562788839
USER	DenegarFiesta	1561	START	1590562788839	1590562788839
REQUEST	1357		Home	1590562788839	1590562788843	OK	 
REQUEST	1358		Home	1590562788839	1590562788843	OK	 
REQUEST	1359		Home	1590562788839	1590562788843	OK	 
REQUEST	1560		Home	1590562788839	1590562788844	OK	 
REQUEST	1558		Home	1590562788839	1590562788846	OK	 
REQUEST	1356		Home	1590562788839	1590562788846	OK	 
REQUEST	1561		Home	1590562788839	1590562788846	OK	 
REQUEST	1559		Home	1590562788839	1590562788846	OK	 
USER	DenegarFiesta	1562	START	1590562788854	1590562788854
USER	AceptarFiesta	1360	START	1590562788854	1590562788854
USER	DenegarFiesta	1563	START	1590562788854	1590562788854
USER	AceptarFiesta	1361	START	1590562788854	1590562788854
USER	AceptarFiesta	1362	START	1590562788857	1590562788857
REQUEST	1361		Home	1590562788854	1590562788858	OK	 
REQUEST	1562		Home	1590562788854	1590562788858	OK	 
USER	AceptarFiesta	1363	START	1590562788858	1590562788858
USER	DenegarFiesta	1564	START	1590562788859	1590562788859
REQUEST	1563		Home	1590562788854	1590562788860	OK	 
USER	DenegarFiesta	1565	START	1590562788859	1590562788859
REQUEST	1360		Home	1590562788854	1590562788863	OK	 
REQUEST	1362		Home	1590562788857	1590562788863	OK	 
REQUEST	1363		Home	1590562788858	1590562788865	OK	 
REQUEST	1564		Home	1590562788859	1590562788865	OK	 
REQUEST	1565		Home	1590562788861	1590562788867	OK	 
USER	AceptarFiesta	1365	START	1590562788870	1590562788870
USER	AceptarFiesta	1364	START	1590562788870	1590562788870
USER	DenegarFiesta	1566	START	1590562788870	1590562788870
USER	DenegarFiesta	1567	START	1590562788870	1590562788870
REQUEST	1364		Home	1590562788870	1590562788874	OK	 
REQUEST	1567		Home	1590562788870	1590562788874	OK	 
REQUEST	1566		Home	1590562788870	1590562788874	OK	 
REQUEST	1365		Home	1590562788870	1590562788874	OK	 
USER	DenegarFiesta	1568	START	1590562788885	1590562788885
USER	AceptarFiesta	1367	START	1590562788885	1590562788885
USER	AceptarFiesta	1366	START	1590562788885	1590562788885
USER	DenegarFiesta	1569	START	1590562788885	1590562788885
USER	AceptarFiesta	1368	START	1590562788887	1590562788887
USER	DenegarFiesta	1570	START	1590562788887	1590562788887
USER	DenegarFiesta	1571	START	1590562788887	1590562788887
USER	AceptarFiesta	1369	START	1590562788887	1590562788887
REQUEST	1369		Home	1590562788887	1590562788891	OK	 
REQUEST	1366		Home	1590562788886	1590562788891	OK	 
REQUEST	1367		Home	1590562788886	1590562788891	OK	 
REQUEST	1568		Home	1590562788886	1590562788893	OK	 
REQUEST	1569		Home	1590562788886	1590562788893	OK	 
REQUEST	1368		Home	1590562788887	1590562788893	OK	 
REQUEST	1571		Home	1590562788887	1590562788893	OK	 
REQUEST	1570		Home	1590562788887	1590562788895	OK	 
USER	AceptarFiesta	1370	START	1590562788901	1590562788901
USER	DenegarFiesta	1573	START	1590562788901	1590562788901
USER	AceptarFiesta	1371	START	1590562788901	1590562788901
USER	DenegarFiesta	1572	START	1590562788901	1590562788901
REQUEST	1371		Home	1590562788902	1590562788905	OK	 
REQUEST	1370		Home	1590562788902	1590562788905	OK	 
REQUEST	1573		Home	1590562788902	1590562788905	OK	 
REQUEST	1572		Home	1590562788902	1590562788906	OK	 
USER	AceptarFiesta	1373	START	1590562788917	1590562788917
USER	AceptarFiesta	1372	START	1590562788917	1590562788917
USER	DenegarFiesta	1575	START	1590562788917	1590562788917
USER	DenegarFiesta	1574	START	1590562788917	1590562788917
USER	DenegarFiesta	1577	START	1590562788917	1590562788917
USER	DenegarFiesta	1576	START	1590562788917	1590562788917
USER	AceptarFiesta	1374	START	1590562788917	1590562788917
USER	AceptarFiesta	1375	START	1590562788917	1590562788917
REQUEST	1575		Home	1590562788917	1590562788922	OK	 
REQUEST	1373		Home	1590562788917	1590562788922	OK	 
REQUEST	1577		Home	1590562788917	1590562788922	OK	 
REQUEST	1372		Home	1590562788917	1590562788922	OK	 
REQUEST	1576		Home	1590562788918	1590562788922	OK	 
REQUEST	1574		Home	1590562788917	1590562788924	OK	 
REQUEST	1374		Home	1590562788918	1590562788925	OK	 
REQUEST	1375		Home	1590562788918	1590562788925	OK	 
USER	AceptarFiesta	1377	START	1590562788933	1590562788933
USER	DenegarFiesta	1578	START	1590562788933	1590562788933
USER	AceptarFiesta	1376	START	1590562788933	1590562788933
USER	DenegarFiesta	1579	START	1590562788933	1590562788933
REQUEST	1579		Home	1590562788934	1590562788937	OK	 
REQUEST	1376		Home	1590562788934	1590562788937	OK	 
REQUEST	1377		Home	1590562788934	1590562788937	OK	 
REQUEST	1578		Home	1590562788934	1590562788937	OK	 
USER	DenegarFiesta	1580	START	1590562788938	1590562788938
USER	AceptarFiesta	1379	START	1590562788938	1590562788938
USER	AceptarFiesta	1378	START	1590562788938	1590562788938
USER	DenegarFiesta	1581	START	1590562788938	1590562788938
REQUEST	1378		Home	1590562788938	1590562788941	OK	 
REQUEST	1580		Home	1590562788938	1590562788941	OK	 
REQUEST	1581		Home	1590562788938	1590562788941	OK	 
REQUEST	1379		Home	1590562788938	1590562788941	OK	 
USER	AceptarFiesta	1381	START	1590562788954	1590562788954
USER	DenegarFiesta	1582	START	1590562788954	1590562788954
USER	AceptarFiesta	1380	START	1590562788954	1590562788954
USER	DenegarFiesta	1583	START	1590562788954	1590562788954
REQUEST	1380		Home	1590562788954	1590562788957	OK	 
REQUEST	1582		Home	1590562788954	1590562788957	OK	 
REQUEST	1583		Home	1590562788954	1590562788958	OK	 
REQUEST	1381		Home	1590562788954	1590562788958	OK	 
USER	AceptarFiesta	1382	START	1590562788957	1590562788957
USER	AceptarFiesta	1383	START	1590562788958	1590562788958
USER	DenegarFiesta	1584	START	1590562788958	1590562788958
USER	DenegarFiesta	1585	START	1590562788958	1590562788958
REQUEST	1585		Home	1590562788959	1590562788962	OK	 
REQUEST	1383		Home	1590562788959	1590562788962	OK	 
REQUEST	1584		Home	1590562788959	1590562788962	OK	 
REQUEST	1382		Home	1590562788958	1590562788962	OK	 
USER	AceptarFiesta	1384	START	1590562788974	1590562788974
USER	DenegarFiesta	1586	START	1590562788974	1590562788974
USER	DenegarFiesta	1587	START	1590562788974	1590562788974
USER	AceptarFiesta	1385	START	1590562788974	1590562788974
REQUEST	1384		Home	1590562788974	1590562788980	OK	 
REQUEST	1586		Home	1590562788974	1590562788980	OK	 
USER	AceptarFiesta	1386	START	1590562788979	1590562788979
REQUEST	1385		Home	1590562788974	1590562788981	OK	 
USER	AceptarFiesta	1387	START	1590562788981	1590562788981
USER	DenegarFiesta	1589	START	1590562788981	1590562788981
USER	DenegarFiesta	1588	START	1590562788981	1590562788981
REQUEST	1587		Home	1590562788974	1590562788985	OK	 
REQUEST	1387		Home	1590562788981	1590562788985	OK	 
REQUEST	1589		Home	1590562788981	1590562788986	OK	 
REQUEST	1386		Home	1590562788980	1590562788986	OK	 
REQUEST	1588		Home	1590562788983	1590562788987	OK	 
USER	AceptarFiesta	1389	START	1590562788994	1590562788994
USER	DenegarFiesta	1590	START	1590562788994	1590562788994
USER	AceptarFiesta	1388	START	1590562788994	1590562788994
USER	DenegarFiesta	1591	START	1590562788994	1590562788994
USER	AceptarFiesta	1390	START	1590562788997	1590562788997
USER	AceptarFiesta	1391	START	1590562788998	1590562788998
USER	DenegarFiesta	1592	START	1590562789000	1590562789000
USER	DenegarFiesta	1593	START	1590562789000	1590562789000
REQUEST	1389		Home	1590562788994	1590562789000	OK	 
REQUEST	1590		Home	1590562788994	1590562789003	OK	 
REQUEST	1388		Home	1590562788994	1590562789003	OK	 
REQUEST	1591		Home	1590562788995	1590562789003	OK	 
REQUEST	1593		Home	1590562789000	1590562789005	OK	 
REQUEST	1391		Home	1590562788998	1590562789005	OK	 
REQUEST	1390		Home	1590562788998	1590562789005	OK	 
REQUEST	1592		Home	1590562789000	1590562789005	OK	 
USER	AceptarFiesta	1393	START	1590562789014	1590562789014
USER	AceptarFiesta	1392	START	1590562789014	1590562789014
USER	DenegarFiesta	1594	START	1590562789014	1590562789014
USER	DenegarFiesta	1595	START	1590562789014	1590562789014
USER	AceptarFiesta	1394	START	1590562789017	1590562789017
USER	AceptarFiesta	1395	START	1590562789017	1590562789017
USER	DenegarFiesta	1596	START	1590562789017	1590562789017
USER	DenegarFiesta	1597	START	1590562789017	1590562789017
REQUEST	1393		Home	1590562789015	1590562789019	OK	 
REQUEST	1595		Home	1590562789015	1590562789019	OK	 
REQUEST	1392		Home	1590562789015	1590562789020	OK	 
REQUEST	1594		Home	1590562789015	1590562789021	OK	 
REQUEST	1596		Home	1590562789017	1590562789022	OK	 
REQUEST	1394		Home	1590562789017	1590562789022	OK	 
REQUEST	1597		Home	1590562789017	1590562789023	OK	 
REQUEST	1395		Home	1590562789017	1590562789023	OK	 
USER	AceptarFiesta	1397	START	1590562789034	1590562789034
USER	AceptarFiesta	1396	START	1590562789034	1590562789034
USER	DenegarFiesta	1598	START	1590562789035	1590562789035
USER	DenegarFiesta	1599	START	1590562789035	1590562789035
USER	AceptarFiesta	1398	START	1590562789037	1590562789037
USER	AceptarFiesta	1399	START	1590562789037	1590562789037
USER	DenegarFiesta	1600	START	1590562789038	1590562789038
USER	DenegarFiesta	1601	START	1590562789038	1590562789038
REQUEST	1397		Home	1590562789035	1590562789040	OK	 
REQUEST	1396		Home	1590562789035	1590562789040	OK	 
REQUEST	1598		Home	1590562789035	1590562789042	OK	 
REQUEST	1398		Home	1590562789037	1590562789043	OK	 
REQUEST	1399		Home	1590562789038	1590562789043	OK	 
REQUEST	1600		Home	1590562789038	1590562789045	OK	 
REQUEST	1601		Home	1590562789038	1590562789045	OK	 
REQUEST	1599		Home	1590562789035	1590562789045	OK	 
USER	AceptarFiesta	1400	START	1590562789055	1590562789055
USER	DenegarFiesta	1603	START	1590562789055	1590562789055
USER	DenegarFiesta	1602	START	1590562789055	1590562789055
USER	AceptarFiesta	1401	START	1590562789055	1590562789055
USER	AceptarFiesta	1403	START	1590562789057	1590562789057
USER	AceptarFiesta	1402	START	1590562789057	1590562789057
USER	DenegarFiesta	1604	START	1590562789058	1590562789058
USER	DenegarFiesta	1605	START	1590562789058	1590562789058
REQUEST	1603		Home	1590562789055	1590562789059	OK	 
REQUEST	1400		Home	1590562789055	1590562789059	OK	 
REQUEST	1401		Home	1590562789055	1590562789060	OK	 
REQUEST	1602		Home	1590562789055	1590562789060	OK	 
REQUEST	1604		Home	1590562789058	1590562789063	OK	 
REQUEST	1403		Home	1590562789057	1590562789063	OK	 
REQUEST	1402		Home	1590562789057	1590562789063	OK	 
REQUEST	1605		Home	1590562789058	1590562789063	OK	 
USER	AceptarFiesta	1404	START	1590562789075	1590562789075
USER	AceptarFiesta	1405	START	1590562789075	1590562789075
USER	AceptarFiesta	1406	START	1590562789077	1590562789077
USER	AceptarFiesta	1407	START	1590562789077	1590562789077
USER	DenegarFiesta	1606	START	1590562789078	1590562789078
USER	DenegarFiesta	1607	START	1590562789078	1590562789078
REQUEST	1404		Home	1590562789075	1590562789082	OK	 
REQUEST	1406		Home	1590562789077	1590562789082	OK	 
REQUEST	1405		Home	1590562789075	1590562789083	OK	 
REQUEST	1407		Home	1590562789077	1590562789084	OK	 
REQUEST	1606		Home	1590562789078	1590562789084	OK	 
REQUEST	1607		Home	1590562789079	1590562789085	OK	 
USER	AceptarFiesta	1408	START	1590562789095	1590562789095
USER	DenegarFiesta	1608	START	1590562789095	1590562789095
USER	AceptarFiesta	1409	START	1590562789095	1590562789095
USER	DenegarFiesta	1609	START	1590562789095	1590562789095
USER	AceptarFiesta	1614	START	1590562789095	1590562789095
USER	DenegarFiesta	1611	START	1590562789097	1590562789097
USER	AceptarFiesta	1616	START	1590562789098	1590562789098
USER	DenegarFiesta	1610	START	1590562789097	1590562789097
USER	DenegarFiesta	1813	START	1590562789099	1590562789099
USER	DenegarFiesta	1812	START	1590562789099	1590562789099
USER	AceptarFiesta	1615	START	1590562789097	1590562789097
REQUEST	1608		Home	1590562789095	1590562789103	OK	 
REQUEST	1610		Home	1590562789099	1590562789103	OK	 
REQUEST	1614		Home	1590562789096	1590562789103	OK	 
REQUEST	1409		Home	1590562789095	1590562789104	OK	 
REQUEST	1813		Home	1590562789100	1590562789105	OK	 
REQUEST	1616		Home	1590562789099	1590562789105	OK	 
REQUEST	1408		Home	1590562789095	1590562789106	OK	 
REQUEST	1615		Home	1590562789097	1590562789106	OK	 
REQUEST	1611		Home	1590562789097	1590562789107	OK	 
REQUEST	1812		Home	1590562789100	1590562789107	OK	 
REQUEST	1609		Home	1590562789095	1590562789107	OK	 
USER	DenegarFiesta	1613	START	1590562789115	1590562789115
USER	AceptarFiesta	1618	START	1590562789115	1590562789115
USER	DenegarFiesta	1612	START	1590562789115	1590562789115
USER	DenegarFiesta	1815	START	1590562789116	1590562789116
USER	DenegarFiesta	1814	START	1590562789116	1590562789116
USER	AceptarFiesta	1617	START	1590562789115	1590562789115
USER	AceptarFiesta	1620	START	1590562789117	1590562789117
USER	DenegarFiesta	1816	START	1590562789118	1590562789118
USER	DenegarFiesta	1817	START	1590562789118	1590562789118
USER	AceptarFiesta	1619	START	1590562789117	1590562789117
REQUEST	1612		Home	1590562789116	1590562789122	OK	 
REQUEST	1619		Home	1590562789119	1590562789124	OK	 
REQUEST	1617		Home	1590562789116	1590562789124	OK	 
REQUEST	1815		Home	1590562789116	1590562789124	OK	 
REQUEST	1816		Home	1590562789118	1590562789124	OK	 
REQUEST	1620		Home	1590562789118	1590562789125	OK	 
REQUEST	1817		Home	1590562789118	1590562789125	OK	 
REQUEST	1613		Home	1590562789116	1590562789125	OK	 
REQUEST	1618		Home	1590562789116	1590562789127	OK	 
REQUEST	1814		Home	1590562789116	1590562789127	OK	 
USER	DenegarFiesta	1818	START	1590562789136	1590562789136
USER	DenegarFiesta	1819	START	1590562789136	1590562789136
USER	AceptarFiesta	1623	START	1590562789137	1590562789137
USER	AceptarFiesta	1624	START	1590562789138	1590562789138
USER	AceptarFiesta	1622	START	1590562789136	1590562789136
USER	AceptarFiesta	1621	START	1590562789136	1590562789136
USER	DenegarFiesta	1820	START	1590562789138	1590562789138
USER	DenegarFiesta	1821	START	1590562789141	1590562789141
REQUEST	1622		Home	1590562789136	1590562789145	OK	 
REQUEST	1819		Home	1590562789136	1590562789145	OK	 
REQUEST	1821		Home	1590562789141	1590562789148	OK	 
REQUEST	1621		Home	1590562789136	1590562789149	OK	 
REQUEST	1623		Home	1590562789137	1590562789151	OK	 
REQUEST	1820		Home	1590562789140	1590562789152	OK	 
REQUEST	1818		Home	1590562789136	1590562789153	OK	 
REQUEST	1624		Home	1590562789138	1590562789153	OK	 
USER	DenegarFiesta	1823	START	1590562789160	1590562789160
USER	DenegarFiesta	1822	START	1590562789156	1590562789156
USER	AceptarFiesta	1626	START	1590562789156	1590562789156
USER	AceptarFiesta	1625	START	1590562789156	1590562789156
USER	AceptarFiesta	1628	START	1590562789164	1590562789164
USER	AceptarFiesta	1627	START	1590562789164	1590562789164
USER	DenegarFiesta	1825	START	1590562789164	1590562789164
USER	DenegarFiesta	1824	START	1590562789164	1590562789164
USER	AceptarFiesta	1629	START	1590562789167	1590562789167
USER	DenegarFiesta	1826	START	1590562789169	1590562789169
USER	DenegarFiesta	1827	START	1590562789170	1590562789170
USER	AceptarFiesta	1630	START	1590562789169	1590562789169
REQUEST	1626		Home	1590562789163	1590562789173	OK	 
REQUEST	1628		Home	1590562789164	1590562789173	OK	 
REQUEST	1625		Home	1590562789163	1590562789175	OK	 
REQUEST	1826		Home	1590562789170	1590562789175	OK	 
USER	AceptarFiesta	1632	START	1590562789178	1590562789178
USER	AceptarFiesta	1631	START	1590562789178	1590562789178
USER	DenegarFiesta	1829	START	1590562789179	1590562789179
REQUEST	1827		Home	1590562789170	1590562789180	OK	 
REQUEST	1629		Home	1590562789167	1590562789181	OK	 
USER	DenegarFiesta	1828	START	1590562789179	1590562789179
REQUEST	1825		Home	1590562789165	1590562789184	OK	 
REQUEST	1631		Home	1590562789179	1590562789185	OK	 
REQUEST	1632		Home	1590562789179	1590562789187	OK	 
REQUEST	1630		Home	1590562789170	1590562789187	OK	 
REQUEST	1824		Home	1590562789165	1590562789187	OK	 
REQUEST	1823		Home	1590562789163	1590562789189	OK	 
REQUEST	1828		Home	1590562789181	1590562789189	OK	 
REQUEST	1822		Home	1590562789163	1590562789189	OK	 
REQUEST	1829		Home	1590562789179	1590562789189	OK	 
REQUEST	1627		Home	1590562789164	1590562789191	OK	 
USER	AceptarFiesta	1633	START	1590562789196	1590562789196
USER	DenegarFiesta	1831	START	1590562789197	1590562789197
USER	DenegarFiesta	1830	START	1590562789197	1590562789197
USER	AceptarFiesta	1635	START	1590562789198	1590562789198
USER	DenegarFiesta	1832	START	1590562789199	1590562789199
USER	AceptarFiesta	1636	START	1590562789198	1590562789198
USER	DenegarFiesta	1833	START	1590562789200	1590562789200
USER	AceptarFiesta	1634	START	1590562789196	1590562789196
REQUEST	1633		Home	1590562789197	1590562789205	OK	 
REQUEST	1832		Home	1590562789200	1590562789205	OK	 
REQUEST	1636		Home	1590562789199	1590562789205	OK	 
REQUEST	1833		Home	1590562789201	1590562789205	OK	 
REQUEST	1635		Home	1590562789198	1590562789208	OK	 
REQUEST	1830		Home	1590562789197	1590562789208	OK	 
REQUEST	1634		Home	1590562789197	1590562789208	OK	 
REQUEST	1831		Home	1590562789197	1590562789208	OK	 
USER	AceptarFiesta	1638	START	1590562789217	1590562789217
USER	DenegarFiesta	1835	START	1590562789217	1590562789217
USER	AceptarFiesta	1640	START	1590562789217	1590562789217
USER	DenegarFiesta	1834	START	1590562789217	1590562789217
USER	AceptarFiesta	1639	START	1590562789217	1590562789217
USER	DenegarFiesta	1836	START	1590562789218	1590562789218
USER	DenegarFiesta	1837	START	1590562789218	1590562789218
USER	AceptarFiesta	1637	START	1590562789217	1590562789217
REQUEST	1640		Home	1590562789218	1590562789223	OK	 
REQUEST	1834		Home	1590562789217	1590562789223	OK	 
REQUEST	1639		Home	1590562789218	1590562789225	OK	 
REQUEST	1835		Home	1590562789217	1590562789225	OK	 
REQUEST	1637		Home	1590562789217	1590562789225	OK	 
REQUEST	1837		Home	1590562789219	1590562789226	OK	 
REQUEST	1638		Home	1590562789217	1590562789228	OK	 
REQUEST	1836		Home	1590562789219	1590562789229	OK	 
USER	DenegarFiesta	1839	START	1590562789237	1590562789237
USER	DenegarFiesta	1838	START	1590562789237	1590562789237
USER	AceptarFiesta	1641	START	1590562789237	1590562789237
USER	DenegarFiesta	1840	START	1590562789237	1590562789237
USER	DenegarFiesta	1841	START	1590562789238	1590562789238
USER	AceptarFiesta	1642	START	1590562789237	1590562789237
USER	AceptarFiesta	1643	START	1590562789237	1590562789237
USER	AceptarFiesta	1644	START	1590562789237	1590562789237
REQUEST	1644		Home	1590562789238	1590562789243	OK	 
REQUEST	1840		Home	1590562789237	1590562789243	OK	 
REQUEST	1641		Home	1590562789237	1590562789243	OK	 
REQUEST	1839		Home	1590562789237	1590562789243	OK	 
REQUEST	1841		Home	1590562789238	1590562789245	OK	 
REQUEST	1838		Home	1590562789237	1590562789245	OK	 
REQUEST	1642		Home	1590562789237	1590562789245	OK	 
REQUEST	1643		Home	1590562789237	1590562789245	OK	 
USER	AceptarFiesta	1645	START	1590562789257	1590562789257
USER	AceptarFiesta	1647	START	1590562789258	1590562789258
USER	AceptarFiesta	1648	START	1590562789258	1590562789258
USER	DenegarFiesta	1844	START	1590562789258	1590562789258
USER	DenegarFiesta	1845	START	1590562789258	1590562789258
USER	AceptarFiesta	1646	START	1590562789257	1590562789257
USER	DenegarFiesta	1842	START	1590562789257	1590562789257
USER	DenegarFiesta	1843	START	1590562789257	1590562789257
REQUEST	1842		Home	1590562789257	1590562789263	OK	 
REQUEST	1647		Home	1590562789258	1590562789263	OK	 
REQUEST	1843		Home	1590562789257	1590562789263	OK	 
REQUEST	1645		Home	1590562789257	1590562789264	OK	 
REQUEST	1844		Home	1590562789258	1590562789267	OK	 
REQUEST	1646		Home	1590562789257	1590562789267	OK	 
REQUEST	1648		Home	1590562789258	1590562789269	OK	 
REQUEST	1845		Home	1590562789258	1590562789269	OK	 
USER	AceptarFiesta	1650	START	1590562789277	1590562789277
USER	DenegarFiesta	1847	START	1590562789278	1590562789278
USER	AceptarFiesta	1651	START	1590562789278	1590562789278
USER	AceptarFiesta	1652	START	1590562789278	1590562789278
USER	DenegarFiesta	1848	START	1590562789278	1590562789278
USER	DenegarFiesta	1846	START	1590562789277	1590562789277
USER	AceptarFiesta	1649	START	1590562789277	1590562789277
USER	DenegarFiesta	1849	START	1590562789278	1590562789278
REQUEST	1849		Home	1590562789279	1590562789283	OK	 
REQUEST	1848		Home	1590562789278	1590562789284	OK	 
REQUEST	1652		Home	1590562789278	1590562789284	OK	 
REQUEST	1651		Home	1590562789278	1590562789285	OK	 
REQUEST	1846		Home	1590562789278	1590562789286	OK	 
REQUEST	1650		Home	1590562789278	1590562789286	OK	 
REQUEST	1649		Home	1590562789278	1590562789286	OK	 
REQUEST	1847		Home	1590562789278	1590562789287	OK	 
USER	DenegarFiesta	1852	START	1590562789298	1590562789298
USER	DenegarFiesta	1853	START	1590562789298	1590562789298
USER	DenegarFiesta	1851	START	1590562789298	1590562789298
USER	DenegarFiesta	1850	START	1590562789298	1590562789298
USER	AceptarFiesta	1653	START	1590562789298	1590562789298
USER	AceptarFiesta	1655	START	1590562789298	1590562789298
USER	AceptarFiesta	1656	START	1590562789298	1590562789298
USER	AceptarFiesta	1654	START	1590562789298	1590562789298
REQUEST	1852		Home	1590562789298	1590562789302	OK	 
REQUEST	1653		Home	1590562789299	1590562789302	OK	 
REQUEST	1655		Home	1590562789299	1590562789303	OK	 
REQUEST	1654		Home	1590562789300	1590562789303	OK	 
REQUEST	1851		Home	1590562789298	1590562789304	OK	 
REQUEST	1850		Home	1590562789298	1590562789304	OK	 
REQUEST	1656		Home	1590562789299	1590562789304	OK	 
REQUEST	1853		Home	1590562789298	1590562789305	OK	 
USER	AceptarFiesta	1659	START	1590562789318	1590562789318
