ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarLocalTest	aceptarlocaltest	1590257138182	 	3.3.1
REQUEST	2933		RightLogin	1590257220080	1590257221333	OK	 
REQUEST	2996		WrongLogin	1590257220080	1590257221333	OK	 
REQUEST	1372		RightLogged	1590257216918	1590257221337	OK	 
REQUEST	488		MyLocales	1590257219688	1590257221346	OK	 
REQUEST	3197		Welcome	1590257218996	1590257221354	OK	 
REQUEST	2553		WrongLogged	1590257217938	1590257221355	OK	 
REQUEST	1494		RightLogged	1590257220010	1590257221373	OK	 
USER	AceptarLocalTestPositivo	3262	START	1590257221378	1590257221378
USER	AceptarLocalTestNegativo	3283	START	1590257221378	1590257221378
USER	AceptarLocalTestNegativo	721	END	1590257157347	1590257221378
REQUEST	487		MyLocales	1590257219632	1590257221379	OK	 
REQUEST	2471		WrongLogged Redirect 1	1590257216945	1590257221381	OK	 
REQUEST	996		Forbidden	1590257220118	1590257221390	OK	 
REQUEST	1496		RightLogged	1590257220100	1590257221403	OK	 
USER	AceptarLocalTestNegativo	722	END	1590257157394	1590257221409
REQUEST	448		MyLocales	1590257218722	1590257221413	OK	 
REQUEST	3154		Welcome	1590257217975	1590257221415	OK	 
REQUEST	1182		RightLogged Redirect 1	1590257219060	1590257221422	OK	 
USER	AceptarLocalTestNegativo	3284	START	1590257221429	1590257221429
USER	AceptarLocalTestPositivo	3263	START	1590257221429	1590257221429
REQUEST	2551		WrongLogged Redirect 1	1590257219065	1590257221443	OK	 
USER	AceptarLocalTestPositivo	3285	START	1590257221482	1590257221482
USER	AceptarLocalTestNegativo	3304	START	1590257221483	1590257221483
USER	AceptarLocalTestNegativo	743	END	1590257157425	1590257221483
USER	AceptarLocalTestNegativo	744	END	1590257157472	1590257221518
USER	AceptarLocalTestNegativo	3305	START	1590257221529	1590257221529
USER	AceptarLocalTestPositivo	3286	START	1590257221529	1590257221529
USER	AceptarLocalTestNegativo	3306	START	1590257221581	1590257221581
USER	AceptarLocalTestPositivo	3287	START	1590257221581	1590257221581
USER	AceptarLocalTestNegativo	745	END	1590257157521	1590257221581
USER	AceptarLocalTestNegativo	746	END	1590257157568	1590257221613
USER	AceptarLocalTestNegativo	3307	START	1590257221628	1590257221628
USER	AceptarLocalTestPositivo	3288	START	1590257221628	1590257221628
REQUEST	176		MyLocales	1590257212128	1590257221646	OK	 
REQUEST	2512		WrongLogged Redirect 1	1590257219164	1590257221649	OK	 
REQUEST	2636		WrongLogged	1590257220162	1590257221650	OK	 
REQUEST	1456		RightLogged	1590257219170	1590257221651	OK	 
REQUEST	2636		WrongLogged Redirect 1	1590257221650	1590257221653	OK	 
REQUEST	3135		Welcome	1590257218029	1590257221656	OK	 
REQUEST	3177		Welcome	1590257219171	1590257221658	OK	 
REQUEST	1497		RightLogged	1590257220183	1590257221658	OK	 
REQUEST	3238		Welcome	1590257220184	1590257221660	OK	 
USER	AceptarLocalTestNegativo	747	END	1590257157618	1590257221660
REQUEST	3156		Welcome	1590257218074	1590257221661	OK	 
REQUEST	1413		RightLogged Redirect 1	1590257219204	1590257221664	OK	 
REQUEST	997		Forbidden	1590257220162	1590257221668	OK	 
USER	AceptarLocalTestNegativo	3308	START	1590257221678	1590257221678
USER	AceptarLocalTestPositivo	3289	START	1590257221678	1590257221678
REQUEST	492		MyLocales	1590257219893	1590257221689	OK	 
REQUEST	2598		WrongLogged	1590257219210	1590257221689	OK	 
REQUEST	1375		RightLogged	1590257217038	1590257221691	OK	 
REQUEST	1416		RightLogged	1590257218119	1590257221691	OK	 
REQUEST	1331		RightLogged Redirect 1	1590257220218	1590257221692	OK	 
REQUEST	409		MyLocales	1590257217810	1590257221694	OK	 
REQUEST	998		Forbidden	1590257220217	1590257221699	OK	 
REQUEST	490		MyLocales	1590257219836	1590257221700	OK	 
REQUEST	491		MyLocales	1590257219839	1590257221710	OK	 
USER	AceptarLocalTestNegativo	748	END	1590257157677	1590257221727
USER	AceptarLocalTestNegativo	3309	START	1590257221728	1590257221728
USER	AceptarLocalTestPositivo	3290	START	1590257221728	1590257221728
REQUEST	3098		Welcome	1590257217174	1590257221754	OK	 
REQUEST	1254		RightLogged Redirect 1	1590257216071	1590257221754	OK	 
REQUEST	6		ShowLocal	1590257220232	1590257221755	OK	 
REQUEST	1208		RightLogged Redirect 1	1590257213695	1590257221758	OK	 
REQUEST	1415		RightLogged Redirect 1	1590257220267	1590257221758	OK	 
REQUEST	2596		WrongLogged	1590257219169	1590257221758	OK	 
REQUEST	2600		WrongLogged	1590257219318	1590257221758	OK	 
REQUEST	2558		WrongLogged	1590257218234	1590257221758	OK	 
REQUEST	999		Forbidden	1590257220291	1590257221764	OK	 
REQUEST	2556		WrongLogged	1590257218102	1590257221768	OK	 
USER	AceptarLocalTestNegativo	749	END	1590257157727	1590257221769
REQUEST	3202		Welcome	1590257219270	1590257221769	OK	 
REQUEST	1499		RightLogged	1590257220291	1590257221782	OK	 
USER	AceptarLocalTestPositivo	3291	START	1590257221785	1590257221785
USER	AceptarLocalTestNegativo	3310	START	1590257221786	1590257221786
REQUEST	3180		Welcome	1590257219293	1590257221789	OK	 
REQUEST	1500		RightLogged	1590257220307	1590257221789	OK	 
REQUEST	3204		Welcome	1590257219347	1590257221789	OK	 
REQUEST	3160		Welcome	1590257218268	1590257221790	OK	 
REQUEST	1461		RightLogged	1590257219370	1590257221791	OK	 
REQUEST	2976		RightLogin	1590257220325	1590257221791	OK	 
REQUEST	2998		WrongLogin	1590257220325	1590257221791	OK	 
REQUEST	2555		WrongLogged Redirect 1	1590257219368	1590257221792	OK	 
REQUEST	3224		Welcome	1590257220336	1590257221793	OK	 
REQUEST	2641		WrongLogged	1590257220341	1590257221794	OK	 
REQUEST	2431		WrongLogged Redirect 1	1590257219392	1590257221795	OK	 
REQUEST	1337		RightLogged Redirect 1	1590257218345	1590257221796	OK	 
REQUEST	1459		RightLogged Redirect 1	1590257220373	1590257221797	OK	 
REQUEST	2476		WrongLogged Redirect 1	1590257220374	1590257221799	OK	 
REQUEST	2599		WrongLogged Redirect 1	1590257220374	1590257221800	OK	 
REQUEST	2477		WrongLogged Redirect 1	1590257220391	1590257221802	OK	 
REQUEST	1001		Forbidden	1590257220369	1590257221804	OK	 
REQUEST	2518		WrongLogged Redirect 1	1590257220396	1590257221805	OK	 
REQUEST	2979		RightLogin	1590257220409	1590257221805	OK	 
REQUEST	2642		WrongLogged	1590257220408	1590257221806	OK	 
REQUEST	2999		WrongLogin	1590257220409	1590257221806	OK	 
REQUEST	2978		RightLogin	1590257220409	1590257221806	OK	 
REQUEST	2935		RightLogin	1590257220409	1590257221806	OK	 
REQUEST	1000		Forbidden	1590257220324	1590257221806	OK	 
REQUEST	3225		Welcome	1590257220408	1590257221807	OK	 
REQUEST	1338		RightLogged Redirect 1	1590257218532	1590257221809	OK	 
REQUEST	1213		RightLogged	1590257212949	1590257221809	OK	 
REQUEST	3243		Welcome	1590257220408	1590257221811	OK	 
REQUEST	1483		RightLogged	1590257219438	1590257221811	OK	 
REQUEST	2980		RightLogin	1590257220419	1590257221811	OK	 
REQUEST	1523		RightLogged	1590257220446	1590257221811	OK	 
REQUEST	1523		RightLogged Redirect 1	1590257221811	1590257221813	OK	 
REQUEST	2520		WrongLogged	1590257217366	1590257221814	OK	 
USER	AceptarLocalTestNegativo	750	END	1590257157774	1590257221820
REQUEST	1002		Forbidden	1590257220419	1590257221821	OK	 
REQUEST	2956		WrongLogin	1590257220458	1590257221822	OK	 
REQUEST	1023		Forbidden	1590257220448	1590257221826	OK	 
REQUEST	454		MyLocales	1590257219015	1590257221827	OK	 
REQUEST	1484		RightLogged	1590257219498	1590257221827	OK	 
REQUEST	2957		WrongLogin	1590257220481	1590257221827	OK	 
REQUEST	2625		WrongLogged	1590257219530	1590257221828	OK	 
REQUEST	3244		Welcome	1590257220481	1590257221830	OK	 
USER	AceptarLocalTestNegativo	3311	START	1590257221832	1590257221832
USER	AceptarLocalTestPositivo	3292	START	1590257221832	1590257221832
REQUEST	10		ShowLocal	1590257220491	1590257221834	OK	 
REQUEST	1485		RightLogged	1590257219578	1590257221834	OK	 
REQUEST	1024		Forbidden	1590257220502	1590257221842	OK	 
REQUEST	2521		WrongLogged Redirect 1	1590257219663	1590257221843	OK	 
REQUEST	1298		RightLogged	1590257215224	1590257221843	OK	 
REQUEST	3266		Welcome	1590257220529	1590257221845	OK	 
REQUEST	3186		Welcome	1590257218539	1590257221846	OK	 
REQUEST	2665		WrongLogged	1590257220540	1590257221847	OK	 
REQUEST	1443		RightLogged	1590257218538	1590257221847	OK	 
REQUEST	1443		RightLogged Redirect 1	1590257221847	1590257221849	OK	 
REQUEST	2441		WrongLogged	1590257215340	1590257221849	OK	 
REQUEST	3145		Welcome	1590257217541	1590257221850	OK	 
REQUEST	3246		Welcome	1590257220578	1590257221851	OK	 
REQUEST	1025		Forbidden	1590257220574	1590257221854	OK	 
REQUEST	3105		Welcome	1590257216524	1590257221855	OK	 
REQUEST	1487		RightLogged	1590257219669	1590257221856	OK	 
REQUEST	1526		RightLogged	1590257220608	1590257221856	OK	 
REQUEST	2666		WrongLogged	1590257220608	1590257221857	OK	 
REQUEST	496		MyLocales	1590257220101	1590257221859	OK	 
REQUEST	1420		RightLogged Redirect 1	1590257220621	1590257221859	OK	 
REQUEST	1026		Forbidden	1590257220608	1590257221863	OK	 
REQUEST	2959		WrongLogin	1590257220657	1590257221863	OK	 
REQUEST	413		MyLocales	1590257217999	1590257221867	OK	 
REQUEST	453		MyLocales	1590257218971	1590257221867	OK	 
REQUEST	1027		Forbidden	1590257220658	1590257221873	OK	 
REQUEST	1527		RightLogged	1590257220659	1590257221874	OK	 
REQUEST	1486		RightLogged	1590257219624	1590257221895	OK	 
REQUEST	497		MyLocales	1590257220162	1590257221901	OK	 
USER	AceptarLocalTestNegativo	752	END	1590257157868	1590257221911
USER	AceptarLocalTestNegativo	3312	START	1590257221911	1590257221911
USER	AceptarLocalTestPositivo	3293	START	1590257221910	1590257221910
REQUEST	2586		WrongLogged Redirect 1	1590257219718	1590257221915	OK	 
REQUEST	1363		RightLogged Redirect 1	1590257219733	1590257221918	OK	 
REQUEST	2519		WrongLogged Redirect 1	1590257220699	1590257221922	OK	 
REQUEST	3212		Welcome	1590257219733	1590257221923	OK	 
USER	AceptarLocalTestNegativo	3313	START	1590257221928	1590257221928
USER	AceptarLocalTestPositivo	3294	START	1590257221928	1590257221928
REQUEST	1528		RightLogged	1590257220712	1590257221930	OK	 
REQUEST	2939		RightLogin	1590257220712	1590257221931	OK	 
REQUEST	2880		WrongLogin	1590257220712	1590257221931	OK	 
REQUEST	2881		WrongLogin	1590257220712	1590257221931	OK	 
REQUEST	3003		WrongLogin	1590257220718	1590257221931	OK	 
USER	AceptarLocalTestNegativo	751	END	1590257157820	1590257221942
REQUEST	3065		Welcome	1590257215528	1590257221957	OK	 
USER	AceptarLocalTestNegativo	3314	START	1590257221987	1590257221987
USER	AceptarLocalTestNegativo	753	END	1590257157920	1590257221987
USER	AceptarLocalTestPositivo	3295	START	1590257221987	1590257221987
USER	AceptarLocalTestNegativo	754	END	1590257157968	1590257222019
USER	AceptarLocalTestNegativo	3315	START	1590257222034	1590257222034
USER	AceptarLocalTestPositivo	3296	START	1590257222034	1590257222034
USER	AceptarLocalTestNegativo	3316	START	1590257222082	1590257222082
USER	AceptarLocalTestPositivo	3297	START	1590257222082	1590257222082
USER	AceptarLocalTestNegativo	3317	START	1590257222128	1590257222128
USER	AceptarLocalTestPositivo	3298	START	1590257222128	1590257222128
REQUEST	415		MyLocales	1590257218078	1590257222176	OK	 
REQUEST	1529		RightLogged	1590257220753	1590257222185	OK	 
REQUEST	1489		RightLogged	1590257219763	1590257222185	OK	 
USER	AceptarLocalTestPositivo	3299	START	1590257222184	1590257222184
USER	AceptarLocalTestNegativo	3318	START	1590257222187	1590257222187
REQUEST	416		MyLocales	1590257218141	1590257222198	OK	 
REQUEST	1217		RightLogged	1590257213172	1590257222198	OK	 
REQUEST	2548		WrongLogged	1590257217711	1590257222198	OK	 
REQUEST	3270		Welcome	1590257220753	1590257222203	OK	 
REQUEST	3147		Welcome	1590257217628	1590257222205	OK	 
REQUEST	1029		Forbidden	1590257220754	1590257222210	OK	 
REQUEST	1028		Forbidden	1590257220712	1590257222214	OK	 
USER	AceptarLocalTestPositivo	3300	START	1590257222229	1590257222229
USER	AceptarLocalTestNegativo	3319	START	1590257222229	1590257222229
REQUEST	501		MyLocales	1590257220335	1590257222232	OK	 
REQUEST	3231		Welcome	1590257219837	1590257222234	OK	 
REQUEST	3148		Welcome	1590257217682	1590257222248	OK	 
REQUEST	1030		Forbidden	1590257220811	1590257222248	OK	 
REQUEST	2		ShowLocal	1590257219860	1590257222254	OK	 
REQUEST	2983		RightLogin	1590257220774	1590257222256	OK	 
REQUEST	1404		RightLogged Redirect 1	1590257218814	1590257222260	OK	 
REQUEST	2396		WrongLogged Redirect 1	1590257218813	1590257222262	OK	 
REQUEST	2851		RightLogin	1590257220835	1590257222263	OK	 
REQUEST	2862		RightLogin	1590257220835	1590257222263	OK	 
REQUEST	2543		WrongLogged Redirect 1	1590257218813	1590257222264	OK	 
REQUEST	3130		Welcome	1590257217771	1590257222265	OK	 
REQUEST	2626		WrongLogged Redirect 1	1590257220842	1590257222267	OK	 
REQUEST	3232		Welcome	1590257219883	1590257222271	OK	 
REQUEST	3215		Welcome	1590257219883	1590257222272	OK	 
REQUEST	1031		Forbidden	1590257220849	1590257222273	OK	 
REQUEST	406		MyLocales	1590257217628	1590257222275	OK	 
REQUEST	2632		WrongLogged	1590257219898	1590257222275	OK	 
REQUEST	376		MyLocales	1590257217138	1590257222279	OK	 
REQUEST	1447		RightLogged Redirect 1	1590257219901	1590257222282	OK	 
REQUEST	2904		WrongLogin	1590257220887	1590257222282	OK	 
REQUEST	3252		Welcome	1590257220887	1590257222286	OK	 
REQUEST	1364		RightLogged Redirect 1	1590257220900	1590257222287	OK	 
REQUEST	2672		WrongLogged	1590257220913	1590257222288	OK	 
REQUEST	1449		RightLogged Redirect 1	1590257219916	1590257222292	OK	 
REQUEST	3171		Welcome	1590257218838	1590257222294	OK	 
REQUEST	1032		Forbidden	1590257220913	1590257222295	OK	 
USER	AceptarLocalTestNegativo	3320	START	1590257222296	1590257222296
USER	AceptarLocalTestPositivo	3301	START	1590257222296	1590257222296
REQUEST	2467		WrongLogged Redirect 1	1590257217826	1590257222303	OK	 
REQUEST	3233		Welcome	1590257219933	1590257222304	OK	 
REQUEST	2633		WrongLogged	1590257219938	1590257222305	OK	 
REQUEST	3273		Welcome	1590257220887	1590257222309	OK	 
REQUEST	1493		RightLogged	1590257219939	1590257222309	OK	 
REQUEST	1033		Forbidden	1590257220943	1590257222315	OK	 
REQUEST	523		MyLocales	1590257220446	1590257222319	OK	 
REQUEST	1453		RightLogged	1590257218958	1590257222319	OK	 
USER	AceptarLocalTestNegativo	755	END	1590257158018	1590257222321
REQUEST	405		MyLocales	1590257217581	1590257222323	OK	 
REQUEST	13		ShowLocal	1590257220942	1590257222333	OK	 
USER	AceptarLocalTestNegativo	757	END	1590257158122	1590257222336
USER	AceptarLocalTestPositivo	3302	START	1590257222336	1590257222336
REQUEST	1329		RightLogged Redirect 1	1590257217876	1590257222337	OK	 
REQUEST	3254		Welcome	1590257220983	1590257222338	OK	 
USER	AceptarLocalTestNegativo	3321	START	1590257222336	1590257222336
REQUEST	2634		WrongLogged Redirect 1	1590257221296	1590257222342	OK	 
REQUEST	3234		Welcome	1590257219985	1590257222342	OK	 
REQUEST	3217		Welcome	1590257219985	1590257222347	OK	 
REQUEST	2674		WrongLogged	1590257221015	1590257222348	OK	 
REQUEST	4		ShowLocal	1590257220035	1590257222348	OK	 
REQUEST	1454		RightLogged	1590257219015	1590257222348	OK	 
REQUEST	1534		RightLogged	1590257221015	1590257222348	OK	 
REQUEST	3255		Welcome	1590257221031	1590257222353	OK	 
REQUEST	3276		Welcome	1590257221031	1590257222354	OK	 
REQUEST	1409		RightLogged Redirect 1	1590257220108	1590257222355	OK	 
REQUEST	3236		Welcome	1590257220080	1590257222355	OK	 
REQUEST	1455		RightLogged	1590257219043	1590257222355	OK	 
REQUEST	3006		RightLogin	1590257221078	1590257222356	OK	 
REQUEST	2961		WrongLogin	1590257221078	1590257222356	OK	 
REQUEST	2942		RightLogin	1590257221078	1590257222356	OK	 
REQUEST	2984		WrongLogin	1590257221078	1590257222357	OK	 
REQUEST	2963		RightLogin	1590257221078	1590257222357	OK	 
REQUEST	3025		WrongLogin	1590257221078	1590257222357	OK	 
REQUEST	3007		RightLogin	1590257221078	1590257222357	OK	 
REQUEST	2941		RightLogin	1590257221078	1590257222357	OK	 
REQUEST	3219		Welcome	1590257220080	1590257222358	OK	 
REQUEST	3256		Welcome	1590257221079	1590257222359	OK	 
REQUEST	1035		Forbidden	1590257221048	1590257222361	OK	 
REQUEST	3027		WrongLogin	1590257221092	1590257222361	OK	 
REQUEST	1034		Forbidden	1590257221015	1590257222362	OK	 
REQUEST	1262		RightLogged Redirect 1	1590257220122	1590257222362	OK	 
REQUEST	2985		WrongLogin	1590257221102	1590257222362	OK	 
REQUEST	2965		RightLogin	1590257221124	1590257222363	OK	 
REQUEST	1451		RightLogged Redirect 1	1590257220122	1590257222364	OK	 
REQUEST	2986		WrongLogin	1590257221124	1590257222365	OK	 
REQUEST	1536		RightLogged	1590257221124	1590257222366	OK	 
USER	AceptarLocalTestNegativo	756	END	1590257158076	1590257222368
REQUEST	1036		Forbidden	1590257221102	1590257222369	OK	 
REQUEST	3257		Welcome	1590257221129	1590257222371	OK	 
REQUEST	2987		WrongLogin	1590257221148	1590257222371	OK	 
REQUEST	1537		RightLogged	1590257221148	1590257222372	OK	 
REQUEST	489		MyLocales	1590257219756	1590257222375	OK	 
REQUEST	1037		Forbidden	1590257221148	1590257222379	OK	 
USER	AceptarLocalTestPositivo	3303	START	1590257222380	1590257222380
USER	AceptarLocalTestNegativo	758	END	1590257158169	1590257222380
USER	AceptarLocalTestNegativo	3322	START	1590257222380	1590257222380
REQUEST	526		MyLocales	1590257220657	1590257222385	OK	 
REQUEST	446		MyLocales	1590257218620	1590257222385	OK	 
REQUEST	2635		WrongLogged	1590257220038	1590257222387	OK	 
REQUEST	1411		RightLogged Redirect 1	1590257219060	1590257222387	OK	 
REQUEST	3029		Welcome	1590257214753	1590257222396	OK	 
USER	AceptarLocalTestNegativo	759	END	1590257158218	1590257222398
REQUEST	5		ShowLocal	1590257220183	1590257222405	OK	 
REQUEST	1490		RightLogged Redirect 1	1590257221176	1590257222413	OK	 
REQUEST	3054		Welcome	1590257215969	1590257222414	OK	 
REQUEST	2677		WrongLogged	1590257221190	1590257222415	OK	 
REQUEST	3279		Welcome	1590257221191	1590257222425	OK	 
REQUEST	1371		RightLogged Redirect 1	1590257220215	1590257222436	OK	 
REQUEST	1498		RightLogged	1590257220218	1590257222436	OK	 
USER	AceptarLocalTestPositivo	3323	START	1590257222437	1590257222437
USER	AceptarLocalTestNegativo	3343	START	1590257222437	1590257222437
REQUEST	2630		WrongLogged Redirect 1	1590257221206	1590257222477	OK	 
USER	AceptarLocalTestPositivo	3324	START	1590257222488	1590257222488
USER	AceptarLocalTestNegativo	3344	START	1590257222488	1590257222488
USER	AceptarLocalTestNegativo	760	END	1590257158278	1590257222518
USER	AceptarLocalTestNegativo	761	END	1590257158325	1590257222534
USER	AceptarLocalTestNegativo	3345	START	1590257222535	1590257222535
USER	AceptarLocalTestPositivo	3325	START	1590257222535	1590257222535
USER	AceptarLocalTestNegativo	3346	START	1590257222581	1590257222581
USER	AceptarLocalTestPositivo	3326	START	1590257222581	1590257222581
USER	AceptarLocalTestPositivo	3327	START	1590257222629	1590257222629
USER	AceptarLocalTestNegativo	3347	START	1590257222629	1590257222629
REQUEST	407		MyLocales	1590257217682	1590257222657	OK	 
REQUEST	1290		RightLogged	1590257214821	1590257222657	OK	 
REQUEST	3222		Welcome	1590257220232	1590257222659	OK	 
REQUEST	2988		WrongLogin	1590257221222	1590257222659	OK	 
REQUEST	1538		RightLogged	1590257221223	1590257222659	OK	 
REQUEST	2967		RightLogin	1590257221223	1590257222660	OK	 
REQUEST	2516		WrongLogged	1590257217126	1590257222660	OK	 
REQUEST	2678		WrongLogged	1590257221223	1590257222660	OK	 
REQUEST	3280		Welcome	1590257221228	1590257222661	OK	 
REQUEST	1457		RightLogged Redirect 1	1590257220258	1590257222665	OK	 
REQUEST	2926		RightLogin	1590257221248	1590257222668	OK	 
REQUEST	3011		RightLogin	1590257221248	1590257222670	OK	 
REQUEST	1140		RightLogged Redirect 1	1590257221232	1590257222671	OK	 
REQUEST	2549		WrongLogged Redirect 1	1590257221262	1590257222671	OK	 
REQUEST	3118		Welcome	1590257217174	1590257222677	OK	 
USER	AceptarLocalTestPositivo	3328	START	1590257222679	1590257222679
REQUEST	3203		Welcome	1590257219293	1590257222679	OK	 
USER	AceptarLocalTestNegativo	3348	START	1590257222679	1590257222679
REQUEST	1038		Forbidden	1590257221222	1590257222679	OK	 
REQUEST	1039		Forbidden	1590257221248	1590257222681	OK	 
USER	AceptarLocalTestNegativo	762	END	1590257158372	1590257222709
REQUEST	529		MyLocales	1590257220774	1590257222717	OK	 
REQUEST	1460		RightLogged	1590257219317	1590257222718	OK	 
USER	AceptarLocalTestNegativo	3349	START	1590257222744	1590257222744
USER	AceptarLocalTestPositivo	3329	START	1590257222744	1590257222744
REQUEST	493		MyLocales	1590257219921	1590257222768	OK	 
REQUEST	2640		WrongLogged	1590257220296	1590257222772	OK	 
REQUEST	2593		WrongLogged Redirect 1	1590257221295	1590257222775	OK	 
REQUEST	1458		RightLogged Redirect 1	1590257220275	1590257222779	OK	 
REQUEST	1040		Forbidden	1590257221308	1590257222786	OK	 
USER	AceptarLocalTestPositivo	3330	START	1590257222788	1590257222788
USER	AceptarLocalTestNegativo	3350	START	1590257222788	1590257222788
REQUEST	494		MyLocales	1590257219988	1590257222817	OK	 
REQUEST	7		ShowLocal	1590257220324	1590257222823	OK	 
REQUEST	3261		Welcome	1590257221331	1590257222831	OK	 
REQUEST	1419		RightLogged	1590257218258	1590257222832	OK	 
REQUEST	1540		RightLogged	1590257221331	1590257222832	OK	 
REQUEST	1501		RightLogged	1590257220358	1590257222833	OK	 
REQUEST	1372		RightLogged Redirect 1	1590257221337	1590257222833	OK	 
REQUEST	3012		RightLogin	1590257221360	1590257222833	OK	 
USER	AceptarLocalTestPositivo	3331	START	1590257222833	1590257222833
REQUEST	2989		WrongLogin	1590257221360	1590257222834	OK	 
USER	AceptarLocalTestNegativo	3351	START	1590257222834	1590257222834
REQUEST	537		MyLocales	1590257221160	1590257222836	OK	 
REQUEST	3100		Welcome	1590257217275	1590257222837	OK	 
REQUEST	2948		WrongLogin	1590257221360	1590257222838	OK	 
REQUEST	1376		RightLogged Redirect 1	1590257219399	1590257222840	OK	 
REQUEST	1494		RightLogged Redirect 1	1590257221373	1590257222843	OK	 
REQUEST	19		ShowLocal	1590257221378	1590257222846	OK	 
REQUEST	2557		WrongLogged Redirect 1	1590257219407	1590257222848	OK	 
USER	AceptarLocalTestNegativo	783	END	1590257158434	1590257222852
USER	AceptarLocalTestNegativo	784	END	1590257158481	1590257222852
REQUEST	1418		RightLogged Redirect 1	1590257219410	1590257222856	OK	 
REQUEST	3242		Welcome	1590257220408	1590257222858	OK	 
REQUEST	1542		RightLogged	1590257221405	1590257222858	OK	 
REQUEST	2682		WrongLogged	1590257221409	1590257222858	OK	 
REQUEST	2584		WrongLogged	1590257218538	1590257222858	OK	 
REQUEST	3264		Welcome	1590257220408	1590257222860	OK	 
REQUEST	3284		Welcome	1590257221429	1590257222863	OK	 
REQUEST	1042		Forbidden	1590257221405	1590257222863	OK	 
REQUEST	3013		RightLogin	1590257221442	1590257222863	OK	 
REQUEST	3032		WrongLogin	1590257221467	1590257222863	OK	 
REQUEST	24		ShowLocal	1590257221429	1590257222864	OK	 
REQUEST	1381		RightLogged	1590257217368	1590257222866	OK	 
REQUEST	1063		Forbidden	1590257221468	1590257222869	OK	 
REQUEST	3184		Welcome	1590257219495	1590257222869	OK	 
REQUEST	2969		RightLogin	1590257221498	1590257222869	OK	 
REQUEST	2624		WrongLogged	1590257219519	1590257222870	OK	 
REQUEST	450		MyLocales	1590257218836	1590257222875	OK	 
REQUEST	1064		Forbidden	1590257221514	1590257222876	OK	 
REQUEST	1484		RightLogged Redirect 1	1590257221827	1590257222878	OK	 
REQUEST	2704		WrongLogged	1590257221518	1590257222879	OK	 
REQUEST	3182		Welcome	1590257219391	1590257222879	OK	 
REQUEST	3206		Welcome	1590257219439	1590257222879	OK	 
USER	AceptarLocalTestPositivo	3332	START	1590257222881	1590257222881
USER	AceptarLocalTestNegativo	3352	START	1590257222882	1590257222882
REQUEST	3265		Welcome	1590257220481	1590257222883	OK	 
REQUEST	3305		Welcome	1590257221530	1590257222885	OK	 
REQUEST	2664		WrongLogged	1590257220502	1590257222885	OK	 
REQUEST	3015		RightLogin	1590257221545	1590257222885	OK	 
REQUEST	2949		WrongLogin	1590257221545	1590257222885	OK	 
REQUEST	2583		WrongLogged	1590257218538	1590257222885	OK	 
REQUEST	2929		RightLogin	1590257221545	1590257222885	OK	 
REQUEST	1342		RightLogged	1590257216421	1590257222885	OK	 
REQUEST	1524		RightLogged	1590257220518	1590257222886	OK	 
REQUEST	3033		WrongLogin	1590257221498	1590257222899	OK	 
REQUEST	1041		Forbidden	1590257221360	1590257222899	OK	 
REQUEST	1065		Forbidden	1590257221548	1590257222899	OK	 
REQUEST	2391		WrongLogged Redirect 1	1590257218547	1590257222906	OK	 
REQUEST	1445		RightLogged	1590257218565	1590257222906	OK	 
REQUEST	2561		WrongLogged Redirect 1	1590257219617	1590257222907	OK	 
REQUEST	373		MyLocales	1590257217017	1590257222909	OK	 
REQUEST	3267		Welcome	1590257220578	1590257222911	OK	 
REQUEST	536		MyLocales	1590257221113	1590257222913	OK	 
REQUEST	1365		RightLogged	1590257216561	1590257222913	OK	 
REQUEST	1066		Forbidden	1590257221613	1590257222915	OK	 
REQUEST	2559		WrongLogged Redirect 1	1590257220581	1590257222916	OK	 
REQUEST	3125		Welcome	1590257217541	1590257222919	OK	 
REQUEST	3268		Welcome	1590257220658	1590257222919	OK	 
REQUEST	1446		RightLogged	1590257218620	1590257222919	OK	 
REQUEST	1567		RightLogged	1590257221678	1590257222919	OK	 
REQUEST	2707		WrongLogged	1590257221678	1590257222920	OK	 
REQUEST	3308		Welcome	1590257221678	1590257222921	OK	 
REQUEST	3289		Welcome	1590257221678	1590257222921	OK	 
REQUEST	1416		RightLogged Redirect 1	1590257221691	1590257222922	OK	 
REQUEST	1375		RightLogged Redirect 1	1590257221691	1590257222924	OK	 
REQUEST	2991		WrongLogin	1590257221727	1590257222924	OK	 
REQUEST	2545		WrongLogged Redirect 1	1590257219756	1590257222924	OK	 
REQUEST	3309		Welcome	1590257221728	1590257222926	OK	 
REQUEST	11		ShowLocal	1590257220712	1590257222927	OK	 
REQUEST	3290		Welcome	1590257221728	1590257222928	OK	 
REQUEST	2951		WrongLogin	1590257221743	1590257222928	OK	 
REQUEST	2668		WrongLogged	1590257220754	1590257222928	OK	 
REQUEST	2709		WrongLogged	1590257221748	1590257222929	OK	 
REQUEST	3250		Welcome	1590257220778	1590257222930	OK	 
REQUEST	2558		WrongLogged Redirect 1	1590257221758	1590257222939	OK	 
REQUEST	3249		Welcome	1590257220751	1590257222939	OK	 
USER	AceptarLocalTestPositivo	3333	START	1590257222940	1590257222940
