ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarLocalTest	aceptarlocaltest	1590257138182	 	3.3.1
REQUEST	576		Welcome	1590257154078	1590257154081	OK	 
REQUEST	596		Welcome	1590257154078	1590257154081	OK	 
REQUEST	336		RightLogin	1590257154092	1590257154093	OK	 
REQUEST	356		WrongLogin	1590257154092	1590257154093	OK	 
USER	AceptarLocalTestNegativo	597	START	1590257154128	1590257154128
USER	AceptarLocalTestPositivo	577	START	1590257154128	1590257154128
REQUEST	597		Welcome	1590257154128	1590257154133	OK	 
REQUEST	577		Welcome	1590257154128	1590257154133	OK	 
REQUEST	357		WrongLogin	1590257154154	1590257154156	OK	 
REQUEST	337		RightLogin	1590257154154	1590257154156	OK	 
USER	AceptarLocalTestNegativo	598	START	1590257154186	1590257154186
USER	AceptarLocalTestPositivo	578	START	1590257154186	1590257154186
REQUEST	358		WrongLogin	1590257154186	1590257154188	OK	 
REQUEST	338		RightLogin	1590257154186	1590257154188	OK	 
REQUEST	598		Welcome	1590257154186	1590257154192	OK	 
REQUEST	578		Welcome	1590257154186	1590257154193	OK	 
USER	AceptarLocalTestNegativo	599	START	1590257154233	1590257154233
USER	AceptarLocalTestPositivo	579	START	1590257154233	1590257154233
REQUEST	359		WrongLogin	1590257154233	1590257154234	OK	 
REQUEST	339		RightLogin	1590257154233	1590257154234	OK	 
REQUEST	579		Welcome	1590257154233	1590257154239	OK	 
REQUEST	599		Welcome	1590257154233	1590257154239	OK	 
USER	AceptarLocalTestNegativo	600	START	1590257154280	1590257154280
USER	AceptarLocalTestPositivo	580	START	1590257154279	1590257154279
REQUEST	340		RightLogin	1590257154280	1590257154282	OK	 
REQUEST	360		WrongLogin	1590257154280	1590257154282	OK	 
REQUEST	600		Welcome	1590257154280	1590257154286	OK	 
REQUEST	580		Welcome	1590257154280	1590257154286	OK	 
USER	AceptarLocalTestNegativo	601	START	1590257154328	1590257154328
USER	AceptarLocalTestPositivo	581	START	1590257154328	1590257154328
REQUEST	581		Welcome	1590257154328	1590257154331	OK	 
REQUEST	601		Welcome	1590257154328	1590257154331	OK	 
REQUEST	341		RightLogin	1590257154342	1590257154343	OK	 
REQUEST	361		WrongLogin	1590257154342	1590257154343	OK	 
USER	AceptarLocalTestPositivo	582	START	1590257154378	1590257154378
USER	AceptarLocalTestNegativo	602	START	1590257154378	1590257154378
REQUEST	602		Welcome	1590257154378	1590257154380	OK	 
REQUEST	582		Welcome	1590257154378	1590257154380	OK	 
REQUEST	362		WrongLogin	1590257154404	1590257154405	OK	 
REQUEST	342		RightLogin	1590257154404	1590257154405	OK	 
USER	AceptarLocalTestPositivo	603	START	1590257154436	1590257154436
USER	AceptarLocalTestNegativo	623	START	1590257154436	1590257154436
REQUEST	623		Welcome	1590257154436	1590257154441	OK	 
REQUEST	603		Welcome	1590257154436	1590257154441	OK	 
REQUEST	42		WrongLogged	1590257154458	1590257154460	OK	 
REQUEST	43		WrongLogged	1590257154458	1590257154460	OK	 
REQUEST	43		WrongLogged Redirect 1	1590257154464	1590257154466	OK	 
REQUEST	42		WrongLogged Redirect 1	1590257154464	1590257154466	OK	 
USER	AceptarLocalTestNegativo	624	START	1590257154482	1590257154482
USER	AceptarLocalTestPositivo	604	START	1590257154482	1590257154482
REQUEST	383		WrongLogin	1590257154482	1590257154482	OK	 
REQUEST	363		RightLogin	1590257154482	1590257154483	OK	 
REQUEST	44		WrongLogged	1590257154482	1590257154483	OK	 
REQUEST	624		Welcome	1590257154482	1590257154484	OK	 
REQUEST	44		WrongLogged Redirect 1	1590257154483	1590257154484	OK	 
REQUEST	604		Welcome	1590257154482	1590257154484	OK	 
REQUEST	364		RightLogin	1590257154514	1590257154514	OK	 
REQUEST	384		WrongLogin	1590257154514	1590257154515	OK	 
USER	AceptarLocalTestPositivo	605	START	1590257154529	1590257154529
USER	AceptarLocalTestNegativo	625	START	1590257154529	1590257154529
REQUEST	605		Welcome	1590257154529	1590257154532	OK	 
REQUEST	625		Welcome	1590257154529	1590257154532	OK	 
REQUEST	45		WrongLogged	1590257154548	1590257154549	OK	 
REQUEST	45		WrongLogged Redirect 1	1590257154549	1590257154551	OK	 
REQUEST	385		WrongLogin	1590257154561	1590257154561	OK	 
REQUEST	365		RightLogin	1590257154561	1590257154562	OK	 
USER	AceptarLocalTestNegativo	626	START	1590257154592	1590257154592
USER	AceptarLocalTestPositivo	606	START	1590257154592	1590257154592
REQUEST	626		Welcome	1590257154592	1590257154595	OK	 
REQUEST	606		Welcome	1590257154592	1590257154595	OK	 
REQUEST	46		WrongLogged	1590257154608	1590257154609	OK	 
REQUEST	46		WrongLogged Redirect 1	1590257154610	1590257154612	OK	 
REQUEST	366		RightLogin	1590257154623	1590257154624	OK	 
REQUEST	386		WrongLogin	1590257154623	1590257154624	OK	 
USER	AceptarLocalTestPositivo	607	START	1590257154628	1590257154628
USER	AceptarLocalTestNegativo	627	START	1590257154628	1590257154628
REQUEST	607		Welcome	1590257154628	1590257154630	OK	 
REQUEST	627		Welcome	1590257154628	1590257154630	OK	 
REQUEST	47		WrongLogged	1590257154655	1590257154656	OK	 
REQUEST	47		WrongLogged Redirect 1	1590257154657	1590257154658	OK	 
USER	AceptarLocalTestNegativo	628	START	1590257154686	1590257154686
USER	AceptarLocalTestPositivo	608	START	1590257154686	1590257154686
REQUEST	387		WrongLogin	1590257154686	1590257154687	OK	 
REQUEST	367		RightLogin	1590257154686	1590257154687	OK	 
REQUEST	48		WrongLogged	1590257154686	1590257154687	OK	 
REQUEST	628		Welcome	1590257154686	1590257154688	OK	 
REQUEST	48		WrongLogged Redirect 1	1590257154687	1590257154688	OK	 
REQUEST	608		Welcome	1590257154686	1590257154689	OK	 
REQUEST	388		WrongLogin	1590257154718	1590257154718	OK	 
REQUEST	368		RightLogin	1590257154718	1590257154719	OK	 
USER	AceptarLocalTestPositivo	609	START	1590257154732	1590257154732
USER	AceptarLocalTestNegativo	629	START	1590257154732	1590257154732
REQUEST	629		Welcome	1590257154733	1590257154735	OK	 
REQUEST	609		Welcome	1590257154733	1590257154735	OK	 
REQUEST	389		WrongLogin	1590257154764	1590257154764	OK	 
REQUEST	369		RightLogin	1590257154764	1590257154765	OK	 
REQUEST	49		WrongLogged	1590257154764	1590257154765	OK	 
REQUEST	49		WrongLogged Redirect 1	1590257154765	1590257154767	OK	 
USER	AceptarLocalTestPositivo	610	START	1590257154783	1590257154783
USER	AceptarLocalTestNegativo	630	START	1590257154783	1590257154783
REQUEST	610		Welcome	1590257154783	1590257154785	OK	 
REQUEST	630		Welcome	1590257154783	1590257154785	OK	 
REQUEST	50		WrongLogged	1590257154788	1590257154789	OK	 
REQUEST	50		WrongLogged Redirect 1	1590257154789	1590257154790	OK	 
REQUEST	390		WrongLogin	1590257154814	1590257154815	OK	 
REQUEST	370		RightLogin	1590257154814	1590257154815	OK	 
REQUEST	51		WrongLogged	1590257154818	1590257154819	OK	 
REQUEST	51		WrongLogged Redirect 1	1590257154819	1590257154820	OK	 
USER	AceptarLocalTestNegativo	631	START	1590257154837	1590257154837
USER	AceptarLocalTestPositivo	611	START	1590257154837	1590257154837
REQUEST	611		Welcome	1590257154838	1590257154840	OK	 
REQUEST	631		Welcome	1590257154838	1590257154840	OK	 
USER	AceptarLocalTestNegativo	632	START	1590257154885	1590257154885
USER	AceptarLocalTestPositivo	612	START	1590257154885	1590257154885
REQUEST	371		RightLogin	1590257154885	1590257154886	OK	 
REQUEST	391		WrongLogin	1590257154885	1590257154886	OK	 
REQUEST	612		Welcome	1590257154885	1590257154887	OK	 
REQUEST	632		Welcome	1590257154885	1590257154887	OK	 
REQUEST	52		WrongLogged	1590257154888	1590257154889	OK	 
REQUEST	52		WrongLogged Redirect 1	1590257154889	1590257154890	OK	 
REQUEST	372		RightLogin	1590257154916	1590257154917	OK	 
REQUEST	392		WrongLogin	1590257154916	1590257154917	OK	 
USER	AceptarLocalTestPositivo	613	START	1590257154947	1590257154947
USER	AceptarLocalTestNegativo	633	START	1590257154947	1590257154947
REQUEST	53		WrongLogged	1590257154947	1590257154949	OK	 
REQUEST	613		Welcome	1590257154947	1590257154950	OK	 
REQUEST	633		Welcome	1590257154947	1590257154950	OK	 
REQUEST	53		WrongLogged Redirect 1	1590257154949	1590257154950	OK	 
REQUEST	393		WrongLogin	1590257154968	1590257154968	OK	 
USER	AceptarLocalTestPositivo	614	START	1590257154979	1590257154979
USER	AceptarLocalTestNegativo	634	START	1590257154979	1590257154979
REQUEST	614		Welcome	1590257154979	1590257154981	OK	 
REQUEST	634		Welcome	1590257154979	1590257154981	OK	 
REQUEST	373		RightLogin	1590257154996	1590257154997	OK	 
REQUEST	54		WrongLogged	1590257154998	1590257154999	OK	 
REQUEST	54		WrongLogged Redirect 1	1590257154999	1590257155001	OK	 
USER	AceptarLocalTestNegativo	635	START	1590257155028	1590257155028
USER	AceptarLocalTestPositivo	615	START	1590257155028	1590257155028
REQUEST	394		WrongLogin	1590257155027	1590257155028	OK	 
REQUEST	374		RightLogin	1590257155027	1590257155028	OK	 
REQUEST	615		Welcome	1590257155028	1590257155031	OK	 
REQUEST	635		Welcome	1590257155028	1590257155031	OK	 
REQUEST	55		WrongLogged	1590257155059	1590257155061	OK	 
REQUEST	55		WrongLogged Redirect 1	1590257155062	1590257155065	OK	 
REQUEST	395		WrongLogin	1590257155074	1590257155076	OK	 
REQUEST	56		WrongLogged	1590257155075	1590257155076	OK	 
USER	AceptarLocalTestNegativo	636	START	1590257155078	1590257155078
USER	AceptarLocalTestPositivo	616	START	1590257155078	1590257155078
REQUEST	375		RightLogin	1590257155078	1590257155079	OK	 
REQUEST	56		WrongLogged Redirect 1	1590257155077	1590257155081	OK	 
REQUEST	616		Welcome	1590257155078	1590257155082	OK	 
REQUEST	636		Welcome	1590257155078	1590257155082	OK	 
REQUEST	396		WrongLogin	1590257155121	1590257155122	OK	 
REQUEST	376		RightLogin	1590257155121	1590257155122	OK	 
USER	AceptarLocalTestNegativo	637	START	1590257155137	1590257155137
USER	AceptarLocalTestPositivo	617	START	1590257155137	1590257155137
REQUEST	637		Welcome	1590257155137	1590257155140	OK	 
REQUEST	617		Welcome	1590257155137	1590257155140	OK	 
REQUEST	57		WrongLogged	1590257155153	1590257155154	OK	 
REQUEST	57		WrongLogged Redirect 1	1590257155154	1590257155157	OK	 
REQUEST	397		WrongLogin	1590257155168	1590257155169	OK	 
REQUEST	377		RightLogin	1590257155168	1590257155170	OK	 
REQUEST	58		WrongLogged	1590257155169	1590257155170	OK	 
REQUEST	58		WrongLogged Redirect 1	1590257155171	1590257155174	OK	 
USER	AceptarLocalTestPositivo	618	START	1590257155184	1590257155184
USER	AceptarLocalTestNegativo	638	START	1590257155184	1590257155184
REQUEST	618		Welcome	1590257155184	1590257155189	OK	 
REQUEST	638		Welcome	1590257155184	1590257155189	OK	 
REQUEST	378		RightLogin	1590257155215	1590257155216	OK	 
REQUEST	398		WrongLogin	1590257155215	1590257155216	OK	 
USER	AceptarLocalTestNegativo	639	START	1590257155230	1590257155230
USER	AceptarLocalTestPositivo	619	START	1590257155230	1590257155230
REQUEST	639		Welcome	1590257155231	1590257155236	OK	 
REQUEST	619		Welcome	1590257155231	1590257155236	OK	 
REQUEST	399		WrongLogin	1590257155262	1590257155263	OK	 
REQUEST	379		RightLogin	1590257155262	1590257155263	OK	 
REQUEST	59		WrongLogged	1590257155262	1590257155264	OK	 
REQUEST	59		WrongLogged Redirect 1	1590257155264	1590257155267	OK	 
USER	AceptarLocalTestNegativo	640	START	1590257155278	1590257155278
USER	AceptarLocalTestPositivo	620	START	1590257155278	1590257155278
REQUEST	60		WrongLogged	1590257155278	1590257155280	OK	 
REQUEST	620		Welcome	1590257155278	1590257155283	OK	 
REQUEST	640		Welcome	1590257155278	1590257155283	OK	 
REQUEST	60		WrongLogged Redirect 1	1590257155280	1590257155283	OK	 
REQUEST	380		RightLogin	1590257155324	1590257155325	OK	 
REQUEST	400		WrongLogin	1590257155324	1590257155325	OK	 
USER	AceptarLocalTestPositivo	621	START	1590257155328	1590257155328
USER	AceptarLocalTestNegativo	641	START	1590257155328	1590257155328
REQUEST	641		Welcome	1590257155328	1590257155331	OK	 
REQUEST	621		Welcome	1590257155328	1590257155331	OK	 
REQUEST	61		WrongLogged	1590257155356	1590257155357	OK	 
REQUEST	61		WrongLogged Redirect 1	1590257155357	1590257155360	OK	 
REQUEST	381		RightLogin	1590257155371	1590257155373	OK	 
REQUEST	401		WrongLogin	1590257155371	1590257155373	OK	 
USER	AceptarLocalTestNegativo	642	START	1590257155386	1590257155386
USER	AceptarLocalTestPositivo	622	START	1590257155386	1590257155386
REQUEST	62		WrongLogged	1590257155388	1590257155390	OK	 
REQUEST	642		Welcome	1590257155387	1590257155394	OK	 
REQUEST	622		Welcome	1590257155387	1590257155394	OK	 
REQUEST	62		WrongLogged Redirect 1	1590257155390	1590257155394	OK	 
USER	AceptarLocalTestPositivo	643	START	1590257155413	1590257155413
USER	AceptarLocalTestNegativo	663	START	1590257155413	1590257155413
REQUEST	663		Welcome	1590257155414	1590257155419	OK	 
REQUEST	643		Welcome	1590257155414	1590257155419	OK	 
REQUEST	402		WrongLogin	1590257155428	1590257155429	OK	 
REQUEST	382		RightLogin	1590257155428	1590257155430	OK	 
REQUEST	63		WrongLogged	1590257155445	1590257155447	OK	 
REQUEST	63		WrongLogged Redirect 1	1590257155447	1590257155450	OK	 
USER	AceptarLocalTestPositivo	644	START	1590257155460	1590257155460
USER	AceptarLocalTestNegativo	664	START	1590257155460	1590257155460
REQUEST	664		Welcome	1590257155461	1590257155466	OK	 
REQUEST	644		Welcome	1590257155461	1590257155466	OK	 
REQUEST	403		RightLogin	1590257155478	1590257155479	OK	 
REQUEST	423		WrongLogin	1590257155478	1590257155479	OK	 
REQUEST	64		WrongLogged	1590257155491	1590257155492	OK	 
REQUEST	64		WrongLogged Redirect 1	1590257155492	1590257155493	OK	 
USER	AceptarLocalTestNegativo	665	START	1590257155508	1590257155508
USER	AceptarLocalTestPositivo	645	START	1590257155508	1590257155508
REQUEST	665		Welcome	1590257155508	1590257155510	OK	 
REQUEST	645		Welcome	1590257155508	1590257155510	OK	 
REQUEST	424		WrongLogin	1590257155538	1590257155539	OK	 
REQUEST	404		RightLogin	1590257155538	1590257155539	OK	 
REQUEST	65		WrongLogged	1590257155538	1590257155540	OK	 
REQUEST	65		WrongLogged Redirect 1	1590257155540	1590257155546	OK	 
USER	AceptarLocalTestNegativo	666	START	1590257155558	1590257155558
USER	AceptarLocalTestPositivo	646	START	1590257155558	1590257155558
REQUEST	646		Welcome	1590257155558	1590257155560	OK	 
REQUEST	666		Welcome	1590257155558	1590257155560	OK	 
REQUEST	405		RightLogin	1590257155569	1590257155570	OK	 
REQUEST	425		WrongLogin	1590257155569	1590257155570	OK	 
REQUEST	66		WrongLogged	1590257155588	1590257155589	OK	 
REQUEST	66		WrongLogged Redirect 1	1590257155589	1590257155590	OK	 
USER	AceptarLocalTestNegativo	667	START	1590257155616	1590257155616
USER	AceptarLocalTestPositivo	647	START	1590257155616	1590257155616
REQUEST	426		WrongLogin	1590257155618	1590257155619	OK	 
REQUEST	406		RightLogin	1590257155618	1590257155619	OK	 
REQUEST	667		Welcome	1590257155617	1590257155621	OK	 
REQUEST	647		Welcome	1590257155617	1590257155621	OK	 
REQUEST	67		WrongLogged	1590257155648	1590257155650	OK	 
REQUEST	67		WrongLogged Redirect 1	1590257155651	1590257155654	OK	 
USER	AceptarLocalTestPositivo	648	START	1590257155663	1590257155663
USER	AceptarLocalTestNegativo	668	START	1590257155663	1590257155663
REQUEST	648		Welcome	1590257155663	1590257155666	OK	 
REQUEST	668		Welcome	1590257155663	1590257155666	OK	 
REQUEST	407		RightLogin	1590257155668	1590257155668	OK	 
REQUEST	427		WrongLogin	1590257155668	1590257155668	OK	 
REQUEST	68		WrongLogged	1590257155695	1590257155695	OK	 
REQUEST	68		WrongLogged Redirect 1	1590257155696	1590257155697	OK	 
USER	AceptarLocalTestNegativo	669	START	1590257155710	1590257155710
USER	AceptarLocalTestPositivo	649	START	1590257155710	1590257155710
REQUEST	669		Welcome	1590257155710	1590257155714	OK	 
REQUEST	649		Welcome	1590257155710	1590257155714	OK	 
REQUEST	69		WrongLogged	1590257155738	1590257155739	OK	 
REQUEST	69		WrongLogged Redirect 1	1590257155739	1590257155740	OK	 
USER	AceptarLocalTestPositivo	650	START	1590257155768	1590257155768
USER	AceptarLocalTestNegativo	670	START	1590257155768	1590257155768
REQUEST	408		RightLogin	1590257155768	1590257155769	OK	 
REQUEST	428		WrongLogin	1590257155768	1590257155769	OK	 
REQUEST	650		Welcome	1590257155768	1590257155772	OK	 
REQUEST	670		Welcome	1590257155768	1590257155772	OK	 
REQUEST	429		WrongLogin	1590257155784	1590257155785	OK	 
REQUEST	409		RightLogin	1590257155784	1590257155785	OK	 
REQUEST	70		WrongLogged	1590257155788	1590257155789	OK	 
REQUEST	70		WrongLogged Redirect 1	1590257155789	1590257155791	OK	 
USER	AceptarLocalTestPositivo	651	START	1590257155815	1590257155815
USER	AceptarLocalTestNegativo	671	START	1590257155815	1590257155815
REQUEST	671		Welcome	1590257155815	1590257155818	OK	 
REQUEST	651		Welcome	1590257155815	1590257155818	OK	 
REQUEST	430		WrongLogin	1590257155818	1590257155818	OK	 
REQUEST	410		RightLogin	1590257155818	1590257155818	OK	 
REQUEST	71		WrongLogged	1590257155848	1590257155849	OK	 
REQUEST	71		WrongLogged Redirect 1	1590257155849	1590257155850	OK	 
USER	AceptarLocalTestNegativo	672	START	1590257155867	1590257155867
USER	AceptarLocalTestPositivo	652	START	1590257155867	1590257155867
REQUEST	411		RightLogin	1590257155868	1590257155869	OK	 
REQUEST	431		WrongLogin	1590257155868	1590257155869	OK	 
REQUEST	672		Welcome	1590257155867	1590257155870	OK	 
REQUEST	652		Welcome	1590257155867	1590257155870	OK	 
USER	AceptarLocalTestNegativo	673	START	1590257155914	1590257155914
USER	AceptarLocalTestPositivo	653	START	1590257155914	1590257155914
REQUEST	72		WrongLogged	1590257155914	1590257155915	OK	 
REQUEST	673		Welcome	1590257155914	1590257155916	OK	 
REQUEST	653		Welcome	1590257155914	1590257155916	OK	 
REQUEST	72		WrongLogged Redirect 1	1590257155915	1590257155917	OK	 
REQUEST	432		WrongLogin	1590257155930	1590257155930	OK	 
REQUEST	412		RightLogin	1590257155930	1590257155931	OK	 
USER	AceptarLocalTestNegativo	674	START	1590257155961	1590257155961
USER	AceptarLocalTestPositivo	654	START	1590257155961	1590257155961
REQUEST	73		WrongLogged	1590257155961	1590257155962	OK	 
REQUEST	73		WrongLogged Redirect 1	1590257155962	1590257155964	OK	 
REQUEST	654		Welcome	1590257155961	1590257155964	OK	 
REQUEST	674		Welcome	1590257155961	1590257155964	OK	 
REQUEST	433		WrongLogin	1590257155978	1590257155979	OK	 
REQUEST	413		RightLogin	1590257155978	1590257155979	OK	 
USER	AceptarLocalTestPositivo	655	START	1590257156008	1590257156008
USER	AceptarLocalTestNegativo	675	START	1590257156008	1590257156008
REQUEST	74		WrongLogged	1590257156008	1590257156010	OK	 
REQUEST	675		Welcome	1590257156008	1590257156014	OK	 
REQUEST	655		Welcome	1590257156008	1590257156014	OK	 
REQUEST	74		WrongLogged Redirect 1	1590257156011	1590257156014	OK	 
REQUEST	434		WrongLogin	1590257156038	1590257156039	OK	 
REQUEST	414		RightLogin	1590257156038	1590257156039	OK	 
USER	AceptarLocalTestNegativo	676	START	1590257156058	1590257156058
USER	AceptarLocalTestPositivo	656	START	1590257156058	1590257156058
REQUEST	75		WrongLogged	1590257156058	1590257156059	OK	 
REQUEST	656		Welcome	1590257156058	1590257156060	OK	 
REQUEST	75		WrongLogged Redirect 1	1590257156059	1590257156060	OK	 
REQUEST	676		Welcome	1590257156058	1590257156060	OK	 
REQUEST	435		WrongLogin	1590257156070	1590257156071	OK	 
REQUEST	415		RightLogin	1590257156070	1590257156071	OK	 
REQUEST	76		WrongLogged	1590257156088	1590257156089	OK	 
REQUEST	76		WrongLogged Redirect 1	1590257156089	1590257156090	OK	 
USER	AceptarLocalTestPositivo	657	START	1590257156117	1590257156117
USER	AceptarLocalTestNegativo	677	START	1590257156117	1590257156117
REQUEST	436		WrongLogin	1590257156118	1590257156119	OK	 
REQUEST	416		RightLogin	1590257156118	1590257156119	OK	 
REQUEST	677		Welcome	1590257156117	1590257156121	OK	 
REQUEST	657		Welcome	1590257156117	1590257156121	OK	 
USER	AceptarLocalTestPositivo	658	START	1590257156168	1590257156168
USER	AceptarLocalTestNegativo	678	START	1590257156168	1590257156168
REQUEST	658		Welcome	1590257156168	1590257156173	OK	 
REQUEST	678		Welcome	1590257156168	1590257156173	OK	 
REQUEST	417		RightLogin	1590257156183	1590257156184	OK	 
REQUEST	437		WrongLogin	1590257156183	1590257156184	OK	 
REQUEST	77		WrongLogged	1590257156184	1590257156185	OK	 
REQUEST	77		WrongLogged Redirect 1	1590257156185	1590257156186	OK	 
USER	AceptarLocalTestNegativo	679	START	1590257156214	1590257156214
USER	AceptarLocalTestPositivo	659	START	1590257156214	1590257156214
REQUEST	679		Welcome	1590257156215	1590257156217	OK	 
REQUEST	659		Welcome	1590257156215	1590257156217	OK	 
REQUEST	438		WrongLogin	1590257156218	1590257156218	OK	 
REQUEST	418		RightLogin	1590257156218	1590257156218	OK	 
REQUEST	78		WrongLogged	1590257156218	1590257156219	OK	 
REQUEST	78		WrongLogged Redirect 1	1590257156219	1590257156221	OK	 
USER	AceptarLocalTestPositivo	660	START	1590257156261	1590257156261
USER	AceptarLocalTestNegativo	680	START	1590257156261	1590257156261
REQUEST	79		WrongLogged	1590257156262	1590257156263	OK	 
REQUEST	680		Welcome	1590257156262	1590257156267	OK	 
REQUEST	79		WrongLogged Redirect 1	1590257156264	1590257156267	OK	 
REQUEST	660		Welcome	1590257156262	1590257156267	OK	 
REQUEST	439		WrongLogin	1590257156276	1590257156277	OK	 
REQUEST	419		RightLogin	1590257156276	1590257156277	OK	 
USER	AceptarLocalTestNegativo	681	START	1590257156308	1590257156308
USER	AceptarLocalTestPositivo	661	START	1590257156308	1590257156308
REQUEST	80		WrongLogged	1590257156308	1590257156309	OK	 
REQUEST	681		Welcome	1590257156308	1590257156311	OK	 
REQUEST	80		WrongLogged Redirect 1	1590257156310	1590257156311	OK	 
REQUEST	661		Welcome	1590257156308	1590257156311	OK	 
REQUEST	440		WrongLogin	1590257156324	1590257156324	OK	 
REQUEST	420		RightLogin	1590257156324	1590257156325	OK	 
REQUEST	81		WrongLogged	1590257156340	1590257156340	OK	 
REQUEST	81		WrongLogged Redirect 1	1590257156341	1590257156342	OK	 
USER	AceptarLocalTestNegativo	682	START	1590257156358	1590257156358
USER	AceptarLocalTestPositivo	662	START	1590257156358	1590257156358
REQUEST	682		Welcome	1590257156358	1590257156360	OK	 
REQUEST	662		Welcome	1590257156358	1590257156360	OK	 
REQUEST	441		WrongLogin	1590257156388	1590257156389	OK	 
REQUEST	421		RightLogin	1590257156388	1590257156390	OK	 
REQUEST	82		WrongLogged	1590257156404	1590257156406	OK	 
REQUEST	82		WrongLogged Redirect 1	1590257156407	1590257156410	OK	 
REQUEST	422		RightLogin	1590257156435	1590257156436	OK	 
REQUEST	442		WrongLogin	1590257156435	1590257156436	OK	 
USER	AceptarLocalTestNegativo	703	START	1590257156438	1590257156438
USER	AceptarLocalTestPositivo	683	START	1590257156438	1590257156438
REQUEST	683		Welcome	1590257156438	1590257156440	OK	 
REQUEST	703		Welcome	1590257156438	1590257156440	OK	 
REQUEST	463		WrongLogin	1590257156468	1590257156469	OK	 
REQUEST	443		RightLogin	1590257156468	1590257156469	OK	 
REQUEST	103		WrongLogged	1590257156468	1590257156469	OK	 
REQUEST	103		WrongLogged Redirect 1	1590257156470	1590257156472	OK	 
USER	AceptarLocalTestNegativo	704	START	1590257156513	1590257156513
USER	AceptarLocalTestPositivo	684	START	1590257156513	1590257156513
REQUEST	704		Welcome	1590257156513	1590257156516	OK	 
REQUEST	684		Welcome	1590257156513	1590257156516	OK	 
REQUEST	444		RightLogin	1590257156518	1590257156518	OK	 
REQUEST	464		WrongLogin	1590257156518	1590257156518	OK	 
REQUEST	104		WrongLogged	1590257156518	1590257156519	OK	 
REQUEST	104		WrongLogged Redirect 1	1590257156519	1590257156520	OK	 
USER	AceptarLocalTestPositivo	685	START	1590257156544	1590257156544
USER	AceptarLocalTestNegativo	705	START	1590257156544	1590257156544
REQUEST	105		WrongLogged	1590257156545	1590257156546	OK	 
REQUEST	705		Welcome	1590257156545	1590257156547	OK	 
REQUEST	685		Welcome	1590257156545	1590257156547	OK	 
REQUEST	105		WrongLogged Redirect 1	1590257156546	1590257156547	OK	 
REQUEST	465		WrongLogin	1590257156576	1590257156576	OK	 
REQUEST	445		RightLogin	1590257156576	1590257156576	OK	 
USER	AceptarLocalTestNegativo	706	START	1590257156591	1590257156591
USER	AceptarLocalTestPositivo	686	START	1590257156591	1590257156591
REQUEST	686		Welcome	1590257156592	1590257156595	OK	 
REQUEST	706		Welcome	1590257156592	1590257156595	OK	 
REQUEST	466		WrongLogin	1590257156608	1590257156609	OK	 
REQUEST	446		RightLogin	1590257156608	1590257156609	OK	 
REQUEST	106		WrongLogged	1590257156623	1590257156624	OK	 
REQUEST	106		WrongLogged Redirect 1	1590257156625	1590257156629	OK	 
USER	AceptarLocalTestPositivo	687	START	1590257156653	1590257156653
USER	AceptarLocalTestNegativo	707	START	1590257156653	1590257156653
REQUEST	707		Welcome	1590257156653	1590257156656	OK	 
REQUEST	687		Welcome	1590257156653	1590257156656	OK	 
REQUEST	447		RightLogin	1590257156669	1590257156669	OK	 
REQUEST	467		WrongLogin	1590257156669	1590257156670	OK	 
REQUEST	107		WrongLogged	1590257156669	1590257156670	OK	 
REQUEST	107		WrongLogged Redirect 1	1590257156670	1590257156672	OK	 
USER	AceptarLocalTestPositivo	688	START	1590257156688	1590257156688
USER	AceptarLocalTestNegativo	708	START	1590257156688	1590257156688
REQUEST	688		Welcome	1590257156688	1590257156690	OK	 
REQUEST	708		Welcome	1590257156688	1590257156690	OK	 
REQUEST	448		RightLogin	1590257156716	1590257156716	OK	 
REQUEST	468		WrongLogin	1590257156716	1590257156716	OK	 
REQUEST	108		WrongLogged	1590257156716	1590257156717	OK	 
REQUEST	108		WrongLogged Redirect 1	1590257156717	1590257156719	OK	 
USER	AceptarLocalTestPositivo	689	START	1590257156747	1590257156747
USER	AceptarLocalTestNegativo	709	START	1590257156747	1590257156747
REQUEST	689		Welcome	1590257156747	1590257156749	OK	 
REQUEST	709		Welcome	1590257156747	1590257156749	OK	 
REQUEST	109		WrongLogged	1590257156763	1590257156764	OK	 
REQUEST	109		WrongLogged Redirect 1	1590257156764	1590257156765	OK	 
REQUEST	469		WrongLogin	1590257156778	1590257156779	OK	 
REQUEST	449		RightLogin	1590257156778	1590257156779	OK	 
USER	AceptarLocalTestPositivo	690	START	1590257156794	1590257156794
USER	AceptarLocalTestNegativo	710	START	1590257156794	1590257156794
REQUEST	710		Welcome	1590257156795	1590257156797	OK	 
REQUEST	690		Welcome	1590257156795	1590257156797	OK	 
REQUEST	450		RightLogin	1590257156810	1590257156811	OK	 
REQUEST	470		WrongLogin	1590257156810	1590257156811	OK	 
REQUEST	110		WrongLogged	1590257156810	1590257156812	OK	 
REQUEST	110		WrongLogged Redirect 1	1590257156812	1590257156813	OK	 
USER	AceptarLocalTestNegativo	711	START	1590257156841	1590257156841
USER	AceptarLocalTestPositivo	691	START	1590257156841	1590257156841
REQUEST	711		Welcome	1590257156842	1590257156845	OK	 
