ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearAnuncioTest	crearanunciotest	1590177273315	 	3.3.1
REQUEST	3847		FormAnuncio Redirect 1	1590177405700	1590177405702	OK	 
REQUEST	3844		FormAnuncio Redirect 1	1590177405700	1590177405702	OK	 
USER	CrearAnuncioTestPositivo	3073	END	1590177336654	1590177405711
REQUEST	3822		FormAnuncio	1590177405711	1590177405712	OK	 
REQUEST	3823		FormAnuncio	1590177405711	1590177405712	OK	 
REQUEST	3823		FormAnuncio Redirect 1	1590177405712	1590177405713	OK	 
REQUEST	3822		FormAnuncio Redirect 1	1590177405712	1590177405713	OK	 
REQUEST	3846		FormAnuncio	1590177405726	1590177405727	OK	 
REQUEST	4274		ShowFiesta	1590177405726	1590177405730	OK	 
REQUEST	4299		ShowFiesta	1590177405726	1590177405730	OK	 
REQUEST	3848		FormAnuncio	1590177405728	1590177405731	OK	 
REQUEST	3883		FormAnuncio	1590177405728	1590177405731	OK	 
REQUEST	3846		FormAnuncio Redirect 1	1590177405727	1590177405731	OK	 
REQUEST	3848		FormAnuncio Redirect 1	1590177405731	1590177405732	OK	 
REQUEST	3883		FormAnuncio Redirect 1	1590177405731	1590177405733	OK	 
REQUEST	3449		FieldEmpty	1590177405742	1590177405743	OK	 
REQUEST	3851		FormAnuncio	1590177405742	1590177405744	OK	 
REQUEST	3449		FieldEmpty Redirect 1	1590177405743	1590177405745	OK	 
REQUEST	3851		FormAnuncio Redirect 1	1590177405744	1590177405745	OK	 
USER	CrearAnuncioTestNegativo	2549	END	1590177325699	1590177405758
USER	CrearAnuncioTestPositivo	3074	END	1590177336688	1590177405758
REQUEST	3850		FormAnuncio	1590177405758	1590177405760	OK	 
REQUEST	3824		FormAnuncio	1590177405758	1590177405760	OK	 
REQUEST	3850		FormAnuncio Redirect 1	1590177405760	1590177405761	OK	 
REQUEST	3424		AnuncioCreated	1590177405758	1590177405761	OK	 
REQUEST	3424		AnuncioCreated Redirect 1	1590177405761	1590177405762	OK	 
REQUEST	3824		FormAnuncio Redirect 1	1590177405760	1590177405762	OK	 
USER	CrearAnuncioTestPositivo	3075	END	1590177336732	1590177405773
REQUEST	3450		FieldEmpty	1590177405778	1590177405779	OK	 
REQUEST	3450		FieldEmpty Redirect 1	1590177405779	1590177405780	OK	 
REQUEST	3425		AnuncioCreated	1590177405789	1590177405790	OK	 
REQUEST	3425		AnuncioCreated Redirect 1	1590177405790	1590177405791	OK	 
REQUEST	4275		ShowFiesta	1590177405805	1590177405806	OK	 
USER	CrearAnuncioTestNegativo	2550	END	1590177325739	1590177405808
REQUEST	4276		ShowFiesta	1590177405808	1590177405810	OK	 
REQUEST	4300		ShowFiesta	1590177405808	1590177405810	OK	 
USER	CrearAnuncioTestPositivo	3076	END	1590177336769	1590177405820
REQUEST	4301		ShowFiesta	1590177405820	1590177405822	OK	 
USER	CrearAnuncioTestNegativo	2551	END	1590177325782	1590177405836
REQUEST	3426		AnuncioCreated	1590177405836	1590177405837	OK	 
REQUEST	3451		FieldEmpty	1590177405836	1590177405838	OK	 
REQUEST	3426		AnuncioCreated Redirect 1	1590177405837	1590177405839	OK	 
REQUEST	3451		FieldEmpty Redirect 1	1590177405838	1590177405839	OK	 
REQUEST	4277		ShowFiesta	1590177405851	1590177405854	OK	 
USER	CrearAnuncioTestPositivo	3077	END	1590177336818	1590177405868
USER	CrearAnuncioTestNegativo	2552	END	1590177325818	1590177405869
REQUEST	4302		ShowFiesta	1590177405867	1590177405870	OK	 
REQUEST	3849		FormAnuncio	1590177405869	1590177405872	OK	 
REQUEST	3879		FormAnuncio	1590177405869	1590177405872	OK	 
REQUEST	3879		FormAnuncio Redirect 1	1590177405872	1590177405874	OK	 
REQUEST	3849		FormAnuncio Redirect 1	1590177405872	1590177405875	OK	 
REQUEST	3427		AnuncioCreated	1590177405883	1590177405884	OK	 
REQUEST	3832		FormAnuncio	1590177405883	1590177405885	OK	 
REQUEST	3427		AnuncioCreated Redirect 1	1590177405884	1590177405885	OK	 
REQUEST	3832		FormAnuncio Redirect 1	1590177405885	1590177405885	OK	 
REQUEST	3452		FieldEmpty	1590177405883	1590177405886	OK	 
REQUEST	3452		FieldEmpty Redirect 1	1590177405886	1590177405886	OK	 
REQUEST	3826		FormAnuncio	1590177405883	1590177405887	OK	 
REQUEST	3826		FormAnuncio Redirect 1	1590177405887	1590177405887	OK	 
REQUEST	3853		FormAnuncio	1590177405888	1590177405889	OK	 
REQUEST	3853		FormAnuncio Redirect 1	1590177405889	1590177405890	OK	 
REQUEST	3854		FormAnuncio	1590177405888	1590177405891	OK	 
REQUEST	4328		ShowFiesta	1590177405888	1590177405892	OK	 
REQUEST	4303		ShowFiesta	1590177405888	1590177405892	OK	 
REQUEST	3854		FormAnuncio Redirect 1	1590177405891	1590177405893	OK	 
REQUEST	3880		FormAnuncio	1590177405898	1590177405900	OK	 
REQUEST	3880		FormAnuncio Redirect 1	1590177405900	1590177405901	OK	 
USER	CrearAnuncioTestNegativo	2578	END	1590177325860	1590177405914
USER	CrearAnuncioTestPositivo	3103	END	1590177336857	1590177405918
REQUEST	3453		AnuncioCreated	1590177405918	1590177405919	OK	 
REQUEST	3453		AnuncioCreated Redirect 1	1590177405919	1590177405919	OK	 
REQUEST	4304		ShowFiesta	1590177405918	1590177405920	OK	 
REQUEST	3882		FormAnuncio	1590177405930	1590177405931	OK	 
REQUEST	4329		ShowFiesta	1590177405930	1590177405932	OK	 
REQUEST	3856		FormAnuncio	1590177405930	1590177405932	OK	 
REQUEST	3859		FormAnuncio	1590177405930	1590177405932	OK	 
REQUEST	3859		FormAnuncio Redirect 1	1590177405932	1590177405933	OK	 
REQUEST	3882		FormAnuncio Redirect 1	1590177405931	1590177405934	OK	 
REQUEST	3856		FormAnuncio Redirect 1	1590177405932	1590177405934	OK	 
REQUEST	3479		FieldEmpty	1590177405946	1590177405947	OK	 
REQUEST	3479		FieldEmpty Redirect 1	1590177405947	1590177405948	OK	 
REQUEST	3888		FormAnuncio	1590177405946	1590177405948	OK	 
REQUEST	3827		FormAnuncio	1590177405946	1590177405948	OK	 
REQUEST	3827		FormAnuncio Redirect 1	1590177405948	1590177405948	OK	 
REQUEST	3855		FormAnuncio	1590177405946	1590177405948	OK	 
REQUEST	3454		AnuncioCreated	1590177405946	1590177405948	OK	 
REQUEST	3454		AnuncioCreated Redirect 1	1590177405949	1590177405949	OK	 
REQUEST	3855		FormAnuncio Redirect 1	1590177405948	1590177405949	OK	 
REQUEST	3478		FieldEmpty	1590177405945	1590177405949	OK	 
REQUEST	3881		FormAnuncio	1590177405947	1590177405949	OK	 
REQUEST	3852		FormAnuncio	1590177405946	1590177405949	OK	 
REQUEST	3881		FormAnuncio Redirect 1	1590177405949	1590177405950	OK	 
REQUEST	3852		FormAnuncio Redirect 1	1590177405950	1590177405950	OK	 
USER	CrearAnuncioTestPositivo	3104	END	1590177336895	1590177405951
REQUEST	3862		FormAnuncio	1590177405947	1590177405951	OK	 
REQUEST	3860		FormAnuncio	1590177405950	1590177405952	OK	 
REQUEST	3888		FormAnuncio Redirect 1	1590177405948	1590177405952	OK	 
REQUEST	3860		FormAnuncio Redirect 1	1590177405952	1590177405952	OK	 
REQUEST	3886		FormAnuncio	1590177405950	1590177405953	OK	 
REQUEST	3893		FormAnuncio	1590177405950	1590177405953	OK	 
REQUEST	3868		FormAnuncio	1590177405950	1590177405953	OK	 
REQUEST	3887		FormAnuncio	1590177405950	1590177405953	OK	 
REQUEST	3867		FormAnuncio	1590177405950	1590177405953	OK	 
REQUEST	3478		FieldEmpty Redirect 1	1590177405949	1590177405954	OK	 
REQUEST	3887		FormAnuncio Redirect 1	1590177405953	1590177405954	OK	 
REQUEST	3862		FormAnuncio Redirect 1	1590177405951	1590177405954	OK	 
REQUEST	3890		FormAnuncio	1590177405950	1590177405954	OK	 
REQUEST	3893		FormAnuncio Redirect 1	1590177405953	1590177405955	OK	 
REQUEST	3886		FormAnuncio Redirect 1	1590177405953	1590177405955	OK	 
REQUEST	3868		FormAnuncio Redirect 1	1590177405953	1590177405955	OK	 
REQUEST	3890		FormAnuncio Redirect 1	1590177405954	1590177405957	OK	 
REQUEST	3867		FormAnuncio Redirect 1	1590177405953	1590177405957	OK	 
USER	CrearAnuncioTestNegativo	2579	END	1590177325902	1590177405961
REQUEST	3455		AnuncioCreated	1590177405961	1590177405964	OK	 
REQUEST	4330		ShowFiesta	1590177405961	1590177405964	OK	 
REQUEST	3884		FormAnuncio	1590177405961	1590177405965	OK	 
REQUEST	3885		FormAnuncio	1590177405962	1590177405965	OK	 
REQUEST	3891		FormAnuncio	1590177405962	1590177405965	OK	 
REQUEST	3891		FormAnuncio Redirect 1	1590177405965	1590177405966	OK	 
REQUEST	3858		FormAnuncio	1590177405962	1590177405967	OK	 
REQUEST	3455		AnuncioCreated Redirect 1	1590177405964	1590177405967	OK	 
REQUEST	3884		FormAnuncio Redirect 1	1590177405965	1590177405968	OK	 
REQUEST	3858		FormAnuncio Redirect 1	1590177405967	1590177405968	OK	 
REQUEST	3885		FormAnuncio Redirect 1	1590177405965	1590177405969	OK	 
REQUEST	4305		ShowFiesta	1590177405961	1590177405969	OK	 
REQUEST	3480		FieldEmpty	1590177405976	1590177405977	OK	 
REQUEST	3864		FormAnuncio	1590177405976	1590177405978	OK	 
REQUEST	3864		FormAnuncio Redirect 1	1590177405978	1590177405979	OK	 
REQUEST	3480		FieldEmpty Redirect 1	1590177405977	1590177405979	OK	 
REQUEST	3861		FormAnuncio	1590177405978	1590177405980	OK	 
REQUEST	3861		FormAnuncio Redirect 1	1590177405980	1590177405980	OK	 
USER	CrearAnuncioTestNegativo	2580	END	1590177325943	1590177405992
REQUEST	3894		FormAnuncio	1590177405992	1590177405993	OK	 
REQUEST	3866		FormAnuncio	1590177405992	1590177405993	OK	 
REQUEST	3865		FormAnuncio	1590177405992	1590177405998	OK	 
REQUEST	3892		FormAnuncio	1590177405992	1590177405998	OK	 
REQUEST	3889		FormAnuncio	1590177405992	1590177405999	OK	 
REQUEST	3894		FormAnuncio Redirect 1	1590177405993	1590177405999	OK	 
REQUEST	3866		FormAnuncio Redirect 1	1590177405993	1590177405999	OK	 
REQUEST	3889		FormAnuncio Redirect 1	1590177405999	1590177406000	OK	 
REQUEST	3892		FormAnuncio Redirect 1	1590177405998	1590177406000	OK	 
REQUEST	3865		FormAnuncio Redirect 1	1590177405998	1590177406000	OK	 
USER	CrearAnuncioTestPositivo	3105	END	1590177336932	1590177406008
REQUEST	3870		FormAnuncio	1590177406008	1590177406009	OK	 
REQUEST	3895		FormAnuncio	1590177406008	1590177406010	OK	 
REQUEST	3870		FormAnuncio Redirect 1	1590177406009	1590177406010	OK	 
REQUEST	3895		FormAnuncio Redirect 1	1590177406010	1590177406011	OK	 
REQUEST	3857		FormAnuncio	1590177406024	1590177406026	OK	 
REQUEST	4306		ShowFiesta	1590177406023	1590177406028	OK	 
REQUEST	4331		ShowFiesta	1590177406023	1590177406028	OK	 
REQUEST	3857		FormAnuncio Redirect 1	1590177406026	1590177406028	OK	 
USER	CrearAnuncioTestNegativo	2581	END	1590177325985	1590177406029
REQUEST	3456		AnuncioCreated	1590177406029	1590177406031	OK	 
USER	CrearAnuncioTestPositivo	3106	END	1590177336973	1590177406032
REQUEST	3456		AnuncioCreated Redirect 1	1590177406031	1590177406033	OK	 
REQUEST	3869		FormAnuncio	1590177406031	1590177406034	OK	 
REQUEST	3869		FormAnuncio Redirect 1	1590177406034	1590177406034	OK	 
REQUEST	3897		FormAnuncio	1590177406031	1590177406037	OK	 
REQUEST	3897		FormAnuncio Redirect 1	1590177406037	1590177406039	OK	 
REQUEST	3481		FieldEmpty	1590177406055	1590177406056	OK	 
REQUEST	3481		FieldEmpty Redirect 1	1590177406056	1590177406058	OK	 
USER	CrearAnuncioTestPositivo	3107	END	1590177337014	1590177406059
REQUEST	3871		FormAnuncio	1590177406070	1590177406072	OK	 
REQUEST	3896		FormAnuncio	1590177406070	1590177406073	OK	 
REQUEST	3877		FormAnuncio	1590177406070	1590177406073	OK	 
REQUEST	3877		FormAnuncio Redirect 1	1590177406073	1590177406074	OK	 
REQUEST	3871		FormAnuncio Redirect 1	1590177406072	1590177406074	OK	 
REQUEST	3896		FormAnuncio Redirect 1	1590177406073	1590177406075	OK	 
REQUEST	4307		ShowFiesta	1590177406070	1590177406075	OK	 
USER	CrearAnuncioTestNegativo	2582	END	1590177326020	1590177406086
REQUEST	4332		ShowFiesta	1590177406086	1590177406089	OK	 
REQUEST	3863		FormAnuncio	1590177406087	1590177406089	OK	 
REQUEST	3874		FormAnuncio	1590177406086	1590177406089	OK	 
REQUEST	3863		FormAnuncio Redirect 1	1590177406089	1590177406089	OK	 
REQUEST	4308		ShowFiesta	1590177406086	1590177406090	OK	 
REQUEST	3898		FormAnuncio	1590177406088	1590177406091	OK	 
REQUEST	3873		FormAnuncio	1590177406088	1590177406091	OK	 
REQUEST	3898		FormAnuncio Redirect 1	1590177406091	1590177406091	OK	 
REQUEST	3873		FormAnuncio Redirect 1	1590177406091	1590177406091	OK	 
REQUEST	3900		FormAnuncio	1590177406088	1590177406092	OK	 
REQUEST	3457		AnuncioCreated	1590177406088	1590177406092	OK	 
REQUEST	4333		ShowFiesta	1590177406088	1590177406092	OK	 
REQUEST	3872		FormAnuncio	1590177406088	1590177406092	OK	 
REQUEST	3874		FormAnuncio Redirect 1	1590177406089	1590177406093	OK	 
REQUEST	3457		AnuncioCreated Redirect 1	1590177406092	1590177406094	OK	 
REQUEST	3900		FormAnuncio Redirect 1	1590177406092	1590177406094	OK	 
REQUEST	3872		FormAnuncio Redirect 1	1590177406092	1590177406094	OK	 
REQUEST	3482		FieldEmpty	1590177406101	1590177406103	OK	 
REQUEST	3482		FieldEmpty Redirect 1	1590177406103	1590177406104	OK	 
REQUEST	3458		AnuncioCreated	1590177406117	1590177406118	OK	 
REQUEST	3483		FieldEmpty	1590177406117	1590177406118	OK	 
REQUEST	3483		FieldEmpty Redirect 1	1590177406118	1590177406119	OK	 
REQUEST	3458		AnuncioCreated Redirect 1	1590177406118	1590177406119	OK	 
REQUEST	3899		FormAnuncio	1590177406117	1590177406120	OK	 
USER	CrearAnuncioTestNegativo	2583	END	1590177326063	1590177406121
USER	CrearAnuncioTestPositivo	3108	END	1590177337051	1590177406122
REQUEST	3899		FormAnuncio Redirect 1	1590177406120	1590177406122	OK	 
REQUEST	3901		FormAnuncio	1590177406122	1590177406123	OK	 
REQUEST	3901		FormAnuncio Redirect 1	1590177406123	1590177406124	OK	 
REQUEST	4309		ShowFiesta	1590177406128	1590177406130	OK	 
REQUEST	4334		ShowFiesta	1590177406138	1590177406140	OK	 
REQUEST	3875		FormAnuncio	1590177406149	1590177406150	OK	 
REQUEST	3903		FormAnuncio	1590177406149	1590177406151	OK	 
REQUEST	3878		FormAnuncio	1590177406149	1590177406151	OK	 
REQUEST	3878		FormAnuncio Redirect 1	1590177406151	1590177406152	OK	 
REQUEST	3875		FormAnuncio Redirect 1	1590177406151	1590177406152	OK	 
REQUEST	3903		FormAnuncio Redirect 1	1590177406151	1590177406154	OK	 
REQUEST	3904		FormAnuncio	1590177406152	1590177406154	OK	 
REQUEST	3904		FormAnuncio Redirect 1	1590177406154	1590177406156	OK	 
USER	CrearAnuncioTestPositivo	3109	END	1590177337098	1590177406164
REQUEST	3459		AnuncioCreated	1590177406164	1590177406165	OK	 
REQUEST	3902		FormAnuncio	1590177406164	1590177406166	OK	 
REQUEST	3459		AnuncioCreated Redirect 1	1590177406165	1590177406167	OK	 
REQUEST	3902		FormAnuncio Redirect 1	1590177406166	1590177406167	OK	 
REQUEST	3484		FieldEmpty	1590177406168	1590177406170	OK	 
REQUEST	4310		ShowFiesta	1590177406168	1590177406170	OK	 
REQUEST	4335		ShowFiesta	1590177406168	1590177406170	OK	 
REQUEST	3484		FieldEmpty Redirect 1	1590177406170	1590177406172	OK	 
USER	CrearAnuncioTestPositivo	3110	END	1590177337134	1590177406195
USER	CrearAnuncioTestNegativo	2584	END	1590177326098	1590177406198
REQUEST	3876		FormAnuncio	1590177406198	1590177406199	OK	 
REQUEST	3907		FormAnuncio	1590177406198	1590177406200	OK	 
REQUEST	3931		FormAnuncio	1590177406198	1590177406200	OK	 
REQUEST	3876		FormAnuncio Redirect 1	1590177406199	1590177406200	OK	 
REQUEST	3907		FormAnuncio Redirect 1	1590177406200	1590177406201	OK	 
REQUEST	3931		FormAnuncio Redirect 1	1590177406200	1590177406201	OK	 
USER	CrearAnuncioTestNegativo	2585	END	1590177326141	1590177406212
REQUEST	3908		FormAnuncio	1590177406211	1590177406213	OK	 
REQUEST	3908		FormAnuncio Redirect 1	1590177406213	1590177406213	OK	 
REQUEST	3485		FieldEmpty	1590177406211	1590177406214	OK	 
REQUEST	3929		FormAnuncio	1590177406211	1590177406214	OK	 
REQUEST	3485		FieldEmpty Redirect 1	1590177406214	1590177406215	OK	 
REQUEST	3929		FormAnuncio Redirect 1	1590177406214	1590177406215	OK	 
REQUEST	3930		FormAnuncio	1590177406212	1590177406216	OK	 
REQUEST	3906		FormAnuncio	1590177406215	1590177406219	OK	 
REQUEST	3930		FormAnuncio Redirect 1	1590177406216	1590177406220	OK	 
REQUEST	3905		FormAnuncio	1590177406216	1590177406221	OK	 
REQUEST	3906		FormAnuncio Redirect 1	1590177406220	1590177406222	OK	 
REQUEST	3905		FormAnuncio Redirect 1	1590177406221	1590177406224	OK	 
REQUEST	4311		ShowFiesta	1590177406218	1590177406224	OK	 
REQUEST	4336		ShowFiesta	1590177406219	1590177406224	OK	 
REQUEST	3461		AnuncioCreated	1590177406224	1590177406227	OK	 
REQUEST	3461		AnuncioCreated Redirect 1	1590177406227	1590177406230	OK	 
REQUEST	3460		AnuncioCreated	1590177406228	1590177406231	OK	 
REQUEST	3460		AnuncioCreated Redirect 1	1590177406231	1590177406232	OK	 
REQUEST	3486		FieldEmpty	1590177406229	1590177406233	OK	 
REQUEST	3486		FieldEmpty Redirect 1	1590177406233	1590177406234	OK	 
REQUEST	3909		FormAnuncio	1590177406232	1590177406235	OK	 
USER	CrearAnuncioTestPositivo	3111	END	1590177337173	1590177406236
REQUEST	3909		FormAnuncio Redirect 1	1590177406235	1590177406238	OK	 
REQUEST	3932		FormAnuncio	1590177406238	1590177406240	OK	 
REQUEST	3932		FormAnuncio Redirect 1	1590177406241	1590177406242	OK	 
USER	CrearAnuncioTestNegativo	2586	END	1590177326188	1590177406248
REQUEST	4337		ShowFiesta	1590177406258	1590177406260	OK	 
REQUEST	4312		ShowFiesta	1590177406258	1590177406260	OK	 
USER	CrearAnuncioTestPositivo	3112	END	1590177337215	1590177406277
REQUEST	3933		FormAnuncio	1590177406277	1590177406279	OK	 
REQUEST	3935		FormAnuncio	1590177406277	1590177406279	OK	 
REQUEST	3935		FormAnuncio Redirect 1	1590177406279	1590177406279	OK	 
REQUEST	3462		AnuncioCreated	1590177406277	1590177406279	OK	 
REQUEST	3912		FormAnuncio	1590177406277	1590177406280	OK	 
REQUEST	3936		FormAnuncio	1590177406277	1590177406280	OK	 
REQUEST	3910		FormAnuncio	1590177406277	1590177406280	OK	 
REQUEST	3487		FieldEmpty	1590177406277	1590177406280	OK	 
REQUEST	3911		FormAnuncio	1590177406277	1590177406280	OK	 
REQUEST	3910		FormAnuncio Redirect 1	1590177406280	1590177406280	OK	 
REQUEST	3911		FormAnuncio Redirect 1	1590177406280	1590177406281	OK	 
REQUEST	3933		FormAnuncio Redirect 1	1590177406279	1590177406281	OK	 
REQUEST	3912		FormAnuncio Redirect 1	1590177406280	1590177406281	OK	 
REQUEST	3936		FormAnuncio Redirect 1	1590177406280	1590177406282	OK	 
REQUEST	3487		FieldEmpty Redirect 1	1590177406280	1590177406282	OK	 
REQUEST	3462		AnuncioCreated Redirect 1	1590177406279	1590177406282	OK	 
REQUEST	3934		FormAnuncio	1590177406282	1590177406283	OK	 
REQUEST	3934		FormAnuncio Redirect 1	1590177406283	1590177406285	OK	 
REQUEST	3913		FormAnuncio	1590177406293	1590177406294	OK	 
REQUEST	3937		FormAnuncio	1590177406293	1590177406295	OK	 
REQUEST	3914		FormAnuncio	1590177406293	1590177406296	OK	 
REQUEST	3913		FormAnuncio Redirect 1	1590177406294	1590177406296	OK	 
REQUEST	4313		ShowFiesta	1590177406293	1590177406297	OK	 
REQUEST	3914		FormAnuncio Redirect 1	1590177406296	1590177406297	OK	 
REQUEST	3937		FormAnuncio Redirect 1	1590177406295	1590177406297	OK	 
REQUEST	4338		ShowFiesta	1590177406293	1590177406298	OK	 
REQUEST	3938		FormAnuncio	1590177406298	1590177406299	OK	 
REQUEST	3938		FormAnuncio Redirect 1	1590177406299	1590177406301	OK	 
USER	CrearAnuncioTestPositivo	3113	END	1590177337254	1590177406308
REQUEST	3463		AnuncioCreated	1590177406308	1590177406309	OK	 
REQUEST	3488		FieldEmpty	1590177406308	1590177406309	OK	 
REQUEST	3463		AnuncioCreated Redirect 1	1590177406309	1590177406310	OK	 
REQUEST	3488		FieldEmpty Redirect 1	1590177406309	1590177406311	OK	 
REQUEST	3915		FormAnuncio	1590177406328	1590177406329	OK	 
REQUEST	4339		ShowFiesta	1590177406328	1590177406330	OK	 
REQUEST	3915		FormAnuncio Redirect 1	1590177406329	1590177406330	OK	 
REQUEST	3939		FormAnuncio	1590177406328	1590177406331	OK	 
REQUEST	4314		ShowFiesta	1590177406328	1590177406332	OK	 
REQUEST	3939		FormAnuncio Redirect 1	1590177406331	1590177406332	OK	 
USER	CrearAnuncioTestNegativo	2587	END	1590177326220	1590177406340
USER	CrearAnuncioTestPositivo	3114	END	1590177337293	1590177406358
REQUEST	3489		FieldEmpty	1590177406358	1590177406359	OK	 
REQUEST	3464		AnuncioCreated	1590177406358	1590177406360	OK	 
REQUEST	3489		FieldEmpty Redirect 1	1590177406359	1590177406360	OK	 
REQUEST	4340		ShowFiesta	1590177406358	1590177406361	OK	 
REQUEST	3464		AnuncioCreated Redirect 1	1590177406360	1590177406361	OK	 
USER	CrearAnuncioTestNegativo	2588	END	1590177326266	1590177406371
REQUEST	3916		FormAnuncio	1590177406371	1590177406374	OK	 
REQUEST	4315		ShowFiesta	1590177406371	1590177406375	OK	 
REQUEST	3916		FormAnuncio Redirect 1	1590177406374	1590177406375	OK	 
USER	CrearAnuncioTestPositivo	3115	END	1590177337332	1590177406386
USER	CrearAnuncioTestNegativo	2589	END	1590177326307	1590177406387
